start_time,average_cap,date,delta_cap,market_cap,realized_cap,thermo_cap
2021-02-16,53057983834.88031,2021-02-16,198864147199.98648,915749894089.364,251922131034.8668,22922532544.02134
2021-02-17,53265358237.03109,2021-02-17,201482321674.07956,971519210960.7008,254747679911.11063,22973877584.476875
2021-02-18,53470227088.949615,2021-02-18,204409380945.55243,960834372236.1016,257879608034.50204,23025998824.40084
2021-02-19,53693317935.29447,2021-02-19,209186658506.87787,1041985767243.006,262879976442.17233,23085355139.409817
2021-02-20,53916039527.65396,2021-02-20,212705293687.81873,1040795415272.5544,266621333215.4727,23145026050.23873
2021-02-21,54145432617.74277,2021-02-21,214822189260.22943,1070815607891.3378,268967621877.97223,23201834553.06279
2021-02-22,54360614831.64849,2021-02-22,216655560597.6692,1008263369075.71,271016175429.3177,23254704301.44135
2021-02-23,54553831386.90332,2021-02-23,219109219357.91397,911276037386.8042,273663050744.8173,23302472518.576416
2021-02-24,54750391207.020226,2021-02-24,221238897151.45895,926493193425.5126,275989288358.4792,23361449507.05207
2021-02-25,54935905390.40362,2021-02-25,222882347598.7852,877876822879.1143,277818252989.18884,23417795470.0465
2021-02-26,55117968283.05872,2021-02-26,224976064981.8512,862931022993.7914,280094033264.9099,23465229489.850845
2021-02-27,55299468663.54179,2021-02-27,224603236707.48056,860798157247.3529,279902705371.02234,23516361877.719337
2021-02-28,55476960775.35663,2021-02-28,224720975519.8009,843364445121.4352,280197936295.15753,23556771436.14801
2021-03-01,55672740244.246735,2021-03-01,225850802112.2491,924933582116.3378,281523542356.49585,23601408201.281223
2021-03-02,55863699580.92813,2021-03-02,227099334646.35947,903914113783.0094,282963034227.2876,23651258636.20465
2021-03-03,56062560936.43345,2021-03-03,228092314622.06943,939404702091.0406,284154875558.5029,23705787215.58395
2021-03-04,56252859331.07589,2021-03-04,228769168549.3147,901748626727.4364,285022027880.39056,23750851578.360256
2021-03-05,56444791158.47568,2021-03-05,229441834999.3906,909389832123.1538,285886626157.8663,23800689674.95036
2021-03-06,56637125902.7837,2021-03-06,229783884450.25284,911565064351.9232,286421010353.0365,23850412587.683475
2021-03-07,56838205680.98217,2021-03-07,230247281269.1591,950838899551.3884,287085486950.14124,23899905407.92973
2021-03-08,57045123926.810074,2021-03-08,231646724072.67355,977210563123.5172,288691847999.48364,23953720745.007263
2021-03-09,57262554896.26923,2021-03-09,233210006642.79453,1024395507050.6084,290472561539.0638,24006623680.08819
2021-03-10,57483884583.53827,2021-03-10,234964132341.4953,1042179663243.463,292448016925.03357,24064241301.637222
2021-03-11,57713283023.63406,2021-03-11,237926995058.25137,1078536341449.9244,295640278081.88544,24116969580.324036
2021-03-12,57940119180.236565,2021-03-12,240189011718.21564,1067587852217.9768,298129130898.4522,24176954289.855167
2021-03-13,58183354412.35117,2021-03-13,241846334446.6569,1141066607786.5754,300029688859.00806,24236375689.764175
2021-03-14,58417289311.82917,2021-03-14,243482554137.21057,1100129396687.3538,301899843449.03973,24301071969.41837
2021-03-15,58637136243.77204,2021-03-15,244384075288.30203,1037835371117.3252,303021211532.0741,24360760053.75225
2021-03-16,58862221305.931816,2021-03-16,246057710464.51016,1061616173227.7133,304919931770.44196,24418383515.71323
2021-03-17,59095551965.07348,2021-03-17,247434575786.8607,1098816969100.3258,306530127751.93414,24472093049.035637
2021-03-18,59323523892.36133,2021-03-18,248337712105.6247,1075394403814.3018,307661235997.986,24535674929.91258
2021-03-19,59553077642.72958,2021-03-19,249040149240.31284,1082903696784.4084,308593226883.0424,24596452404.623047
2021-03-20,59782729296.86926,2021-03-20,249854624041.8872,1083799455105.6938,309637353338.7565,24657945154.84695
2021-03-21,60009265467.446434,2021-03-21,250441266719.3173,1070360586241.6428,310450532186.7637,24717247189.608257
2021-03-22,60222049956.841644,2021-03-22,251488831528.9732,1009453657148.883,311710881485.8148,24775712104.095005
2021-03-23,60435796490.34554,2021-03-23,253136794972.13513,1014172828984.739,313572591462.48065,24835234702.40654
2021-03-24,60640960374.18447,2021-03-24,254324900030.8482,976287373947.308,314965860405.03265,24892101130.92635
2021-03-25,60841899012.23531,2021-03-25,255395680154.56467,957831979271.2042,316237579166.8,24946631187.37607
2021-03-26,61058258528.94793,2021-03-26,256257245524.38455,1027103500650.7942,317315504053.33246,24996294810.54532
2021-03-27,61277910936.4052,2021-03-27,257593550693.846,1042245562640.5529,318871461630.2512,25054777773.703396
2021-03-28,61497215537.11707,2021-03-28,258053300270.2592,1041130866917.0516,319550515807.3763,25113480276.15516
2021-03-29,61724206948.083305,2021-03-29,259262263119.7637,1075921831145.218,320986470067.847,25171780242.004436
2021-03-30,61955973129.91188,2021-03-30,260660808329.28268,1097719039721.8011,322616781459.1945,25230703766.791775
2021-03-31,62187552264.81345,2021-03-31,262055348050.8333,1097346285274.8644,324242900315.6468,25294378837.8874
2021-04-01,62418783502.65666,2021-04-01,263884959434.62335,1096253647899.63,326303742937.28,25353041648.911263
2021-04-02,62650988985.441956,2021-04-02,265035977549.87744,1101073908001.2705,327686966535.3194,25410213965.89431
2021-04-03,62875142823.83827,2021-04-03,265250493207.6852,1065515261970.571,328125636031.52344,25463349611.48696
2021-04-04,63104028419.82093,2021-04-04,265581429083.6195,1087138184846.2244,328685457503.4405,25519843598.95813
2021-04-05,63336641270.60915,2021-04-05,266232515974.5779,1104279148547.907,329569157245.1871,25581970140.61517
2021-04-06,63564458328.8831,2021-04-06,271534304666.21628,1083273611163.0798,335098762995.09937,25640791908.916363
2021-04-07,63783584893.74049,2021-04-07,272070527979.4968,1044813215760.2957,335854112873.2373,25702414803.63369
2021-04-08,64011550712.55863,2021-04-08,272768588653.82507,1084842487380.1644,336780139366.38367,25755480070.909416
2021-04-09,64239553189.00527,2021-04-09,273382047938.22757,1085462645193.5176,337621601127.23285,25817551536.8631
2021-04-10,64474505198.17809,2021-04-10,274311220763.83743,1117059506292.423,338785725962.01556,25881673758.199116
2021-04-11,64710166169.55701,2021-04-11,275371878380.8565,1120706978918.4712,340082044550.4135,25939633341.076218
2021-04-12,64945195423.93773,2021-04-12,276779679985.53015,1118346313558.3284,341724875409.46783,25999245884.23642
2021-04-13,65195577094.92106,2021-04-13,278998516656.80975,1187656608113.1924,344194093751.73083,26060688000.54648
2021-04-14,65443249814.76661,2021-04-14,281710185299.3123,1176007725602.1987,347153435114.0789,26122804313.480213
2021-04-15,65691968801.2675,2021-04-15,283612165219.5511,1181196623257.7678,349304134020.81854,26200188977.806427
2021-04-16,65933036671.01061,2021-04-16,284383387601.1359,1147363500338.6335,350316424272.14655,26248532789.444164
2021-04-17,66168337317.33891,2021-04-17,285110809255.8686,1121962337392.414,351279146573.2075,26293563443.134617
2021-04-18,66387687982.91905,2021-04-18,288832980474.839,1050833475106.5696,355220668457.75806,26349490978.840378
2021-04-19,66604596707.18603,2021-04-19,288885346055.75745,1040307859941.643,355489942762.9435,26395707817.42359
2021-04-20,66824766744.31328,2021-04-20,289363099190.2382,1055388233445.6716,356187865934.5515,26456908584.29416
2021-04-21,67033699119.49653,2021-04-21,289497146176.46844,1005348996067.4664,356530845295.96497,26506081257.65049
2021-04-22,67233835959.52962,2021-04-22,290424951841.16956,966248521388.1595,357658787800.6992,26570312903.943333
2021-04-23,67431644209.4974,2021-04-23,290081847116.82404,956184111314.7635,357513491326.3214,26625892935.581272
2021-04-24,67624886332.78503,2021-04-24,290576835295.9282,936054988387.3782,358201721628.71326,26679738912.040073
2021-04-25,67814039156.327965,2021-04-25,290446798064.27155,918055980981.8434,358260837220.5995,26729209681.620495
2021-04-26,68023600531.318634,2021-04-26,291368295021.6167,1010211542489.363,359391895552.93536,26775843994.607365
2021-04-27,68237269989.56941,2021-04-27,292817325466.22015,1029108823743.3024,361054595455.7895,26833104810.02549
2021-04-28,68450148810.82225,2021-04-28,293323909481.8558,1025979086806.0908,361774058292.6781,26889128129.007637
2021-04-29,68657510208.80696,2021-04-29,294395683314.5921,1001576439742.0162,363053193523.39905,26937998454.09471
2021-04-30,68882061589.31311,2021-04-30,295872377287.6171,1079363273866.9658,364754438876.93024,26995926962.39051
2021-05-01,69106929914.06187,2021-05-01,296346487894.4028,1081239259608.2908,365453417808.4646,27052026294.564087
2021-05-02,69326648714.70021,2021-05-02,296713607326.8604,1058500689188.4642,366040256041.5606,27122568944.91336
2021-05-03,69548672468.55055,2021-05-03,297615861872.56104,1069321636056.685,367164534341.1116,27193053577.748856
2021-05-04,69754209188.54303,2021-05-04,298070498150.27844,995491596034.6124,367824707338.8215,27261005366.697266
2021-05-05,69977367062.82141,2021-05-05,298934165020.604,1075303590686.9814,368911532083.4255,27321495458.017426
2021-05-06,70196009933.65813,2021-05-06,300014583418.31335,1055400785923.8918,370210593351.9715,27388128746.89524
2021-05-07,70418420620.63611,2021-05-07,302432865922.75726,1072823386830.37,372851286543.3934,27455122450.735073
2021-05-08,70647296377.87752,2021-05-08,303103951913.44366,1102419210022.123,373751248291.3212,27522795789.161816
2021-05-09,70873425240.30829,2021-05-09,303731973375.39075,1090488465940.7118,374605398615.69904,27594233790.026596
2021-05-10,71089340089.20749,2021-05-10,304408657441.11334,1044865308624.545,375497997530.3208,27665178670.70575
2021-05-11,71308808265.78531,2021-05-11,304564509522.4076,1061329752808.376,375873317788.1929,27729799753.84704
2021-05-12,71498320894.17941,2021-05-12,306070695137.9459,926579300208.381,377569016032.12537,27794034938.42218
2021-05-13,71688465646.69746,2021-05-13,305596083511.9212,929811733760.6729,377284549158.61865,27847796058.68854
2021-05-14,71879342911.0833,2021-05-14,305541610571.92267,933499314348.7136,377420953483.006,27893449361.791977
2021-05-15,72057362932.14711,2021-05-15,305435883707.93744,875817758035.2494,377493246640.0846,27934090543.860233
2021-05-16,72233928706.46199,2021-05-16,305095839468.53485,869604965512.4701,377329768174.9968,27975908118.88919
2021-05-17,72398314528.2779,2021-05-17,304006248032.69257,814929071670.6818,376404562560.97046,28012786519.217045
2021-05-18,72559850699.16798,2021-05-18,303553094896.76556,802380270780.6039,376112945595.93353,28043377176.82823
2021-05-19,72695897511.92471,2021-05-19,300781562928.8558,687491444359.5715,373477460440.7805,28078621039.79913
2021-05-20,72847865186.88942,2021-05-20,299215275779.7354,759741756027.4182,372063140966.6248,28111847416.938698
2021-05-21,72986249215.4082,2021-05-21,298403608980.3956,698620442148.8127,371389858195.80383,28143710822.927
2021-05-22,73125374539.58734,2021-05-22,297587778173.28284,702250090477.6567,370713152712.8702,28174805982.962776
2021-05-23,73252875133.58607,2021-05-23,296858610869.10297,649938061789.836,370111486002.689,28203732463.864315
2021-05-24,73397342930.78584,2021-05-24,297562929334.59283,726969657462.576,370960272265.3787,28236537221.535995
2021-05-25,73539808556.87216,2021-05-25,296897364503.1205,718196766597.4269,370437173059.9927,28269073201.412937
2021-05-26,73685947493.08737,2021-05-26,297057265253.3785,735110772803.1333,370743212746.4659,28302063818.63346
2021-05-27,73829110519.6421,2021-05-27,296640423922.9433,721928131732.942,370469534442.58545,28332946414.882553
2021-05-28,73960277089.6163,2021-05-28,295876296402.0906,667882505932.7241,369836573491.7069,28362819777.104427
2021-05-29,74086957763.8393,2021-05-29,295356839931.8433,647823731319.7828,369443797695.6826,28390001377.847015
2021-05-30,74217857369.75266,2021-05-30,295557688304.9185,667193072157.3064,369775545674.67114,28423241903.62274
2021-05-31,74355450868.67738,2021-05-31,295355122478.12427,697791594496.5912,369710573346.8016,28456796395.33832
2021-06-01,74490577721.79646,2021-06-01,295493195811.662,686885476057.4576,369983773533.4584,28491026462.08229
2021-06-02,74629312846.05035,2021-06-02,295380998163.3142,703515631088.9465,370010311009.36456,28531633338.96855
2021-06-03,74774892061.50055,2021-06-03,295558384737.0293,734831054912.7167,370333276798.52985,28568930501.23346
2021-06-04,74910537875.36118,2021-06-04,294902732622.3459,690064303733.3173,369813270497.7071,28600813679.385788
2021-06-05,75040679824.50743,2021-06-05,294565369123.9838,665364561151.8672,369606048948.4912,28631870311.61905
2021-06-06,75171909661.37228,2021-06-06,294283210222.1326,670561679517.2112,369455119883.5049,28666402715.555634
2021-06-07,75293863789.59985,2021-06-07,293834458810.83777,628721697686.3469,369128322600.4376,28697477530.830555
2021-06-08,75415105959.499,2021-06-08,292398740684.53516,625733315131.7139,367813846644.0341,28729174260.985695
2021-06-09,75552754079.23721,2021-06-09,292776480665.38367,700475217690.7219,368329234744.62085,28757501426.435795
2021-06-10,75687438995.77924,2021-06-10,292784564916.8051,687291645013.0923,368472003912.5843,28786500837.534504
2021-06-11,75824717291.19315,2021-06-11,292870867732.2835,699342735061.1567,368695585023.4766,28812284950.840385
2021-06-12,75954615767.04865,2021-06-12,292551223663.2634,666083391578.6401,368505839430.3121,28843020664.276104
2021-06-13,76098744239.17564,2021-06-13,292548864648.94147,731018521584.2307,368647608888.1171,28874075768.493473
2021-06-14,76249021738.87477,2021-06-14,293134881640.0543,759260257871.4261,369383903378.92914,28909026125.27153
2021-06-15,76397709694.24884,2021-06-15,293359044673.5879,752333154824.7789,369756754367.83673,28943506220.432472
2021-06-16,76538872699.25673,2021-06-16,293311691459.9564,718407056470.1178,369850564159.21313,28975280795.737053
2021-06-17,76678947503.93965,2021-06-17,292808345788.44946,713739159201.8197,369487293292.3891,29007861479.23461
2021-06-18,76809658327.62697,2021-06-18,292438312697.9946,671413195281.2466,369247971025.6216,29037700621.30588
2021-06-19,76938887190.13126,2021-06-19,292188079118.01263,664930211584.6875,369126966308.1439,29061575488.35008
2021-06-20,77068543629.617,2021-06-20,291933343189.62744,667134999729.2318,369001886819.2445,29085360492.428192
2021-06-21,77181772963.5224,2021-06-21,290931313675.4677,592601700900.8915,368113086638.9901,29108441296.779938
2021-06-22,77298662303.81401,2021-06-22,290226774251.5369,609495828651.4884,367525436555.35095,29128191021.411037
2021-06-23,77420283614.8768,2021-06-23,290107771429.29553,631283734194.8643,367528055044.1723,29151395269.13097
2021-06-24,77545861647.74529,2021-06-24,289945593786.5624,649553801363.6652,367491455434.3077,29175182189.911243
2021-06-25,77658734982.92044,2021-06-25,286407576916.67303,591909650040.9543,364066311899.5935,29199533071.70088
2021-06-26,77774447417.39491,2021-06-26,285799606797.4161,605076011317.5093,363574054214.811,29217971595.724026
2021-06-27,77900129693.40602,2021-06-27,285859117346.63367,650759943752.065,363759247040.0397,29230813484.02003
2021-06-28,78024872417.578,2021-06-28,285831805931.13116,646726951917.6332,363856678348.7092,29251612248.320644
2021-06-29,78155362135.88432,2021-06-29,285830577528.10266,673188477612.7163,363985939663.987,29273486226.64761
2021-06-30,78282260077.19414,2021-06-30,285438360971.562,657063770391.2322,363720621048.75616,29294821960.735264
2021-07-01,78402781097.97081,2021-07-01,284942514508.8481,628219677881.179,363345295606.8189,29317552409.979576
2021-07-02,78524419150.58061,2021-07-02,283814742577.9615,633558853209.1387,362339161728.5421,29338318551.087025
2021-07-03,78649627440.62901,2021-07-03,283766646369.31476,650100263221.5165,362416273809.9438,29367618983.60273
2021-07-04,78777284587.13744,2021-07-04,283776925318.67786,661532158398.0427,362554209905.8153,29394486108.09392
2021-07-05,78898346709.04733,2021-07-05,283580902423.91016,631667995349.684,362479249132.95746,29424236942.359627
2021-07-06,79021576830.64026,2021-07-06,283429950068.24066,641813542145.5037,362451526898.8809,29456149300.240585
2021-07-07,79143283658.04288,2021-07-07,283395858266.69995,635100071233.2146,362539141924.74286,29484013785.617622
2021-07-08,79260855864.70757,2021-07-08,282911814151.29266,616448268115.6816,362172670016.00024,29513539732.700542
2021-07-09,79382155403.06749,2021-07-09,282846990126.51086,633721045707.9204,362229145529.5784,29541596313.33569
2021-07-10,79502240309.2953,2021-07-10,282727976585.436,628410346676.6323,362230216894.7313,29576143018.19184
2021-07-11,79625337525.25652,2021-07-11,282658345584.30457,642425808899.8893,362283683109.5611,29603168431.51362
2021-07-12,79743576824.84251,2021-07-12,282710937006.7512,620451893831.6086,362454513831.5937,29630628556.98144
2021-07-13,79860325713.22636,2021-07-13,282389181531.5221,613869741180.9991,362249507244.7485,29659570491.781803
2021-07-14,79977398462.32506,2021-07-14,282029033331.4748,615585225588.8131,362006431793.7998,29694928416.112423
2021-07-15,80090581540.85565,2021-07-15,281462211616.70917,598016348896.8684,361552793157.5648,29721291861.894543
2021-07-16,80201792812.51033,2021-07-16,281065201336.84924,589215783175.9518,361266994149.3595,29751595273.076565
2021-07-17,80313507748.5413,2021-07-17,282399071576.0588,591744484898.3708,362712579324.6001,29780176673.45829
2021-07-18,80426251671.07104,2021-07-18,282150126605.08624,596680672934.7098,362576378276.1573,29809162833.89312
2021-07-19,80535016496.36363,2021-07-19,281871762441.8756,578677916336.4623,362406778938.2392,29842853859.33024
2021-07-20,80639495562.017,2021-07-20,281576020969.67004,559258095320.048,362215516531.687,29866093002.078827
2021-07-21,80753487775.44872,2021-07-21,281525508590.08704,603065809719.5851,362278996365.53577,29894771506.230907
2021-07-22,80868078914.23721,2021-07-22,281638108253.91254,606039267981.9502,362506187168.1497,29925946264.951023
2021-07-23,80988148483.2378,2021-07-23,280636912066.1879,631387052781.8574,361625060549.4257,29953939035.560165
2021-07-24,81110763443.04005,2021-07-24,280633783083.68176,643300354136.4678,361744546526.7218,29986969601.2101
2021-07-25,81237951683.26094,2021-07-25,280574283876.7237,664523221336.1997,361812235559.9846,30020194601.205887
2021-07-26,81372571338.77362,2021-07-26,282313754639.9834,698872931175.4471,363686325978.757,30056785718.79454
2021-07-27,81516293288.65886,2021-07-27,284620955675.2027,740912599362.1555,366137248963.8616,30097474025.568542
2021-07-28,81662221186.61107,2021-07-28,286280886125.4786,751325344889.2506,367943107312.0896,30137237410.643852
2021-07-29,81808104590.68457,2021-07-29,290490585163.87134,751412929288.0593,372298689754.5559,30177688842.41564
2021-07-30,81962877664.67445,2021-07-30,290707783925.6603,792526060352.2277,372670661590.3347,30219353151.17539
2021-07-31,82114586757.78636,2021-07-31,290859044081.581,778762742327.7042,372973630839.3674,30260945484.156418
2021-08-01,82259612718.18108,2021-08-01,290884134982.23724,748363848811.072,373143747700.4183,30301291651.632668
2021-08-02,82401697553.94792,2021-08-02,290880407218.2493,735139433066.8501,373282104772.1972,30337224431.919884
2021-08-03,82539828652.24477,2021-08-03,290646668940.774,717252225326.2278,373186497593.01874,30378395008.091923
2021-08-04,82684131995.40125,2021-08-04,290776660252.02454,745902297142.6062,373460792247.4258,30411939296.30394
2021-08-05,82833096714.85254,2021-08-05,290892511158.3233,767623912032.4536,373725607873.17584,30451955336.051777
2021-08-06,82990080859.95152,2021-08-06,291400830576.8149,804803180025.0627,374390911436.7664,30493592151.121815
2021-08-07,83154110203.69012,2021-08-07,291692211872.4426,837525062057.5197,374846322076.1327,30539525424.176464
2021-08-08,83314870688.71608,2021-08-08,291881255042.8928,822813101808.1006,375196125731.60895,30583690827.53257
2021-08-09,83485628446.94698,2021-08-09,292683949805.4124,869142074067.319,376169578252.35944,30626976552.960224
2021-08-10,83653524408.37392,2021-08-10,293207776811.8615,856310738895.1744,376861301220.2354,30674620388.215275
2021-08-11,83821094676.04434,2021-08-11,293617764230.9405,855147036762.9911,377438858906.98486,30717562273.78827
2021-08-12,83984079741.49757,2021-08-12,293743172804.4006,834367321088.1658,377727252545.8982,30760503760.20792
2021-08-13,84160899770.23965,2021-08-13,294297841253.3177,898417132127.5216,378458741023.5574,30802627120.045216
2021-08-14,84334702259.1869,2021-08-14,295037503449.7184,884868966350.2344,379372205708.9053,30851374644.045536
2021-08-15,84508070647.02759,2021-08-15,295084509685.3178,883216233429.0399,379592580332.3454,30904634940.04328
2021-08-16,84676897720.75069,2021-08-16,295423287653.1455,862632053436.7776,380100185373.8962,30952587170.959103
2021-08-17,84840674404.37239,2021-08-17,295539431467.7756,839687409216.8091,380380105872.14795,31002681586.839752
2021-08-18,85004498758.2265,2021-08-18,295912975920.0466,840234770025.7008,380917474678.2731,31041429308.812233
2021-08-19,85176598037.76482,2021-08-19,296278242148.09033,878726375988.925,381454840185.8551,31085556284.712803
2021-08-20,85359158711.48242,2021-08-20,296928591681.1792,927328985897.0742,382287750392.6616,31133995779.032795
2021-08-21,85539668866.9347,2021-08-21,297320272034.5141,918233015968.2462,382859940901.4488,31186630434.544544
2021-08-22,85721809978.89105,2021-08-22,297544632299.90826,926120900545.5712,383266442278.7993,31237370371.514805
2021-08-23,85904817687.4679,2021-08-23,298456027602.1465,930485392769.589,384360845289.6144,31299474449.16986
2021-08-24,86080347400.62825,2021-08-24,298575286539.53064,896325503348.8162,384655633940.1589,31347285588.411736
2021-08-25,86261112430.86922,2021-08-25,300132225078.7349,920853257053.432,386393337509.6041,31396210398.44681
2021-08-26,86433114734.54317,2021-08-26,300457297738.5574,880739753100.8438,386890412473.1005,31439940033.84345
2021-08-27,86614129009.26276,2021-08-27,300710652788.1823,922719063939.0592,387324781797.44507,31484026685.847095
2021-08-28,86794439483.67928,2021-08-28,300893157614.40576,919828831287.9836,387687597098.085,31527662597.57304
2021-08-29,86974166370.18623,2021-08-29,300954775765.809,917492108918.8412,387928942135.9953,31575599940.140778
2021-08-30,87146516834.77954,2021-08-30,301169122538.6314,883750364185.0559,388315639373.41095,31616772352.635586
2021-08-31,87319263634.31815,2021-08-31,301447263756.7907,885927717901.2665,388766527391.1088,31659980173.153694
2021-09-01,87498926446.39076,2021-09-01,301796359085.3344,918259769470.1748,389295285531.7251,31701690430.98394
2021-09-02,87680338066.03241,2021-09-02,302462915029.2329,926709078908.656,390143253095.2653,31748985400.49822
2021-09-03,87864641047.34595,2021-09-03,302889126409.4054,940450232603.7786,390753767456.75134,31795785800.38442
2021-09-04,88048581900.27621,2021-09-04,303147277354.4469,939142908408.6464,391195859254.7231,31845217765.65458
2021-09-05,88239987733.79056,2021-09-05,303295116157.0395,974066185238.158,391535103890.83,31897333123.647495
2021-09-06,88434963673.5006,2021-09-06,303739846427.5446,990978588591.2396,392174810101.0452,31953932222.00028
2021-09-07,88606293544.92552,2021-09-07,303344141412.90735,881863598242.3075,391950434957.8329,32002856777.52484
2021-09-08,88774207810.9944,2021-09-08,303228286600.1905,866385173976.0297,392002494411.1849,32044634198.417835
2021-09-09,88943450150.01653,2021-09-09,303766756106.6875,872873964500.4425,392710206256.704,32084998427.469345
2021-09-10,89106339968.05348,2021-09-10,303629187390.74225,843774866933.2888,392735527358.7957,32124749954.208916
2021-09-11,89270476952.73555,2021-09-11,303579017102.91583,849881263969.4768,392849494055.65137,32167203611.46964
2021-09-12,89438008532.44821,2021-09-12,303614443491.2636,865946880500.6267,393052452023.71185,32209539135.08709
2021-09-13,89601100982.9568,2021-09-13,303341839169.9687,845697701540.787,392942940152.9255,32254260448.20331
2021-09-14,89772988491.87401,2021-09-14,303729655277.12994,886815367340.9597,393502643769.004,32303456183.36577
2021-09-15,89948935129.21002,2021-09-15,304343455564.52716,905989439093.6376,394292390693.7372,32346832029.987587
2021-09-16,90123230104.22774,2021-09-16,304712344749.3106,898677619211.3932,394835574853.5383,32388038768.38619
2021-09-17,90295618944.52444,2021-09-17,304818806220.1254,890179837921.2357,395114425164.6499,32432445581.44815
2021-09-18,90472014575.44818,2021-09-18,304971400453.04944,909124137692.534,395443415028.4976,32480012663.863533
2021-09-19,90644055526.24524,2021-09-19,304966188658.7835,889258149126.2446,395610244185.0288,32528144873.105408
2021-09-20,90798862104.69098,2021-09-20,304205244167.5107,809565805828.205,395004106272.20166,32574563383.44171
2021-09-21,90944376896.06366,2021-09-21,303442430547.3621,766715068030.7617,394386807443.4258,32607639208.7701
2021-09-22,91101313871.68584,2021-09-22,303589075964.4009,820073565636.6832,394690389836.08673,32644126624.131287
2021-09-23,91263548523.1741,2021-09-23,303637021467.8315,845005739337.7156,394900569991.0056,32690160465.238194
2021-09-24,91417449289.05792,2021-09-24,303124755820.2639,806594308351.1626,394542205109.3219,32730447524.370354
2021-09-25,91570692250.60622,2021-09-25,303003793778.7323,803843977527.0634,394574486029.3385,32769444927.9448
2021-09-26,91725872631.89502,2021-09-26,305539101006.33044,813159465243.5674,397264973638.22546,32807011153.50126
2021-09-27,91876844849.78882,2021-09-27,305618212436.3238,793897658055.9272,397495057286.1126,32849691589.38176
2021-09-28,92023171892.45917,2021-09-28,305157959375.18384,772590247352.1544,397181131267.643,32889841403.977142
2021-09-29,92171459057.5851,2021-09-29,305075320891.6483,782003351223.4945,397246779949.2334,32924614265.544888
2021-09-30,92328983885.4158,2021-09-30,305479225297.2147,825292007781.6116,397808209182.6305,32971464091.197308
2021-10-01,92504014095.96432,2021-10-01,306408866763.4277,907094613988.879,398912880859.392,33012462837.389587
2021-10-02,92676929673.73346,2021-10-02,306936995118.88385,897598944189.0826,399613924792.6173,33069193716.432755
2021-10-03,92852069703.55489,2021-10-03,307086712473.2267,908304048551.99,399938782176.7816,33114657115.303505
2021-10-04,93031255630.40549,2021-10-04,307487287070.19556,927500116973.6588,400518542700.6011,33162318581.98505
2021-10-05,93219465336.23576,2021-10-05,308397909776.8751,969900275093.6812,401617375113.1109,33214472065.933475
2021-10-06,93423153138.79286,2021-10-06,311040400780.856,1042404625252.3676,404463553919.64886,33258517349.14169
2021-10-07,93620577379.21182,2021-10-07,312630161091.78156,1013617537731.6156,406250738470.9934,33307860781.67693
2021-10-08,93818541072.5677,2021-10-08,313230531686.0639,1016527315804.3152,407049072758.6316,33349819541.211456
2021-10-09,94020504950.49664,2021-10-09,313571245112.2573,1035576103855.1576,407591750062.754,33400906902.446552
2021-10-10,94221251939.82208,2021-10-10,314078837823.1356,1030304463164.2786,408300089762.9576,33457496076.76559
2021-10-11,94433248587.24988,2021-10-11,315011052351.48285,1083185612190.5824,409444300938.7327,33510396460.590424
2021-10-12,94639148728.1762,2021-10-12,315944269770.7607,1055163306149.4445,410583418498.9368,33558979165.457127
2021-10-13,94850516956.88338,2021-10-13,316721980649.4786,1081094672104.5918,411572497606.36194,33619266682.00848
2021-10-14,95061737319.19604,2021-10-14,317819231162.6647,1080827168232.4532,412880968481.8607,33669186074.9012
2021-10-15,95290292780.9814,2021-10-15,319676045306.1544,1162187188395.0632,414966338087.13586,33723475611.63362
2021-10-16,95515557232.4399,2021-10-16,320448274913.1139,1147275281092.1023,415963832145.55383,33775368325.93129
2021-10-17,95743365069.9682,2021-10-17,320732219960.63715,1159605966327.11,416475585030.60535,33836938419.145996
2021-10-18,95973067189.46448,2021-10-18,322157987327.291,1168911667356.5854,418131054516.7555,33895081885.994316
2021-10-19,96211845813.25829,2021-10-19,325053057544.2927,1211785576177.9453,421264903357.551,33956462146.192993
2021-10-20,96457512731.7758,2021-10-20,327657876401.47394,1244459022964.085,424115389133.2497,34018139112.611996
2021-10-21,96687710695.31236,2021-10-21,329438493958.5205,1172632992265.2373,426126204653.8329,34079001870.611088
2021-10-22,96911672495.41824,2021-10-22,329524217898.146,1143933087990.3835,426435890393.5643,34141372560.034466
2021-10-23,97138015918.70135,2021-10-23,329703819943.8223,1155519863190.659,426841835862.52374,34197773628.446236
2021-10-24,97362519504.41583,2021-10-24,330398204452.1676,1147365789890.9907,427760723956.58344,34256357628.477905
2021-10-25,97595899995.92116,2021-10-25,331987829052.31104,1189349839257.8438,429583729048.23224,34328451434.98921
2021-10-26,97818085199.09814,2021-10-26,332772748258.4364,1137422650864.1606,430590833457.53455,34387393035.770164
2021-10-27,98032653651.51074,2021-10-27,332389860360.943,1102213010942.4285,430422514012.45374,34446822932.76316
2021-10-28,98255785689.2487,2021-10-28,333177692349.4535,1142736854340.6792,431433478038.7022,34504751163.37711
2021-10-29,98485486322.46973,2021-10-29,334038165983.096,1173943851063.321,432523652305.56573,34571955720.074875
2021-10-30,98713639201.12527,2021-10-30,334244912942.1608,1167153569945.1155,432958552143.2861,34632302160.306465
2021-10-31,98939498001.0374,2021-10-31,334895353082.7324,1156862116789.4155,433834851083.76984,34685931897.889595
