start_time,datetime,failed_transactions_count_total
2021-03-03 19:00:00,2021-03-03 19:00:00,6570
2021-03-03 20:00:00,2021-03-03 20:00:00,9475
2021-03-03 21:00:00,2021-03-03 21:00:00,7713
2021-03-03 22:00:00,2021-03-03 22:00:00,8602
2021-03-03 23:00:00,2021-03-03 23:00:00,4870
2021-03-04 00:00:00,2021-03-04 00:00:00,4910
2021-03-04 01:00:00,2021-03-04 01:00:00,5508
2021-03-04 02:00:00,2021-03-04 02:00:00,4092
2021-03-04 03:00:00,2021-03-04 03:00:00,6098
2021-03-04 04:00:00,2021-03-04 04:00:00,6984
2021-03-04 05:00:00,2021-03-04 05:00:00,4806
2021-03-04 06:00:00,2021-03-04 06:00:00,4891
2021-03-04 07:00:00,2021-03-04 07:00:00,3948
2021-03-04 08:00:00,2021-03-04 08:00:00,5337
2021-03-04 09:00:00,2021-03-04 09:00:00,4858
2021-03-04 10:00:00,2021-03-04 10:00:00,4376
2021-03-04 11:00:00,2021-03-04 11:00:00,4174
2021-03-04 12:00:00,2021-03-04 12:00:00,4121
2021-03-04 13:00:00,2021-03-04 13:00:00,4375
2021-03-04 14:00:00,2021-03-04 14:00:00,4147
2021-03-04 15:00:00,2021-03-04 15:00:00,5906
2021-03-04 16:00:00,2021-03-04 16:00:00,6169
2021-03-04 17:00:00,2021-03-04 17:00:00,5094
2021-03-04 18:00:00,2021-03-04 18:00:00,5277
2021-03-04 19:00:00,2021-03-04 19:00:00,6558
2021-03-04 20:00:00,2021-03-04 20:00:00,5101
2021-03-04 21:00:00,2021-03-04 21:00:00,6811
2021-03-04 22:00:00,2021-03-04 22:00:00,5801
2021-03-04 23:00:00,2021-03-04 23:00:00,6089
2021-03-05 00:00:00,2021-03-05 00:00:00,6600
2021-03-05 01:00:00,2021-03-05 01:00:00,8082
2021-03-05 02:00:00,2021-03-05 02:00:00,5523
2021-03-05 03:00:00,2021-03-05 03:00:00,5121
2021-03-05 04:00:00,2021-03-05 04:00:00,5076
2021-03-05 05:00:00,2021-03-05 05:00:00,7992
2021-03-05 06:00:00,2021-03-05 06:00:00,8132
2021-03-05 07:00:00,2021-03-05 07:00:00,6528
2021-03-05 08:00:00,2021-03-05 08:00:00,7011
2021-03-05 09:00:00,2021-03-05 09:00:00,6753
2021-03-05 10:00:00,2021-03-05 10:00:00,5816
2021-03-05 11:00:00,2021-03-05 11:00:00,14484
2021-03-05 12:00:00,2021-03-05 12:00:00,8816
2021-03-05 13:00:00,2021-03-05 13:00:00,8858
2021-03-05 14:00:00,2021-03-05 14:00:00,8523
2021-03-05 15:00:00,2021-03-05 15:00:00,7339
2021-03-05 16:00:00,2021-03-05 16:00:00,7050
2021-03-05 17:00:00,2021-03-05 17:00:00,4743
2021-03-05 18:00:00,2021-03-05 18:00:00,10006
2021-03-05 19:00:00,2021-03-05 19:00:00,11921
2021-03-05 20:00:00,2021-03-05 20:00:00,8107
2021-03-05 21:00:00,2021-03-05 21:00:00,6954
2021-03-05 22:00:00,2021-03-05 22:00:00,5784
2021-03-05 23:00:00,2021-03-05 23:00:00,15243
2021-03-06 00:00:00,2021-03-06 00:00:00,6049
2021-03-06 01:00:00,2021-03-06 01:00:00,6236
2021-03-06 02:00:00,2021-03-06 02:00:00,5191
2021-03-06 03:00:00,2021-03-06 03:00:00,4706
2021-03-06 04:00:00,2021-03-06 04:00:00,4563
2021-03-06 05:00:00,2021-03-06 05:00:00,6573
2021-03-06 06:00:00,2021-03-06 06:00:00,7385
2021-03-06 07:00:00,2021-03-06 07:00:00,6233
2021-03-06 08:00:00,2021-03-06 08:00:00,6215
2021-03-06 09:00:00,2021-03-06 09:00:00,4576
2021-03-06 10:00:00,2021-03-06 10:00:00,3766
2021-03-06 11:00:00,2021-03-06 11:00:00,4611
2021-03-06 12:00:00,2021-03-06 12:00:00,9166
2021-03-06 13:00:00,2021-03-06 13:00:00,6170
2021-03-06 14:00:00,2021-03-06 14:00:00,6463
2021-03-06 15:00:00,2021-03-06 15:00:00,6219
2021-03-06 16:00:00,2021-03-06 16:00:00,8024
2021-03-06 17:00:00,2021-03-06 17:00:00,8232
2021-03-06 18:00:00,2021-03-06 18:00:00,8066
2021-03-06 19:00:00,2021-03-06 19:00:00,7849
2021-03-06 20:00:00,2021-03-06 20:00:00,7050
2021-03-06 21:00:00,2021-03-06 21:00:00,6967
2021-03-06 22:00:00,2021-03-06 22:00:00,5909
2021-03-06 23:00:00,2021-03-06 23:00:00,6463
2021-03-07 00:00:00,2021-03-07 00:00:00,6382
2021-03-07 01:00:00,2021-03-07 01:00:00,6524
2021-03-07 02:00:00,2021-03-07 02:00:00,7030
2021-03-07 03:00:00,2021-03-07 03:00:00,6502
2021-03-07 04:00:00,2021-03-07 04:00:00,7954
2021-03-07 05:00:00,2021-03-07 05:00:00,8135
2021-03-07 06:00:00,2021-03-07 06:00:00,7577
2021-03-07 07:00:00,2021-03-07 07:00:00,7220
2021-03-07 08:00:00,2021-03-07 08:00:00,7208
2021-03-07 09:00:00,2021-03-07 09:00:00,9559
2021-03-07 10:00:00,2021-03-07 10:00:00,8117
2021-03-07 11:00:00,2021-03-07 11:00:00,9114
2021-03-07 12:00:00,2021-03-07 12:00:00,9584
2021-03-07 13:00:00,2021-03-07 13:00:00,7308
2021-03-07 14:00:00,2021-03-07 14:00:00,9984
2021-03-07 15:00:00,2021-03-07 15:00:00,8429
2021-03-07 16:00:00,2021-03-07 16:00:00,8150
2021-03-07 17:00:00,2021-03-07 17:00:00,8575
2021-03-07 18:00:00,2021-03-07 18:00:00,12232
2021-03-07 19:00:00,2021-03-07 19:00:00,8680
2021-03-07 20:00:00,2021-03-07 20:00:00,6147
2021-03-07 21:00:00,2021-03-07 21:00:00,6059
2021-03-07 22:00:00,2021-03-07 22:00:00,5315
2021-03-07 23:00:00,2021-03-07 23:00:00,8091
2021-03-08 00:00:00,2021-03-08 00:00:00,4656
2021-03-08 01:00:00,2021-03-08 01:00:00,5258
2021-03-08 02:00:00,2021-03-08 02:00:00,4944
2021-03-08 03:00:00,2021-03-08 03:00:00,5828
2021-03-08 04:00:00,2021-03-08 04:00:00,5423
2021-03-08 05:00:00,2021-03-08 05:00:00,5414
2021-03-08 06:00:00,2021-03-08 06:00:00,5839
2021-03-08 07:00:00,2021-03-08 07:00:00,5001
2021-03-08 08:00:00,2021-03-08 08:00:00,5074
2021-03-08 09:00:00,2021-03-08 09:00:00,5032
2021-03-08 10:00:00,2021-03-08 10:00:00,7373
2021-03-08 11:00:00,2021-03-08 11:00:00,6402
2021-03-08 12:00:00,2021-03-08 12:00:00,6565
2021-03-08 13:00:00,2021-03-08 13:00:00,4853
2021-03-08 14:00:00,2021-03-08 14:00:00,4869
2021-03-08 15:00:00,2021-03-08 15:00:00,7934
2021-03-08 16:00:00,2021-03-08 16:00:00,6684
2021-03-08 17:00:00,2021-03-08 17:00:00,7280
2021-03-08 18:00:00,2021-03-08 18:00:00,6739
2021-03-08 19:00:00,2021-03-08 19:00:00,6564
2021-03-08 20:00:00,2021-03-08 20:00:00,6529
2021-03-08 21:00:00,2021-03-08 21:00:00,7721
2021-03-08 22:00:00,2021-03-08 22:00:00,8179
2021-03-08 23:00:00,2021-03-08 23:00:00,7687
2021-03-09 00:00:00,2021-03-09 00:00:00,4293
2021-03-09 01:00:00,2021-03-09 01:00:00,6032
2021-03-09 02:00:00,2021-03-09 02:00:00,5876
2021-03-09 03:00:00,2021-03-09 03:00:00,4090
2021-03-09 04:00:00,2021-03-09 04:00:00,5079
2021-03-09 05:00:00,2021-03-09 05:00:00,8098
2021-03-09 06:00:00,2021-03-09 06:00:00,5407
2021-03-09 07:00:00,2021-03-09 07:00:00,4659
2021-03-09 08:00:00,2021-03-09 08:00:00,4423
2021-03-09 09:00:00,2021-03-09 09:00:00,4833
2021-03-09 10:00:00,2021-03-09 10:00:00,4565
2021-03-09 11:00:00,2021-03-09 11:00:00,5310
2021-03-09 12:00:00,2021-03-09 12:00:00,5670
2021-03-09 13:00:00,2021-03-09 13:00:00,4956
2021-03-09 14:00:00,2021-03-09 14:00:00,4523
2021-03-09 15:00:00,2021-03-09 15:00:00,5437
2021-03-09 16:00:00,2021-03-09 16:00:00,6821
2021-03-09 17:00:00,2021-03-09 17:00:00,5990
2021-03-09 18:00:00,2021-03-09 18:00:00,10809
2021-03-09 19:00:00,2021-03-09 19:00:00,6066
2021-03-09 20:00:00,2021-03-09 20:00:00,7036
2021-03-09 21:00:00,2021-03-09 21:00:00,5915
2021-03-09 22:00:00,2021-03-09 22:00:00,4465
2021-03-09 23:00:00,2021-03-09 23:00:00,5284
2021-03-10 00:00:00,2021-03-10 00:00:00,4869
2021-03-10 01:00:00,2021-03-10 01:00:00,4860
2021-03-10 02:00:00,2021-03-10 02:00:00,5931
2021-03-10 03:00:00,2021-03-10 03:00:00,4204
2021-03-10 04:00:00,2021-03-10 04:00:00,4650
2021-03-10 05:00:00,2021-03-10 05:00:00,3727
2021-03-10 06:00:00,2021-03-10 06:00:00,4963
2021-03-10 07:00:00,2021-03-10 07:00:00,3941
2021-03-10 08:00:00,2021-03-10 08:00:00,4181
2021-03-10 09:00:00,2021-03-10 09:00:00,4584
2021-03-10 10:00:00,2021-03-10 10:00:00,3797
2021-03-10 11:00:00,2021-03-10 11:00:00,6698
2021-03-10 12:00:00,2021-03-10 12:00:00,6974
2021-03-10 13:00:00,2021-03-10 13:00:00,4811
2021-03-10 14:00:00,2021-03-10 14:00:00,5697
2021-03-10 15:00:00,2021-03-10 15:00:00,6058
2021-03-10 16:00:00,2021-03-10 16:00:00,6704
2021-03-10 17:00:00,2021-03-10 17:00:00,8194
2021-03-10 18:00:00,2021-03-10 18:00:00,8481
2021-03-10 19:00:00,2021-03-10 19:00:00,5858
2021-03-10 20:00:00,2021-03-10 20:00:00,5457
2021-03-10 21:00:00,2021-03-10 21:00:00,6488
2021-03-10 22:00:00,2021-03-10 22:00:00,4792
2021-03-10 23:00:00,2021-03-10 23:00:00,5359
2021-03-11 00:00:00,2021-03-11 00:00:00,5291
2021-03-11 01:00:00,2021-03-11 01:00:00,4788
2021-03-11 02:00:00,2021-03-11 02:00:00,4474
2021-03-11 03:00:00,2021-03-11 03:00:00,4376
2021-03-11 04:00:00,2021-03-11 04:00:00,5490
2021-03-11 05:00:00,2021-03-11 05:00:00,4481
2021-03-11 06:00:00,2021-03-11 06:00:00,3975
2021-03-11 07:00:00,2021-03-11 07:00:00,3944
2021-03-11 08:00:00,2021-03-11 08:00:00,5456
2021-03-11 09:00:00,2021-03-11 09:00:00,4607
2021-03-11 10:00:00,2021-03-11 10:00:00,3807
2021-03-11 11:00:00,2021-03-11 11:00:00,5112
2021-03-11 12:00:00,2021-03-11 12:00:00,4166
2021-03-11 13:00:00,2021-03-11 13:00:00,6313
2021-03-11 14:00:00,2021-03-11 14:00:00,5712
2021-03-11 15:00:00,2021-03-11 15:00:00,8115
2021-03-11 16:00:00,2021-03-11 16:00:00,6649
2021-03-11 17:00:00,2021-03-11 17:00:00,5298
2021-03-11 18:00:00,2021-03-11 18:00:00,6894
2021-03-11 19:00:00,2021-03-11 19:00:00,5483
2021-03-11 20:00:00,2021-03-11 20:00:00,5013
2021-03-11 21:00:00,2021-03-11 21:00:00,8348
2021-03-11 22:00:00,2021-03-11 22:00:00,5723
2021-03-11 23:00:00,2021-03-11 23:00:00,5448
2021-03-12 00:00:00,2021-03-12 00:00:00,4652
2021-03-12 01:00:00,2021-03-12 01:00:00,6176
2021-03-12 02:00:00,2021-03-12 02:00:00,5206
2021-03-12 03:00:00,2021-03-12 03:00:00,6263
2021-03-12 04:00:00,2021-03-12 04:00:00,5392
2021-03-12 05:00:00,2021-03-12 05:00:00,5443
2021-03-12 06:00:00,2021-03-12 06:00:00,6547
2021-03-12 07:00:00,2021-03-12 07:00:00,5065
2021-03-12 08:00:00,2021-03-12 08:00:00,5212
2021-03-12 09:00:00,2021-03-12 09:00:00,4058
2021-03-12 10:00:00,2021-03-12 10:00:00,6128
2021-03-12 11:00:00,2021-03-12 11:00:00,4169
2021-03-12 12:00:00,2021-03-12 12:00:00,5255
2021-03-12 13:00:00,2021-03-12 13:00:00,13585
2021-03-12 14:00:00,2021-03-12 14:00:00,6383
2021-03-12 15:00:00,2021-03-12 15:00:00,5498
2021-03-12 16:00:00,2021-03-12 16:00:00,6436
2021-03-12 17:00:00,2021-03-12 17:00:00,5457
2021-03-12 18:00:00,2021-03-12 18:00:00,9264
2021-03-12 19:00:00,2021-03-12 19:00:00,6519
2021-03-12 20:00:00,2021-03-12 20:00:00,6031
2021-03-12 21:00:00,2021-03-12 21:00:00,6290
2021-03-12 22:00:00,2021-03-12 22:00:00,6444
2021-03-12 23:00:00,2021-03-12 23:00:00,6247
2021-03-13 00:00:00,2021-03-13 00:00:00,4995
2021-03-13 01:00:00,2021-03-13 01:00:00,5112
2021-03-13 02:00:00,2021-03-13 02:00:00,5430
2021-03-13 03:00:00,2021-03-13 03:00:00,5076
2021-03-13 04:00:00,2021-03-13 04:00:00,5181
2021-03-13 05:00:00,2021-03-13 05:00:00,3864
2021-03-13 06:00:00,2021-03-13 06:00:00,4707
2021-03-13 07:00:00,2021-03-13 07:00:00,4617
2021-03-13 08:00:00,2021-03-13 08:00:00,4782
2021-03-13 09:00:00,2021-03-13 09:00:00,4732
2021-03-13 10:00:00,2021-03-13 10:00:00,5453
2021-03-13 11:00:00,2021-03-13 11:00:00,5044
2021-03-13 12:00:00,2021-03-13 12:00:00,5217
2021-03-13 13:00:00,2021-03-13 13:00:00,4734
2021-03-13 14:00:00,2021-03-13 14:00:00,5174
2021-03-13 15:00:00,2021-03-13 15:00:00,5467
2021-03-13 16:00:00,2021-03-13 16:00:00,7522
2021-03-13 17:00:00,2021-03-13 17:00:00,6847
2021-03-13 18:00:00,2021-03-13 18:00:00,5693
2021-03-13 19:00:00,2021-03-13 19:00:00,6356
2021-03-13 20:00:00,2021-03-13 20:00:00,4848
2021-03-13 21:00:00,2021-03-13 21:00:00,5639
2021-03-13 22:00:00,2021-03-13 22:00:00,6066
2021-03-13 23:00:00,2021-03-13 23:00:00,6357
2021-03-14 00:00:00,2021-03-14 00:00:00,4819
2021-03-14 01:00:00,2021-03-14 01:00:00,5469
2021-03-14 02:00:00,2021-03-14 02:00:00,3576
2021-03-14 03:00:00,2021-03-14 03:00:00,6230
2021-03-14 04:00:00,2021-03-14 04:00:00,7238
2021-03-14 05:00:00,2021-03-14 05:00:00,6977
2021-03-14 06:00:00,2021-03-14 06:00:00,5868
2021-03-14 07:00:00,2021-03-14 07:00:00,5741
2021-03-14 08:00:00,2021-03-14 08:00:00,9259
2021-03-14 09:00:00,2021-03-14 09:00:00,8795
2021-03-14 10:00:00,2021-03-14 10:00:00,5903
2021-03-14 11:00:00,2021-03-14 11:00:00,5448
2021-03-14 12:00:00,2021-03-14 12:00:00,5313
2021-03-14 13:00:00,2021-03-14 13:00:00,6502
2021-03-14 14:00:00,2021-03-14 14:00:00,5396
2021-03-14 15:00:00,2021-03-14 15:00:00,7460
2021-03-14 16:00:00,2021-03-14 16:00:00,7093
2021-03-14 17:00:00,2021-03-14 17:00:00,8360
2021-03-14 18:00:00,2021-03-14 18:00:00,5524
2021-03-14 19:00:00,2021-03-14 19:00:00,6691
2021-03-14 20:00:00,2021-03-14 20:00:00,5931
2021-03-14 21:00:00,2021-03-14 21:00:00,9089
2021-03-14 22:00:00,2021-03-14 22:00:00,6784
2021-03-14 23:00:00,2021-03-14 23:00:00,6047
2021-03-15 00:00:00,2021-03-15 00:00:00,5484
2021-03-15 01:00:00,2021-03-15 01:00:00,5012
2021-03-15 02:00:00,2021-03-15 02:00:00,4550
2021-03-15 03:00:00,2021-03-15 03:00:00,4828
2021-03-15 04:00:00,2021-03-15 04:00:00,6250
2021-03-15 05:00:00,2021-03-15 05:00:00,4657
2021-03-15 06:00:00,2021-03-15 06:00:00,6214
2021-03-15 07:00:00,2021-03-15 07:00:00,5602
2021-03-15 08:00:00,2021-03-15 08:00:00,5630
2021-03-15 09:00:00,2021-03-15 09:00:00,7091
2021-03-15 10:00:00,2021-03-15 10:00:00,8256
2021-03-15 11:00:00,2021-03-15 11:00:00,8998
2021-03-15 12:00:00,2021-03-15 12:00:00,7297
2021-03-15 13:00:00,2021-03-15 13:00:00,6343
2021-03-15 14:00:00,2021-03-15 14:00:00,6201
2021-03-15 15:00:00,2021-03-15 15:00:00,5171
2021-03-15 16:00:00,2021-03-15 16:00:00,5893
2021-03-15 17:00:00,2021-03-15 17:00:00,7406
2021-03-15 18:00:00,2021-03-15 18:00:00,5612
2021-03-15 19:00:00,2021-03-15 19:00:00,5490
2021-03-15 20:00:00,2021-03-15 20:00:00,6473
2021-03-15 21:00:00,2021-03-15 21:00:00,8038
2021-03-15 22:00:00,2021-03-15 22:00:00,6464
2021-03-15 23:00:00,2021-03-15 23:00:00,5645
2021-03-16 00:00:00,2021-03-16 00:00:00,4834
2021-03-16 01:00:00,2021-03-16 01:00:00,4841
2021-03-16 02:00:00,2021-03-16 02:00:00,4633
2021-03-16 03:00:00,2021-03-16 03:00:00,4543
2021-03-16 04:00:00,2021-03-16 04:00:00,5062
2021-03-16 05:00:00,2021-03-16 05:00:00,4507
2021-03-16 06:00:00,2021-03-16 06:00:00,5107
2021-03-16 07:00:00,2021-03-16 07:00:00,4140
2021-03-16 08:00:00,2021-03-16 08:00:00,3366
2021-03-16 09:00:00,2021-03-16 09:00:00,4266
2021-03-16 10:00:00,2021-03-16 10:00:00,5629
2021-03-16 11:00:00,2021-03-16 11:00:00,5563
2021-03-16 12:00:00,2021-03-16 12:00:00,5407
2021-03-16 13:00:00,2021-03-16 13:00:00,5237
2021-03-16 14:00:00,2021-03-16 14:00:00,6252
2021-03-16 15:00:00,2021-03-16 15:00:00,10975
2021-03-16 16:00:00,2021-03-16 16:00:00,8786
2021-03-16 17:00:00,2021-03-16 17:00:00,7039
2021-03-16 18:00:00,2021-03-16 18:00:00,7812
2021-03-16 19:00:00,2021-03-16 19:00:00,5749
2021-03-16 20:00:00,2021-03-16 20:00:00,8204
2021-03-16 21:00:00,2021-03-16 21:00:00,6465
2021-03-16 22:00:00,2021-03-16 22:00:00,5937
2021-03-16 23:00:00,2021-03-16 23:00:00,4576
2021-03-17 00:00:00,2021-03-17 00:00:00,5574
2021-03-17 01:00:00,2021-03-17 01:00:00,5289
2021-03-17 02:00:00,2021-03-17 02:00:00,4586
2021-03-17 03:00:00,2021-03-17 03:00:00,5121
2021-03-17 04:00:00,2021-03-17 04:00:00,5480
2021-03-17 05:00:00,2021-03-17 05:00:00,5058
2021-03-17 06:00:00,2021-03-17 06:00:00,5455
2021-03-17 07:00:00,2021-03-17 07:00:00,4794
2021-03-17 08:00:00,2021-03-17 08:00:00,4855
2021-03-17 09:00:00,2021-03-17 09:00:00,6142
2021-03-17 10:00:00,2021-03-17 10:00:00,5210
2021-03-17 11:00:00,2021-03-17 11:00:00,4335
2021-03-17 12:00:00,2021-03-17 12:00:00,7783
2021-03-17 13:00:00,2021-03-17 13:00:00,9001
2021-03-17 14:00:00,2021-03-17 14:00:00,5941
2021-03-17 15:00:00,2021-03-17 15:00:00,5722
2021-03-17 16:00:00,2021-03-17 16:00:00,4771
2021-03-17 17:00:00,2021-03-17 17:00:00,11542
2021-03-17 18:00:00,2021-03-17 18:00:00,13252
2021-03-17 19:00:00,2021-03-17 19:00:00,5874
2021-03-17 20:00:00,2021-03-17 20:00:00,5484
2021-03-17 21:00:00,2021-03-17 21:00:00,4964
2021-03-17 22:00:00,2021-03-17 22:00:00,6876
2021-03-17 23:00:00,2021-03-17 23:00:00,6051
2021-03-18 00:00:00,2021-03-18 00:00:00,4550
2021-03-18 01:00:00,2021-03-18 01:00:00,4455
2021-03-18 02:00:00,2021-03-18 02:00:00,4001
2021-03-18 03:00:00,2021-03-18 03:00:00,4822
2021-03-18 04:00:00,2021-03-18 04:00:00,7647
2021-03-18 05:00:00,2021-03-18 05:00:00,4917
2021-03-18 06:00:00,2021-03-18 06:00:00,4576
2021-03-18 07:00:00,2021-03-18 07:00:00,4755
2021-03-18 08:00:00,2021-03-18 08:00:00,6740
2021-03-18 09:00:00,2021-03-18 09:00:00,5297
2021-03-18 10:00:00,2021-03-18 10:00:00,6276
2021-03-18 11:00:00,2021-03-18 11:00:00,5596
2021-03-18 12:00:00,2021-03-18 12:00:00,5858
2021-03-18 13:00:00,2021-03-18 13:00:00,5464
2021-03-18 14:00:00,2021-03-18 14:00:00,5089
2021-03-18 15:00:00,2021-03-18 15:00:00,7370
2021-03-18 16:00:00,2021-03-18 16:00:00,7143
2021-03-18 17:00:00,2021-03-18 17:00:00,7047
2021-03-18 18:00:00,2021-03-18 18:00:00,5336
2021-03-18 19:00:00,2021-03-18 19:00:00,12018
2021-03-18 20:00:00,2021-03-18 20:00:00,5261
2021-03-18 21:00:00,2021-03-18 21:00:00,4744
2021-03-18 22:00:00,2021-03-18 22:00:00,4287
2021-03-18 23:00:00,2021-03-18 23:00:00,3965
2021-03-19 00:00:00,2021-03-19 00:00:00,4240
2021-03-19 01:00:00,2021-03-19 01:00:00,4164
2021-03-19 02:00:00,2021-03-19 02:00:00,4177
2021-03-19 03:00:00,2021-03-19 03:00:00,3624
2021-03-19 04:00:00,2021-03-19 04:00:00,6409
2021-03-19 05:00:00,2021-03-19 05:00:00,8551
2021-03-19 06:00:00,2021-03-19 06:00:00,4476
2021-03-19 07:00:00,2021-03-19 07:00:00,4460
2021-03-19 08:00:00,2021-03-19 08:00:00,5007
2021-03-19 09:00:00,2021-03-19 09:00:00,4154
2021-03-19 10:00:00,2021-03-19 10:00:00,3895
2021-03-19 11:00:00,2021-03-19 11:00:00,4682
2021-03-19 12:00:00,2021-03-19 12:00:00,4098
2021-03-19 13:00:00,2021-03-19 13:00:00,4076
2021-03-19 14:00:00,2021-03-19 14:00:00,5130
2021-03-19 15:00:00,2021-03-19 15:00:00,5221
2021-03-19 16:00:00,2021-03-19 16:00:00,4557
2021-03-19 17:00:00,2021-03-19 17:00:00,5554
2021-03-19 18:00:00,2021-03-19 18:00:00,7323
2021-03-19 19:00:00,2021-03-19 19:00:00,4910
2021-03-19 20:00:00,2021-03-19 20:00:00,3942
2021-03-19 21:00:00,2021-03-19 21:00:00,5439
2021-03-19 22:00:00,2021-03-19 22:00:00,7019
2021-03-19 23:00:00,2021-03-19 23:00:00,6920
2021-03-20 00:00:00,2021-03-20 00:00:00,5960
2021-03-20 01:00:00,2021-03-20 01:00:00,5435
2021-03-20 02:00:00,2021-03-20 02:00:00,4347
2021-03-20 03:00:00,2021-03-20 03:00:00,4302
2021-03-20 04:00:00,2021-03-20 04:00:00,4367
2021-03-20 05:00:00,2021-03-20 05:00:00,3681
2021-03-20 06:00:00,2021-03-20 06:00:00,3770
2021-03-20 07:00:00,2021-03-20 07:00:00,3670
2021-03-20 08:00:00,2021-03-20 08:00:00,4291
2021-03-20 09:00:00,2021-03-20 09:00:00,4284
2021-03-20 10:00:00,2021-03-20 10:00:00,4313
2021-03-20 11:00:00,2021-03-20 11:00:00,4905
2021-03-20 12:00:00,2021-03-20 12:00:00,6154
2021-03-20 13:00:00,2021-03-20 13:00:00,9376
2021-03-20 14:00:00,2021-03-20 14:00:00,7558
2021-03-20 15:00:00,2021-03-20 15:00:00,5595
2021-03-20 16:00:00,2021-03-20 16:00:00,9061
2021-03-20 17:00:00,2021-03-20 17:00:00,9206
2021-03-20 18:00:00,2021-03-20 18:00:00,5899
2021-03-20 19:00:00,2021-03-20 19:00:00,7862
2021-03-20 20:00:00,2021-03-20 20:00:00,5182
2021-03-20 21:00:00,2021-03-20 21:00:00,4051
2021-03-20 22:00:00,2021-03-20 22:00:00,4481
2021-03-20 23:00:00,2021-03-20 23:00:00,4996
2021-03-21 00:00:00,2021-03-21 00:00:00,5791
2021-03-21 01:00:00,2021-03-21 01:00:00,3594
2021-03-21 02:00:00,2021-03-21 02:00:00,4622
2021-03-21 03:00:00,2021-03-21 03:00:00,8056
2021-03-21 04:00:00,2021-03-21 04:00:00,3775
2021-03-21 05:00:00,2021-03-21 05:00:00,3176
2021-03-21 06:00:00,2021-03-21 06:00:00,3411
2021-03-21 07:00:00,2021-03-21 07:00:00,4667
2021-03-21 08:00:00,2021-03-21 08:00:00,3574
2021-03-21 09:00:00,2021-03-21 09:00:00,12365
2021-03-21 10:00:00,2021-03-21 10:00:00,4243
2021-03-21 11:00:00,2021-03-21 11:00:00,4878
2021-03-21 12:00:00,2021-03-21 12:00:00,5083
2021-03-21 13:00:00,2021-03-21 13:00:00,4268
2021-03-21 14:00:00,2021-03-21 14:00:00,5824
2021-03-21 15:00:00,2021-03-21 15:00:00,6750
2021-03-21 16:00:00,2021-03-21 16:00:00,6816
2021-03-21 17:00:00,2021-03-21 17:00:00,6515
2021-03-21 18:00:00,2021-03-21 18:00:00,8328
2021-03-21 19:00:00,2021-03-21 19:00:00,6684
2021-03-21 20:00:00,2021-03-21 20:00:00,5880
2021-03-21 21:00:00,2021-03-21 21:00:00,8996
2021-03-21 22:00:00,2021-03-21 22:00:00,9525
2021-03-21 23:00:00,2021-03-21 23:00:00,9678
2021-03-22 00:00:00,2021-03-22 00:00:00,6540
2021-03-22 01:00:00,2021-03-22 01:00:00,5969
2021-03-22 02:00:00,2021-03-22 02:00:00,4449
2021-03-22 03:00:00,2021-03-22 03:00:00,5729
2021-03-22 04:00:00,2021-03-22 04:00:00,5695
2021-03-22 05:00:00,2021-03-22 05:00:00,5233
2021-03-22 06:00:00,2021-03-22 06:00:00,8316
2021-03-22 07:00:00,2021-03-22 07:00:00,5347
2021-03-22 08:00:00,2021-03-22 08:00:00,6089
2021-03-22 09:00:00,2021-03-22 09:00:00,6642
2021-03-22 10:00:00,2021-03-22 10:00:00,5709
2021-03-22 11:00:00,2021-03-22 11:00:00,5368
2021-03-22 12:00:00,2021-03-22 12:00:00,5310
2021-03-22 13:00:00,2021-03-22 13:00:00,5519
2021-03-22 14:00:00,2021-03-22 14:00:00,7728
2021-03-22 15:00:00,2021-03-22 15:00:00,17708
2021-03-22 16:00:00,2021-03-22 16:00:00,8451
2021-03-22 17:00:00,2021-03-22 17:00:00,8715
2021-03-22 18:00:00,2021-03-22 18:00:00,5915
2021-03-22 19:00:00,2021-03-22 19:00:00,5676
2021-03-22 20:00:00,2021-03-22 20:00:00,8510
2021-03-22 21:00:00,2021-03-22 21:00:00,6822
2021-03-22 22:00:00,2021-03-22 22:00:00,9289
2021-03-22 23:00:00,2021-03-22 23:00:00,4614
2021-03-23 00:00:00,2021-03-23 00:00:00,5195
2021-03-23 01:00:00,2021-03-23 01:00:00,4704
2021-03-23 02:00:00,2021-03-23 02:00:00,6782
2021-03-23 03:00:00,2021-03-23 03:00:00,5705
2021-03-23 04:00:00,2021-03-23 04:00:00,6478
2021-03-23 05:00:00,2021-03-23 05:00:00,5338
2021-03-23 06:00:00,2021-03-23 06:00:00,5085
2021-03-23 07:00:00,2021-03-23 07:00:00,4365
2021-03-23 08:00:00,2021-03-23 08:00:00,4471
2021-03-23 09:00:00,2021-03-23 09:00:00,4991
2021-03-23 10:00:00,2021-03-23 10:00:00,4894
2021-03-23 11:00:00,2021-03-23 11:00:00,4270
2021-03-23 12:00:00,2021-03-23 12:00:00,4779
2021-03-23 13:00:00,2021-03-23 13:00:00,5103
2021-03-23 14:00:00,2021-03-23 14:00:00,5588
2021-03-23 15:00:00,2021-03-23 15:00:00,5977
2021-03-23 16:00:00,2021-03-23 16:00:00,5153
2021-03-23 17:00:00,2021-03-23 17:00:00,6775
2021-03-23 18:00:00,2021-03-23 18:00:00,5819
2021-03-23 19:00:00,2021-03-23 19:00:00,5330
2021-03-23 20:00:00,2021-03-23 20:00:00,6500
