start_time,datetime,staking_validator_total
2022-03-15 12:00:00,2022-03-15 12:00:00,326608
2022-03-15 13:00:00,2022-03-15 13:00:00,326612
2022-03-15 14:00:00,2022-03-15 14:00:00,326613
2022-03-15 15:00:00,2022-03-15 15:00:00,326764
2022-03-15 16:00:00,2022-03-15 16:00:00,327073
2022-03-15 17:00:00,2022-03-15 17:00:00,327077
2022-03-15 18:00:00,2022-03-15 18:00:00,327088
2022-03-15 19:00:00,2022-03-15 19:00:00,327092
2022-03-15 20:00:00,2022-03-15 20:00:00,327243
2022-03-15 21:00:00,2022-03-15 21:00:00,327245
2022-03-15 22:00:00,2022-03-15 22:00:00,327283
2022-03-15 23:00:00,2022-03-15 23:00:00,327285
2022-03-16 00:00:00,2022-03-16 00:00:00,327287
2022-03-16 01:00:00,2022-03-16 01:00:00,327304
2022-03-16 02:00:00,2022-03-16 02:00:00,327454
2022-03-16 03:00:00,2022-03-16 03:00:00,327457
2022-03-16 04:00:00,2022-03-16 04:00:00,327484
2022-03-16 05:00:00,2022-03-16 05:00:00,327645
2022-03-16 06:00:00,2022-03-16 06:00:00,328250
2022-03-16 07:00:00,2022-03-16 07:00:00,328742
2022-03-16 08:00:00,2022-03-16 08:00:00,328855
2022-03-16 09:00:00,2022-03-16 09:00:00,328857
2022-03-16 10:00:00,2022-03-16 10:00:00,328972
2022-03-16 11:00:00,2022-03-16 11:00:00,329029
2022-03-16 12:00:00,2022-03-16 12:00:00,329096
2022-03-16 13:00:00,2022-03-16 13:00:00,329146
2022-03-16 14:00:00,2022-03-16 14:00:00,329223
2022-03-16 15:00:00,2022-03-16 15:00:00,329228
2022-03-16 16:00:00,2022-03-16 16:00:00,329230
2022-03-16 17:00:00,2022-03-16 17:00:00,329247
2022-03-16 18:00:00,2022-03-16 18:00:00,329249
2022-03-16 19:00:00,2022-03-16 19:00:00,329261
2022-03-16 20:00:00,2022-03-16 20:00:00,329265
2022-03-16 21:00:00,2022-03-16 21:00:00,329265
2022-03-16 22:00:00,2022-03-16 22:00:00,329305
2022-03-16 23:00:00,2022-03-16 23:00:00,329325
2022-03-17 00:00:00,2022-03-17 00:00:00,329328
2022-03-17 01:00:00,2022-03-17 01:00:00,329337
2022-03-17 02:00:00,2022-03-17 02:00:00,329498
2022-03-17 03:00:00,2022-03-17 03:00:00,329688
2022-03-17 04:00:00,2022-03-17 04:00:00,330113
2022-03-17 05:00:00,2022-03-17 05:00:00,330119
2022-03-17 06:00:00,2022-03-17 06:00:00,330130
2022-03-17 07:00:00,2022-03-17 07:00:00,330147
2022-03-17 08:00:00,2022-03-17 08:00:00,330165
2022-03-17 09:00:00,2022-03-17 09:00:00,330172
2022-03-17 10:00:00,2022-03-17 10:00:00,330173
2022-03-17 11:00:00,2022-03-17 11:00:00,330479
2022-03-17 12:00:00,2022-03-17 12:00:00,330489
2022-03-17 13:00:00,2022-03-17 13:00:00,330491
2022-03-17 14:00:00,2022-03-17 14:00:00,330513
2022-03-17 15:00:00,2022-03-17 15:00:00,330515
2022-03-17 16:00:00,2022-03-17 16:00:00,330532
2022-03-17 17:00:00,2022-03-17 17:00:00,330536
2022-03-17 18:00:00,2022-03-17 18:00:00,330579
2022-03-17 19:00:00,2022-03-17 19:00:00,330678
2022-03-17 20:00:00,2022-03-17 20:00:00,330857
2022-03-17 21:00:00,2022-03-17 21:00:00,330859
2022-03-17 22:00:00,2022-03-17 22:00:00,330921
2022-03-17 23:00:00,2022-03-17 23:00:00,330927
2022-03-18 00:00:00,2022-03-18 00:00:00,330930
2022-03-18 01:00:00,2022-03-18 01:00:00,330930
2022-03-18 02:00:00,2022-03-18 02:00:00,331081
2022-03-18 03:00:00,2022-03-18 03:00:00,331088
2022-03-18 04:00:00,2022-03-18 04:00:00,331088
2022-03-18 05:00:00,2022-03-18 05:00:00,331144
2022-03-18 06:00:00,2022-03-18 06:00:00,331180
2022-03-18 07:00:00,2022-03-18 07:00:00,331181
2022-03-18 08:00:00,2022-03-18 08:00:00,331189
2022-03-18 09:00:00,2022-03-18 09:00:00,331239
2022-03-18 10:00:00,2022-03-18 10:00:00,331334
2022-03-18 11:00:00,2022-03-18 11:00:00,331375
2022-03-18 12:00:00,2022-03-18 12:00:00,331381
2022-03-18 13:00:00,2022-03-18 13:00:00,331393
2022-03-18 14:00:00,2022-03-18 14:00:00,331394
2022-03-18 15:00:00,2022-03-18 15:00:00,331394
2022-03-18 16:00:00,2022-03-18 16:00:00,332294
2022-03-18 17:00:00,2022-03-18 17:00:00,332447
2022-03-18 18:00:00,2022-03-18 18:00:00,332447
2022-03-18 19:00:00,2022-03-18 19:00:00,332447
2022-03-18 20:00:00,2022-03-18 20:00:00,332461
2022-03-18 21:00:00,2022-03-18 21:00:00,332470
2022-03-18 22:00:00,2022-03-18 22:00:00,332556
2022-03-18 23:00:00,2022-03-18 23:00:00,332580
2022-03-19 00:00:00,2022-03-19 00:00:00,333220
2022-03-19 01:00:00,2022-03-19 01:00:00,333537
2022-03-19 02:00:00,2022-03-19 02:00:00,334054
2022-03-19 03:00:00,2022-03-19 03:00:00,334121
2022-03-19 04:00:00,2022-03-19 04:00:00,334133
2022-03-19 05:00:00,2022-03-19 05:00:00,334219
2022-03-19 06:00:00,2022-03-19 06:00:00,334237
2022-03-19 07:00:00,2022-03-19 07:00:00,334470
2022-03-19 08:00:00,2022-03-19 08:00:00,334602
2022-03-19 09:00:00,2022-03-19 09:00:00,334639
2022-03-19 10:00:00,2022-03-19 10:00:00,334988
2022-03-19 11:00:00,2022-03-19 11:00:00,335010
2022-03-19 12:00:00,2022-03-19 12:00:00,335039
2022-03-19 13:00:00,2022-03-19 13:00:00,335132
2022-03-19 14:00:00,2022-03-19 14:00:00,335802
2022-03-19 15:00:00,2022-03-19 15:00:00,335898
2022-03-19 16:00:00,2022-03-19 16:00:00,336045
2022-03-19 17:00:00,2022-03-19 17:00:00,336058
2022-03-19 18:00:00,2022-03-19 18:00:00,336107
2022-03-19 19:00:00,2022-03-19 19:00:00,336123
2022-03-19 20:00:00,2022-03-19 20:00:00,336143
2022-03-19 21:00:00,2022-03-19 21:00:00,336159
2022-03-19 22:00:00,2022-03-19 22:00:00,336240
2022-03-19 23:00:00,2022-03-19 23:00:00,336269
2022-03-20 00:00:00,2022-03-20 00:00:00,336308
2022-03-20 01:00:00,2022-03-20 01:00:00,336311
2022-03-20 02:00:00,2022-03-20 02:00:00,336314
2022-03-20 03:00:00,2022-03-20 03:00:00,336364
2022-03-20 04:00:00,2022-03-20 04:00:00,336443
2022-03-20 05:00:00,2022-03-20 05:00:00,336469
2022-03-20 06:00:00,2022-03-20 06:00:00,336503
2022-03-20 07:00:00,2022-03-20 07:00:00,336508
2022-03-20 08:00:00,2022-03-20 08:00:00,336514
2022-03-20 09:00:00,2022-03-20 09:00:00,336520
2022-03-20 10:00:00,2022-03-20 10:00:00,336529
2022-03-20 11:00:00,2022-03-20 11:00:00,336538
2022-03-20 12:00:00,2022-03-20 12:00:00,336670
2022-03-20 13:00:00,2022-03-20 13:00:00,336675
2022-03-20 14:00:00,2022-03-20 14:00:00,336676
2022-03-20 15:00:00,2022-03-20 15:00:00,336689
2022-03-20 16:00:00,2022-03-20 16:00:00,336702
2022-03-20 17:00:00,2022-03-20 17:00:00,336712
2022-03-20 18:00:00,2022-03-20 18:00:00,336716
2022-03-20 19:00:00,2022-03-20 19:00:00,336747
2022-03-20 20:00:00,2022-03-20 20:00:00,336755
2022-03-20 21:00:00,2022-03-20 21:00:00,336756
2022-03-20 22:00:00,2022-03-20 22:00:00,336831
2022-03-20 23:00:00,2022-03-20 23:00:00,336834
2022-03-21 00:00:00,2022-03-21 00:00:00,336835
2022-03-21 01:00:00,2022-03-21 01:00:00,336843
2022-03-21 02:00:00,2022-03-21 02:00:00,336844
2022-03-21 03:00:00,2022-03-21 03:00:00,336848
2022-03-21 04:00:00,2022-03-21 04:00:00,336939
2022-03-21 05:00:00,2022-03-21 05:00:00,336954
2022-03-21 06:00:00,2022-03-21 06:00:00,336963
2022-03-21 07:00:00,2022-03-21 07:00:00,336975
2022-03-21 08:00:00,2022-03-21 08:00:00,337001
2022-03-21 09:00:00,2022-03-21 09:00:00,337006
2022-03-21 10:00:00,2022-03-21 10:00:00,337017
2022-03-21 11:00:00,2022-03-21 11:00:00,337019
2022-03-21 12:00:00,2022-03-21 12:00:00,337030
2022-03-21 13:00:00,2022-03-21 13:00:00,337035
2022-03-21 14:00:00,2022-03-21 14:00:00,337036
2022-03-21 15:00:00,2022-03-21 15:00:00,337050
2022-03-21 16:00:00,2022-03-21 16:00:00,337053
2022-03-21 17:00:00,2022-03-21 17:00:00,337060
2022-03-21 18:00:00,2022-03-21 18:00:00,337063
2022-03-21 19:00:00,2022-03-21 19:00:00,337072
2022-03-21 20:00:00,2022-03-21 20:00:00,337078
2022-03-21 21:00:00,2022-03-21 21:00:00,337088
2022-03-21 22:00:00,2022-03-21 22:00:00,337147
2022-03-21 23:00:00,2022-03-21 23:00:00,337149
2022-03-22 00:00:00,2022-03-22 00:00:00,337151
2022-03-22 01:00:00,2022-03-22 01:00:00,337152
2022-03-22 02:00:00,2022-03-22 02:00:00,337157
2022-03-22 03:00:00,2022-03-22 03:00:00,337178
2022-03-22 04:00:00,2022-03-22 04:00:00,337365
2022-03-22 05:00:00,2022-03-22 05:00:00,337451
2022-03-22 06:00:00,2022-03-22 06:00:00,337490
2022-03-22 07:00:00,2022-03-22 07:00:00,337523
2022-03-22 08:00:00,2022-03-22 08:00:00,337527
2022-03-22 09:00:00,2022-03-22 09:00:00,337581
2022-03-22 10:00:00,2022-03-22 10:00:00,337584
2022-03-22 11:00:00,2022-03-22 11:00:00,337628
2022-03-22 12:00:00,2022-03-22 12:00:00,337641
2022-03-22 13:00:00,2022-03-22 13:00:00,337643
2022-03-22 14:00:00,2022-03-22 14:00:00,337647
2022-03-22 15:00:00,2022-03-22 15:00:00,337662
2022-03-22 16:00:00,2022-03-22 16:00:00,337683
2022-03-22 17:00:00,2022-03-22 17:00:00,337702
2022-03-22 18:00:00,2022-03-22 18:00:00,337712
2022-03-22 19:00:00,2022-03-22 19:00:00,337718
2022-03-22 20:00:00,2022-03-22 20:00:00,337720
2022-03-22 21:00:00,2022-03-22 21:00:00,337879
2022-03-22 22:00:00,2022-03-22 22:00:00,338042
2022-03-22 23:00:00,2022-03-22 23:00:00,338080
2022-03-23 00:00:00,2022-03-23 00:00:00,338082
2022-03-23 01:00:00,2022-03-23 01:00:00,338102
2022-03-23 02:00:00,2022-03-23 02:00:00,338102
2022-03-23 03:00:00,2022-03-23 03:00:00,338158
2022-03-23 04:00:00,2022-03-23 04:00:00,338160
2022-03-23 05:00:00,2022-03-23 05:00:00,338174
2022-03-23 06:00:00,2022-03-23 06:00:00,338636
2022-03-23 07:00:00,2022-03-23 07:00:00,338895
2022-03-23 08:00:00,2022-03-23 08:00:00,338912
2022-03-23 09:00:00,2022-03-23 09:00:00,338999
2022-03-23 10:00:00,2022-03-23 10:00:00,339033
2022-03-23 11:00:00,2022-03-23 11:00:00,339046
2022-03-23 12:00:00,2022-03-23 12:00:00,339066
2022-03-23 13:00:00,2022-03-23 13:00:00,339103
2022-03-23 14:00:00,2022-03-23 14:00:00,339105
2022-03-23 15:00:00,2022-03-23 15:00:00,339112
2022-03-23 16:00:00,2022-03-23 16:00:00,339112
2022-03-23 17:00:00,2022-03-23 17:00:00,339115
2022-03-23 18:00:00,2022-03-23 18:00:00,339121
2022-03-23 19:00:00,2022-03-23 19:00:00,339122
2022-03-23 20:00:00,2022-03-23 20:00:00,339126
2022-03-23 21:00:00,2022-03-23 21:00:00,339129
2022-03-23 22:00:00,2022-03-23 22:00:00,339263
2022-03-23 23:00:00,2022-03-23 23:00:00,339274
2022-03-24 00:00:00,2022-03-24 00:00:00,339275
2022-03-24 01:00:00,2022-03-24 01:00:00,339277
2022-03-24 02:00:00,2022-03-24 02:00:00,339277
2022-03-24 03:00:00,2022-03-24 03:00:00,339277
2022-03-24 04:00:00,2022-03-24 04:00:00,339277
2022-03-24 05:00:00,2022-03-24 05:00:00,339279
2022-03-24 06:00:00,2022-03-24 06:00:00,339385
2022-03-24 07:00:00,2022-03-24 07:00:00,339474
2022-03-24 08:00:00,2022-03-24 08:00:00,339606
2022-03-24 09:00:00,2022-03-24 09:00:00,339621
2022-03-24 10:00:00,2022-03-24 10:00:00,339623
2022-03-24 11:00:00,2022-03-24 11:00:00,339635
2022-03-24 12:00:00,2022-03-24 12:00:00,339638
2022-03-24 13:00:00,2022-03-24 13:00:00,339711
2022-03-24 14:00:00,2022-03-24 14:00:00,339721
2022-03-24 15:00:00,2022-03-24 15:00:00,339722
2022-03-24 16:00:00,2022-03-24 16:00:00,339724
2022-03-24 17:00:00,2022-03-24 17:00:00,339726
2022-03-24 18:00:00,2022-03-24 18:00:00,339729
2022-03-24 19:00:00,2022-03-24 19:00:00,339730
2022-03-24 20:00:00,2022-03-24 20:00:00,339735
2022-03-24 21:00:00,2022-03-24 21:00:00,339738
2022-03-24 22:00:00,2022-03-24 22:00:00,339821
2022-03-24 23:00:00,2022-03-24 23:00:00,339928
2022-03-25 00:00:00,2022-03-25 00:00:00,339930
2022-03-25 01:00:00,2022-03-25 01:00:00,339931
2022-03-25 02:00:00,2022-03-25 02:00:00,339931
2022-03-25 03:00:00,2022-03-25 03:00:00,339948
2022-03-25 04:00:00,2022-03-25 04:00:00,339950
2022-03-25 05:00:00,2022-03-25 05:00:00,339950
2022-03-25 06:00:00,2022-03-25 06:00:00,339961
2022-03-25 07:00:00,2022-03-25 07:00:00,339975
2022-03-25 08:00:00,2022-03-25 08:00:00,340026
2022-03-25 09:00:00,2022-03-25 09:00:00,340034
2022-03-25 10:00:00,2022-03-25 10:00:00,340128
2022-03-25 11:00:00,2022-03-25 11:00:00,340131
2022-03-25 12:00:00,2022-03-25 12:00:00,340154
2022-03-25 13:00:00,2022-03-25 13:00:00,340183
2022-03-25 14:00:00,2022-03-25 14:00:00,340186
2022-03-25 15:00:00,2022-03-25 15:00:00,340187
2022-03-25 16:00:00,2022-03-25 16:00:00,340187
2022-03-25 17:00:00,2022-03-25 17:00:00,340211
2022-03-25 18:00:00,2022-03-25 18:00:00,340272
2022-03-25 19:00:00,2022-03-25 19:00:00,340293
2022-03-25 20:00:00,2022-03-25 20:00:00,340300
2022-03-25 21:00:00,2022-03-25 21:00:00,340455
2022-03-25 22:00:00,2022-03-25 22:00:00,340578
2022-03-25 23:00:00,2022-03-25 23:00:00,340652
2022-03-26 00:00:00,2022-03-26 00:00:00,340665
2022-03-26 01:00:00,2022-03-26 01:00:00,340666
2022-03-26 02:00:00,2022-03-26 02:00:00,340667
2022-03-26 03:00:00,2022-03-26 03:00:00,340669
2022-03-26 04:00:00,2022-03-26 04:00:00,340685
2022-03-26 05:00:00,2022-03-26 05:00:00,340686
2022-03-26 06:00:00,2022-03-26 06:00:00,340689
2022-03-26 07:00:00,2022-03-26 07:00:00,340689
2022-03-26 08:00:00,2022-03-26 08:00:00,340698
2022-03-26 09:00:00,2022-03-26 09:00:00,340835
2022-03-26 10:00:00,2022-03-26 10:00:00,340847
2022-03-26 11:00:00,2022-03-26 11:00:00,340848
2022-03-26 12:00:00,2022-03-26 12:00:00,340863
2022-03-26 13:00:00,2022-03-26 13:00:00,340871
2022-03-26 14:00:00,2022-03-26 14:00:00,340879
2022-03-26 15:00:00,2022-03-26 15:00:00,340882
2022-03-26 16:00:00,2022-03-26 16:00:00,340901
2022-03-26 17:00:00,2022-03-26 17:00:00,340910
2022-03-26 18:00:00,2022-03-26 18:00:00,340912
2022-03-26 19:00:00,2022-03-26 19:00:00,340913
2022-03-26 20:00:00,2022-03-26 20:00:00,340935
2022-03-26 21:00:00,2022-03-26 21:00:00,340936
2022-03-26 22:00:00,2022-03-26 22:00:00,341079
2022-03-26 23:00:00,2022-03-26 23:00:00,341080
2022-03-27 00:00:00,2022-03-27 00:00:00,341080
2022-03-27 01:00:00,2022-03-27 01:00:00,341086
2022-03-27 02:00:00,2022-03-27 02:00:00,341086
2022-03-27 03:00:00,2022-03-27 03:00:00,341088
2022-03-27 04:00:00,2022-03-27 04:00:00,341095
2022-03-27 05:00:00,2022-03-27 05:00:00,341096
2022-03-27 06:00:00,2022-03-27 06:00:00,341096
2022-03-27 07:00:00,2022-03-27 07:00:00,341102
2022-03-27 08:00:00,2022-03-27 08:00:00,341110
2022-03-27 09:00:00,2022-03-27 09:00:00,341111
2022-03-27 10:00:00,2022-03-27 10:00:00,341114
2022-03-27 11:00:00,2022-03-27 11:00:00,341120
2022-03-27 12:00:00,2022-03-27 12:00:00,341129
2022-03-27 13:00:00,2022-03-27 13:00:00,341196
2022-03-27 14:00:00,2022-03-27 14:00:00,341197
2022-03-27 15:00:00,2022-03-27 15:00:00,341207
2022-03-27 16:00:00,2022-03-27 16:00:00,341208
2022-03-27 17:00:00,2022-03-27 17:00:00,341218
2022-03-27 18:00:00,2022-03-27 18:00:00,341218
2022-03-27 19:00:00,2022-03-27 19:00:00,341219
2022-03-27 20:00:00,2022-03-27 20:00:00,341226
2022-03-27 21:00:00,2022-03-27 21:00:00,341226
2022-03-27 22:00:00,2022-03-27 22:00:00,341356
2022-03-27 23:00:00,2022-03-27 23:00:00,341356
2022-03-28 00:00:00,2022-03-28 00:00:00,341356
2022-03-28 01:00:00,2022-03-28 01:00:00,341358
2022-03-28 02:00:00,2022-03-28 02:00:00,341360
2022-03-28 03:00:00,2022-03-28 03:00:00,341361
2022-03-28 04:00:00,2022-03-28 04:00:00,341363
2022-03-28 05:00:00,2022-03-28 05:00:00,341364
2022-03-28 06:00:00,2022-03-28 06:00:00,341511
2022-03-28 07:00:00,2022-03-28 07:00:00,341578
2022-03-28 08:00:00,2022-03-28 08:00:00,341591
2022-03-28 09:00:00,2022-03-28 09:00:00,341594
2022-03-28 10:00:00,2022-03-28 10:00:00,341597
2022-03-28 11:00:00,2022-03-28 11:00:00,341610
2022-03-28 12:00:00,2022-03-28 12:00:00,341622
2022-03-28 13:00:00,2022-03-28 13:00:00,341627
2022-03-28 14:00:00,2022-03-28 14:00:00,341630
2022-03-28 15:00:00,2022-03-28 15:00:00,341634
2022-03-28 16:00:00,2022-03-28 16:00:00,341636
2022-03-28 17:00:00,2022-03-28 17:00:00,341638
2022-03-28 18:00:00,2022-03-28 18:00:00,341638
2022-03-28 19:00:00,2022-03-28 19:00:00,341640
2022-03-28 20:00:00,2022-03-28 20:00:00,341641
2022-03-28 21:00:00,2022-03-28 21:00:00,341643
2022-03-28 22:00:00,2022-03-28 22:00:00,341739
2022-03-28 23:00:00,2022-03-28 23:00:00,341739
2022-03-29 00:00:00,2022-03-29 00:00:00,341740
2022-03-29 01:00:00,2022-03-29 01:00:00,341740
2022-03-29 02:00:00,2022-03-29 02:00:00,341879
2022-03-29 03:00:00,2022-03-29 03:00:00,341881
2022-03-29 04:00:00,2022-03-29 04:00:00,341886
2022-03-29 05:00:00,2022-03-29 05:00:00,341938
2022-03-29 06:00:00,2022-03-29 06:00:00,342057
2022-03-29 07:00:00,2022-03-29 07:00:00,342060
2022-03-29 08:00:00,2022-03-29 08:00:00,342097
2022-03-29 09:00:00,2022-03-29 09:00:00,342102
2022-03-29 10:00:00,2022-03-29 10:00:00,342104
2022-03-29 11:00:00,2022-03-29 11:00:00,342116
2022-03-29 12:00:00,2022-03-29 12:00:00,342190
2022-03-29 13:00:00,2022-03-29 13:00:00,342195
2022-03-29 14:00:00,2022-03-29 14:00:00,342201
2022-03-29 15:00:00,2022-03-29 15:00:00,342211
2022-03-29 16:00:00,2022-03-29 16:00:00,342216
2022-03-29 17:00:00,2022-03-29 17:00:00,342245
2022-03-29 18:00:00,2022-03-29 18:00:00,342247
2022-03-29 19:00:00,2022-03-29 19:00:00,342274
2022-03-29 20:00:00,2022-03-29 20:00:00,342347
2022-03-29 21:00:00,2022-03-29 21:00:00,342347
2022-03-29 22:00:00,2022-03-29 22:00:00,342465
2022-03-29 23:00:00,2022-03-29 23:00:00,342475
2022-03-30 00:00:00,2022-03-30 00:00:00,342476
2022-03-30 01:00:00,2022-03-30 01:00:00,342483
2022-03-30 02:00:00,2022-03-30 02:00:00,342498
2022-03-30 03:00:00,2022-03-30 03:00:00,342500
2022-03-30 04:00:00,2022-03-30 04:00:00,342597
2022-03-30 05:00:00,2022-03-30 05:00:00,343032
2022-03-30 06:00:00,2022-03-30 06:00:00,343251
2022-03-30 07:00:00,2022-03-30 07:00:00,343277
2022-03-30 08:00:00,2022-03-30 08:00:00,343597
2022-03-30 09:00:00,2022-03-30 09:00:00,343749
2022-03-30 10:00:00,2022-03-30 10:00:00,343750
2022-03-30 11:00:00,2022-03-30 11:00:00,343828
2022-03-30 12:00:00,2022-03-30 12:00:00,343861
2022-03-30 13:00:00,2022-03-30 13:00:00,344023
2022-03-30 14:00:00,2022-03-30 14:00:00,344181
2022-03-30 15:00:00,2022-03-30 15:00:00,344183
2022-03-30 16:00:00,2022-03-30 16:00:00,344189
2022-03-30 17:00:00,2022-03-30 17:00:00,344208
2022-03-30 18:00:00,2022-03-30 18:00:00,344210
2022-03-30 19:00:00,2022-03-30 19:00:00,344241
2022-03-30 20:00:00,2022-03-30 20:00:00,344285
2022-03-30 21:00:00,2022-03-30 21:00:00,344287
2022-03-30 22:00:00,2022-03-30 22:00:00,344384
2022-03-30 23:00:00,2022-03-30 23:00:00,344540
2022-03-31 00:00:00,2022-03-31 00:00:00,344559
2022-03-31 01:00:00,2022-03-31 01:00:00,345037
2022-03-31 02:00:00,2022-03-31 02:00:00,345038
2022-03-31 03:00:00,2022-03-31 03:00:00,345094
2022-03-31 04:00:00,2022-03-31 04:00:00,345119
2022-03-31 05:00:00,2022-03-31 05:00:00,345121
2022-03-31 06:00:00,2022-03-31 06:00:00,345123
2022-03-31 07:00:00,2022-03-31 07:00:00,345402
2022-03-31 08:00:00,2022-03-31 08:00:00,345627
2022-03-31 09:00:00,2022-03-31 09:00:00,346309
2022-03-31 10:00:00,2022-03-31 10:00:00,346336
2022-03-31 11:00:00,2022-03-31 11:00:00,346337
2022-03-31 12:00:00,2022-03-31 12:00:00,346419
2022-03-31 13:00:00,2022-03-31 13:00:00,346585
2022-03-31 14:00:00,2022-03-31 14:00:00,346587
2022-03-31 15:00:00,2022-03-31 15:00:00,346587
2022-03-31 16:00:00,2022-03-31 16:00:00,346738
2022-03-31 17:00:00,2022-03-31 17:00:00,347152
2022-03-31 18:00:00,2022-03-31 18:00:00,347352
2022-03-31 19:00:00,2022-03-31 19:00:00,348202
2022-03-31 20:00:00,2022-03-31 20:00:00,348203
2022-03-31 21:00:00,2022-03-31 21:00:00,348204
2022-03-31 22:00:00,2022-03-31 22:00:00,348331
2022-03-31 23:00:00,2022-03-31 23:00:00,348331
2022-04-01 00:00:00,2022-04-01 00:00:00,348393
2022-04-01 01:00:00,2022-04-01 01:00:00,348394
2022-04-01 02:00:00,2022-04-01 02:00:00,348427
2022-04-01 03:00:00,2022-04-01 03:00:00,348427
2022-04-01 04:00:00,2022-04-01 04:00:00,348728
2022-04-01 05:00:00,2022-04-01 05:00:00,348787
2022-04-01 06:00:00,2022-04-01 06:00:00,348804
2022-04-01 07:00:00,2022-04-01 07:00:00,348804
2022-04-01 08:00:00,2022-04-01 08:00:00,348817
2022-04-01 09:00:00,2022-04-01 09:00:00,348819
2022-04-01 10:00:00,2022-04-01 10:00:00,348882
2022-04-01 11:00:00,2022-04-01 11:00:00,348919
2022-04-01 12:00:00,2022-04-01 12:00:00,348940
2022-04-01 13:00:00,2022-04-01 13:00:00,348951
2022-04-01 14:00:00,2022-04-01 14:00:00,348957
2022-04-01 15:00:00,2022-04-01 15:00:00,348957
2022-04-01 16:00:00,2022-04-01 16:00:00,348959
2022-04-01 17:00:00,2022-04-01 17:00:00,348959
2022-04-01 18:00:00,2022-04-01 18:00:00,348961
2022-04-01 19:00:00,2022-04-01 19:00:00,348961
2022-04-01 20:00:00,2022-04-01 20:00:00,349261
2022-04-01 21:00:00,2022-04-01 21:00:00,349412
2022-04-01 22:00:00,2022-04-01 22:00:00,349626
2022-04-01 23:00:00,2022-04-01 23:00:00,349626
2022-04-02 00:00:00,2022-04-02 00:00:00,349629
2022-04-02 01:00:00,2022-04-02 01:00:00,349633
2022-04-02 02:00:00,2022-04-02 02:00:00,349634
2022-04-02 03:00:00,2022-04-02 03:00:00,349636
2022-04-02 04:00:00,2022-04-02 04:00:00,349637
2022-04-02 05:00:00,2022-04-02 05:00:00,349637
2022-04-02 06:00:00,2022-04-02 06:00:00,349638
2022-04-02 07:00:00,2022-04-02 07:00:00,349773
2022-04-02 08:00:00,2022-04-02 08:00:00,349783
2022-04-02 09:00:00,2022-04-02 09:00:00,349786
2022-04-02 10:00:00,2022-04-02 10:00:00,349788
2022-04-02 11:00:00,2022-04-02 11:00:00,350041
2022-04-02 12:00:00,2022-04-02 12:00:00,350043
2022-04-02 13:00:00,2022-04-02 13:00:00,350047
2022-04-02 14:00:00,2022-04-02 14:00:00,350064
2022-04-02 15:00:00,2022-04-02 15:00:00,350069
2022-04-02 16:00:00,2022-04-02 16:00:00,350213
2022-04-02 17:00:00,2022-04-02 17:00:00,350223
2022-04-02 18:00:00,2022-04-02 18:00:00,350288
2022-04-02 19:00:00,2022-04-02 19:00:00,350307
2022-04-02 20:00:00,2022-04-02 20:00:00,350309
2022-04-02 21:00:00,2022-04-02 21:00:00,350339
2022-04-02 22:00:00,2022-04-02 22:00:00,350428
2022-04-02 23:00:00,2022-04-02 23:00:00,350451
2022-04-03 00:00:00,2022-04-03 00:00:00,350464
2022-04-03 01:00:00,2022-04-03 01:00:00,350467
2022-04-03 02:00:00,2022-04-03 02:00:00,350478
2022-04-03 03:00:00,2022-04-03 03:00:00,350488
2022-04-03 04:00:00,2022-04-03 04:00:00,350528
2022-04-03 05:00:00,2022-04-03 05:00:00,350832
2022-04-03 06:00:00,2022-04-03 06:00:00,350925
2022-04-03 07:00:00,2022-04-03 07:00:00,350928
2022-04-03 08:00:00,2022-04-03 08:00:00,350975
2022-04-03 09:00:00,2022-04-03 09:00:00,351240
2022-04-03 10:00:00,2022-04-03 10:00:00,351250
2022-04-03 11:00:00,2022-04-03 11:00:00,351251
2022-04-03 12:00:00,2022-04-03 12:00:00,351252
2022-04-03 13:00:00,2022-04-03 13:00:00,351272
2022-04-03 14:00:00,2022-04-03 14:00:00,351284
2022-04-03 15:00:00,2022-04-03 15:00:00,351296
2022-04-03 16:00:00,2022-04-03 16:00:00,351301
2022-04-03 17:00:00,2022-04-03 17:00:00,351350
2022-04-03 18:00:00,2022-04-03 18:00:00,351362
2022-04-03 19:00:00,2022-04-03 19:00:00,351476
2022-04-03 20:00:00,2022-04-03 20:00:00,351590
2022-04-03 21:00:00,2022-04-03 21:00:00,351591
2022-04-03 22:00:00,2022-04-03 22:00:00,351677
2022-04-03 23:00:00,2022-04-03 23:00:00,351715
2022-04-04 00:00:00,2022-04-04 00:00:00,351739
2022-04-04 01:00:00,2022-04-04 01:00:00,351742
2022-04-04 02:00:00,2022-04-04 02:00:00,351782
2022-04-04 03:00:00,2022-04-04 03:00:00,351782
2022-04-04 04:00:00,2022-04-04 04:00:00,351782
2022-04-04 05:00:00,2022-04-04 05:00:00,351784
2022-04-04 06:00:00,2022-04-04 06:00:00,351828
2022-04-04 07:00:00,2022-04-04 07:00:00,351971
2022-04-04 08:00:00,2022-04-04 08:00:00,352002
2022-04-04 09:00:00,2022-04-04 09:00:00,352019
2022-04-04 10:00:00,2022-04-04 10:00:00,352031
2022-04-04 11:00:00,2022-04-04 11:00:00,352037
2022-04-04 12:00:00,2022-04-04 12:00:00,352118
2022-04-04 13:00:00,2022-04-04 13:00:00,352122
