start_time,datetime,staking_validator_total
2023-06-25 13:00:00,2023-06-25 13:00:00,824273
2023-06-25 14:00:00,2023-06-25 14:00:00,824310
2023-06-25 15:00:00,2023-06-25 15:00:00,824429
2023-06-25 16:00:00,2023-06-25 16:00:00,824470
2023-06-25 17:00:00,2023-06-25 17:00:00,824542
2023-06-25 18:00:00,2023-06-25 18:00:00,824560
2023-06-25 19:00:00,2023-06-25 19:00:00,824579
2023-06-25 20:00:00,2023-06-25 20:00:00,824715
2023-06-25 21:00:00,2023-06-25 21:00:00,824735
2023-06-25 22:00:00,2023-06-25 22:00:00,824898
2023-06-25 23:00:00,2023-06-25 23:00:00,824918
2023-06-26 00:00:00,2023-06-26 00:00:00,824932
2023-06-26 01:00:00,2023-06-26 01:00:00,824949
2023-06-26 02:00:00,2023-06-26 02:00:00,824961
2023-06-26 03:00:00,2023-06-26 03:00:00,824971
2023-06-26 04:00:00,2023-06-26 04:00:00,825007
2023-06-26 05:00:00,2023-06-26 05:00:00,825025
2023-06-26 06:00:00,2023-06-26 06:00:00,825065
2023-06-26 07:00:00,2023-06-26 07:00:00,825079
2023-06-26 08:00:00,2023-06-26 08:00:00,825089
2023-06-26 09:00:00,2023-06-26 09:00:00,825099
2023-06-26 10:00:00,2023-06-26 10:00:00,825129
2023-06-26 11:00:00,2023-06-26 11:00:00,825157
2023-06-26 12:00:00,2023-06-26 12:00:00,825188
2023-06-26 13:00:00,2023-06-26 13:00:00,825270
2023-06-26 14:00:00,2023-06-26 14:00:00,825344
2023-06-26 15:00:00,2023-06-26 15:00:00,825358
2023-06-26 16:00:00,2023-06-26 16:00:00,825489
2023-06-26 17:00:00,2023-06-26 17:00:00,825622
2023-06-26 18:00:00,2023-06-26 18:00:00,825655
2023-06-26 19:00:00,2023-06-26 19:00:00,825791
2023-06-26 20:00:00,2023-06-26 20:00:00,825916
2023-06-26 21:00:00,2023-06-26 21:00:00,826033
2023-06-26 22:00:00,2023-06-26 22:00:00,826251
2023-06-26 23:00:00,2023-06-26 23:00:00,827015
2023-06-27 00:00:00,2023-06-27 00:00:00,827019
2023-06-27 01:00:00,2023-06-27 01:00:00,827076
2023-06-27 02:00:00,2023-06-27 02:00:00,827077
2023-06-27 03:00:00,2023-06-27 03:00:00,827089
2023-06-27 04:00:00,2023-06-27 04:00:00,828200
2023-06-27 05:00:00,2023-06-27 05:00:00,828221
2023-06-27 06:00:00,2023-06-27 06:00:00,828359
2023-06-27 07:00:00,2023-06-27 07:00:00,828432
2023-06-27 08:00:00,2023-06-27 08:00:00,828862
2023-06-27 09:00:00,2023-06-27 09:00:00,828916
2023-06-27 10:00:00,2023-06-27 10:00:00,829053
2023-06-27 11:00:00,2023-06-27 11:00:00,829181
2023-06-27 12:00:00,2023-06-27 12:00:00,829232
2023-06-27 13:00:00,2023-06-27 13:00:00,829397
2023-06-27 14:00:00,2023-06-27 14:00:00,829602
2023-06-27 15:00:00,2023-06-27 15:00:00,829615
2023-06-27 16:00:00,2023-06-27 16:00:00,829624
2023-06-27 17:00:00,2023-06-27 17:00:00,829654
2023-06-27 18:00:00,2023-06-27 18:00:00,829661
2023-06-27 19:00:00,2023-06-27 19:00:00,829675
2023-06-27 20:00:00,2023-06-27 20:00:00,829690
2023-06-27 21:00:00,2023-06-27 21:00:00,830011
2023-06-27 22:00:00,2023-06-27 22:00:00,830363
2023-06-27 23:00:00,2023-06-27 23:00:00,830412
2023-06-28 00:00:00,2023-06-28 00:00:00,830422
2023-06-28 01:00:00,2023-06-28 01:00:00,830444
2023-06-28 02:00:00,2023-06-28 02:00:00,830453
2023-06-28 03:00:00,2023-06-28 03:00:00,830470
2023-06-28 04:00:00,2023-06-28 04:00:00,830481
2023-06-28 05:00:00,2023-06-28 05:00:00,830508
2023-06-28 06:00:00,2023-06-28 06:00:00,830511
2023-06-28 07:00:00,2023-06-28 07:00:00,830543
2023-06-28 08:00:00,2023-06-28 08:00:00,830656
2023-06-28 09:00:00,2023-06-28 09:00:00,830808
2023-06-28 10:00:00,2023-06-28 10:00:00,830835
2023-06-28 11:00:00,2023-06-28 11:00:00,830971
2023-06-28 12:00:00,2023-06-28 12:00:00,830980
2023-06-28 13:00:00,2023-06-28 13:00:00,830988
2023-06-28 14:00:00,2023-06-28 14:00:00,830992
2023-06-28 15:00:00,2023-06-28 15:00:00,831005
2023-06-28 16:00:00,2023-06-28 16:00:00,831009
2023-06-28 17:00:00,2023-06-28 17:00:00,831020
2023-06-28 18:00:00,2023-06-28 18:00:00,831024
2023-06-28 19:00:00,2023-06-28 19:00:00,831065
2023-06-28 20:00:00,2023-06-28 20:00:00,831068
2023-06-28 21:00:00,2023-06-28 21:00:00,831076
2023-06-28 22:00:00,2023-06-28 22:00:00,831186
2023-06-28 23:00:00,2023-06-28 23:00:00,831370
2023-06-29 00:00:00,2023-06-29 00:00:00,831376
2023-06-29 01:00:00,2023-06-29 01:00:00,831385
2023-06-29 02:00:00,2023-06-29 02:00:00,831389
2023-06-29 03:00:00,2023-06-29 03:00:00,831705
2023-06-29 04:00:00,2023-06-29 04:00:00,831850
2023-06-29 05:00:00,2023-06-29 05:00:00,831890
2023-06-29 06:00:00,2023-06-29 06:00:00,831893
2023-06-29 07:00:00,2023-06-29 07:00:00,832014
2023-06-29 08:00:00,2023-06-29 08:00:00,832045
2023-06-29 09:00:00,2023-06-29 09:00:00,832071
2023-06-29 10:00:00,2023-06-29 10:00:00,832127
2023-06-29 11:00:00,2023-06-29 11:00:00,832143
2023-06-29 12:00:00,2023-06-29 12:00:00,832251
2023-06-29 13:00:00,2023-06-29 13:00:00,832265
2023-06-29 14:00:00,2023-06-29 14:00:00,832284
2023-06-29 15:00:00,2023-06-29 15:00:00,832303
2023-06-29 16:00:00,2023-06-29 16:00:00,832347
2023-06-29 17:00:00,2023-06-29 17:00:00,832350
2023-06-29 18:00:00,2023-06-29 18:00:00,832353
2023-06-29 19:00:00,2023-06-29 19:00:00,832357
2023-06-29 20:00:00,2023-06-29 20:00:00,832397
2023-06-29 21:00:00,2023-06-29 21:00:00,832407
2023-06-29 22:00:00,2023-06-29 22:00:00,832609
2023-06-29 23:00:00,2023-06-29 23:00:00,832618
2023-06-30 00:00:00,2023-06-30 00:00:00,832618
2023-06-30 01:00:00,2023-06-30 01:00:00,832741
2023-06-30 02:00:00,2023-06-30 02:00:00,832747
2023-06-30 03:00:00,2023-06-30 03:00:00,832775
2023-06-30 04:00:00,2023-06-30 04:00:00,832816
2023-06-30 05:00:00,2023-06-30 05:00:00,832837
2023-06-30 06:00:00,2023-06-30 06:00:00,832842
2023-06-30 07:00:00,2023-06-30 07:00:00,832867
2023-06-30 08:00:00,2023-06-30 08:00:00,832879
2023-06-30 09:00:00,2023-06-30 09:00:00,832893
2023-06-30 10:00:00,2023-06-30 10:00:00,832919
2023-06-30 11:00:00,2023-06-30 11:00:00,832947
2023-06-30 12:00:00,2023-06-30 12:00:00,832967
2023-06-30 13:00:00,2023-06-30 13:00:00,832976
2023-06-30 14:00:00,2023-06-30 14:00:00,833014
2023-06-30 15:00:00,2023-06-30 15:00:00,833036
2023-06-30 16:00:00,2023-06-30 16:00:00,833193
2023-06-30 17:00:00,2023-06-30 17:00:00,833213
2023-06-30 18:00:00,2023-06-30 18:00:00,833527
2023-06-30 19:00:00,2023-06-30 19:00:00,833746
2023-06-30 20:00:00,2023-06-30 20:00:00,833753
2023-06-30 21:00:00,2023-06-30 21:00:00,833937
2023-06-30 22:00:00,2023-06-30 22:00:00,834520
2023-06-30 23:00:00,2023-06-30 23:00:00,834556
2023-07-01 00:00:00,2023-07-01 00:00:00,834566
2023-07-01 01:00:00,2023-07-01 01:00:00,834595
2023-07-01 02:00:00,2023-07-01 02:00:00,834619
2023-07-01 03:00:00,2023-07-01 03:00:00,834689
2023-07-01 04:00:00,2023-07-01 04:00:00,834734
2023-07-01 05:00:00,2023-07-01 05:00:00,834759
2023-07-01 06:00:00,2023-07-01 06:00:00,834868
2023-07-01 07:00:00,2023-07-01 07:00:00,835333
2023-07-01 08:00:00,2023-07-01 08:00:00,835343
2023-07-01 09:00:00,2023-07-01 09:00:00,835351
2023-07-01 10:00:00,2023-07-01 10:00:00,835354
2023-07-01 11:00:00,2023-07-01 11:00:00,835399
2023-07-01 12:00:00,2023-07-01 12:00:00,835438
2023-07-01 13:00:00,2023-07-01 13:00:00,835456
2023-07-01 14:00:00,2023-07-01 14:00:00,835461
2023-07-01 15:00:00,2023-07-01 15:00:00,835472
2023-07-01 16:00:00,2023-07-01 16:00:00,835478
2023-07-01 17:00:00,2023-07-01 17:00:00,835698
2023-07-01 18:00:00,2023-07-01 18:00:00,835720
2023-07-01 19:00:00,2023-07-01 19:00:00,835738
2023-07-01 20:00:00,2023-07-01 20:00:00,835741
2023-07-01 21:00:00,2023-07-01 21:00:00,835759
2023-07-01 22:00:00,2023-07-01 22:00:00,836106
2023-07-01 23:00:00,2023-07-01 23:00:00,836187
2023-07-02 00:00:00,2023-07-02 00:00:00,836193
2023-07-02 01:00:00,2023-07-02 01:00:00,836199
2023-07-02 02:00:00,2023-07-02 02:00:00,836215
2023-07-02 03:00:00,2023-07-02 03:00:00,836254
2023-07-02 04:00:00,2023-07-02 04:00:00,836266
2023-07-02 05:00:00,2023-07-02 05:00:00,836277
2023-07-02 06:00:00,2023-07-02 06:00:00,836309
2023-07-02 07:00:00,2023-07-02 07:00:00,836329
2023-07-02 08:00:00,2023-07-02 08:00:00,836345
2023-07-02 09:00:00,2023-07-02 09:00:00,836365
2023-07-02 10:00:00,2023-07-02 10:00:00,836378
2023-07-02 11:00:00,2023-07-02 11:00:00,836436
2023-07-02 12:00:00,2023-07-02 12:00:00,836576
2023-07-02 13:00:00,2023-07-02 13:00:00,836590
2023-07-02 14:00:00,2023-07-02 14:00:00,836614
2023-07-02 15:00:00,2023-07-02 15:00:00,836627
2023-07-02 16:00:00,2023-07-02 16:00:00,836681
2023-07-02 17:00:00,2023-07-02 17:00:00,836705
2023-07-02 18:00:00,2023-07-02 18:00:00,836833
2023-07-02 19:00:00,2023-07-02 19:00:00,836838
2023-07-02 20:00:00,2023-07-02 20:00:00,836926
2023-07-02 21:00:00,2023-07-02 21:00:00,837114
2023-07-02 22:00:00,2023-07-02 22:00:00,837331
2023-07-02 23:00:00,2023-07-02 23:00:00,837345
2023-07-03 00:00:00,2023-07-03 00:00:00,837348
2023-07-03 01:00:00,2023-07-03 01:00:00,837373
2023-07-03 02:00:00,2023-07-03 02:00:00,837374
2023-07-03 03:00:00,2023-07-03 03:00:00,837385
2023-07-03 04:00:00,2023-07-03 04:00:00,837415
2023-07-03 05:00:00,2023-07-03 05:00:00,837434
2023-07-03 06:00:00,2023-07-03 06:00:00,837447
2023-07-03 07:00:00,2023-07-03 07:00:00,837467
2023-07-03 08:00:00,2023-07-03 08:00:00,837483
2023-07-03 09:00:00,2023-07-03 09:00:00,837489
2023-07-03 10:00:00,2023-07-03 10:00:00,837501
2023-07-03 11:00:00,2023-07-03 11:00:00,837503
2023-07-03 12:00:00,2023-07-03 12:00:00,837532
2023-07-03 13:00:00,2023-07-03 13:00:00,837535
2023-07-03 14:00:00,2023-07-03 14:00:00,837585
2023-07-03 15:00:00,2023-07-03 15:00:00,837599
2023-07-03 16:00:00,2023-07-03 16:00:00,837621
2023-07-03 17:00:00,2023-07-03 17:00:00,837647
2023-07-03 18:00:00,2023-07-03 18:00:00,837662
2023-07-03 19:00:00,2023-07-03 19:00:00,837711
2023-07-03 20:00:00,2023-07-03 20:00:00,837717
2023-07-03 21:00:00,2023-07-03 21:00:00,837756
2023-07-03 22:00:00,2023-07-03 22:00:00,838015
2023-07-03 23:00:00,2023-07-03 23:00:00,838060
2023-07-04 00:00:00,2023-07-04 00:00:00,838078
2023-07-04 01:00:00,2023-07-04 01:00:00,838104
2023-07-04 02:00:00,2023-07-04 02:00:00,838114
2023-07-04 03:00:00,2023-07-04 03:00:00,838193
2023-07-04 04:00:00,2023-07-04 04:00:00,838201
2023-07-04 05:00:00,2023-07-04 05:00:00,838485
2023-07-04 06:00:00,2023-07-04 06:00:00,838661
2023-07-04 07:00:00,2023-07-04 07:00:00,838676
2023-07-04 08:00:00,2023-07-04 08:00:00,838863
2023-07-04 09:00:00,2023-07-04 09:00:00,838995
2023-07-04 10:00:00,2023-07-04 10:00:00,839044
2023-07-04 11:00:00,2023-07-04 11:00:00,839047
2023-07-04 12:00:00,2023-07-04 12:00:00,839081
2023-07-04 13:00:00,2023-07-04 13:00:00,839148
2023-07-04 14:00:00,2023-07-04 14:00:00,839197
2023-07-04 15:00:00,2023-07-04 15:00:00,839228
2023-07-04 16:00:00,2023-07-04 16:00:00,839238
2023-07-04 17:00:00,2023-07-04 17:00:00,839248
2023-07-04 18:00:00,2023-07-04 18:00:00,839256
2023-07-04 19:00:00,2023-07-04 19:00:00,839256
2023-07-04 20:00:00,2023-07-04 20:00:00,839263
2023-07-04 21:00:00,2023-07-04 21:00:00,839269
2023-07-04 22:00:00,2023-07-04 22:00:00,839446
2023-07-04 23:00:00,2023-07-04 23:00:00,839448
2023-07-05 00:00:00,2023-07-05 00:00:00,839448
2023-07-05 01:00:00,2023-07-05 01:00:00,839455
2023-07-05 02:00:00,2023-07-05 02:00:00,839458
2023-07-05 03:00:00,2023-07-05 03:00:00,839464
2023-07-05 04:00:00,2023-07-05 04:00:00,839476
2023-07-05 05:00:00,2023-07-05 05:00:00,839515
2023-07-05 06:00:00,2023-07-05 06:00:00,839516
2023-07-05 07:00:00,2023-07-05 07:00:00,839528
2023-07-05 08:00:00,2023-07-05 08:00:00,839534
2023-07-05 09:00:00,2023-07-05 09:00:00,839546
2023-07-05 10:00:00,2023-07-05 10:00:00,839560
2023-07-05 11:00:00,2023-07-05 11:00:00,839562
2023-07-05 12:00:00,2023-07-05 12:00:00,839628
2023-07-05 13:00:00,2023-07-05 13:00:00,839644
2023-07-05 14:00:00,2023-07-05 14:00:00,839648
2023-07-05 15:00:00,2023-07-05 15:00:00,839768
2023-07-05 16:00:00,2023-07-05 16:00:00,839786
2023-07-05 17:00:00,2023-07-05 17:00:00,839796
2023-07-05 18:00:00,2023-07-05 18:00:00,839800
2023-07-05 19:00:00,2023-07-05 19:00:00,839814
2023-07-05 20:00:00,2023-07-05 20:00:00,839828
2023-07-05 21:00:00,2023-07-05 21:00:00,839981
2023-07-05 22:00:00,2023-07-05 22:00:00,840494
2023-07-05 23:00:00,2023-07-05 23:00:00,840510
2023-07-06 00:00:00,2023-07-06 00:00:00,840512
2023-07-06 01:00:00,2023-07-06 01:00:00,840529
2023-07-06 02:00:00,2023-07-06 02:00:00,840749
2023-07-06 03:00:00,2023-07-06 03:00:00,840791
2023-07-06 04:00:00,2023-07-06 04:00:00,840791
2023-07-06 05:00:00,2023-07-06 05:00:00,840813
2023-07-06 06:00:00,2023-07-06 06:00:00,840817
2023-07-06 07:00:00,2023-07-06 07:00:00,840820
2023-07-06 08:00:00,2023-07-06 08:00:00,840988
2023-07-06 09:00:00,2023-07-06 09:00:00,841382
2023-07-06 10:00:00,2023-07-06 10:00:00,841417
2023-07-06 11:00:00,2023-07-06 11:00:00,841622
2023-07-06 12:00:00,2023-07-06 12:00:00,841690
2023-07-06 13:00:00,2023-07-06 13:00:00,841710
2023-07-06 14:00:00,2023-07-06 14:00:00,841718
2023-07-06 15:00:00,2023-07-06 15:00:00,841725
2023-07-06 16:00:00,2023-07-06 16:00:00,841740
2023-07-06 17:00:00,2023-07-06 17:00:00,841830
2023-07-06 18:00:00,2023-07-06 18:00:00,841837
2023-07-06 19:00:00,2023-07-06 19:00:00,841855
2023-07-06 20:00:00,2023-07-06 20:00:00,841872
2023-07-06 21:00:00,2023-07-06 21:00:00,841885
2023-07-06 22:00:00,2023-07-06 22:00:00,842020
2023-07-06 23:00:00,2023-07-06 23:00:00,842037
2023-07-07 00:00:00,2023-07-07 00:00:00,842058
2023-07-07 01:00:00,2023-07-07 01:00:00,842064
2023-07-07 02:00:00,2023-07-07 02:00:00,842079
2023-07-07 03:00:00,2023-07-07 03:00:00,842086
2023-07-07 04:00:00,2023-07-07 04:00:00,842124
2023-07-07 05:00:00,2023-07-07 05:00:00,842139
2023-07-07 06:00:00,2023-07-07 06:00:00,842142
2023-07-07 07:00:00,2023-07-07 07:00:00,842147
2023-07-07 08:00:00,2023-07-07 08:00:00,842633
2023-07-07 09:00:00,2023-07-07 09:00:00,842941
2023-07-07 10:00:00,2023-07-07 10:00:00,842950
2023-07-07 11:00:00,2023-07-07 11:00:00,843003
2023-07-07 12:00:00,2023-07-07 12:00:00,843438
2023-07-07 13:00:00,2023-07-07 13:00:00,843446
2023-07-07 14:00:00,2023-07-07 14:00:00,843453
2023-07-07 15:00:00,2023-07-07 15:00:00,843588
2023-07-07 16:00:00,2023-07-07 16:00:00,843654
2023-07-07 17:00:00,2023-07-07 17:00:00,843679
2023-07-07 18:00:00,2023-07-07 18:00:00,843712
2023-07-07 19:00:00,2023-07-07 19:00:00,843719
2023-07-07 20:00:00,2023-07-07 20:00:00,843729
2023-07-07 21:00:00,2023-07-07 21:00:00,843939
2023-07-07 22:00:00,2023-07-07 22:00:00,844098
2023-07-07 23:00:00,2023-07-07 23:00:00,844104
2023-07-08 00:00:00,2023-07-08 00:00:00,844109
2023-07-08 01:00:00,2023-07-08 01:00:00,844258
2023-07-08 02:00:00,2023-07-08 02:00:00,844285
2023-07-08 03:00:00,2023-07-08 03:00:00,844291
2023-07-08 04:00:00,2023-07-08 04:00:00,844294
2023-07-08 05:00:00,2023-07-08 05:00:00,844308
2023-07-08 06:00:00,2023-07-08 06:00:00,844413
2023-07-08 07:00:00,2023-07-08 07:00:00,844584
2023-07-08 08:00:00,2023-07-08 08:00:00,844592
2023-07-08 09:00:00,2023-07-08 09:00:00,844599
2023-07-08 10:00:00,2023-07-08 10:00:00,844747
2023-07-08 11:00:00,2023-07-08 11:00:00,844863
2023-07-08 12:00:00,2023-07-08 12:00:00,844881
2023-07-08 13:00:00,2023-07-08 13:00:00,844882
2023-07-08 14:00:00,2023-07-08 14:00:00,844888
2023-07-08 15:00:00,2023-07-08 15:00:00,844898
2023-07-08 16:00:00,2023-07-08 16:00:00,844947
2023-07-08 17:00:00,2023-07-08 17:00:00,844951
2023-07-08 18:00:00,2023-07-08 18:00:00,844981
2023-07-08 19:00:00,2023-07-08 19:00:00,844998
2023-07-08 20:00:00,2023-07-08 20:00:00,845018
2023-07-08 21:00:00,2023-07-08 21:00:00,845037
2023-07-08 22:00:00,2023-07-08 22:00:00,845126
2023-07-08 23:00:00,2023-07-08 23:00:00,845129
2023-07-09 00:00:00,2023-07-09 00:00:00,845132
2023-07-09 01:00:00,2023-07-09 01:00:00,845138
2023-07-09 02:00:00,2023-07-09 02:00:00,845150
2023-07-09 03:00:00,2023-07-09 03:00:00,845160
2023-07-09 04:00:00,2023-07-09 04:00:00,845178
2023-07-09 05:00:00,2023-07-09 05:00:00,845188
2023-07-09 06:00:00,2023-07-09 06:00:00,845218
2023-07-09 07:00:00,2023-07-09 07:00:00,845229
2023-07-09 08:00:00,2023-07-09 08:00:00,845253
2023-07-09 09:00:00,2023-07-09 09:00:00,845305
2023-07-09 10:00:00,2023-07-09 10:00:00,845318
2023-07-09 11:00:00,2023-07-09 11:00:00,845327
2023-07-09 12:00:00,2023-07-09 12:00:00,845328
2023-07-09 13:00:00,2023-07-09 13:00:00,845358
2023-07-09 14:00:00,2023-07-09 14:00:00,845363
2023-07-09 15:00:00,2023-07-09 15:00:00,845371
2023-07-09 16:00:00,2023-07-09 16:00:00,845376
2023-07-09 17:00:00,2023-07-09 17:00:00,845379
2023-07-09 18:00:00,2023-07-09 18:00:00,845387
2023-07-09 19:00:00,2023-07-09 19:00:00,845388
2023-07-09 20:00:00,2023-07-09 20:00:00,845451
2023-07-09 21:00:00,2023-07-09 21:00:00,845495
2023-07-09 22:00:00,2023-07-09 22:00:00,845582
2023-07-09 23:00:00,2023-07-09 23:00:00,845589
2023-07-10 00:00:00,2023-07-10 00:00:00,845605
2023-07-10 01:00:00,2023-07-10 01:00:00,845631
2023-07-10 02:00:00,2023-07-10 02:00:00,845654
2023-07-10 03:00:00,2023-07-10 03:00:00,845658
2023-07-10 04:00:00,2023-07-10 04:00:00,845668
2023-07-10 05:00:00,2023-07-10 05:00:00,845718
2023-07-10 06:00:00,2023-07-10 06:00:00,845752
2023-07-10 07:00:00,2023-07-10 07:00:00,845927
2023-07-10 08:00:00,2023-07-10 08:00:00,845963
2023-07-10 09:00:00,2023-07-10 09:00:00,845992
2023-07-10 10:00:00,2023-07-10 10:00:00,845999
2023-07-10 11:00:00,2023-07-10 11:00:00,846010
2023-07-10 12:00:00,2023-07-10 12:00:00,846024
2023-07-10 13:00:00,2023-07-10 13:00:00,846031
2023-07-10 14:00:00,2023-07-10 14:00:00,846044
2023-07-10 15:00:00,2023-07-10 15:00:00,846157
2023-07-10 16:00:00,2023-07-10 16:00:00,846164
2023-07-10 17:00:00,2023-07-10 17:00:00,846172
2023-07-10 18:00:00,2023-07-10 18:00:00,846378
2023-07-10 19:00:00,2023-07-10 19:00:00,846383
2023-07-10 20:00:00,2023-07-10 20:00:00,846390
2023-07-10 21:00:00,2023-07-10 21:00:00,846397
2023-07-10 22:00:00,2023-07-10 22:00:00,846595
2023-07-10 23:00:00,2023-07-10 23:00:00,846603
2023-07-11 00:00:00,2023-07-11 00:00:00,846624
2023-07-11 01:00:00,2023-07-11 01:00:00,846813
2023-07-11 02:00:00,2023-07-11 02:00:00,846964
2023-07-11 03:00:00,2023-07-11 03:00:00,846986
2023-07-11 04:00:00,2023-07-11 04:00:00,847038
2023-07-11 05:00:00,2023-07-11 05:00:00,847079
2023-07-11 06:00:00,2023-07-11 06:00:00,847194
2023-07-11 07:00:00,2023-07-11 07:00:00,847251
2023-07-11 08:00:00,2023-07-11 08:00:00,847275
2023-07-11 09:00:00,2023-07-11 09:00:00,847333
2023-07-11 10:00:00,2023-07-11 10:00:00,847565
2023-07-11 11:00:00,2023-07-11 11:00:00,847647
2023-07-11 12:00:00,2023-07-11 12:00:00,847724
2023-07-11 13:00:00,2023-07-11 13:00:00,847749
2023-07-11 14:00:00,2023-07-11 14:00:00,847862
2023-07-11 15:00:00,2023-07-11 15:00:00,848012
2023-07-11 16:00:00,2023-07-11 16:00:00,848024
2023-07-11 17:00:00,2023-07-11 17:00:00,848145
2023-07-11 18:00:00,2023-07-11 18:00:00,848668
2023-07-11 19:00:00,2023-07-11 19:00:00,848816
2023-07-11 20:00:00,2023-07-11 20:00:00,848848
2023-07-11 21:00:00,2023-07-11 21:00:00,848855
2023-07-11 22:00:00,2023-07-11 22:00:00,848946
2023-07-11 23:00:00,2023-07-11 23:00:00,848955
2023-07-12 00:00:00,2023-07-12 00:00:00,848957
2023-07-12 01:00:00,2023-07-12 01:00:00,849107
2023-07-12 02:00:00,2023-07-12 02:00:00,849114
2023-07-12 03:00:00,2023-07-12 03:00:00,849170
2023-07-12 04:00:00,2023-07-12 04:00:00,849181
2023-07-12 05:00:00,2023-07-12 05:00:00,849197
2023-07-12 06:00:00,2023-07-12 06:00:00,849240
2023-07-12 07:00:00,2023-07-12 07:00:00,849269
2023-07-12 08:00:00,2023-07-12 08:00:00,849286
2023-07-12 09:00:00,2023-07-12 09:00:00,849398
2023-07-12 10:00:00,2023-07-12 10:00:00,849469
2023-07-12 11:00:00,2023-07-12 11:00:00,849576
2023-07-12 12:00:00,2023-07-12 12:00:00,849586
2023-07-12 13:00:00,2023-07-12 13:00:00,849607
2023-07-12 14:00:00,2023-07-12 14:00:00,849626
2023-07-12 15:00:00,2023-07-12 15:00:00,849830
2023-07-12 16:00:00,2023-07-12 16:00:00,849946
2023-07-12 17:00:00,2023-07-12 17:00:00,850017
2023-07-12 18:00:00,2023-07-12 18:00:00,850040
2023-07-12 19:00:00,2023-07-12 19:00:00,850155
2023-07-12 20:00:00,2023-07-12 20:00:00,850325
2023-07-12 21:00:00,2023-07-12 21:00:00,851295
2023-07-12 22:00:00,2023-07-12 22:00:00,851434
2023-07-12 23:00:00,2023-07-12 23:00:00,851482
2023-07-13 00:00:00,2023-07-13 00:00:00,851492
2023-07-13 01:00:00,2023-07-13 01:00:00,851665
2023-07-13 02:00:00,2023-07-13 02:00:00,852090
2023-07-13 03:00:00,2023-07-13 03:00:00,852108
2023-07-13 04:00:00,2023-07-13 04:00:00,852122
2023-07-13 05:00:00,2023-07-13 05:00:00,852191
2023-07-13 06:00:00,2023-07-13 06:00:00,852212
2023-07-13 07:00:00,2023-07-13 07:00:00,852224
2023-07-13 08:00:00,2023-07-13 08:00:00,852230
2023-07-13 09:00:00,2023-07-13 09:00:00,852315
2023-07-13 10:00:00,2023-07-13 10:00:00,852322
2023-07-13 11:00:00,2023-07-13 11:00:00,852466
2023-07-13 12:00:00,2023-07-13 12:00:00,853383
2023-07-13 13:00:00,2023-07-13 13:00:00,853444
2023-07-13 14:00:00,2023-07-13 14:00:00,853490
2023-07-13 15:00:00,2023-07-13 15:00:00,853518
2023-07-13 16:00:00,2023-07-13 16:00:00,853528
2023-07-13 17:00:00,2023-07-13 17:00:00,853549
2023-07-13 18:00:00,2023-07-13 18:00:00,853557
2023-07-13 19:00:00,2023-07-13 19:00:00,853614
2023-07-13 20:00:00,2023-07-13 20:00:00,855024
2023-07-13 21:00:00,2023-07-13 21:00:00,855046
2023-07-13 22:00:00,2023-07-13 22:00:00,855364
2023-07-13 23:00:00,2023-07-13 23:00:00,855585
2023-07-14 00:00:00,2023-07-14 00:00:00,855602
2023-07-14 01:00:00,2023-07-14 01:00:00,855631
2023-07-14 02:00:00,2023-07-14 02:00:00,855648
2023-07-14 03:00:00,2023-07-14 03:00:00,856107
2023-07-14 04:00:00,2023-07-14 04:00:00,856207
2023-07-14 05:00:00,2023-07-14 05:00:00,856305
2023-07-14 06:00:00,2023-07-14 06:00:00,856318
2023-07-14 07:00:00,2023-07-14 07:00:00,856741
2023-07-14 08:00:00,2023-07-14 08:00:00,856874
2023-07-14 09:00:00,2023-07-14 09:00:00,857276
2023-07-14 10:00:00,2023-07-14 10:00:00,857379
2023-07-14 11:00:00,2023-07-14 11:00:00,857444
2023-07-14 12:00:00,2023-07-14 12:00:00,857505
2023-07-14 13:00:00,2023-07-14 13:00:00,857535
2023-07-14 14:00:00,2023-07-14 14:00:00,857567
2023-07-14 15:00:00,2023-07-14 15:00:00,857593
2023-07-14 16:00:00,2023-07-14 16:00:00,857602
2023-07-14 17:00:00,2023-07-14 17:00:00,857783
2023-07-14 18:00:00,2023-07-14 18:00:00,857812
2023-07-14 19:00:00,2023-07-14 19:00:00,857843
2023-07-14 20:00:00,2023-07-14 20:00:00,858028
2023-07-14 21:00:00,2023-07-14 21:00:00,858145
2023-07-14 22:00:00,2023-07-14 22:00:00,858587
2023-07-14 23:00:00,2023-07-14 23:00:00,858676
2023-07-15 00:00:00,2023-07-15 00:00:00,858702
2023-07-15 01:00:00,2023-07-15 01:00:00,858717
2023-07-15 02:00:00,2023-07-15 02:00:00,858725
2023-07-15 03:00:00,2023-07-15 03:00:00,858767
2023-07-15 04:00:00,2023-07-15 04:00:00,858835
2023-07-15 05:00:00,2023-07-15 05:00:00,858867
2023-07-15 06:00:00,2023-07-15 06:00:00,858895
2023-07-15 07:00:00,2023-07-15 07:00:00,858973
2023-07-15 08:00:00,2023-07-15 08:00:00,858975
2023-07-15 09:00:00,2023-07-15 09:00:00,859071
2023-07-15 10:00:00,2023-07-15 10:00:00,859144
2023-07-15 11:00:00,2023-07-15 11:00:00,859188
2023-07-15 12:00:00,2023-07-15 12:00:00,859227
2023-07-15 13:00:00,2023-07-15 13:00:00,859244
2023-07-15 14:00:00,2023-07-15 14:00:00,859244
