start_time,datetime,netflow_total
2021-01-01 00:00:00,2021-01-01 00:00:00,6.40650644
2021-01-01 01:00:00,2021-01-01 01:00:00,8.7173045
2021-01-01 02:00:00,2021-01-01 02:00:00,0.28872574999999756
2021-01-01 03:00:00,2021-01-01 03:00:00,0.26320137000000005
2021-01-01 04:00:00,2021-01-01 04:00:00,0.17007933
2021-01-01 05:00:00,2021-01-01 05:00:00,0.05277358
2021-01-01 06:00:00,2021-01-01 06:00:00,0.53453224
2021-01-01 07:00:00,2021-01-01 07:00:00,2.0215051
2021-01-01 08:00:00,2021-01-01 08:00:00,-0.5943947300000001
2021-01-01 09:00:00,2021-01-01 09:00:00,0.36979726
2021-01-01 10:00:00,2021-01-01 10:00:00,0.37939599
2021-01-01 11:00:00,2021-01-01 11:00:00,1.07149446
2021-01-01 12:00:00,2021-01-01 12:00:00,-29.71238424
2021-01-01 13:00:00,2021-01-01 13:00:00,0.39305619
2021-01-01 14:00:00,2021-01-01 14:00:00,-0.40539629
2021-01-01 15:00:00,2021-01-01 15:00:00,0.35054776
2021-01-01 16:00:00,2021-01-01 16:00:00,0.58432336
2021-01-01 17:00:00,2021-01-01 17:00:00,0.34422339
2021-01-01 18:00:00,2021-01-01 18:00:00,-0.13706921
2021-01-01 19:00:00,2021-01-01 19:00:00,0.26962206
2021-01-01 20:00:00,2021-01-01 20:00:00,-0.43261989000000006
2021-01-01 21:00:00,2021-01-01 21:00:00,0.12766635999999998
2021-01-01 22:00:00,2021-01-01 22:00:00,0.11154186
2021-01-01 23:00:00,2021-01-01 23:00:00,0.15647379
2021-01-02 00:00:00,2021-01-02 00:00:00,-26.37464969
2021-01-02 01:00:00,2021-01-02 01:00:00,0.5738404100000025
2021-01-02 02:00:00,2021-01-02 02:00:00,0.01502775
2021-01-02 03:00:00,2021-01-02 03:00:00,4.60162134
2021-01-02 04:00:00,2021-01-02 04:00:00,0.35276562
2021-01-02 05:00:00,2021-01-02 05:00:00,0.0977525
2021-01-02 06:00:00,2021-01-02 06:00:00,0.44203255
2021-01-02 07:00:00,2021-01-02 07:00:00,0.07705105
2021-01-02 08:00:00,2021-01-02 08:00:00,-1.25648327
2021-01-02 09:00:00,2021-01-02 09:00:00,0.10649268
2021-01-02 10:00:00,2021-01-02 10:00:00,10.82306208
2021-01-02 11:00:00,2021-01-02 11:00:00,0.52974714
2021-01-02 12:00:00,2021-01-02 12:00:00,0.08476444
2021-01-02 13:00:00,2021-01-02 13:00:00,0.6060610799999999
2021-01-02 14:00:00,2021-01-02 14:00:00,-23.96627052
2021-01-02 15:00:00,2021-01-02 15:00:00,0.10407758
2021-01-02 16:00:00,2021-01-02 16:00:00,0.14561329999999997
2021-01-02 17:00:00,2021-01-02 17:00:00,0.20077395
2021-01-02 18:00:00,2021-01-02 18:00:00,-0.20089048
2021-01-02 19:00:00,2021-01-02 19:00:00,-3.45001474
2021-01-02 20:00:00,2021-01-02 20:00:00,0.70957946
2021-01-02 21:00:00,2021-01-02 21:00:00,-19.62246217
2021-01-02 22:00:00,2021-01-02 22:00:00,-0.9794001799999998
2021-01-02 23:00:00,2021-01-02 23:00:00,0.39560442
2021-01-03 00:00:00,2021-01-03 00:00:00,10.21584813
2021-01-03 01:00:00,2021-01-03 01:00:00,8.39603471
2021-01-03 02:00:00,2021-01-03 02:00:00,1.31519957
2021-01-03 03:00:00,2021-01-03 03:00:00,0.25992451
2021-01-03 04:00:00,2021-01-03 04:00:00,0.6491330099999857
2021-01-03 05:00:00,2021-01-03 05:00:00,-16.65170649
2021-01-03 06:00:00,2021-01-03 06:00:00,2.99379812
2021-01-03 07:00:00,2021-01-03 07:00:00,-342.75242669000005
