start_time,block_bytes,datetime
2021-01-04 15:00:00,42751.73684211,2021-01-04 15:00:00
2021-01-04 16:00:00,44293.32600733,2021-01-04 16:00:00
2021-01-04 17:00:00,40363.26315789,2021-01-04 17:00:00
2021-01-04 18:00:00,40864.2173913,2021-01-04 18:00:00
2021-01-04 19:00:00,40937.13709677,2021-01-04 19:00:00
2021-01-04 20:00:00,38622.04713805,2021-01-04 20:00:00
2021-01-04 21:00:00,40427.96896552,2021-01-04 21:00:00
2021-01-04 22:00:00,40466.70588235,2021-01-04 22:00:00
2021-01-04 23:00:00,40537.90689655,2021-01-04 23:00:00
2021-01-05 00:00:00,43884.66412214,2021-01-05 00:00:00
2021-01-05 01:00:00,41603.70695971,2021-01-05 01:00:00
2021-01-05 02:00:00,45287.85655738,2021-01-05 02:00:00
2021-01-05 03:00:00,45968.83805668,2021-01-05 03:00:00
2021-01-05 04:00:00,41778.25441696,2021-01-05 04:00:00
2021-01-05 05:00:00,40367.30592105,2021-01-05 05:00:00
2021-01-05 06:00:00,45090.21923077,2021-01-05 06:00:00
2021-01-05 07:00:00,43262.26277372,2021-01-05 07:00:00
2021-01-05 08:00:00,47080.88652482,2021-01-05 08:00:00
2021-01-05 09:00:00,46372.13846154,2021-01-05 09:00:00
2021-01-05 10:00:00,44772.27881041,2021-01-05 10:00:00
2021-01-05 11:00:00,46208.24180328,2021-01-05 11:00:00
2021-01-05 12:00:00,43365.33333333,2021-01-05 12:00:00
2021-01-05 13:00:00,43062.79478827,2021-01-05 13:00:00
2021-01-05 14:00:00,44890.37354086,2021-01-05 14:00:00
2021-01-05 15:00:00,45756.11284047,2021-01-05 15:00:00
2021-01-05 16:00:00,44353.12840467,2021-01-05 16:00:00
2021-01-05 17:00:00,41104.82653061,2021-01-05 17:00:00
2021-01-05 18:00:00,43607.2633452,2021-01-05 18:00:00
2021-01-05 19:00:00,43627.62105263,2021-01-05 19:00:00
2021-01-05 20:00:00,41255.52083333,2021-01-05 20:00:00
2021-01-05 21:00:00,41518.98091603,2021-01-05 21:00:00
2021-01-05 22:00:00,42746.75,2021-01-05 22:00:00
2021-01-05 23:00:00,41683.92446043,2021-01-05 23:00:00
2021-01-06 00:00:00,39994.71755725,2021-01-06 00:00:00
2021-01-06 01:00:00,42496.27692308,2021-01-06 01:00:00
2021-01-06 02:00:00,43202.91015625,2021-01-06 02:00:00
2021-01-06 03:00:00,42664.17004049,2021-01-06 03:00:00
2021-01-06 04:00:00,43994.51893939,2021-01-06 04:00:00
2021-01-06 05:00:00,42478.81403509,2021-01-06 05:00:00
2021-01-06 06:00:00,43527.7148289,2021-01-06 06:00:00
2021-01-06 07:00:00,44802.5095057,2021-01-06 07:00:00
2021-01-06 08:00:00,45460.93425606,2021-01-06 08:00:00
2021-01-06 09:00:00,43026.80727273,2021-01-06 09:00:00
2021-01-06 10:00:00,44113.6294964,2021-01-06 10:00:00
2021-01-06 11:00:00,46846.60079051,2021-01-06 11:00:00
2021-01-06 12:00:00,42633.88321168,2021-01-06 12:00:00
2021-01-06 13:00:00,45005.88321168,2021-01-06 13:00:00
2021-01-06 14:00:00,44708.15140845,2021-01-06 14:00:00
2021-01-06 15:00:00,44805.79865772,2021-01-06 15:00:00
2021-01-06 16:00:00,47303.71372549,2021-01-06 16:00:00
2021-01-06 17:00:00,45935.15302491,2021-01-06 17:00:00
2021-01-06 18:00:00,45754.52255639,2021-01-06 18:00:00
2021-01-06 19:00:00,44500.01056338,2021-01-06 19:00:00
2021-01-06 20:00:00,47902.80363636,2021-01-06 20:00:00
2021-01-06 21:00:00,43126.98909091,2021-01-06 21:00:00
2021-01-06 22:00:00,42020.37450199,2021-01-06 22:00:00
2021-01-06 23:00:00,42273.85714286,2021-01-06 23:00:00
2021-01-07 00:00:00,43142.21561338,2021-01-07 00:00:00
2021-01-07 01:00:00,46285.125,2021-01-07 01:00:00
2021-01-07 02:00:00,43380.61986301,2021-01-07 02:00:00
2021-01-07 03:00:00,45315.41580756,2021-01-07 03:00:00
2021-01-07 04:00:00,44086.34572491,2021-01-07 04:00:00
2021-01-07 05:00:00,46336.92827004,2021-01-07 05:00:00
2021-01-07 06:00:00,45165.15708812,2021-01-07 06:00:00
2021-01-07 07:00:00,44252.86046512,2021-01-07 07:00:00
2021-01-07 08:00:00,46125.76811594,2021-01-07 08:00:00
2021-01-07 09:00:00,45816.064,2021-01-07 09:00:00
2021-01-07 10:00:00,43356.58888889,2021-01-07 10:00:00
2021-01-07 11:00:00,43591.0,2021-01-07 11:00:00
2021-01-07 12:00:00,45821.9037037,2021-01-07 12:00:00
2021-01-07 13:00:00,46036.34926471,2021-01-07 13:00:00
2021-01-07 14:00:00,46708.47945205,2021-01-07 14:00:00
2021-01-07 15:00:00,47438.72043011,2021-01-07 15:00:00
2021-01-07 16:00:00,47745.49425287,2021-01-07 16:00:00
2021-01-07 17:00:00,44057.62867647,2021-01-07 17:00:00
2021-01-07 18:00:00,46195.07346939,2021-01-07 18:00:00
2021-01-07 19:00:00,45529.64049587,2021-01-07 19:00:00
2021-01-07 20:00:00,41864.76356589,2021-01-07 20:00:00
2021-01-07 21:00:00,43350.95422535,2021-01-07 21:00:00
2021-01-07 22:00:00,42007.0669145,2021-01-07 22:00:00
2021-01-07 23:00:00,46646.58436214,2021-01-07 23:00:00
2021-01-08 00:00:00,41824.5,2021-01-08 00:00:00
2021-01-08 01:00:00,44258.52313167,2021-01-08 01:00:00
2021-01-08 02:00:00,46733.15884477,2021-01-08 02:00:00
2021-01-08 03:00:00,46674.35766423,2021-01-08 03:00:00
2021-01-08 04:00:00,42580.18461538,2021-01-08 04:00:00
2021-01-08 05:00:00,42837.78985507,2021-01-08 05:00:00
2021-01-08 06:00:00,39688.95876289,2021-01-08 06:00:00
2021-01-08 07:00:00,46267.36015326,2021-01-08 07:00:00
2021-01-08 08:00:00,44307.19520548,2021-01-08 08:00:00
2021-01-08 09:00:00,44621.92605634,2021-01-08 09:00:00
2021-01-08 10:00:00,44960.16724739,2021-01-08 10:00:00
2021-01-08 11:00:00,45388.81978799,2021-01-08 11:00:00
2021-01-08 12:00:00,45434.7063197,2021-01-08 12:00:00
2021-01-08 13:00:00,45542.37931034,2021-01-08 13:00:00
2021-01-08 14:00:00,44037.97552448,2021-01-08 14:00:00
2021-01-08 15:00:00,46531.37593985,2021-01-08 15:00:00
2021-01-08 16:00:00,43610.65925926,2021-01-08 16:00:00
2021-01-08 17:00:00,40753.05859375,2021-01-08 17:00:00
2021-01-08 18:00:00,41699.38435374,2021-01-08 18:00:00
2021-01-08 19:00:00,40445.71484375,2021-01-08 19:00:00
2021-01-08 20:00:00,43059.74169742,2021-01-08 20:00:00
2021-01-08 21:00:00,42845.28776978,2021-01-08 21:00:00
2021-01-08 22:00:00,41446.25793651,2021-01-08 22:00:00
2021-01-08 23:00:00,39348.80851064,2021-01-08 23:00:00
2021-01-09 00:00:00,40771.67910448,2021-01-09 00:00:00
2021-01-09 01:00:00,40762.00961538,2021-01-09 01:00:00
2021-01-09 02:00:00,43279.46212121,2021-01-09 02:00:00
2021-01-09 03:00:00,41718.92250923,2021-01-09 03:00:00
2021-01-09 04:00:00,41100.00769231,2021-01-09 04:00:00
2021-01-09 05:00:00,39899.89454545,2021-01-09 05:00:00
2021-01-09 06:00:00,40432.42647059,2021-01-09 06:00:00
2021-01-09 07:00:00,45233.84615385,2021-01-09 07:00:00
2021-01-09 08:00:00,44330.43173432,2021-01-09 08:00:00
2021-01-09 09:00:00,43609.53612167,2021-01-09 09:00:00
2021-01-09 10:00:00,42772.044,2021-01-09 10:00:00
2021-01-09 11:00:00,43689.38582677,2021-01-09 11:00:00
2021-01-09 12:00:00,39427.04029304,2021-01-09 12:00:00
2021-01-09 13:00:00,41053.51459854,2021-01-09 13:00:00
2021-01-09 14:00:00,43429.1056338,2021-01-09 14:00:00
2021-01-09 15:00:00,46059.95020747,2021-01-09 15:00:00
2021-01-09 16:00:00,43808.40492958,2021-01-09 16:00:00
2021-01-09 17:00:00,41580.78700361,2021-01-09 17:00:00
2021-01-09 18:00:00,40554.13286713,2021-01-09 18:00:00
2021-01-09 19:00:00,42492.59215686,2021-01-09 19:00:00
2021-01-09 20:00:00,45177.74750831,2021-01-09 20:00:00
2021-01-09 21:00:00,44997.77186312,2021-01-09 21:00:00
2021-01-09 22:00:00,43393.67910448,2021-01-09 22:00:00
2021-01-09 23:00:00,41573.0,2021-01-09 23:00:00
2021-01-10 00:00:00,40974.88928571,2021-01-10 00:00:00
2021-01-10 01:00:00,44238.30072464,2021-01-10 01:00:00
2021-01-10 02:00:00,44073.08870968,2021-01-10 02:00:00
2021-01-10 03:00:00,38987.32508834,2021-01-10 03:00:00
2021-01-10 04:00:00,40808.64874552,2021-01-10 04:00:00
2021-01-10 05:00:00,40054.12355212,2021-01-10 05:00:00
2021-01-10 06:00:00,39642.41216216,2021-01-10 06:00:00
2021-01-10 07:00:00,44023.07604563,2021-01-10 07:00:00
2021-01-10 08:00:00,45093.65789474,2021-01-10 08:00:00
2021-01-10 09:00:00,41299.55709343,2021-01-10 09:00:00
2021-01-10 10:00:00,44775.6962963,2021-01-10 10:00:00
2021-01-10 11:00:00,46024.58536585,2021-01-10 11:00:00
2021-01-10 12:00:00,43408.10740741,2021-01-10 12:00:00
2021-01-10 13:00:00,41699.77536232,2021-01-10 13:00:00
2021-01-10 14:00:00,40401.46575342,2021-01-10 14:00:00
2021-01-10 15:00:00,42532.33211679,2021-01-10 15:00:00
2021-01-10 16:00:00,43143.92213115,2021-01-10 16:00:00
2021-01-10 17:00:00,45413.08561644,2021-01-10 17:00:00
2021-01-10 18:00:00,42771.15530303,2021-01-10 18:00:00
2021-01-10 19:00:00,40533.83154122,2021-01-10 19:00:00
2021-01-10 20:00:00,45810.00374532,2021-01-10 20:00:00
2021-01-10 21:00:00,44699.2804428,2021-01-10 21:00:00
2021-01-10 22:00:00,42386.59386973,2021-01-10 22:00:00
2021-01-10 23:00:00,39614.3880597,2021-01-10 23:00:00
2021-01-11 00:00:00,41015.48120301,2021-01-11 00:00:00
2021-01-11 01:00:00,42376.75268817,2021-01-11 01:00:00
2021-01-11 02:00:00,44320.84462151,2021-01-11 02:00:00
2021-01-11 03:00:00,45210.07534247,2021-01-11 03:00:00
2021-01-11 04:00:00,48794.9765625,2021-01-11 04:00:00
2021-01-11 05:00:00,46487.11111111,2021-01-11 05:00:00
2021-01-11 06:00:00,46163.26785714,2021-01-11 06:00:00
2021-01-11 07:00:00,48838.5467128,2021-01-11 07:00:00
2021-01-11 08:00:00,47901.05755396,2021-01-11 08:00:00
2021-01-11 09:00:00,46203.6484375,2021-01-11 09:00:00
2021-01-11 10:00:00,41336.59717314,2021-01-11 10:00:00
2021-01-11 11:00:00,44872.81597222,2021-01-11 11:00:00
2021-01-11 12:00:00,45955.88679245,2021-01-11 12:00:00
2021-01-11 13:00:00,45560.68181818,2021-01-11 13:00:00
2021-01-11 14:00:00,46426.330033,2021-01-11 14:00:00
2021-01-11 15:00:00,47288.78346457,2021-01-11 15:00:00
2021-01-11 16:00:00,45501.87777778,2021-01-11 16:00:00
2021-01-11 17:00:00,46501.23021583,2021-01-11 17:00:00
2021-01-11 18:00:00,46185.56756757,2021-01-11 18:00:00
2021-01-11 19:00:00,42904.02413793,2021-01-11 19:00:00
2021-01-11 20:00:00,44035.30545455,2021-01-11 20:00:00
2021-01-11 21:00:00,44110.06049822,2021-01-11 21:00:00
2021-01-11 22:00:00,44981.02702703,2021-01-11 22:00:00
2021-01-11 23:00:00,43141.58736059,2021-01-11 23:00:00
2021-01-12 00:00:00,41766.008,2021-01-12 00:00:00
2021-01-12 01:00:00,40113.38327526,2021-01-12 01:00:00
2021-01-12 02:00:00,41090.38461538,2021-01-12 02:00:00
2021-01-12 03:00:00,42514.25,2021-01-12 03:00:00
2021-01-12 04:00:00,42589.11952191,2021-01-12 04:00:00
2021-01-12 05:00:00,42231.80970149,2021-01-12 05:00:00
2021-01-12 06:00:00,41333.1650165,2021-01-12 06:00:00
2021-01-12 07:00:00,44395.33828996,2021-01-12 07:00:00
2021-01-12 08:00:00,45402.0203252,2021-01-12 08:00:00
2021-01-12 09:00:00,41988.75088968,2021-01-12 09:00:00
2021-01-12 10:00:00,44881.69387755,2021-01-12 10:00:00
2021-01-12 11:00:00,39553.16412214,2021-01-12 11:00:00
2021-01-12 12:00:00,39239.36428571,2021-01-12 12:00:00
2021-01-12 13:00:00,43570.57786885,2021-01-12 13:00:00
2021-01-12 14:00:00,44763.14137931,2021-01-12 14:00:00
2021-01-12 15:00:00,45921.44117647,2021-01-12 15:00:00
2021-01-12 16:00:00,43015.91156463,2021-01-12 16:00:00
2021-01-12 17:00:00,40093.86875,2021-01-12 17:00:00
2021-01-12 18:00:00,41255.76981132,2021-01-12 18:00:00
2021-01-12 19:00:00,39517.94423792,2021-01-12 19:00:00
2021-01-12 20:00:00,38708.64981949,2021-01-12 20:00:00
2021-01-12 21:00:00,37887.7732342,2021-01-12 21:00:00
2021-01-12 22:00:00,39385.99305556,2021-01-12 22:00:00
2021-01-12 23:00:00,42081.29151292,2021-01-12 23:00:00
2021-01-13 00:00:00,40555.63157895,2021-01-13 00:00:00
2021-01-13 01:00:00,41902.18881119,2021-01-13 01:00:00
2021-01-13 02:00:00,43949.456,2021-01-13 02:00:00
2021-01-13 03:00:00,39151.96538462,2021-01-13 03:00:00
2021-01-13 04:00:00,41669.26666667,2021-01-13 04:00:00
2021-01-13 05:00:00,39452.71481481,2021-01-13 05:00:00
2021-01-13 06:00:00,37586.67944251,2021-01-13 06:00:00
2021-01-13 07:00:00,42523.88518519,2021-01-13 07:00:00
2021-01-13 08:00:00,44110.85882353,2021-01-13 08:00:00
2021-01-13 09:00:00,43873.66159696,2021-01-13 09:00:00
2021-01-13 10:00:00,43443.57028112,2021-01-13 10:00:00
2021-01-13 11:00:00,41308.83858268,2021-01-13 11:00:00
2021-01-13 12:00:00,40408.93090909,2021-01-13 12:00:00
2021-01-13 13:00:00,39897.32246377,2021-01-13 13:00:00
2021-01-13 14:00:00,41757.19112628,2021-01-13 14:00:00
2021-01-13 15:00:00,42161.01273885,2021-01-13 15:00:00
2021-01-13 16:00:00,42374.5,2021-01-13 16:00:00
2021-01-13 17:00:00,37761.34343434,2021-01-13 17:00:00
2021-01-13 18:00:00,40342.79790941,2021-01-13 18:00:00
2021-01-13 19:00:00,41787.1254902,2021-01-13 19:00:00
2021-01-13 20:00:00,38582.23602484,2021-01-13 20:00:00
2021-01-13 21:00:00,38432.51890034,2021-01-13 21:00:00
2021-01-13 22:00:00,41134.133829,2021-01-13 22:00:00
2021-01-13 23:00:00,38362.68115942,2021-01-13 23:00:00
2021-01-14 00:00:00,39653.06451613,2021-01-14 00:00:00
2021-01-14 01:00:00,39853.96527778,2021-01-14 01:00:00
2021-01-14 02:00:00,40617.05734767,2021-01-14 02:00:00
2021-01-14 03:00:00,42658.64897959,2021-01-14 03:00:00
2021-01-14 04:00:00,39633.24561404,2021-01-14 04:00:00
2021-01-14 05:00:00,41250.58474576,2021-01-14 05:00:00
2021-01-14 06:00:00,41178.4082397,2021-01-14 06:00:00
2021-01-14 07:00:00,43936.15613383,2021-01-14 07:00:00
2021-01-14 08:00:00,45297.53543307,2021-01-14 08:00:00
2021-01-14 09:00:00,43864.29927007,2021-01-14 09:00:00
2021-01-14 10:00:00,41477.54014599,2021-01-14 10:00:00
2021-01-14 11:00:00,43334.59689922,2021-01-14 11:00:00
2021-01-14 12:00:00,41957.7833935,2021-01-14 12:00:00
2021-01-14 13:00:00,46073.74418605,2021-01-14 13:00:00
2021-01-14 14:00:00,45319.31439394,2021-01-14 14:00:00
2021-01-14 15:00:00,46164.878327,2021-01-14 15:00:00
2021-01-14 16:00:00,46932.05376344,2021-01-14 16:00:00
2021-01-14 17:00:00,45099.00358423,2021-01-14 17:00:00
2021-01-14 18:00:00,44256.14285714,2021-01-14 18:00:00
2021-01-14 19:00:00,43269.5498008,2021-01-14 19:00:00
2021-01-14 20:00:00,40642.20212766,2021-01-14 20:00:00
2021-01-14 21:00:00,47229.21428571,2021-01-14 21:00:00
2021-01-14 22:00:00,40390.51291513,2021-01-14 22:00:00
2021-01-14 23:00:00,41887.90625,2021-01-14 23:00:00
2021-01-15 00:00:00,41638.15162455,2021-01-15 00:00:00
2021-01-15 01:00:00,44258.25206612,2021-01-15 01:00:00
2021-01-15 02:00:00,43041.26436782,2021-01-15 02:00:00
2021-01-15 03:00:00,42863.61209964,2021-01-15 03:00:00
2021-01-15 04:00:00,40836.85036496,2021-01-15 04:00:00
2021-01-15 05:00:00,40395.17391304,2021-01-15 05:00:00
2021-01-15 06:00:00,42594.55479452,2021-01-15 06:00:00
2021-01-15 07:00:00,46264.48375451,2021-01-15 07:00:00
2021-01-15 08:00:00,45597.52517986,2021-01-15 08:00:00
2021-01-15 09:00:00,43603.51865672,2021-01-15 09:00:00
2021-01-15 10:00:00,42148.08243728,2021-01-15 10:00:00
2021-01-15 11:00:00,40519.89007092,2021-01-15 11:00:00
2021-01-15 12:00:00,43091.19391635,2021-01-15 12:00:00
2021-01-15 13:00:00,45358.73507463,2021-01-15 13:00:00
2021-01-15 14:00:00,44538.05555556,2021-01-15 14:00:00
2021-01-15 15:00:00,45912.31438127,2021-01-15 15:00:00
2021-01-15 16:00:00,48674.395189,2021-01-15 16:00:00
2021-01-15 17:00:00,43244.46099291,2021-01-15 17:00:00
2021-01-15 18:00:00,42903.86738351,2021-01-15 18:00:00
2021-01-15 19:00:00,42810.66,2021-01-15 19:00:00
2021-01-15 20:00:00,43434.15018315,2021-01-15 20:00:00
2021-01-15 21:00:00,42717.22137405,2021-01-15 21:00:00
2021-01-15 22:00:00,40964.21014493,2021-01-15 22:00:00
2021-01-15 23:00:00,39111.01067616,2021-01-15 23:00:00
2021-01-16 00:00:00,38625.96979866,2021-01-16 00:00:00
2021-01-16 01:00:00,41272.91449814,2021-01-16 01:00:00
2021-01-16 02:00:00,41332.54385965,2021-01-16 02:00:00
2021-01-16 03:00:00,43227.0295203,2021-01-16 03:00:00
2021-01-16 04:00:00,40713.17006803,2021-01-16 04:00:00
2021-01-16 05:00:00,41445.44285714,2021-01-16 05:00:00
2021-01-16 06:00:00,39102.4,2021-01-16 06:00:00
2021-01-16 07:00:00,44991.82773109,2021-01-16 07:00:00
2021-01-16 08:00:00,43223.65172414,2021-01-16 08:00:00
2021-01-16 09:00:00,43535.65665236,2021-01-16 09:00:00
2021-01-16 10:00:00,44357.51481481,2021-01-16 10:00:00
2021-01-16 11:00:00,40378.15498155,2021-01-16 11:00:00
2021-01-16 12:00:00,44932.89097744,2021-01-16 12:00:00
2021-01-16 13:00:00,45735.06694561,2021-01-16 13:00:00
2021-01-16 14:00:00,47129.28996283,2021-01-16 14:00:00
2021-01-16 15:00:00,45598.12686567,2021-01-16 15:00:00
2021-01-16 16:00:00,47072.77738516,2021-01-16 16:00:00
2021-01-16 17:00:00,43530.7480916,2021-01-16 17:00:00
2021-01-16 18:00:00,41233.99285714,2021-01-16 18:00:00
2021-01-16 19:00:00,43687.84351145,2021-01-16 19:00:00
2021-01-16 20:00:00,40773.83443709,2021-01-16 20:00:00
2021-01-16 21:00:00,43397.90073529,2021-01-16 21:00:00
2021-01-16 22:00:00,45100.35955056,2021-01-16 22:00:00
2021-01-16 23:00:00,40974.44525547,2021-01-16 23:00:00
2021-01-17 00:00:00,42578.62660944,2021-01-17 00:00:00
2021-01-17 01:00:00,41582.36603774,2021-01-17 01:00:00
2021-01-17 02:00:00,43920.51111111,2021-01-17 02:00:00
2021-01-17 03:00:00,42011.30855019,2021-01-17 03:00:00
2021-01-17 04:00:00,38040.20408163,2021-01-17 04:00:00
2021-01-17 05:00:00,39615.06273063,2021-01-17 05:00:00
2021-01-17 06:00:00,41633.70114943,2021-01-17 06:00:00
2021-01-17 07:00:00,44339.96254682,2021-01-17 07:00:00
2021-01-17 08:00:00,40320.45090909,2021-01-17 08:00:00
2021-01-17 09:00:00,42141.27046263,2021-01-17 09:00:00
2021-01-17 10:00:00,43248.57312253,2021-01-17 10:00:00
2021-01-17 11:00:00,42687.53359684,2021-01-17 11:00:00
2021-01-17 12:00:00,41636.38078292,2021-01-17 12:00:00
2021-01-17 13:00:00,41721.87132353,2021-01-17 13:00:00
2021-01-17 14:00:00,40970.65543071,2021-01-17 14:00:00
2021-01-17 15:00:00,45019.6536965,2021-01-17 15:00:00
2021-01-17 16:00:00,43569.47902098,2021-01-17 16:00:00
2021-01-17 17:00:00,42207.41637011,2021-01-17 17:00:00
2021-01-17 18:00:00,42189.66546763,2021-01-17 18:00:00
2021-01-17 19:00:00,44653.46641791,2021-01-17 19:00:00
2021-01-17 20:00:00,42893.7810219,2021-01-17 20:00:00
2021-01-17 21:00:00,44557.12230216,2021-01-17 21:00:00
2021-01-17 22:00:00,43466.21328671,2021-01-17 22:00:00
2021-01-17 23:00:00,42521.90875912,2021-01-17 23:00:00
2021-01-18 00:00:00,43057.60984848,2021-01-18 00:00:00
2021-01-18 01:00:00,42205.35357143,2021-01-18 01:00:00
2021-01-18 02:00:00,43926.51851852,2021-01-18 02:00:00
2021-01-18 03:00:00,46011.76086957,2021-01-18 03:00:00
2021-01-18 04:00:00,44455.11570248,2021-01-18 04:00:00
2021-01-18 05:00:00,45830.68686869,2021-01-18 05:00:00
2021-01-18 06:00:00,42298.25274725,2021-01-18 06:00:00
2021-01-18 07:00:00,46343.13240418,2021-01-18 07:00:00
2021-01-18 08:00:00,48343.58606557,2021-01-18 08:00:00
2021-01-18 09:00:00,47163.91353383,2021-01-18 09:00:00
2021-01-18 10:00:00,43947.22260274,2021-01-18 10:00:00
2021-01-18 11:00:00,45618.52554745,2021-01-18 11:00:00
2021-01-18 12:00:00,46231.53639847,2021-01-18 12:00:00
2021-01-18 13:00:00,43020.36917563,2021-01-18 13:00:00
2021-01-18 14:00:00,46603.60240964,2021-01-18 14:00:00
2021-01-18 15:00:00,43876.78417266,2021-01-18 15:00:00
