longShortRatio,shortAccount,time,longAccount,low,high,open,volume,close
2.85,26.0,1635292800,74.0,57865.0,61550.0,60358.74,329112.396,58449.36
2.78,26.46,1635379200,73.54,57550.0,62641.26,58449.36,333323.116,60622.03
2.66,27.35,1635465600,72.65,60222.0,63069.71,60622.02,218355.773,62308.22
2.37,29.68,1635552000,70.32,60631.23,62415.85,62308.21,156041.523,61895.19
2.77,26.53,1635638400,73.47,60008.0,62462.99,61895.19,183599.524,61348.61
3.35,23.0,1635724800,77.0,59400.0,62543.58,61347.14,246158.361,60942.87
3.27,23.43,1635811200,76.57,60659.58,64349.55,60942.87,217592.062,63266.69
2.24,30.88,1635897600,69.12,60300.0,63613.0,63266.69,211190.183,62946.45
2.91,25.59,1635984000,74.41,60703.0,63149.0,62946.45,184677.079,61431.86
3.58,21.84,1636070400,78.16,60762.0,62671.48,61433.9,157569.637,61006.0
3.76,20.99,1636156800,79.01,60100.0,61645.75,61006.0,154919.118,61511.3
3.24,23.57,1636243200,76.43,61368.26,63377.58,61511.3,142878.208,63316.4
2.57,28.05,1636329600,71.95,63308.7,67932.89,63316.4,274932.146,67606.96
1.85,35.1,1636416000,64.9,66300.0,68675.16,67606.96,231843.834,67009.98
2.02,33.07,1636502400,66.93,62400.51,69198.7,67010.65,347835.573,64920.13
2.43,29.15,1636588800,70.85,64147.12,65646.98,64920.13,178279.275,64831.3
2.78,26.45,1636675200,73.55,62313.0,65500.0,64831.2,264576.325,64156.08
3.4,22.73,1636761600,77.27,63430.01,65073.24,64156.08,124466.493,64427.0
3.34,23.05,1636848000,76.95,63640.0,65569.99,64426.99,146424.701,65568.39
3.35,22.99,1636934400,77.01,63351.58,66395.05,65568.38,210026.602,63654.49
3.94,20.23,1637020800,79.77,58397.14,63655.77,63654.49,475025.706,60106.03
4.06,19.78,1637107200,80.22,58336.68,60848.85,60106.03,287388.873,60366.96
4.21,19.19,1637193600,80.81,56505.48,60999.0,60366.97,412021.672,56921.05
4.23,19.14,1637280000,80.86,55604.0,58333.0,56921.04,245356.121,58069.51
3.88,20.5,1637366400,79.5,57372.0,59873.84,58069.52,173697.342,59716.29
3.52,22.12,1637452800,77.88,58518.88,60052.82,59716.28,143887.271,58661.39
3.57,21.88,1637539200,78.12,55600.0,59624.56,58648.87,326184.881,56268.31
4.52,18.13,1637625600,81.87,55250.0,57888.0,56268.31,267790.325,57574.23
