longShortRatio,shortAccount,time,longAccount,low,high,open,volume,close
1.54,39.43,1606608000,60.57,17523.0,18343.0,17717.74,256024.006,18181.09
1.38,41.99,1606694400,58.01,18178.82,19944.0,18180.43,500482.574,19720.0
1.48,40.31,1606780800,59.69,18050.0,19956.0,19722.09,553885.333,18772.7
1.52,39.64,1606867200,60.36,18329.58,19365.0,18770.33,335717.482,19207.01
1.63,38.09,1606953600,61.91,18865.0,19640.0,19207.01,245020.576,19434.3
1.54,39.34,1607040000,60.66,18570.0,19537.16,19432.66,276271.939,18664.2
1.47,40.49,1607126400,59.51,18510.0,19203.46,18662.72,165912.647,19147.62
1.32,43.11,1607212800,56.89,18855.35,19449.1,19147.63,176004.606,19375.02
1.18,45.86,1607299200,54.14,18908.66,19446.36,19375.0,169402.371,19172.88
1.5,40.05,1607385600,59.95,18133.33,19319.38,19172.87,280714.132,18319.32
1.37,42.23,1607472000,57.77,17650.0,18639.7,18319.33,353123.689,18537.98
1.21,45.35,1607558400,54.65,17916.0,18550.0,18537.97,233960.241,18253.51
1.34,42.66,1607644800,57.34,17555.0,18290.44,18254.0,317866.07,18031.47
1.34,42.66,1607731200,57.34,18012.21,18950.0,18031.71,196962.282,18800.0
1.14,46.68,1607817600,53.32,18705.46,19432.0,18800.0,239760.089,19175.07
1.13,47.03,1607904000,52.97,19004.72,19355.35,19175.06,181555.823,19270.7
1.16,46.4,1607990400,53.6,19039.64,19598.0,19270.71,248744.054,19424.91
0.95,51.36,1608076800,48.64,19274.55,21600.0,19424.9,459302.012,21346.8
1.15,46.45,1608163200,53.55,21231.5,23888.04,21346.81,823435.821,22816.99
1.42,41.3,1608249600,58.7,22363.94,23330.0,22816.99,305997.222,23124.35
1.53,39.5,1608336000,60.5,22735.81,24281.61,23124.35,337535.438,23847.28
1.6,38.45,1608422400,61.55,23076.25,24376.0,23847.28,322289.774,23472.96
1.59,38.66,1608508800,61.34,21920.0,24145.0,23472.96,476456.589,22730.1
1.34,42.82,1608595200,57.18,22387.0,23850.0,22736.05,326124.313,23826.99
1.43,41.09,1608681600,58.91,22572.52,24235.42,23826.74,394754.939,23238.27
1.4,41.63,1608768000,58.37,22700.0,23819.81,23237.73,237754.257,23737.44
1.39,41.87,1608854400,58.13,23450.0,24827.64,23738.75,284523.431,24730.0
1.41,41.46,1608940800,58.54,24507.24,26926.0,24729.99,367265.555,26508.83
1.58,38.84,1609027200,61.16,25850.0,28459.84,26508.84,540264.148,26305.64
1.66,37.59,1609113600,62.41,26117.1,27538.82,26301.76,267563.468,27102.66
1.82,35.47,1609200000,64.53,25913.01,27441.73,27101.45,260759.449,27402.83
1.98,33.53,1609286400,66.47,27401.0,29063.72,27402.83,374737.655,28906.99
1.61,38.39,1609372800,61.61,27848.0,29376.7,28906.99,313648.835,28951.68
1.6,38.45,1609459200,61.55,28627.12,29668.86,28948.19,210716.398,29337.16
1.57,38.98,1609545600,61.02,28958.24,33480.0,29337.15,545541.08,32199.91
1.55,39.15,1609632000,60.85,32000.02,34832.25,32198.41,487486.989,33054.53
2.01,33.19,1609718400,66.81,27800.0,33653.56,33053.93,506128.023,32031.07
1.89,34.55,1609804800,65.45,29900.0,34500.0,32029.55,433720.833,33999.52
1.9,34.45,1609891200,65.55,33356.46,37037.51,33999.51,444019.83,36823.68
1.92,34.31,1609977600,65.69,36337.36,40565.62,36825.77,520147.908,39498.92
2.12,32.07,1610064000,67.93,36539.77,42125.51,39498.32,518080.826,40637.23
2.51,28.51,1610150400,71.49,38733.28,41539.88,40638.91,260882.805,40136.04
2.89,25.69,1610236800,74.31,35268.0,41412.12,40136.05,436759.048,38221.67
2.61,27.68,1610323200,72.32,30448.0,38322.18,38200.01,906275.651,35408.46
2.45,29.01,1610409600,70.99,32600.0,36693.44,35406.92,449065.693,34056.9
2.1,32.29,1610496000,67.71,32420.0,37880.0,34065.53,398188.088,37421.07
2.49,28.68,1610582400,71.32,36764.33,40189.39,37416.34,353142.386,39163.31
1.94,34.07,1610668800,65.93,34478.0,39790.0,39163.31,437610.113,36755.24
2.28,30.47,1610755200,69.53,35366.0,38000.0,36755.25,301102.477,36025.66
2.14,31.85,1610841600,68.15,33863.5,36898.0,36025.65,287686.129,35869.83
2.24,30.91,1610928000,69.09,34808.47,37547.94,35875.72,253386.703,36686.86
2.82,26.2,1611014400,73.8,35850.0,37961.0,36690.0,257889.419,35891.03
2.34,29.92,1611100800,70.08,33403.0,36461.44,35891.74,329192.419,35500.0
2.41,29.37,1611187200,70.63,30069.9,35636.17,35499.23,550562.277,30879.97
2.04,32.9,1611273600,67.1,28880.0,33831.52,30875.77,453568.538,32986.34
1.96,33.84,1611360000,66.16,31405.0,33495.0,32990.08,256776.411,32086.48
1.73,36.69,1611446400,63.31,30914.2,33125.75,32086.48,212107.044,32275.63
1.8,35.66,1611532800,64.34,31921.47,34880.0,32274.88,316687.524,32253.68
2.07,32.61,1611619200,67.39,30810.0,32950.0,32253.68,346861.707,32474.14
1.91,34.39,1611705600,65.61,29240.0,32562.2,32474.81,431022.839,30381.04
1.93,34.11,1611792000,65.89,29843.33,33778.95,30382.96,311528.373,33399.75
1.47,40.45,1611878400,59.55,31960.0,38641.1,33399.99,713579.785,34269.35
2.73,26.79,1611964800,73.21,32849.06,34988.88,34267.04,267861.872,34289.85
2.89,25.69,1612051200,74.31,32193.04,34393.22,34284.76,211293.891,33126.21
2.48,28.78,1612137600,71.22,32322.47,34720.0,33125.11,240632.325,33546.09
2.6,27.82,1612224000,72.18,33450.0,36041.0,33546.08,239856.23,35504.06
2.33,30.04,1612310400,69.96,35410.0,37700.0,35504.07,240308.078,37652.51
1.9,34.49,1612396800,65.51,36233.0,38833.0,37651.92,306715.022,36976.93
1.79,35.82,1612483200,64.18,36586.68,38411.82,36975.19,196277.444,38362.65
1.98,33.51,1612569600,66.49,38269.0,40992.4,38357.17,310826.315,39249.54
2.11,32.2,1612656000,67.8,37403.27,39757.87,39249.53,296721.925,38849.25
2.26,30.72,1612742400,69.28,38037.0,47146.0,38849.24,440167.093,46451.32
2.22,31.04,1612828800,68.96,45057.65,48266.36,46451.32,381477.426,46492.54
2.23,30.99,1612915200,69.01,43770.0,47475.0,46492.53,334979.017,44850.0
2.57,28.0,1613001600,72.0,44038.97,48810.0,44850.0,330540.045,48060.21
2.6,27.82,1613088000,72.18,46121.0,49278.98,48060.21,259186.288,47361.03
2.77,26.55,1613174400,73.45,46252.1,48290.0,47364.0,199965.397,47221.62
2.78,26.49,1613260800,73.51,47093.16,49875.16,47221.63,241935.666,48655.21
2.51,28.46,1613347200,71.54,45349.21,49100.0,48655.21,248960.404,47981.58
2.0,33.3,1613433600,66.7,47101.02,50953.44,47981.6,343592.011,49197.94
2.36,29.73,1613520000,70.27,49029.62,52800.0,49197.93,312007.458,52194.62
1.88,34.67,1613606400,65.33,50948.0,52640.0,52194.62,185489.89,51619.7
2.22,31.02,1613692800,68.98,50800.0,56582.0,51612.46,257911.872,56004.1
2.22,31.02,1613779200,68.98,53905.0,57699.0,56005.85,240296.308,55917.41
2.2,31.26,1613865600,68.74,55564.5,58472.14,55908.45,196820.573,57487.43
2.27,30.57,1613952000,69.43,47751.42,57591.87,57475.5,480660.187,54121.1
2.48,28.71,1614038400,71.29,44893.82,54260.12,54125.55,748737.462,48930.0
1.93,34.08,1614124800,65.92,47000.0,51435.58,48930.01,333415.219,49702.03
2.12,32.06,1614211200,67.94,46685.43,52134.96,49702.05,349943.016,47089.37
2.43,29.15,1614297600,70.85,44100.0,48438.01,47087.97,440670.32,46313.13
2.41,29.36,1614384000,70.64,44926.77,48476.05,46313.12,256027.074,46102.63
2.13,31.92,1614470400,68.08,43002.05,46678.0,46097.09,370358.825,45163.36
1.91,34.41,1614556800,65.59,44972.49,49800.0,45162.64,315659.931,49592.7
2.16,31.7,1614643200,68.3,47058.06,50221.77,49594.99,273100.435,48450.57
2.11,32.12,1614729600,67.88,48110.66,52681.51,48454.21,350311.234,50373.75
2.29,30.44,1614816000,69.56,47500.0,51800.0,50373.75,387428.957,48385.77
2.66,27.3,1614902400,72.7,46320.0,49470.0,48385.77,354602.756,48770.57
2.25,30.82,1614988800,69.18,47090.0,49253.63,48772.68,215092.91,48908.21
2.12,32.03,1615075200,67.97,48908.21,51480.0,48908.21,248398.116,50995.27
1.95,33.94,1615161600,66.06,49310.0,52450.0,50991.35,308339.866,52429.43
1.93,34.13,1615248000,65.87,51880.0,54950.0,52429.43,285604.798,54917.78
2.02,33.12,1615334400,66.88,53061.0,57500.92,54917.78,401159.493,55947.98
2.0,33.33,1615420800,66.67,54356.44,58283.0,55949.3,364681.318,57844.52
1.93,34.09,1615507200,65.91,55074.3,58186.33,57842.64,335495.042,57291.03
1.9,34.44,1615593600,65.56,56136.0,61950.0,57291.04,320322.173,61267.41
2.11,32.15,1615680000,67.85,59005.0,61798.0,61267.41,231991.901,59037.12
2.48,28.72,1615766400,71.28,54517.28,60740.0,59037.11,448820.83,55646.61
3.16,24.03,1615852800,75.97,53335.0,56988.0,55646.61,339718.202,56954.19
3.02,24.88,1615939200,75.12,54154.93,59078.79,56953.23,339397.712,58959.0
2.72,26.88,1616025600,73.12,57072.0,60510.0,58959.01,305100.026,57700.01
3.11,24.31,1616112000,75.69,56301.27,59550.0,57700.01,259039.479,58089.11
2.66,27.36,1616198400,72.64,57881.0,59948.0,58089.11,203680.149,58145.61
2.83,26.08,1616284800,73.92,55403.55,58638.7,58144.44,237518.696,57415.18
2.96,25.23,1616371200,74.77,53635.81,58500.0,57415.19,293062.947,54129.56
3.41,22.7,1616457600,77.3,52981.4,55890.68,54129.56,276199.041,54400.0
2.77,26.54,1616544000,73.46,51666.0,57234.79,54400.0,394172.526,52311.54
3.1,24.38,1616630400,75.62,50452.08,53255.2,52307.89,416848.091,51325.21
2.53,28.3,1616716800,71.7,51260.0,55123.0,51325.21,271957.842,55030.0
2.56,28.12,1616803200,71.88,54001.0,56658.76,55030.0,234435.346,55828.0
2.1,32.26,1616889600,67.74,54694.91,56588.31,55828.0,200603.768,55805.08
2.22,31.1,1616976000,68.9,54931.15,58490.11,55804.16,277215.268,57677.64
2.1,32.29,1617062400,67.71,57110.0,59560.0,57676.14,232824.065,58794.16
2.24,30.85,1617148800,69.15,56812.0,59920.0,58794.17,337038.349,58807.24
2.28,30.5,1617235200,69.5,58002.0,59592.22,58810.99,196332.114,58794.01
2.23,30.98,1617321600,69.02,58490.03,60397.85,58797.56,189391.958,59031.36
2.71,26.95,1617408000,73.05,56900.0,59925.0,59028.99,198636.171,57134.65
2.32,30.14,1617494400,69.86,56517.23,58553.0,57134.65,152454.122,58234.61
2.48,28.71,1617580800,71.29,56808.94,59385.0,58234.61,174338.646,59243.39
2.48,28.78,1617667200,71.22,57500.0,59626.18,59243.4,165562.029,58059.99
3.08,24.54,1617753600,75.46,55536.07,58720.0,58060.0,265271.707,56018.18
3.18,23.93,1617840000,76.07,55759.13,58200.0,56018.17,161389.858,58122.26
2.53,28.35,1617926400,71.65,57700.0,58950.0,58122.93,141690.144,58176.03
2.56,28.06,1618012800,71.94,57943.95,61800.0,58176.04,240907.592,59832.43
2.99,25.08,1618099200,74.92,59304.02,60816.88,59832.43,148499.824,60090.2
2.97,25.19,1618185600,74.81,59500.0,61449.91,60093.26,196147.561,59911.18
3.3,23.28,1618272000,76.72,59873.01,63850.0,59911.19,279389.492,63649.71
2.22,31.08,1618358400,68.92,61404.0,64986.11,63645.05,323454.88,63019.1
3.16,24.06,1618444800,75.94,62157.89,63905.83,63018.34,178604.198,63232.55
3.08,24.52,1618531200,75.48,60100.0,63600.0,63232.56,255765.893,61424.67
3.79,20.87,1618617600,79.13,59620.0,62610.0,61424.67,194112.299,60090.14
4.55,18.01,1618704000,81.99,50050.0,60450.0,60090.14,522006.276,56140.05
2.9,25.67,1618790400,74.33,54200.0,57532.7,56140.05,285041.716,55634.39
2.55,28.2,1618876800,71.8,53330.82,57060.0,55634.38,324494.085,56410.56
2.67,27.24,1618963200,72.76,53610.0,56756.78,56411.25,252601.972,53800.0
2.51,28.48,1619049600,71.52,50534.34,55470.51,53794.72,453489.185,51714.61
2.49,28.64,1619136000,71.36,47546.16,52152.0,51714.62,554666.026,51122.62
2.1,32.25,1619222400,67.75,48690.0,51183.51,51122.63,299663.131,50092.4
1.54,39.33,1619308800,60.67,46930.43,50577.9,50094.27,310306.501,49063.94
1.59,38.65,1619395200,61.35,48763.0,54364.89,49063.94,390494.148,53984.33
1.59,38.6,1619481600,61.4,53225.14,55500.0,53984.34,225440.361,55006.25
1.79,35.9,1619568000,64.1,53852.0,56574.13,55006.25,263170.559,54861.77
2.13,31.94,1619654400,68.06,52350.0,55222.02,54861.76,257045.19,53558.8
2.38,29.62,1619740800,70.38,53043.62,57935.0,53558.57,294683.751,57684.16
2.13,31.97,1619827200,68.03,57051.23,58488.17,57688.29,207854.398,57836.34
2.22,31.07,1619913600,68.93,56100.0,57959.97,57836.35,203712.515,56630.33
2.79,26.39,1620000000,73.61,56500.65,59056.59,56630.34,271733.972,57214.83
3.06,24.64,1620086400,75.36,53094.59,57253.76,57214.84,388988.754,53263.32
2.73,26.79,1620172800,73.21,52880.38,57940.0,53263.32,317811.705,57497.77
2.38,29.58,1620259200,70.42,55297.91,58450.0,57497.76,275471.204,56435.35
3.22,23.71,1620345600,76.29,55300.0,58800.0,56435.35,256159.504,57350.88
2.67,27.27,1620432000,72.73,56961.25,59590.96,57350.89,264906.729,58924.98
2.34,29.96,1620518400,70.04,56316.0,59335.19,58926.36,245954.014,58292.53
2.88,25.76,1620604800,74.24,53250.0,59654.0,58292.53,396237.133,55869.67
3.29,23.31,1620691200,76.69,54541.33,56908.66,55869.41,267226.104,56710.43
2.43,29.16,1620777600,70.84,48503.74,58049.99,56712.7,472329.152,49595.76
2.43,29.16,1620864000,70.84,45596.32,51358.0,49596.75,652476.689,49707.9
2.86,25.91,1620950400,74.09,48870.41,51533.0,49706.27,319069.002,49873.27
3.25,23.52,1621036800,76.48,46584.32,50709.43,49873.26,442023.496,46793.41
2.78,26.43,1621123200,73.57,43866.0,49829.39,46794.62,604537.63,46429.28
3.11,24.35,1621209600,75.65,42151.0,46655.0,46429.28,809129.365,43566.18
3.03,24.81,1621296000,75.19,42268.0,45846.61,43565.11,590358.592,42882.53
3.94,20.24,1621382400,79.76,28688.0,43615.93,42882.54,1373851.849,36689.14
1.71,36.93,1621468800,63.07,34882.0,42460.0,36689.14,775185.113,40500.3
1.59,38.56,1621555200,61.44,33400.0,42270.42,40500.0,930671.747,37211.02
1.26,44.24,1621641600,55.76,35201.11,38851.34,37210.01,588166.784,37432.58
1.37,42.14,1621728000,57.86,31096.7,38261.71,37436.0,996815.017,34651.6
1.64,37.86,1621814400,62.14,34366.0,39917.09,34656.53,707903.071,38779.66
1.75,36.33,1621900800,63.67,36439.32,39790.05,38783.58,598836.411,38326.84
1.61,38.28,1621987200,61.72,37804.76,40900.0,38326.84,577032.81,39224.2
2.26,30.66,1622073600,69.34,37133.22,40438.82,39224.21,543338.566,38527.38
1.59,38.68,1622160000,61.32,34689.57,38888.35,38527.38,832363.425,35670.99
1.69,37.15,1622246400,62.85,33650.0,37375.0,35670.99,733902.825,34611.94
1.87,34.91,1622332800,65.09,33356.0,36501.0,34611.95,511834.746,35651.81
1.45,40.85,1622419200,59.15,34150.0,37500.0,35651.8,635082.121,37243.38
1.41,41.5,1622505600,58.5,35500.0,37893.76,37244.36,590822.54,36693.41
2.01,33.18,1622592000,66.82,35905.0,38232.99,36694.37,441719.806,37569.99
1.24,44.6,1622678400,55.4,37150.15,39470.0,37570.0,507429.005,39247.4
1.67,37.51,1622764800,62.49,35552.51,39297.35,39247.4,700625.866,36828.03
1.58,38.7,1622851200,61.3,34800.0,37900.49,36828.03,631028.448,35498.62
1.62,38.24,1622937600,61.76,35201.86,36521.16,35497.93,443601.064,35801.71
1.78,36.04,1623024000,63.96,33200.0,36820.0,35801.71,636735.873,33550.96
1.59,38.69,1623110400,61.31,30969.0,34061.57,33550.97,976693.026,33372.58
1.43,41.21,1623196800,58.79,32390.0,37511.31,33372.58,1031014.087,37368.45
0.93,51.96,1623283200,48.04,35750.0,38489.0,37369.99,803185.699,36669.66
1.03,49.23,1623369600,50.77,35900.0,37679.54,36669.65,586122.898,37300.42
0.85,53.97,1623456000,46.03,34585.9,37432.95,37300.41,623532.476,35537.05
1.11,47.51,1623542400,52.49,34739.06,39374.18,35535.95,647035.314,38993.65
0.99,50.32,1623628800,49.68,38720.0,41000.0,38993.66,704979.881,40489.1
1.09,47.8,1623715200,52.2,39500.0,41413.0,40489.1,632066.994,40132.86
1.26,44.32,1623801600,55.68,38105.0,40495.0,40132.86,673235.496,38344.97
1.61,38.32,1623888000,61.68,37334.76,39565.0,38344.97,603849.861,38060.71
2.25,30.77,1623974400,69.23,35100.0,38198.0,38060.71,790379.249,35811.41
2.0,33.37,1624060800,66.63,34704.08,36471.8,35811.41,642185.382,35483.0
1.81,35.62,1624147200,64.38,33312.0,36155.0,35483.01,829896.441,35588.64
2.0,33.33,1624233600,66.67,31250.51,35746.28,35588.63,1397330.662,31606.0
1.98,33.54,1624320000,66.46,28780.01,33274.0,31606.0,1531824.85,32496.0
1.31,43.23,1624406400,56.77,31711.5,34867.77,32496.0,960700.369,33649.0
1.61,38.33,1624492800,61.67,32300.0,35406.74,33650.0,774899.165,34644.64
1.22,44.96,1624579200,55.04,31250.0,35500.0,34644.65,1093051.375,31568.07
1.74,36.45,1624665600,63.55,30120.0,32720.52,31569.18,1091384.749,32255.56
1.6,38.48,1624752000,61.52,31960.0,34762.0,32250.15,897147.453,34687.71
1.21,45.23,1624838400,54.77,33855.0,35279.38,34687.71,706158.545,34487.22
1.18,45.9,1624924800,54.1,34206.0,36623.0,34486.58,806140.329,35911.26
1.08,48.14,1625011200,51.86,34042.74,36089.96,35910.64,719742.983,35031.39
1.52,39.71,1625097600,60.29,32672.04,35044.98,35031.39,758966.493,33489.96
1.26,44.18,1625184000,55.82,32684.0,33960.0,33489.96,664923.202,33760.94
1.35,42.49,1625270400,57.51,33296.98,34948.16,33760.94,510614.258,34652.94
1.31,43.37,1625356800,56.63,34340.75,35955.55,34653.32,451001.556,35280.16
1.46,40.69,1625443200,59.31,33032.0,35281.55,35280.17,736706.409,33672.72
1.38,42.1,1625529600,57.9,33500.0,35120.0,33672.72,644229.007,34206.01
1.38,42.1,1625616000,57.9,33756.48,35089.56,34206.0,456218.909,33845.64
1.38,42.1,1625702400,57.9,32066.0,33910.0,33845.63,650317.664,32852.04
1.8,35.73,1625788800,64.27,32250.0,34100.0,32855.0,485662.879,33805.01
1.28,43.94,1625875200,56.06,33010.0,34248.58,33805.01,410271.979,33497.98
1.15,46.59,1625961600,53.41,33306.03,34629.62,33497.98,343905.35,34253.81
0.96,51.13,1626048000,48.87,32650.0,34662.73,34253.88,502747.758,33070.87
2.11,32.11,1626134400,67.89,32186.99,33336.0,33070.86,466567.713,32709.09
2.12,32.04,1626220800,67.96,31556.02,33176.47,32708.66,521140.41,32803.01
2.05,32.84,1626307200,67.16,31140.0,33170.0,32803.0,539111.667,31866.43
2.7,27.04,1626393600,72.96,31018.59,32245.0,31865.53,516577.743,31382.95
1.73,36.59,1626480000,63.41,31150.02,31945.0,31382.96,422650.418,31496.65
1.77,36.09,1626566400,63.91,31075.1,32435.93,31496.65,412189.401,31767.0
2.08,32.51,1626652800,67.49,30358.77,31890.0,31765.23,486305.627,30823.62
2.02,33.14,1626739200,66.86,29242.24,31050.0,30823.62,602688.19,29775.9
1.43,41.17,1626825600,58.83,29472.41,32883.9,29775.89,787077.39,32120.0
1.43,41.11,1626912000,58.89,31700.0,32583.48,32120.0,397258.936,32268.11
1.24,44.62,1626998400,55.38,31970.82,33650.0,32268.12,404650.016,33634.46
1.19,45.62,1627084800,54.38,33379.81,34471.0,33631.74,376046.028,34230.0
1.09,47.96,1627171200,52.04,33812.0,35400.0,34230.0,404114.844,35370.66
0.94,51.46,1627257600,48.54,35185.49,48168.6,35370.67,1162332.857,37218.09
1.32,43.1,1627344000,56.9,36384.31,39546.34,37218.09,675104.157,39442.33
1.36,42.38,1627430400,57.62,38753.0,40894.0,39448.06,736196.234,40003.08
0.92,52.13,1627516800,47.87,39203.83,40665.0,40003.08,463917.872,40012.9
0.95,51.24,1627603200,48.76,38320.0,42316.6,40012.89,561474.309,42203.25
1.0,49.91,1627689600,50.09,41030.19,42494.0,42202.6,381521.899,41448.11
1.0,49.95,1627776000,50.05,39350.4,42614.98,41448.1,487529.044,39846.78
1.19,45.7,1627862400,54.3,38658.0,40450.0,39846.78,451872.128,39147.48
1.52,39.71,1627948800,60.29,37600.0,39774.93,39147.47,517219.517,38203.26
1.68,37.39,1628035200,62.61,37500.0,39975.32,38201.33,479560.473,39731.31
1.55,39.29,1628121600,60.71,37291.0,41350.0,39731.31,746249.712,40882.4
1.04,48.99,1628208000,51.01,39849.82,43400.0,40882.39,653451.154,42825.43
0.92,52.13,1628294400,47.87,42395.2,44753.01,42825.43,583750.891,44601.11
0.93,51.91,1628380800,48.09,43265.0,45350.0,44601.11,553684.698,43787.71
0.93,51.92,1628467200,48.08,42785.0,46483.0,43787.71,626220.503,46259.7
0.86,53.67,1628553600,46.33,44670.05,46800.0,46259.7,460478.861,45589.99
1.24,44.69,1628640000,55.31,45354.0,46754.27,45589.99,390660.571,45522.12
1.13,46.99,1628726400,53.01,43800.0,46226.67,45522.13,468276.056,44385.09
1.34,42.72,1628812800,57.28,44208.88,47980.69,44385.09,438025.46,47792.52
1.03,49.16,1628899200,50.84,46000.0,48300.0,47792.52,374368.796,47083.74
1.44,40.91,1628985600,59.09,45480.0,47388.75,47083.75,370950.807,47006.02
1.51,39.9,1629072000,60.1,45682.03,48074.23,47006.02,412537.605,45926.23
1.9,34.54,1629158400,65.46,44412.01,47194.0,45926.23,474316.4,44704.84
2.03,33.01,1629244800,66.99,44227.32,46050.0,44704.85,395836.158,44714.09
1.95,33.95,1629331200,66.05,43938.38,47100.0,44714.09,439402.162,46772.0
1.36,42.34,1629417600,57.66,46650.0,49500.0,46772.0,401499.081,49332.74
1.03,49.29,1629504000,50.71,48250.0,49833.0,49332.99,347594.451,48848.29
0.99,50.24,1629590400,49.76,48075.81,49556.2,48846.11,294672.223,49273.28
1.1,47.71,1629676800,52.29,49075.01,50600.0,49273.28,355733.496,49523.91
1.33,42.88,1629763200,57.12,47600.0,49888.88,49523.23,398682.002,47719.36
1.71,36.96,1629849600,63.04,47130.57,49297.8,47719.37,389100.384,48992.65
1.69,37.17,1629936000,62.83,46280.0,49380.0,48992.65,475183.123,46853.06
1.89,34.56,1630022400,65.44,46359.97,49220.0,46854.22,403667.012,49083.98
1.41,41.43,1630108800,58.57,48395.65,49333.0,49082.13,222793.024,48931.99
1.35,42.64,1630195200,57.36,47741.31,49769.2,48931.99,315105.499,48795.41
1.31,43.31,1630281600,56.69,46876.49,48916.25,48795.42,351830.754,47024.7
1.88,34.78,1630368000,65.22,46731.03,48298.0,47024.69,365548.209,47150.32
2.13,31.99,1630454400,68.01,46550.99,49160.79,47150.32,350108.374,48842.94
1.61,38.36,1630540800,61.64,48631.2,50420.0,48842.93,361863.055,49299.14
1.29,43.68,1630627200,56.32,48333.0,51111.0,49299.14,430326.386,50027.08
1.28,43.92,1630713600,56.08,49360.0,50582.08,50027.09,274956.842,49940.74
1.44,41.05,1630800000,58.95,49462.59,51950.0,49942.2,288984.124,51799.57
0.94,51.46,1630886400,48.54,51040.0,52830.0,51799.56,297734.284,52683.97
1.05,48.88,1630972800,51.12,42088.0,52950.0,52683.98,764140.139,46864.39
1.97,33.66,1631059200,66.34,44431.0,47347.0,46864.38,435803.011,46062.29
1.85,35.1,1631145600,64.9,45500.0,47400.0,46060.02,309015.75,46413.88
1.94,34.07,1631232000,65.93,44120.0,47037.5,46413.88,343533.069,44860.83
2.18,31.43,1631318400,68.57,44737.4,45999.0,44860.83,194144.115,45193.78
1.94,34.05,1631404800,65.95,44746.51,46512.2,45194.19,223534.63,46046.73
1.91,34.36,1631491200,65.64,43323.93,46933.89,46048.02,448942.068,44975.96
2.2,31.23,1631577600,68.77,44692.9,47272.98,44975.96,277925.721,47087.18
1.24,44.69,1631664000,55.31,46675.0,48440.93,47087.18,244226.37,48106.12
1.19,45.62,1631750400,54.38,47038.21,48488.0,48106.13,260044.727,47745.55
1.36,42.3,1631836800,57.7,46750.0,48150.0,47745.55,226193.34,47303.11
1.66,37.63,1631923200,62.37,47044.32,48850.0,47303.11,207900.413,48285.15
1.43,41.14,1632009600,58.86,46840.0,48364.64,48284.61,212631.933,47256.91
1.85,35.08,1632096000,64.92,42467.86,47345.0,47256.92,600764.629,43026.6
2.12,32.03,1632182400,67.97,39503.58,43629.6,43026.61,683242.002,40726.1
1.79,35.82,1632268800,64.18,40551.49,43989.98,40727.83,400849.752,43520.0
1.52,39.71,1632355200,60.29,43056.0,44976.48,43520.0,330253.525,44828.29
1.17,46.09,1632441600,53.91,40650.0,45134.33,44828.29,608595.52,42798.49
1.48,40.31,1632528000,59.69,41630.26,42950.0,42798.49,277084.795,42651.58
1.31,43.35,1632614400,56.65,40725.01,43940.0,42646.84,354393.916,43150.0
1.25,44.49,1632700800,55.51,42059.13,44350.0,43150.01,285311.606,42122.69
1.44,40.97,1632787200,59.03,40854.0,42749.0,42122.69,359745.538,41006.32
1.83,35.31,1632873600,64.69,40708.73,42576.8,41002.96,293307.589,41499.71
2.07,32.6,1632960000,67.4,41387.78,44100.0,41499.7,389185.646,43796.57
1.03,49.38,1633046400,50.62,43260.01,48450.0,43799.49,449491.768,48123.94
0.78,56.06,1633132800,43.94,47410.0,48338.68,48123.93,182565.988,47626.61
0.91,52.37,1633219200,47.63,47071.26,49304.12,47626.62,212410.375,48187.3
0.99,50.34,1633305600,49.66,46885.29,49544.48,48187.99,324424.837,49198.22
0.8,55.48,1633392000,44.52,49009.21,51888.0,49199.78,314043.813,51455.12
0.73,57.79,1633478400,42.21,50410.0,56416.02,51460.22,418731.748,55321.6
0.94,51.44,1633564800,48.56,53374.34,55337.8,55327.45,262974.545,53814.99
1.12,47.1,1633651200,52.9,53647.3,56208.73,53814.99,255210.035,53975.0
1.36,42.41,1633737600,57.59,53656.66,55589.0,53974.99,167495.393,54960.77
1.19,45.57,1633824000,54.43,54101.0,56789.0,54960.79,289072.818,54700.0
1.22,45.11,1633910400,54.89,54458.0,57880.0,54700.0,314868.05,57500.01
0.96,50.97,1633996800,49.03,53750.0,57756.52,57500.01,349147.775,56011.84
1.23,44.89,1634083200,55.11,54271.24,57822.38,56011.83,327714.318,57393.65
0.98,50.53,1634169600,49.47,56800.0,58586.67,57393.65,254719.751,57378.19
1.12,47.22,1634256000,52.78,56900.0,63997.61,57377.12,493366.513,61702.33
1.03,49.22,1634342400,50.78,60220.0,62444.23,61702.33,213251.899,60925.56
1.31,43.39,1634428800,56.61,58850.0,61796.47,60925.56,240132.514,61571.45
1.43,41.18,1634515200,58.82,59897.61,62800.0,61571.45,333278.481,62037.92
1.39,41.88,1634601600,58.12,61300.0,64500.0,62037.92,379243.718,64316.7
0.99,50.26,1634688000,49.74,63518.81,67150.0,64314.75,324737.868,66064.24
1.13,46.92,1634774400,53.08,62000.0,66750.0,66064.25,478610.458,62260.33
1.96,33.78,1634860800,66.22,60011.9,63796.2,62260.33,350359.527,60734.27
2.29,30.36,1634947200,69.64,59622.0,61780.0,60734.28,222553.478,61325.11
2.18,31.46,1635033600,68.54,59504.46,61550.0,61325.09,245816.821,60902.82
2.41,29.34,1635120000,70.66,60701.0,63795.98,60902.82,234201.1,63127.04
1.97,33.66,1635206400,66.34,59838.05,63362.06,63129.25,252256.924,60358.75
