start_time,bank_supply_ratio,date
2022-11-14,0.00652618,2022-11-14
2022-11-15,0.00652585,2022-11-15
2022-11-16,0.00652553,2022-11-16
2022-11-17,0.00662935,2022-11-17
2022-11-18,0.00355004,2022-11-18
2022-11-19,0.00354987,2022-11-19
2022-11-20,0.00354969,2022-11-20
2022-11-21,0.00354954,2022-11-21
2022-11-22,0.0035494,2022-11-22
2022-11-23,0.00354924,2022-11-23
2022-11-24,0.00354909,2022-11-24
2022-11-25,0.00354895,2022-11-25
2022-11-26,0.00354882,2022-11-26
2022-11-27,0.00354866,2022-11-27
2022-11-28,0.0035485,2022-11-28
2022-11-29,0.00354835,2022-11-29
2022-11-30,0.00354819,2022-11-30
2022-12-01,0.00354802,2022-12-01
2022-12-02,0.00354787,2022-12-02
2022-12-03,0.00354772,2022-12-03
2022-12-04,0.00354756,2022-12-04
2022-12-05,0.00354739,2022-12-05
2022-12-06,0.00354723,2022-12-06
2022-12-07,0.00354704,2022-12-07
2022-12-08,0.00354684,2022-12-08
2022-12-09,0.00354667,2022-12-09
2022-12-10,0.00354649,2022-12-10
2022-12-11,0.00354632,2022-12-11
2022-12-12,0.00354616,2022-12-12
2022-12-13,0.00354597,2022-12-13
2022-12-14,0.0035458,2022-12-14
2022-12-15,0.00354564,2022-12-15
2022-12-16,0.00354549,2022-12-16
2022-12-17,0.00354533,2022-12-17
2022-12-18,0.00354516,2022-12-18
2022-12-19,0.003545,2022-12-19
2022-12-20,0.00354484,2022-12-20
2022-12-21,0.00354468,2022-12-21
2022-12-22,0.00354452,2022-12-22
2022-12-23,0.00354437,2022-12-23
2022-12-24,0.00354427,2022-12-24
2022-12-25,0.00354411,2022-12-25
2022-12-26,0.00354396,2022-12-26
2022-12-27,0.00354382,2022-12-27
2022-12-28,0.00354363,2022-12-28
2022-12-29,0.00354347,2022-12-29
2022-12-30,0.00354329,2022-12-30
2022-12-31,0.00354311,2022-12-31
2023-01-01,0.00354293,2023-01-01
2023-01-02,0.00354275,2023-01-02
2023-01-03,0.00354257,2023-01-03
2023-01-04,0.00354241,2023-01-04
2023-01-05,0.00354223,2023-01-05
2023-01-06,0.00354202,2023-01-06
2023-01-07,0.00354184,2023-01-07
2023-01-08,0.00354167,2023-01-08
2023-01-09,0.00354149,2023-01-09
2023-01-10,0.0035413,2023-01-10
2023-01-11,0.00354113,2023-01-11
2023-01-12,0.00354096,2023-01-12
2023-01-13,0.00354077,2023-01-13
2023-01-14,0.00354058,2023-01-14
2023-01-15,0.00354039,2023-01-15
2023-01-16,0.00354022,2023-01-16
2023-01-17,0.00354004,2023-01-17
2023-01-18,0.00353988,2023-01-18
2023-01-19,0.00353971,2023-01-19
2023-01-20,0.00353956,2023-01-20
2023-01-21,0.0035394,2023-01-21
2023-01-22,0.00353923,2023-01-22
2023-01-23,0.00353905,2023-01-23
2023-01-24,0.0035389,2023-01-24
2023-01-25,0.0035387,2023-01-25
2023-01-26,0.00353852,2023-01-26
2023-01-27,0.00353835,2023-01-27
2023-01-28,0.00353815,2023-01-28
2023-01-29,0.00353797,2023-01-29
2023-01-30,0.00353781,2023-01-30
2023-01-31,0.00353768,2023-01-31
2023-02-01,0.00353752,2023-02-01
2023-02-02,0.00353736,2023-02-02
2023-02-03,0.0035372,2023-02-03
2023-02-04,0.00353705,2023-02-04
2023-02-05,0.00353687,2023-02-05
2023-02-06,0.0035367,2023-02-06
2023-02-07,0.00353654,2023-02-07
2023-02-08,0.00353638,2023-02-08
2023-02-09,0.0035362,2023-02-09
2023-02-10,0.00353603,2023-02-10
2023-02-11,0.00353586,2023-02-11
2023-02-12,0.00353567,2023-02-12
2023-02-13,0.00353549,2023-02-13
2023-02-14,0.00353532,2023-02-14
2023-02-15,0.00353513,2023-02-15
2023-02-16,0.00353493,2023-02-16
2023-02-17,0.00353474,2023-02-17
2023-02-18,0.00353454,2023-02-18
2023-02-19,0.00353436,2023-02-19
2023-02-20,0.00353419,2023-02-20
2023-02-21,0.003534,2023-02-21
2023-02-22,0.00353384,2023-02-22
2023-02-23,0.00353364,2023-02-23
2023-02-24,0.00353349,2023-02-24
2023-02-25,0.00353337,2023-02-25
2023-02-26,0.00353317,2023-02-26
2023-02-27,0.00353301,2023-02-27
2023-02-28,0.00353286,2023-02-28
2023-03-01,0.00353266,2023-03-01
2023-03-02,0.0035325,2023-03-02
2023-03-03,0.00353231,2023-03-03
2023-03-04,0.00353213,2023-03-04
2023-03-05,0.00353196,2023-03-05
2023-03-06,0.0035318,2023-03-06
2023-03-07,0.00353162,2023-03-07
2023-03-08,0.00353146,2023-03-08
2023-03-09,0.00353131,2023-03-09
2023-03-10,0.00353115,2023-03-10
2023-03-11,0.00353097,2023-03-11
2023-03-12,0.00353078,2023-03-12
2023-03-13,0.0035306,2023-03-13
2023-03-14,0.00353044,2023-03-14
2023-03-15,0.00353027,2023-03-15
2023-03-16,0.00353012,2023-03-16
2023-03-17,0.00352995,2023-03-17
2023-03-18,0.00352976,2023-03-18
2023-03-19,0.00352959,2023-03-19
2023-03-20,0.00352942,2023-03-20
2023-03-21,0.00352925,2023-03-21
2023-03-22,0.00352907,2023-03-22
2023-03-23,0.00352886,2023-03-23
2023-03-24,0.00352868,2023-03-24
2023-03-25,0.00352851,2023-03-25
2023-03-26,0.00352835,2023-03-26
2023-03-27,0.00352818,2023-03-27
2023-03-28,0.00352803,2023-03-28
2023-03-29,0.00352786,2023-03-29
2023-03-30,0.00352768,2023-03-30
2023-03-31,0.00352752,2023-03-31
2023-04-01,0.00352736,2023-04-01
2023-04-02,0.00352719,2023-04-02
2023-04-03,0.00352704,2023-04-03
2023-04-04,0.00352686,2023-04-04
2023-04-05,0.0035267,2023-04-05
2023-04-06,0.00352652,2023-04-06
2023-04-07,0.00352635,2023-04-07
2023-04-08,0.00352619,2023-04-08
2023-04-09,0.00352602,2023-04-09
2023-04-10,0.00352588,2023-04-10
2023-04-11,0.0035257,2023-04-11
2023-04-12,0.00352552,2023-04-12
2023-04-13,0.00352536,2023-04-13
2023-04-14,0.0035252,2023-04-14
2023-04-15,0.00352502,2023-04-15
2023-04-16,0.00352488,2023-04-16
2023-04-17,0.0035247,2023-04-17
2023-04-18,0.00352451,2023-04-18
2023-04-19,0.00352436,2023-04-19
2023-04-20,0.0035242,2023-04-20
2023-04-21,0.00352404,2023-04-21
2023-04-22,0.00352387,2023-04-22
2023-04-23,0.0035237,2023-04-23
2023-04-24,0.00352354,2023-04-24
2023-04-25,0.0035234,2023-04-25
2023-04-26,0.00352325,2023-04-26
2023-04-27,0.0035231,2023-04-27
2023-04-28,0.00352294,2023-04-28
2023-04-29,0.00352278,2023-04-29
2023-04-30,0.00352261,2023-04-30
2023-05-01,0.00352241,2023-05-01
2023-05-02,0.00352226,2023-05-02
2023-05-03,0.0035221,2023-05-03
2023-05-04,0.00352193,2023-05-04
2023-05-05,0.0035218,2023-05-05
2023-05-06,0.00352163,2023-05-06
2023-05-07,0.00352147,2023-05-07
2023-05-08,0.00352132,2023-05-08
2023-05-09,0.00352114,2023-05-09
2023-05-10,0.00352095,2023-05-10
2023-05-11,0.00352078,2023-05-11
2023-05-12,0.00352062,2023-05-12
2023-05-13,0.00352045,2023-05-13
2023-05-14,0.00352026,2023-05-14
2023-05-15,0.00352009,2023-05-15
2023-05-16,0.00351992,2023-05-16
2023-05-17,0.00351973,2023-05-17
2023-05-18,0.00351957,2023-05-18
2023-05-19,0.0035194,2023-05-19
2023-05-20,0.00351926,2023-05-20
2023-05-21,0.00351908,2023-05-21
2023-05-22,0.00351892,2023-05-22
2023-05-23,0.00351875,2023-05-23
2023-05-24,0.00351859,2023-05-24
2023-05-25,0.00351841,2023-05-25
2023-05-26,0.00351824,2023-05-26
2023-05-27,0.00351808,2023-05-27
2023-05-28,0.00351789,2023-05-28
2023-05-29,0.00351771,2023-05-29
2023-05-30,0.00351754,2023-05-30
2023-05-31,0.00351738,2023-05-31
2023-06-01,0.00351723,2023-06-01
2023-06-02,0.00351704,2023-06-02
2023-06-03,0.00351689,2023-06-03
2023-06-04,0.00351673,2023-06-04
2023-06-05,0.00351657,2023-06-05
2023-06-06,0.0035164,2023-06-06
2023-06-07,0.00351625,2023-06-07
2023-06-08,0.00351607,2023-06-08
2023-06-09,0.00351588,2023-06-09
2023-06-10,0.0035157,2023-06-10
2023-06-11,0.00351552,2023-06-11
2023-06-12,0.00351534,2023-06-12
2023-06-13,0.00351518,2023-06-13
2023-06-14,0.00351504,2023-06-14
2023-06-15,0.00351487,2023-06-15
2023-06-16,0.0035147,2023-06-16
2023-06-17,0.00351454,2023-06-17
2023-06-18,0.00351437,2023-06-18
2023-06-19,0.00351421,2023-06-19
2023-06-20,0.00351405,2023-06-20
2023-06-21,0.00351392,2023-06-21
2023-06-22,0.00351376,2023-06-22
2023-06-23,0.00351362,2023-06-23
2023-06-24,0.00351346,2023-06-24
2023-06-25,0.00351328,2023-06-25
2023-06-26,0.00351312,2023-06-26
2023-06-27,0.00351296,2023-06-27
2023-06-28,0.00351284,2023-06-28
2023-06-29,0.00351267,2023-06-29
2023-06-30,0.00351249,2023-06-30
2023-07-01,0.00351234,2023-07-01
2023-07-02,0.00351215,2023-07-02
2023-07-03,0.00351199,2023-07-03
2023-07-04,0.00351184,2023-07-04
2023-07-05,0.00351166,2023-07-05
2023-07-06,0.0035115,2023-07-06
2023-07-07,0.0035113,2023-07-07
2023-07-08,0.0035111,2023-07-08
2023-07-09,0.00351091,2023-07-09
2023-07-10,0.00351074,2023-07-10
2023-07-11,0.00351059,2023-07-11
2023-07-12,0.00351042,2023-07-12
2023-07-13,0.00351029,2023-07-13
2023-07-14,0.00351013,2023-07-14
2023-07-15,0.00350998,2023-07-15
2023-07-16,0.0035098,2023-07-16
2023-07-17,0.00350965,2023-07-17
2023-07-18,0.00350946,2023-07-18
2023-07-19,0.0035093,2023-07-19
2023-07-20,0.00350915,2023-07-20
2023-07-21,0.00350903,2023-07-21
2023-07-22,0.00350888,2023-07-22
2023-07-23,0.00350871,2023-07-23
2023-07-24,0.00350854,2023-07-24
2023-07-25,0.00350838,2023-07-25
2023-07-26,0.00350822,2023-07-26
2023-07-27,0.00350807,2023-07-27
2023-07-28,0.00350791,2023-07-28
2023-07-29,0.00350776,2023-07-29
2023-07-30,0.00350757,2023-07-30
2023-07-31,0.00350741,2023-07-31
2023-08-01,0.00350725,2023-08-01
2023-08-02,0.00350708,2023-08-02
2023-08-03,0.00350691,2023-08-03
2023-08-04,0.00350677,2023-08-04
2023-08-05,0.0035066,2023-08-05
2023-08-06,0.00350642,2023-08-06
2023-08-07,0.00350625,2023-08-07
2023-08-08,0.00350611,2023-08-08
2023-08-09,0.00350593,2023-08-09
2023-08-10,0.00350579,2023-08-10
2023-08-11,0.00350562,2023-08-11
2023-08-12,0.00350543,2023-08-12
2023-08-13,0.00350528,2023-08-13
2023-08-14,0.00350508,2023-08-14
2023-08-15,0.00350489,2023-08-15
2023-08-16,0.00350471,2023-08-16
2023-08-17,0.00350453,2023-08-17
2023-08-18,0.00350437,2023-08-18
2023-08-19,0.00350422,2023-08-19
2023-08-20,0.00350403,2023-08-20
2023-08-21,0.00350385,2023-08-21
2023-08-22,0.00350369,2023-08-22
2023-08-23,0.00350353,2023-08-23
2023-08-24,0.00350337,2023-08-24
2023-08-25,0.00350322,2023-08-25
2023-08-26,0.00350307,2023-08-26
2023-08-27,0.00350294,2023-08-27
2023-08-28,0.0035028,2023-08-28
2023-08-29,0.00350263,2023-08-29
2023-08-30,0.00350248,2023-08-30
2023-08-31,0.00350232,2023-08-31
2023-09-01,0.00350215,2023-09-01
2023-09-02,0.00350198,2023-09-02
2023-09-03,0.0035018,2023-09-03
2023-09-04,0.00350164,2023-09-04
2023-09-05,0.0035015,2023-09-05
2023-09-06,0.00350135,2023-09-06
2023-09-07,0.00350118,2023-09-07
2023-09-08,0.00350103,2023-09-08
2023-09-09,0.00350086,2023-09-09
2023-09-10,0.0035007,2023-09-10
2023-09-11,0.00350052,2023-09-11
2023-09-12,0.00350036,2023-09-12
2023-09-13,0.0035002,2023-09-13
2023-09-14,0.00350001,2023-09-14
2023-09-15,0.0034998,2023-09-15
2023-09-16,0.00349963,2023-09-16
2023-09-17,0.00349946,2023-09-17
2023-09-18,0.00349929,2023-09-18
2023-09-19,0.00349913,2023-09-19
2023-09-20,0.00349897,2023-09-20
2023-09-21,0.00349881,2023-09-21
2023-09-22,0.00349867,2023-09-22
2023-09-23,0.00349849,2023-09-23
2023-09-24,0.00349833,2023-09-24
2023-09-25,0.00349817,2023-09-25
2023-09-26,0.00349801,2023-09-26
2023-09-27,0.00349784,2023-09-27
2023-09-28,0.00349767,2023-09-28
2023-09-29,0.00349751,2023-09-29
2023-09-30,0.00349735,2023-09-30
2023-10-01,0.0034972,2023-10-01
2023-10-02,0.00349702,2023-10-02
2023-10-03,0.00349684,2023-10-03
2023-10-04,0.00349669,2023-10-04
2023-10-05,0.00349653,2023-10-05
2023-10-06,0.00349635,2023-10-06
2023-10-07,0.00349616,2023-10-07
2023-10-08,0.00349599,2023-10-08
2023-10-09,0.00349582,2023-10-09
2023-10-10,0.00349564,2023-10-10
2023-10-11,0.00349546,2023-10-11
2023-10-12,0.00349527,2023-10-12
2023-10-13,0.00349512,2023-10-13
2023-10-14,0.00349496,2023-10-14
2023-10-15,0.00349477,2023-10-15
2023-10-16,0.00349461,2023-10-16
2023-10-17,0.00349443,2023-10-17
2023-10-18,0.00349427,2023-10-18
2023-10-19,0.00349411,2023-10-19
2023-10-20,0.00349396,2023-10-20
2023-10-21,0.00349379,2023-10-21
2023-10-22,0.00349362,2023-10-22
2023-10-23,0.00349345,2023-10-23
2023-10-24,0.00349331,2023-10-24
2023-10-25,0.00349315,2023-10-25
2023-10-26,0.00349298,2023-10-26
2023-10-27,0.00349281,2023-10-27
2023-10-28,0.00349263,2023-10-28
2023-10-29,0.00349247,2023-10-29
2023-10-30,0.0034923,2023-10-30
2023-10-31,0.00349213,2023-10-31
2023-11-01,0.00349196,2023-11-01
2023-11-02,0.0034918,2023-11-02
2023-11-03,0.00349165,2023-11-03
2023-11-04,0.00349146,2023-11-04
2023-11-05,0.00349128,2023-11-05
2023-11-06,0.00349113,2023-11-06
2023-11-07,0.00349099,2023-11-07
2023-11-08,0.00349082,2023-11-08
2023-11-09,0.00349066,2023-11-09
2023-11-10,0.00349049,2023-11-10
2023-11-11,0.00349031,2023-11-11
2023-11-12,0.00349013,2023-11-12
2023-11-13,0.00348999,2023-11-13
2023-11-14,0.00348984,2023-11-14
2023-11-15,0.00348968,2023-11-15
2023-11-16,0.00348951,2023-11-16
2023-11-17,0.00348934,2023-11-17
2023-11-18,0.00348918,2023-11-18
2023-11-19,0.00348899,2023-11-19
2023-11-20,0.0034888,2023-11-20
2023-11-21,0.00348863,2023-11-21
2023-11-22,0.00348847,2023-11-22
2023-11-23,0.00348836,2023-11-23
2023-11-24,0.00348812,2023-11-24
2023-11-25,0.00348795,2023-11-25
2023-11-26,0.00348778,2023-11-26
2023-11-27,0.00348764,2023-11-27
2023-11-28,0.00348747,2023-11-28
2023-11-29,0.00348732,2023-11-29
2023-11-30,0.00348717,2023-11-30
2023-12-01,0.00348698,2023-12-01
2023-12-02,0.00348684,2023-12-02
2023-12-03,0.00348666,2023-12-03
2023-12-04,0.00348649,2023-12-04
2023-12-05,0.00348633,2023-12-05
2023-12-06,0.00348618,2023-12-06
2023-12-07,0.00348605,2023-12-07
2023-12-08,0.0034859,2023-12-08
2023-12-09,0.00348573,2023-12-09
2023-12-10,0.00348557,2023-12-10
2023-12-11,0.0034854,2023-12-11
2023-12-12,0.00348524,2023-12-12
2023-12-13,0.00348507,2023-12-13
2023-12-14,0.00348491,2023-12-14
2023-12-15,0.00348473,2023-12-15
2023-12-16,0.00348456,2023-12-16
2023-12-17,0.00348439,2023-12-17
2023-12-18,0.0034842,2023-12-18
2023-12-19,0.00348402,2023-12-19
2023-12-20,0.00348386,2023-12-20
2023-12-21,0.0034837,2023-12-21
2023-12-22,0.00348351,2023-12-22
2023-12-23,0.00348333,2023-12-23
2023-12-24,0.00348314,2023-12-24
2023-12-25,0.00348299,2023-12-25
2023-12-26,0.00348284,2023-12-26
2023-12-27,0.00348269,2023-12-27
2023-12-28,0.00348256,2023-12-28
2023-12-29,0.00348239,2023-12-29
2023-12-30,0.00348223,2023-12-30
2023-12-31,0.00348206,2023-12-31
2024-01-01,0.00348188,2024-01-01
2024-01-02,0.00348174,2024-01-02
2024-01-03,0.00348156,2024-01-03
2024-01-04,0.00348137,2024-01-04
2024-01-05,0.00348122,2024-01-05
2024-01-06,0.00348106,2024-01-06
2024-01-07,0.00348093,2024-01-07
2024-01-08,0.0034808,2024-01-08
2024-01-09,0.00348063,2024-01-09
2024-01-10,0.00348048,2024-01-10
2024-01-11,0.00348029,2024-01-11
2024-01-12,0.0034801,2024-01-12
2024-01-13,0.00347993,2024-01-13
2024-01-14,0.00347978,2024-01-14
2024-01-15,0.00347966,2024-01-15
2024-01-16,0.00347952,2024-01-16
2024-01-17,0.00347938,2024-01-17
2024-01-18,0.00347923,2024-01-18
2024-01-19,0.00347908,2024-01-19
2024-01-20,0.00347892,2024-01-20
2024-01-21,0.00347877,2024-01-21
2024-01-22,0.00347859,2024-01-22
2024-01-23,0.00347842,2024-01-23
2024-01-24,0.00347825,2024-01-24
2024-01-25,0.00347805,2024-01-25
2024-01-26,0.00347788,2024-01-26
2024-01-27,0.00347769,2024-01-27
2024-01-28,0.00347752,2024-01-28
2024-01-29,0.00347734,2024-01-29
2024-01-30,0.00347718,2024-01-30
2024-01-31,0.00347704,2024-01-31
2024-02-01,0.00347687,2024-02-01
2024-02-02,0.00347666,2024-02-02
2024-02-03,0.00347649,2024-02-03
2024-02-04,0.00347632,2024-02-04
2024-02-05,0.00347615,2024-02-05
2024-02-06,0.00347596,2024-02-06
2024-02-07,0.00347578,2024-02-07
2024-02-08,0.00347563,2024-02-08
2024-02-09,0.00347545,2024-02-09
2024-02-10,0.00347528,2024-02-10
2024-02-11,0.00347513,2024-02-11
2024-02-12,0.00347493,2024-02-12
2024-02-13,0.00347478,2024-02-13
2024-02-14,0.00347463,2024-02-14
2024-02-15,0.00347445,2024-02-15
2024-02-16,0.0034743,2024-02-16
2024-02-17,0.00347414,2024-02-17
2024-02-18,0.003474,2024-02-18
2024-02-19,0.00347385,2024-02-19
2024-02-20,0.0034737,2024-02-20
2024-02-21,0.00347355,2024-02-21
2024-02-22,0.0034734,2024-02-22
2024-02-23,0.00347322,2024-02-23
2024-02-24,0.00347307,2024-02-24
2024-02-25,0.00347289,2024-02-25
2024-02-26,0.00347274,2024-02-26
2024-02-27,0.0034726,2024-02-27
2024-02-28,0.00347243,2024-02-28
2024-02-29,0.00347229,2024-02-29
2024-03-01,0.00347212,2024-03-01
2024-03-02,0.00347198,2024-03-02
2024-03-03,0.0034718,2024-03-03
2024-03-04,0.00347166,2024-03-04
2024-03-05,0.00347148,2024-03-05
2024-03-06,0.00347132,2024-03-06
2024-03-07,0.00347112,2024-03-07
2024-03-08,0.00347095,2024-03-08
2024-03-09,0.00347077,2024-03-09
2024-03-10,0.00347062,2024-03-10
2024-03-11,0.00347043,2024-03-11
2024-03-12,0.00347027,2024-03-12
2024-03-13,0.0034701,2024-03-13
2024-03-14,0.00346994,2024-03-14
2024-03-15,0.0034698,2024-03-15
2024-03-16,0.00346964,2024-03-16
2024-03-17,0.00346948,2024-03-17
2024-03-18,0.00346932,2024-03-18
2024-03-19,0.00346915,2024-03-19
2024-03-20,0.00346898,2024-03-20
2024-03-21,0.00346885,2024-03-21
2024-03-22,0.0034687,2024-03-22
2024-03-23,0.00346853,2024-03-23
2024-03-24,0.00346834,2024-03-24
2024-03-25,0.0034682,2024-03-25
2024-03-26,0.00346805,2024-03-26
2024-03-27,0.0034679,2024-03-27
2024-03-28,0.00346773,2024-03-28
2024-03-29,0.00346757,2024-03-29
2024-03-30,0.0034674,2024-03-30
2024-03-31,0.00346725,2024-03-31
2024-04-01,0.00346709,2024-04-01
2024-04-02,0.00346692,2024-04-02
2024-04-03,0.00346677,2024-04-03
2024-04-04,0.00346662,2024-04-04
2024-04-05,0.00346645,2024-04-05
2024-04-06,0.00346628,2024-04-06
2024-04-07,0.0034661,2024-04-07
2024-04-08,0.00346592,2024-04-08
2024-04-09,0.00346576,2024-04-09
2024-04-10,0.00346559,2024-04-10
2024-04-11,0.00346545,2024-04-11
2024-04-12,0.0034653,2024-04-12
2024-04-13,0.00346512,2024-04-13
2024-04-14,0.00346495,2024-04-14
2024-04-15,0.00346479,2024-04-15
2024-04-16,0.00346461,2024-04-16
2024-04-17,0.00346446,2024-04-17
2024-04-18,0.0034643,2024-04-18
2024-04-19,0.00346413,2024-04-19
2024-04-20,0.00346406,2024-04-20
2024-04-21,0.00346398,2024-04-21
2024-04-22,0.0034639,2024-04-22
2024-04-23,0.00346381,2024-04-23
2024-04-24,0.00346372,2024-04-24
2024-04-25,0.00346364,2024-04-25
2024-04-26,0.00346357,2024-04-26
2024-04-27,0.00346349,2024-04-27
2024-04-28,0.00346342,2024-04-28
2024-04-29,0.00346335,2024-04-29
2024-04-30,0.00346327,2024-04-30
2024-05-01,0.0034632,2024-05-01
2024-05-02,0.00346312,2024-05-02
2024-05-03,0.00346305,2024-05-03
2024-05-04,0.00346297,2024-05-04
2024-05-05,0.00346289,2024-05-05
2024-05-06,0.00346282,2024-05-06
2024-05-07,0.00346276,2024-05-07
2024-05-08,0.00346269,2024-05-08
2024-05-09,0.00346261,2024-05-09
2024-05-10,0.00346253,2024-05-10
2024-05-11,0.00346244,2024-05-11
2024-05-12,0.00346237,2024-05-12
2024-05-13,0.00346229,2024-05-13
2024-05-14,0.00346221,2024-05-14
2024-05-15,0.00346214,2024-05-15
2024-05-16,0.00346206,2024-05-16
2024-05-17,0.00346197,2024-05-17
2024-05-18,0.0034619,2024-05-18
2024-05-19,0.00346182,2024-05-19
2024-05-20,0.00346173,2024-05-20
2024-05-21,0.00346166,2024-05-21
2024-05-22,0.00346157,2024-05-22
2024-05-23,0.00346148,2024-05-23
2024-05-24,0.00346139,2024-05-24
2024-05-25,0.0034613,2024-05-25
2024-05-26,0.00346121,2024-05-26
2024-05-27,0.00346114,2024-05-27
2024-05-28,0.00346107,2024-05-28
2024-05-29,0.00346099,2024-05-29
2024-05-30,0.00346093,2024-05-30
2024-05-31,0.00346085,2024-05-31
2024-06-01,0.00346077,2024-06-01
2024-06-02,0.00346069,2024-06-02
2024-06-03,0.00346061,2024-06-03
2024-06-04,0.00346053,2024-06-04
2024-06-05,0.00346046,2024-06-05
2024-06-06,0.00346039,2024-06-06
2024-06-07,0.00346031,2024-06-07
2024-06-08,0.00346022,2024-06-08
2024-06-09,0.00346014,2024-06-09
2024-06-10,0.00346006,2024-06-10
2024-06-11,0.00345999,2024-06-11
2024-06-12,0.00345991,2024-06-12
2024-06-13,0.00345983,2024-06-13
2024-06-14,0.00345976,2024-06-14
2024-06-15,0.00345969,2024-06-15
2024-06-16,0.0034596,2024-06-16
2024-06-17,0.00345952,2024-06-17
2024-06-18,0.00345944,2024-06-18
2024-06-19,0.00345936,2024-06-19
2024-06-20,0.00345929,2024-06-20
2024-06-21,0.00345921,2024-06-21
2024-06-22,0.00345913,2024-06-22
2024-06-23,0.00345907,2024-06-23
2024-06-24,0.00345899,2024-06-24
2024-06-25,0.00345892,2024-06-25
2024-06-26,0.00345885,2024-06-26
2024-06-27,0.00345878,2024-06-27
2024-06-28,0.00345871,2024-06-28
2024-06-29,0.00345862,2024-06-29
2024-06-30,0.00345855,2024-06-30
2024-07-01,0.00345848,2024-07-01
2024-07-02,0.0034584,2024-07-02
2024-07-03,0.00345832,2024-07-03
2024-07-04,0.00345824,2024-07-04
2024-07-05,0.00345817,2024-07-05
2024-07-06,0.00345808,2024-07-06
2024-07-07,0.00345801,2024-07-07
2024-07-08,0.00345792,2024-07-08
2024-07-09,0.00345783,2024-07-09
2024-07-10,0.00345776,2024-07-10
2024-07-11,0.00345768,2024-07-11
2024-07-12,0.0034576,2024-07-12
2024-07-13,0.00345752,2024-07-13
2024-07-14,0.00345742,2024-07-14
2024-07-15,0.00345734,2024-07-15
2024-07-16,0.00345726,2024-07-16
2024-07-17,0.00345717,2024-07-17
2024-07-18,0.0034571,2024-07-18
2024-07-19,0.00345702,2024-07-19
2024-07-20,0.00345693,2024-07-20
2024-07-21,0.00345684,2024-07-21
2024-07-22,0.00345674,2024-07-22
2024-07-23,0.00345665,2024-07-23
2024-07-24,0.00345657,2024-07-24
2024-07-25,0.00345648,2024-07-25
2024-07-26,0.0034564,2024-07-26
2024-07-27,0.00345631,2024-07-27
2024-07-28,0.00345623,2024-07-28
2024-07-29,0.00345613,2024-07-29
2024-07-30,0.00345605,2024-07-30
2024-07-31,0.00345597,2024-07-31
2024-08-01,0.0034559,2024-08-01
2024-08-02,0.00345583,2024-08-02
2024-08-03,0.00345575,2024-08-03
2024-08-04,0.00345568,2024-08-04
2024-08-05,0.00345559,2024-08-05
2024-08-06,0.00345551,2024-08-06
2024-08-07,0.00345545,2024-08-07
2024-08-08,0.00345538,2024-08-08
2024-08-09,0.00345531,2024-08-09
2024-08-10,0.00345524,2024-08-10
2024-08-11,0.00345515,2024-08-11
2024-08-12,0.00345507,2024-08-12
2024-08-13,0.00345499,2024-08-13
2024-08-14,0.00345492,2024-08-14
2024-08-15,0.00345483,2024-08-15
2024-08-16,0.00345475,2024-08-16
2024-08-17,0.00345467,2024-08-17
2024-08-18,0.00345459,2024-08-18
2024-08-19,0.00345452,2024-08-19
2024-08-20,0.00345443,2024-08-20
2024-08-21,0.00345435,2024-08-21
2024-08-22,0.00345427,2024-08-22
2024-08-23,0.00345418,2024-08-23
2024-08-24,0.00345409,2024-08-24
2024-08-25,0.00345402,2024-08-25
2024-08-26,0.00345395,2024-08-26
2024-08-27,0.00345387,2024-08-27
2024-08-28,0.00345378,2024-08-28
2024-08-29,0.00345371,2024-08-29
2024-08-30,0.00345363,2024-08-30
2024-08-31,0.00345355,2024-08-31
2024-09-01,0.00345347,2024-09-01
2024-09-02,0.00345338,2024-09-02
2024-09-03,0.0034533,2024-09-03
2024-09-04,0.00345322,2024-09-04
2024-09-05,0.00345313,2024-09-05
2024-09-06,0.00345305,2024-09-06
2024-09-07,0.00345297,2024-09-07
2024-09-08,0.00345288,2024-09-08
2024-09-09,0.0034528,2024-09-09
2024-09-10,0.00345272,2024-09-10
2024-09-11,0.00345266,2024-09-11
2024-09-12,0.00345258,2024-09-12
2024-09-13,0.00345251,2024-09-13
2024-09-14,0.00345244,2024-09-14
2024-09-15,0.00345235,2024-09-15
2024-09-16,0.00345229,2024-09-16
2024-09-17,0.0034522,2024-09-17
2024-09-18,0.00345213,2024-09-18
2024-09-19,0.00345206,2024-09-19
2024-09-20,0.00345198,2024-09-20
2024-09-21,0.00345191,2024-09-21
2024-09-22,0.00345184,2024-09-22
2024-09-23,0.00345176,2024-09-23
2024-09-24,0.00345168,2024-09-24
2024-09-25,0.0034516,2024-09-25
2024-09-26,0.00345153,2024-09-26
2024-09-27,0.00345145,2024-09-27
2024-09-28,0.00345138,2024-09-28
2024-09-29,0.0034513,2024-09-29
2024-09-30,0.00345122,2024-09-30
2024-10-01,0.00345114,2024-10-01
2024-10-02,0.00345105,2024-10-02
2024-10-03,0.00345097,2024-10-03
2024-10-04,0.00345087,2024-10-04
2024-10-05,0.00345079,2024-10-05
2024-10-06,0.00345071,2024-10-06
2024-10-07,0.00345062,2024-10-07
2024-10-08,0.00345053,2024-10-08
2024-10-09,0.00345046,2024-10-09
2024-10-10,0.00345038,2024-10-10
2024-10-11,0.0034503,2024-10-11
2024-10-12,0.00345022,2024-10-12
