start_time,date,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total
2023-08-25,2023-08-25,0.47075725,0.61673938,2022.35722106,11001.12627316
2023-08-26,2023-08-26,0.41733173,0.6078115,1800.10768808,8288.20810084
2023-08-27,2023-08-27,0.50166423,0.60423398,2652.51458115,7605.22975837
2023-08-28,2023-08-28,0.40892255,0.57514429,1299.6872662,7834.13826772
2023-08-29,2023-08-29,0.66966736,0.57766555,3561.12788676,14709.24359881
2023-08-30,2023-08-30,0.5419373,0.51659001,1746.80892171,11011.62399459
2023-08-31,2023-08-31,0.58341872,0.51338559,3249.35525131,14094.81280572
2023-09-01,2023-09-01,0.72535785,0.54975711,4984.65387035,18561.1821512
2023-09-02,2023-09-02,0.40353129,0.54778561,1697.7469018,8459.6300246
2023-09-03,2023-09-03,0.4441112,0.53956375,1651.9040372,7228.79808246
2023-09-04,2023-09-04,0.43830225,0.54376085,1489.1075616,7952.11768391
2023-09-05,2023-09-05,0.46401396,0.5143818,1684.11744572,8868.69876291
2023-09-06,2023-09-06,0.45954875,0.502612,1713.58879216,9498.41318985
2023-09-07,2023-09-07,0.50541411,0.49146849,2053.33270341,10622.79380426
2023-09-08,2023-09-08,0.42940823,0.44918997,1924.08641685,9309.99986511
2023-09-09,2023-09-09,0.36205591,0.44326492,2060.9444056,7182.10301503
2023-09-10,2023-09-10,0.47085577,0.44708557,1896.72436678,7344.87922064
2023-09-11,2023-09-11,0.55701302,0.46404425,1933.19419509,10887.93351392
2023-09-12,2023-09-12,0.5986475,0.48327761,1955.46953864,12090.88357215
2023-09-13,2023-09-13,0.45102713,0.48206024,1516.851432,9188.77575762
2023-09-14,2023-09-14,0.52774041,0.48524971,1978.71073502,11172.79232422
2023-09-15,2023-09-15,0.4143858,0.48310365,1810.88844582,9686.68245084
2023-09-16,2023-09-16,0.40011422,0.48854055,1528.87906795,7399.31224199
2023-09-17,2023-09-17,0.35511106,0.47200559,1232.97713798,5254.22319146
2023-09-18,2023-09-18,0.57637562,0.47477168,1554.95534104,10264.67349322
2023-09-19,2023-09-19,0.55315202,0.46827232,2747.6145558,11289.2796501
2023-09-20,2023-09-20,0.56615108,0.4847186,2861.80823915,11833.12379884
2023-09-21,2023-09-21,0.53381894,0.48558696,2394.61375262,10751.64720558
2023-09-22,2023-09-22,0.51828557,0.50042979,4442.20388952,10700.00566709
2023-09-23,2023-09-23,0.28005852,0.48327897,1042.07810262,5296.74671304
2023-09-24,2023-09-24,0.49193893,0.50282581,1826.88646889,7527.6494304
2023-09-25,2023-09-25,0.62384237,0.50960678,2144.91940704,12010.83715828
2023-09-26,2023-09-26,0.56646098,0.51150806,2046.17494832,11141.15446384
2023-09-27,2023-09-27,0.59617712,0.51579749,1990.58080191,12151.87826486
2023-09-28,2023-09-28,0.76873658,0.54935715,5812.0852494,16602.40386725
2023-09-29,2023-09-29,0.39758266,0.53211388,1857.05054128,9844.94187917
2023-09-30,2023-09-30,0.31512753,0.53712374,1135.8661348,6402.13083526
2023-10-01,2023-10-01,0.38369408,0.52166019,1981.00005741,6669.75425851
2023-10-02,2023-10-02,0.68377411,0.53022187,2535.65437472,15159.95583056
2023-10-03,2023-10-03,0.45769443,0.51468379,1530.79655244,9775.43754759
2023-10-04,2023-10-04,0.41422772,0.48869102,1620.14908726,8635.81959611
2023-10-05,2023-10-05,0.48902173,0.44873175,1407.22102556,10602.48022422
2023-10-06,2023-10-06,0.47574061,0.45989717,2123.36246872,10773.62188433
2023-10-07,2023-10-07,0.33812417,0.46318241,1109.17892274,6533.23517908
2023-10-08,2023-10-08,0.34499553,0.45765404,1301.76825129,5148.3683208
2023-10-09,2023-10-09,0.63322952,0.45043339,2078.29287266,11177.76752294
2023-10-10,2023-10-10,0.46716157,0.45178584,1613.00755331,9044.24794584
2023-10-11,2023-10-11,0.69968179,0.49256499,3924.89592325,13934.86255274
2023-10-12,2023-10-12,0.67119879,0.51859028,3125.64996339,13745.47999369
2023-10-13,2023-10-13,0.44400473,0.51405659,1524.60402949,9847.58081821
2023-10-14,2023-10-14,0.30720463,0.50963951,1009.69830213,5729.36630626
2023-10-15,2023-10-15,0.48593795,0.52977414,1892.2392945,7236.58801847
2023-10-16,2023-10-16,0.8254198,0.55722989,3446.35845517,16987.96489002
2023-10-17,2023-10-17,0.58803271,0.5744972,1544.33672581,11912.3665987
2023-10-18,2023-10-18,0.53111349,0.55041601,3200.90989801,10681.75457255
2023-10-19,2023-10-19,0.49576244,0.52535368,1944.64827414,10156.68504106
2023-10-20,2023-10-20,0.70319052,0.56238022,2404.13371333,16893.44905411
2023-10-21,2023-10-21,0.5404416,0.59569979,1793.20446683,10648.8612078
2023-10-22,2023-10-22,0.53746581,0.60306091,1483.81106482,8309.22134764
2023-10-23,2023-10-23,0.76673376,0.59467719,2559.9905869,16289.25863092
2023-10-24,2023-10-24,1.11799035,0.67038542,4849.49537442,26732.26724498
2023-10-25,2023-10-25,0.69006139,0.69309227,2880.62312127,15304.18154555
2023-10-26,2023-10-26,0.57013246,0.70371656,1746.50899401,12124.43692212
2023-10-27,2023-10-27,0.6074132,0.69003408,3462.33075164,13728.75309675
2023-10-28,2023-10-28,0.45888256,0.67838279,1712.91886168,8562.74853739
2023-10-29,2023-10-29,0.3945245,0.6579626,1049.00047679,6076.46631909
2023-10-30,2023-10-30,0.62899592,0.63828577,2200.85449383,11889.28093223
2023-10-31,2023-10-31,0.52697245,0.55385464,1404.41854946,10870.38777034
2023-11-01,2023-11-01,0.67835487,0.55218228,3872.71643813,14453.02895158
2023-11-02,2023-11-02,0.68254588,0.56824134,5122.72832918,15932.66856863
2023-11-03,2023-11-03,0.45325372,0.54621856,1602.54350817,9424.95791915
2023-11-04,2023-11-04,0.34162938,0.5294681,1435.21460145,6660.74795481
2023-11-05,2023-11-05,0.41126147,0.5318591,1476.49688208,6887.39585406
2023-11-06,2023-11-06,0.56055061,0.5220812,1970.53219642,9997.42019364
2023-11-07,2023-11-07,0.31051515,0.49115873,2174.31548606,6198.81403089
2023-11-08,2023-11-08,0.20214895,0.42312931,1593.33811385,3748.65006474
2023-11-09,2023-11-09,0.63250539,0.41598067,3839.07668351,12708.93088653
2023-11-10,2023-11-10,1.59085022,0.57849445,6706.42007106,35720.9508682
2023-11-11,2023-11-11,0.4997575,0.60108418,2108.79821179,8553.34957242
2023-11-12,2023-11-12,0.70250611,0.64269056,2227.00203326,8614.1299444
2023-11-13,2023-11-13,0.56034855,0.6426617,2015.92592235,9274.32881485
2023-11-14,2023-11-14,0.67296776,0.69444064,2851.8142301,11784.33849401
2023-11-15,2023-11-15,0.71335116,0.76746953,3037.95392566,11598.37650322
2023-11-16,2023-11-16,0.47868202,0.74549476,1758.30130022,7574.18559788
2023-11-17,2023-11-17,0.53971542,0.59533265,3405.60042763,10444.57286261
2023-11-18,2023-11-18,0.37583596,0.57762957,2127.04909367,5180.89874183
2023-11-19,2023-11-19,0.4723613,0.54475174,2015.60667618,5628.65730199
2023-11-20,2023-11-20,0.69304331,0.56370813,1971.43464938,10582.07824074
2023-11-21,2023-11-21,0.71623673,0.56988941,3674.94603502,11274.99852861
2023-11-22,2023-11-22,0.7103634,0.56946259,3647.51045777,11487.99684562
2023-11-23,2023-11-23,0.49642249,0.57199694,1605.21142611,7663.2739823
2023-11-24,2023-11-24,0.57104607,0.57647275,2342.68557924,10427.30122756
2023-11-25,2023-11-25,0.44493187,0.5863436,1929.8629226,6261.08126175
2023-11-26,2023-11-26,0.58714594,0.6027414,2052.99952823,6719.88527958
2023-11-27,2023-11-27,0.74051557,0.60952315,3229.32038604,10376.84464341
2023-11-28,2023-11-28,0.63989888,0.59861775,2540.44098309,11241.74355029
2023-11-29,2023-11-29,0.56467815,0.57780557,2728.9506129,10648.70062954
2023-11-30,2023-11-30,0.5921441,0.59148008,2606.80704064,10410.4853925
2023-12-01,2023-12-01,0.58573711,0.5935788,2325.08183741,12564.64667239
2023-12-02,2023-12-02,0.55712357,0.60960619,2409.73034077,8976.93215573
2023-12-03,2023-12-03,0.48806257,0.59545142,1696.79784163,6875.82554674
2023-12-04,2023-12-04,0.90002673,0.61823873,3842.32780986,17765.62757002
2023-12-05,2023-12-05,0.58625516,0.61057534,2191.5889025,9200.10227663
2023-12-06,2023-12-06,0.93558446,0.66356196,3114.66273781,18528.3145748
2023-12-07,2023-12-07,0.9032576,0.70800674,6792.9808369,15222.60036395
2023-12-08,2023-12-08,0.63187593,0.714598,3429.26028773,11551.95571726
2023-12-09,2023-12-09,0.66542538,0.73006969,3482.59022822,10391.28273272
2023-12-10,2023-12-10,0.55962051,0.74029225,2266.58751924,6857.03007136
2023-12-11,2023-12-11,1.16437058,0.77805566,5777.73697974,18452.94492557
2023-12-12,2023-12-12,0.7042273,0.79490882,4124.06800264,13101.4446137
2023-12-13,2023-12-13,0.82757515,0.77947892,3796.30794681,12571.69406581
2023-12-14,2023-12-14,0.41937895,0.7103534,1743.6118435,5989.15079735
2023-12-15,2023-12-15,0.46868328,0.68704016,1800.47961573,7663.44030796
2023-12-16,2023-12-16,0.20749715,0.62162185,1245.95391659,2305.7083513
2023-12-17,2023-12-17,0.73867062,0.64720043,2477.38727465,8226.57464519
2023-12-18,2023-12-18,0.92019608,0.61231836,3238.28441962,13442.2244009
2023-12-19,2023-12-19,0.65282787,0.60497559,3604.3893235,9014.24717022
2023-12-20,2023-12-20,0.86823107,0.61078357,3028.02261155,12390.5255616
2023-12-21,2023-12-21,0.54297427,0.62844005,2060.62511519,7630.96035176
2023-12-22,2023-12-22,0.29764261,0.60400567,1344.38108072,5184.33902191
2023-12-23,2023-12-23,0.19827614,0.60268838,898.37685674,2749.69350379
2023-12-24,2023-12-24,0.28199825,0.53744947,1421.88979935,3256.51578268
2023-12-25,2023-12-25,1.78462542,0.66093938,2380.04942296,17721.33046522
2023-12-26,2023-12-26,0.54937447,0.64616032,2131.73531831,6033.77983414
2023-12-27,2023-12-27,0.51006552,0.59499381,2648.35885628,5743.84779377
2023-12-28,2023-12-28,0.33451315,0.56521365,1473.10838105,4452.70459042
2023-12-29,2023-12-29,0.29965766,0.56550152,1467.28567887,4244.35115526
2023-12-30,2023-12-30,1.61277603,0.76757293,3056.83005219,20745.13812004
2023-12-31,2023-12-31,1.25596442,0.90671095,5174.61716507,13077.10157247
2024-01-01,2024-01-01,0.47020214,0.7189362,1903.72626075,4918.31436745
2024-01-02,2024-01-02,1.25624497,0.8199177,3091.00559481,18388.91391795
2024-01-03,2024-01-03,1.10675403,0.90515891,5752.43280711,15889.66760968
2024-01-04,2024-01-04,0.83829058,0.97712712,2607.51807427,12577.71184653
2024-01-05,2024-01-05,0.83322927,1.05335163,3040.41348548,11876.84998281
2024-01-06,2024-01-06,0.72195617,0.92609165,3725.85383128,8989.79823027
2024-01-07,2024-01-07,0.62940989,0.83658386,2169.97397351,6308.57534374
2024-01-08,2024-01-08,1.16566512,0.93593572,4294.79057314,15291.19502585
2024-01-09,2024-01-09,0.85795703,0.87903744,2475.02837852,12922.54882016
2024-01-10,2024-01-10,1.15623348,0.88610593,3527.9150114,16127.14463637
2024-01-11,2024-01-11,1.43785078,0.97175739,6815.06566282,21518.87479201
2024-01-12,2024-01-12,1.39881925,1.05255596,5356.94970814,20492.70194165
2024-01-13,2024-01-13,0.7232425,1.05273972,2136.05390985,7070.41869404
2024-01-14,2024-01-14,0.75071927,1.07006963,2098.30601641,6170.16164293
2024-01-15,2024-01-15,1.0455472,1.05290993,3593.21872045,12078.16127099
2024-01-16,2024-01-16,0.7372951,1.03567251,1968.11513224,7418.66334194
2024-01-17,2024-01-17,0.81616323,0.98709105,2460.3698799,9803.75275254
2024-01-18,2024-01-18,0.83353517,0.90076025,2701.46080094,10639.24294011
2024-01-19,2024-01-19,0.93393218,0.83434781,2678.65010745,12188.74889878
2024-01-20,2024-01-20,0.58425737,0.81449279,1998.89391991,6581.65925866
2024-01-21,2024-01-21,0.42976744,0.76864253,1787.45226563,4640.62876442
2024-01-22,2024-01-22,1.03798278,0.7675619,3345.30038275,12074.85373312
2024-01-23,2024-01-23,0.99104326,0.80381163,2449.62365975,12006.48913495
2024-01-24,2024-01-24,0.76522677,0.796535,2541.82040115,9484.98584531
2024-01-25,2024-01-25,0.87840049,0.80294433,2453.6978031,10794.66358904
2024-01-26,2024-01-26,0.89055417,0.79674747,3672.1341918,11747.30008978
2024-01-27,2024-01-27,0.52947006,0.78892071,1998.47398313,5868.11666033
2024-01-28,2024-01-28,0.72530641,0.83114056,2295.69402821,6410.983388
2024-01-29,2024-01-29,0.99218492,0.82459801,3736.58836271,10911.05761206
2024-01-30,2024-01-30,0.97198327,0.82187516,4629.13325539,12288.78450501
2024-01-31,2024-01-31,0.74837538,0.81946781,2249.90272536,10008.02399148
2024-02-01,2024-02-01,0.94785384,0.82938972,3996.81362686,13640.56465031
2024-02-02,2024-02-02,0.63903932,0.79345903,2409.60589183,9286.51934791
2024-02-03,2024-02-03,0.52413576,0.79269699,1790.83159909,5445.2464173
2024-02-04,2024-02-04,0.67308071,0.78523617,2061.82083604,6170.13086601
2024-02-05,2024-02-05,0.86261608,0.76672634,3240.28678879,10222.86316925
2024-02-06,2024-02-06,0.6875281,0.72608988,2058.78742218,8838.17375003
2024-02-07,2024-02-07,0.72190609,0.72230856,2115.21639174,8763.93988821
2024-02-08,2024-02-08,0.93005714,0.71976617,3146.51762297,11951.23423899
2024-02-09,2024-02-09,0.92488225,0.76060088,3290.63762279,14239.48704837
2024-02-10,2024-02-10,0.59007041,0.77002011,2111.51708568,7518.67715479
2024-02-11,2024-02-11,0.94284539,0.80855792,4583.92914554,9716.02176948
2024-02-12,2024-02-12,0.82050826,0.80254252,2570.23604498,11917.88251331
2024-02-13,2024-02-13,0.64193671,0.79602946,1840.45401962,8609.65518303
2024-02-14,2024-02-14,0.93538838,0.82652693,5042.56010528,13058.02181792
2024-02-15,2024-02-15,0.67754628,0.79045395,1882.67273523,9227.50280351
2024-02-16,2024-02-16,0.63317831,0.74878196,1802.09784895,8402.90935893
2024-02-17,2024-02-17,0.71328771,0.76638443,2743.70581139,7646.44422704
2024-02-18,2024-02-18,0.73760082,0.73706378,2854.6750703,6733.5579304
2024-02-19,2024-02-19,0.67272292,0.71595159,2214.9059728,7739.00444228
2024-02-20,2024-02-20,0.97528203,0.76357235,3890.19386691,10728.10237466
2024-02-21,2024-02-21,1.17864885,0.79832385,5807.58504202,13284.55116787
2024-02-22,2024-02-22,0.8650713,0.82511313,3381.32023904,10117.87389942
2024-02-23,2024-02-23,0.86608161,0.85838503,3321.95376562,10088.98471493
2024-02-24,2024-02-24,0.54550306,0.8344158,1605.88163649,5693.96094371
2024-02-25,2024-02-25,0.70413638,0.82963516,1412.21845105,5390.16396385
2024-02-26,2024-02-26,0.83013497,0.8521226,1951.11260717,7787.49613602
2024-02-27,2024-02-27,1.39806661,0.9125204,3523.4756439,17038.23773752
2024-02-28,2024-02-28,1.29784395,0.92954827,3566.03290629,21483.21096971
2024-02-29,2024-02-29,1.38158746,1.00333629,3941.00953644,16443.65396407
2024-03-01,2024-03-01,1.2536936,1.05870943,3206.8465388,12741.28803783
2024-03-02,2024-03-02,0.860808,1.103753,2535.63234589,7933.20648344
2024-03-03,2024-03-03,1.03552471,1.15109419,2048.49556332,6857.24466013
2024-03-04,2024-03-04,1.34092506,1.2240642,2862.46172445,13251.02140486
2024-03-05,2024-03-05,1.88322709,1.29337284,4896.12712087,24178.75254439
2024-03-06,2024-03-06,1.64572279,1.34306982,2845.64237676,14660.09862168
2024-03-07,2024-03-07,1.43367546,1.35051096,3613.13247109,11746.10306295
2024-03-08,2024-03-08,1.61476043,1.40209193,3907.68911286,12792.13213464
2024-03-09,2024-03-09,1.26873747,1.46036757,2622.18800535,8407.92323512
2024-03-10,2024-03-10,1.90472506,1.58453905,4940.78268125,12123.57497892
2024-03-11,2024-03-11,2.18675394,1.70537175,5558.55927323,19969.43701242
2024-03-12,2024-03-12,1.57516533,1.66136293,3676.8814108,12958.88518005
2024-03-13,2024-03-13,1.44964008,1.63335111,3059.60829835,12071.15294613
2024-03-14,2024-03-14,2.03723341,1.71957367,5366.75392274,15014.4102551
2024-03-15,2024-03-15,1.81549078,1.74824944,4966.34585922,13694.24693419
2024-03-16,2024-03-16,1.81323388,1.82603464,2976.04798331,11004.51642452
2024-03-17,2024-03-17,1.44465053,1.76030971,2449.94207143,8228.72942122
2024-03-18,2024-03-18,1.70078505,1.69088558,2781.9570312,8645.09042837
2024-03-19,2024-03-19,3.37081643,1.94740717,7378.75758426,22297.95070293
2024-03-20,2024-03-20,2.20780109,2.05571588,3442.58328102,12619.79101249
2024-03-21,2024-03-21,2.69691104,2.14995554,5174.68263473,13597.82547447
2024-03-22,2024-03-22,2.02429907,2.1797853,3573.11447841,10141.73834152
2024-03-23,2024-03-23,1.4329796,2.12546326,2417.71391302,5645.93961942
2024-03-24,2024-03-24,1.44074922,2.12490593,2145.04194253,5499.33978913
2024-03-25,2024-03-25,2.20113074,2.19638388,3701.98120329,11736.42910324
2024-03-26,2024-03-26,2.3559935,2.05140918,3889.62365265,12877.86046638
2024-03-27,2024-03-27,2.60221731,2.10775435,3726.34309048,12514.06305133
2024-03-28,2024-03-28,2.22341129,2.04011153,3470.16297695,11252.68455172
2024-03-29,2024-03-29,1.81671316,2.0104564,2780.81255112,9152.60089222
2024-03-30,2024-03-30,1.53145256,2.02452397,1635.40746356,6311.11600337
2024-03-31,2024-03-31,1.4365592,2.02392539,1771.94463066,5006.40881699
2024-04-01,2024-04-01,2.02069604,1.99814901,3301.91405129,9291.16040247
2024-04-02,2024-04-02,2.72848401,2.05136194,4693.91996913,13077.62384231
2024-04-03,2024-04-03,1.49143687,1.89267902,2592.39951341,6259.56053668
2024-04-04,2024-04-04,1.93672505,1.85172384,2457.78400376,9083.24046887
2024-04-05,2024-04-05,2.93674541,2.01172845,7162.84254724,13188.92363542
2024-04-06,2024-04-06,1.18927352,1.96284573,1579.21689834,4547.78195526
2024-04-07,2024-04-07,1.50933493,1.97324226,1752.50471828,5321.91495337
2024-04-08,2024-04-08,2.58677666,2.05411092,3461.91780284,11759.48668981
2024-04-09,2024-04-09,2.77265858,2.06042157,5481.45373357,11603.57615824
2024-04-10,2024-04-10,2.36960843,2.18587465,3909.29177223,8416.84914527
2024-04-11,2024-04-11,1.64547617,2.14426767,2383.47658468,5563.35492936
2024-04-12,2024-04-12,2.82471539,2.12826338,3594.27726337,12324.23322857
2024-04-13,2024-04-13,2.41420147,2.30325309,3378.50085733,10216.9006097
2024-04-14,2024-04-14,3.05282968,2.52375234,3808.65590455,10596.37180256
2024-04-15,2024-04-15,2.29654355,2.48229047,3105.64312309,7629.11768198
2024-04-16,2024-04-16,2.74427988,2.47823637,4204.86245027,10875.58117005
2024-04-17,2024-04-17,2.73962503,2.53109588,3928.71043121,9322.94396501
2024-04-18,2024-04-18,7.09586783,3.30972326,19255.38910797,24956.16717192
2024-04-19,2024-04-19,2.57761776,3.2744236,3036.17615086,8910.82458599
2024-04-20,2024-04-20,1.59321276,3.1571395,1290.038632,2569.85218531
2024-04-21,2024-04-21,1.75004742,2.97102775,1610.013523,3302.3394822
2024-04-22,2024-04-22,1.94422362,2.92069633,2061.0869111,4790.5670114
2024-04-23,2024-04-23,1.63328394,2.76198262,2048.50029103,3304.13341062
2024-04-24,2024-04-24,4.19745021,2.97024336,4155.09787828,13792.82139338
2024-04-25,2024-04-25,2.1867499,2.2689408,2325.00519288,6940.74418681
2024-04-26,2024-04-26,1.47281616,2.111112,1954.65584498,5496.54989859
2024-04-27,2024-04-27,1.37010562,2.07923955,1588.82243745,4572.04244424
2024-04-28,2024-04-28,1.9700777,2.11067245,1679.52050015,6351.53051064
2024-04-29,2024-04-29,1.82447448,2.09356543,2649.37272659,6710.41713631
2024-04-30,2024-04-30,3.36298218,2.34066518,5798.50744577,13969.82799607
2024-05-01,2024-05-01,2.64293937,2.1185922,3407.90011831,11058.05834352
2024-05-02,2024-05-02,2.96731655,2.23010172,3007.58420278,10228.34015943
2024-05-03,2024-05-03,2.19902445,2.33384576,2213.50863232,7201.80507904
2024-05-04,2024-05-04,2.11424761,2.44015176,2269.0359683,5513.95777444
2024-05-05,2024-05-05,1.47012061,2.36872932,1388.12792644,3282.77931799
2024-05-06,2024-05-06,2.25973218,2.43090899,2443.05885532,6334.02930479
2024-05-07,2024-05-07,2.08259825,2.247997,2129.0163464,6072.85651153
2024-05-08,2024-05-08,2.72765617,2.2600994,2969.90023769,7460.13962827
2024-05-09,2024-05-09,2.5990717,2.207493,2675.25902495,6913.53072596
2024-05-10,2024-05-10,3.15733615,2.34439467,2959.05781459,8079.62321378
2024-05-11,2024-05-11,1.90494804,2.31449473,1924.91649537,4307.08752919
2024-05-12,2024-05-12,2.79989155,2.50446201,2741.71540461,5235.79719189
2024-05-13,2024-05-13,3.51808292,2.6842264,3507.47880469,9217.37725767
2024-05-14,2024-05-14,2.73197034,2.77699384,2516.19936751,6961.06043339
2024-05-15,2024-05-15,2.85137586,2.79466808,2617.26423009,8428.66705087
2024-05-16,2024-05-16,2.96301748,2.84666033,2965.3627303,8551.26845502
2024-05-17,2024-05-17,2.396149,2.73791931,2697.91443853,6910.49370656
2024-05-18,2024-05-18,2.15022211,2.77295847,1781.28486858,5166.98372278
2024-05-19,2024-05-19,2.32528328,2.70515728,2232.31837025,4752.87901845
2024-05-20,2024-05-20,2.8660247,2.61200611,2561.59369907,8004.8069789
2024-05-21,2024-05-21,4.72387151,2.89656342,4955.6121454,17317.71294339
2024-05-22,2024-05-22,2.83455224,2.89416005,2380.59305219,7894.22797474
2024-05-23,2024-05-23,3.65182174,2.99256065,4054.98938114,10809.3923458
2024-05-24,2024-05-24,2.86386249,3.05937687,3042.04914501,7549.14153248
2024-05-25,2024-05-25,1.81160402,3.01100285,1743.67417789,4041.68857019
2024-05-26,2024-05-26,2.20919061,2.99441819,2010.9734664,4301.29411872
2024-05-27,2024-05-27,3.2093379,3.04346293,3611.08533858,7827.57514321
2024-05-28,2024-05-28,3.33518544,2.84507921,3510.5741408,7690.9376163
2024-05-29,2024-05-29,3.49719019,2.93974177,4429.48448144,7865.18074382
2024-05-30,2024-05-30,2.293142,2.74564466,2358.7207783,5985.10061671
2024-05-31,2024-05-31,3.38565786,2.82018686,3468.74037112,9060.02043165
2024-06-01,2024-06-01,1.61635801,2.79229457,1372.14891555,3302.2194134
2024-06-02,2024-06-02,1.46943484,2.68661518,1460.89723803,2730.20993969
2024-06-03,2024-06-03,3.07774689,2.66781646,2775.53798874,8119.09628488
2024-06-04,2024-06-04,2.18298089,2.50321581,1937.47730102,5880.95051007
2024-06-05,2024-06-05,3.53933463,2.50923645,2660.90917649,9481.87746311
2024-06-06,2024-06-06,3.28350496,2.65071687,3186.41341524,8586.36546057
2024-06-07,2024-06-07,1.12538673,2.32782099,1187.63311161,2057.20693347
2024-06-08,2024-06-08,4.11304069,2.68448995,4173.86526182,9998.80191043
2024-06-09,2024-06-09,1.64137956,2.70905348,1350.94549819,3391.09016385
2024-06-10,2024-06-10,1.97692958,2.55179386,1470.30991365,4649.73837273
2024-06-11,2024-06-11,4.09731338,2.82526993,4838.80957594,10993.09180602
2024-06-12,2024-06-12,3.88589755,2.87477892,3769.57881613,8642.23615449
2024-06-13,2024-06-13,3.98825806,2.97545794,3936.63182368,8614.63740562
2024-06-14,2024-06-14,4.25162003,3.42206269,3349.60195502,9298.29299571
2024-06-15,2024-06-15,2.59463516,3.20514762,1995.77478566,4727.42525959
2024-06-16,2024-06-16,1.97574995,3.25291482,1544.06667345,3265.91466894
2024-06-17,2024-06-17,4.71347243,3.64384951,4270.91222135,9327.96193078
2024-06-18,2024-06-18,3.85813151,3.60968067,3455.64571679,9521.8685744
2024-06-19,2024-06-19,3.12809883,3.50142371,2294.69152561,5765.08614312
2024-06-20,2024-06-20,3.61009832,3.44740089,3097.34433868,7021.64122782
2024-06-21,2024-06-21,3.55816304,3.34833561,3393.89610218,6692.9046861
2024-06-22,2024-06-22,2.49390702,3.33394587,1619.33190927,4007.70858788
2024-06-23,2024-06-23,2.23175209,3.37051761,1494.39734365,3155.69745664
2024-06-24,2024-06-24,5.57125283,3.49305766,5111.34059395,12646.74393463
2024-06-25,2024-06-25,4.68500652,3.61118266,3584.87033354,8311.20155954
2024-06-26,2024-06-26,5.62753047,3.96824433,4651.24741114,10118.29978994
2024-06-27,2024-06-27,4.71455435,4.12602376,4562.60679222,8990.65514665
2024-06-28,2024-06-28,5.49580364,4.40282956,3957.27459404,10211.20316505
2024-06-29,2024-06-29,3.21517242,4.50586747,1771.7666182,4867.77104542
2024-06-30,2024-06-30,3.10528711,4.63065819,1780.8023887,4347.40195578
2024-07-01,2024-07-01,5.2147191,4.5797248,4552.43338887,10053.97843021
2024-07-02,2024-07-02,4.45083375,4.54627155,3570.4128986,8558.95330625
2024-07-03,2024-07-03,3.75746873,4.27911987,3190.01454438,7518.69493086
2024-07-04,2024-07-04,6.19179597,4.49015439,6013.84764036,12742.71611118
2024-07-05,2024-07-05,5.85187815,4.54102218,5214.68524492,14401.47211827
2024-07-06,2024-07-06,3.72093454,4.61327391,2727.66540234,6154.4257338
2024-07-07,2024-07-07,3.5240084,4.67309123,2722.14022977,4838.4635373
2024-07-08,2024-07-08,5.87673155,4.76766444,4509.38416412,10284.2802153
2024-07-09,2024-07-09,5.30508422,4.88970022,3935.45156456,8535.88050469
2024-07-10,2024-07-10,4.04277736,4.9304586,2658.88374379,6698.88208348
2024-07-11,2024-07-11,4.81399388,4.73362973,3172.44584094,8544.83914317
2024-07-12,2024-07-12,3.57530333,4.40840475,2877.87163411,5902.82579884
2024-07-13,2024-07-13,3.538721,4.38237425,2607.90654412,5134.68416673
2024-07-14,2024-07-14,2.98845992,4.30586732,2012.35063544,4892.10889067
2024-07-15,2024-07-15,4.44455604,4.10127082,2936.48143053,8506.88025117
2024-07-16,2024-07-16,4.30657229,3.95862626,2624.59581095,8384.89624222
2024-07-17,2024-07-17,5.05478058,4.10319815,3438.44643729,9230.0293438
2024-07-18,2024-07-18,4.46614481,4.05350542,3178.54003802,7409.33424395
2024-07-19,2024-07-19,4.71085564,4.21572718,2897.42565323,8785.74577415
2024-07-20,2024-07-20,2.94868168,4.13143585,1968.82792374,4909.55499163
2024-07-21,2024-07-21,2.87390175,4.1150704,2125.93342789,4040.70586488
2024-07-22,2024-07-22,4.28419095,4.0921611,2957.29918934,7664.41760262
2024-07-23,2024-07-23,5.55054871,4.26987202,4810.38774241,10818.01944536
2024-07-24,2024-07-24,3.97569599,4.11571708,3156.76402253,7080.71455055
2024-07-25,2024-07-25,8.0037896,4.6210949,7586.400159,14935.07138758
2024-07-26,2024-07-26,4.18933166,4.54659148,2762.47575717,7775.39955239
2024-07-27,2024-07-27,3.06901892,4.56378251,2416.09478483,5637.78775171
2024-07-28,2024-07-28,3.1285402,4.60015943,1852.96692964,4564.5401507
2024-07-29,2024-07-29,4.85538537,4.68175864,4299.58949728,10691.55858739
2024-07-30,2024-07-30,4.85763522,4.58277099,3055.05677543,8534.86508548
2024-07-31,2024-07-31,3.18532099,4.46986028,2517.14062163,6087.14841474
2024-08-01,2024-08-01,4.67879047,3.9948604,4357.90296085,10054.72072078
2024-08-02,2024-08-02,5.56280959,4.19107154,4006.23453837,10652.78037102
2024-08-03,2024-08-03,3.81588701,4.29776698,2862.99449983,7093.73395571
2024-08-04,2024-08-04,4.30001378,4.46512035,3018.89082071,7580.92429242
2024-08-05,2024-08-05,7.56670235,4.85245134,4778.12148878,26203.49022557
2024-08-06,2024-08-06,5.74686361,4.97948397,3636.41271425,10700.66004003
2024-08-07,2024-08-07,6.88582276,5.50812708,5934.50637629,12532.19742208
