start_time,datetime,phase0_success_rate
2021-08-22 09:00:00,2021-08-22 09:00:00,1348.92
2021-08-22 10:00:00,2021-08-22 10:00:00,1349.23
2021-08-22 11:00:00,2021-08-22 11:00:00,1349.5
2021-08-22 12:00:00,2021-08-22 12:00:00,1349.57
2021-08-22 13:00:00,2021-08-22 13:00:00,1349.57
2021-08-22 14:00:00,2021-08-22 14:00:00,1349.58
2021-08-22 15:00:00,2021-08-22 15:00:00,1349.59
2021-08-22 16:00:00,2021-08-22 16:00:00,1351.2
2021-08-22 17:00:00,2021-08-22 17:00:00,1351.21
2021-08-22 18:00:00,2021-08-22 18:00:00,1351.32
2021-08-22 19:00:00,2021-08-22 19:00:00,1351.33
2021-08-22 20:00:00,2021-08-22 20:00:00,1351.36
2021-08-22 21:00:00,2021-08-22 21:00:00,1353.12
2021-08-22 22:00:00,2021-08-22 22:00:00,1353.13
2021-08-22 23:00:00,2021-08-22 23:00:00,1353.13
2021-08-23 00:00:00,2021-08-23 00:00:00,1353.2
2021-08-23 01:00:00,2021-08-23 01:00:00,1353.26
2021-08-23 02:00:00,2021-08-23 02:00:00,1353.27
2021-08-23 03:00:00,2021-08-23 03:00:00,1353.27
2021-08-23 04:00:00,2021-08-23 04:00:00,1353.28
2021-08-23 05:00:00,2021-08-23 05:00:00,1353.32
2021-08-23 06:00:00,2021-08-23 06:00:00,1353.4
2021-08-23 07:00:00,2021-08-23 07:00:00,1357.73
2021-08-23 08:00:00,2021-08-23 08:00:00,1357.86
2021-08-23 09:00:00,2021-08-23 09:00:00,1358.09
2021-08-23 10:00:00,2021-08-23 10:00:00,1358.16
2021-08-23 11:00:00,2021-08-23 11:00:00,1358.26
2021-08-23 12:00:00,2021-08-23 12:00:00,1358.45
2021-08-23 13:00:00,2021-08-23 13:00:00,1358.46
2021-08-23 14:00:00,2021-08-23 14:00:00,1358.47
2021-08-23 15:00:00,2021-08-23 15:00:00,1358.49
2021-08-23 16:00:00,2021-08-23 16:00:00,1358.51
2021-08-23 17:00:00,2021-08-23 17:00:00,1358.56
2021-08-23 18:00:00,2021-08-23 18:00:00,1358.58
2021-08-23 19:00:00,2021-08-23 19:00:00,1358.59
2021-08-23 20:00:00,2021-08-23 20:00:00,1358.61
2021-08-23 21:00:00,2021-08-23 21:00:00,1358.61
2021-08-23 22:00:00,2021-08-23 22:00:00,1358.63
2021-08-23 23:00:00,2021-08-23 23:00:00,1358.63
2021-08-24 00:00:00,2021-08-24 00:00:00,1358.65
2021-08-24 01:00:00,2021-08-24 01:00:00,1358.66
2021-08-24 02:00:00,2021-08-24 02:00:00,1358.71
2021-08-24 03:00:00,2021-08-24 03:00:00,1358.71
2021-08-24 04:00:00,2021-08-24 04:00:00,1358.78
2021-08-24 05:00:00,2021-08-24 05:00:00,1358.78
2021-08-24 06:00:00,2021-08-24 06:00:00,1358.78
2021-08-24 07:00:00,2021-08-24 07:00:00,1358.78
2021-08-24 08:00:00,2021-08-24 08:00:00,1358.81
2021-08-24 09:00:00,2021-08-24 09:00:00,1358.81
2021-08-24 10:00:00,2021-08-24 10:00:00,1358.9
2021-08-24 11:00:00,2021-08-24 11:00:00,1358.91
2021-08-24 12:00:00,2021-08-24 12:00:00,1358.96
2021-08-24 13:00:00,2021-08-24 13:00:00,1358.97
2021-08-24 14:00:00,2021-08-24 14:00:00,1358.97
2021-08-24 15:00:00,2021-08-24 15:00:00,1358.98
2021-08-24 16:00:00,2021-08-24 16:00:00,1360.91
2021-08-24 17:00:00,2021-08-24 17:00:00,1360.91
2021-08-24 18:00:00,2021-08-24 18:00:00,1360.92
2021-08-24 19:00:00,2021-08-24 19:00:00,1360.93
2021-08-24 20:00:00,2021-08-24 20:00:00,1360.93
2021-08-24 21:00:00,2021-08-24 21:00:00,1360.96
2021-08-24 22:00:00,2021-08-24 22:00:00,1362.34
2021-08-24 23:00:00,2021-08-24 23:00:00,1362.37
2021-08-25 00:00:00,2021-08-25 00:00:00,1362.37
2021-08-25 01:00:00,2021-08-25 01:00:00,1362.37
2021-08-25 02:00:00,2021-08-25 02:00:00,1362.42
2021-08-25 03:00:00,2021-08-25 03:00:00,1362.44
2021-08-25 04:00:00,2021-08-25 04:00:00,1362.47
2021-08-25 05:00:00,2021-08-25 05:00:00,1362.47
2021-08-25 06:00:00,2021-08-25 06:00:00,1362.47
2021-08-25 07:00:00,2021-08-25 07:00:00,1362.49
2021-08-25 08:00:00,2021-08-25 08:00:00,1362.49
2021-08-25 09:00:00,2021-08-25 09:00:00,1362.51
2021-08-25 10:00:00,2021-08-25 10:00:00,1362.62
2021-08-25 11:00:00,2021-08-25 11:00:00,1362.63
2021-08-25 12:00:00,2021-08-25 12:00:00,1362.63
2021-08-25 13:00:00,2021-08-25 13:00:00,1362.63
2021-08-25 14:00:00,2021-08-25 14:00:00,1362.64
2021-08-25 15:00:00,2021-08-25 15:00:00,1362.65
2021-08-25 16:00:00,2021-08-25 16:00:00,1362.66
2021-08-25 17:00:00,2021-08-25 17:00:00,1362.7
2021-08-25 18:00:00,2021-08-25 18:00:00,1362.71
2021-08-25 19:00:00,2021-08-25 19:00:00,1362.71
2021-08-25 20:00:00,2021-08-25 20:00:00,1362.75
2021-08-25 21:00:00,2021-08-25 21:00:00,1362.77
2021-08-25 22:00:00,2021-08-25 22:00:00,1363.23
2021-08-25 23:00:00,2021-08-25 23:00:00,1363.45
2021-08-26 00:00:00,2021-08-26 00:00:00,1363.45
2021-08-26 01:00:00,2021-08-26 01:00:00,1363.45
2021-08-26 02:00:00,2021-08-26 02:00:00,1363.45
2021-08-26 03:00:00,2021-08-26 03:00:00,1363.5
2021-08-26 04:00:00,2021-08-26 04:00:00,1363.58
2021-08-26 05:00:00,2021-08-26 05:00:00,1363.61
2021-08-26 06:00:00,2021-08-26 06:00:00,1363.64
2021-08-26 07:00:00,2021-08-26 07:00:00,1363.67
2021-08-26 08:00:00,2021-08-26 08:00:00,1363.71
2021-08-26 09:00:00,2021-08-26 09:00:00,1363.87
2021-08-26 10:00:00,2021-08-26 10:00:00,1364.23
2021-08-26 11:00:00,2021-08-26 11:00:00,1364.29
2021-08-26 12:00:00,2021-08-26 12:00:00,1364.29
2021-08-26 13:00:00,2021-08-26 13:00:00,1364.3
2021-08-26 14:00:00,2021-08-26 14:00:00,1364.3
2021-08-26 15:00:00,2021-08-26 15:00:00,1364.32
2021-08-26 16:00:00,2021-08-26 16:00:00,1364.32
2021-08-26 17:00:00,2021-08-26 17:00:00,1364.34
2021-08-26 18:00:00,2021-08-26 18:00:00,1364.36
2021-08-26 19:00:00,2021-08-26 19:00:00,1364.36
2021-08-26 20:00:00,2021-08-26 20:00:00,1364.37
2021-08-26 21:00:00,2021-08-26 21:00:00,1364.37
2021-08-26 22:00:00,2021-08-26 22:00:00,1364.82
2021-08-26 23:00:00,2021-08-26 23:00:00,1364.82
2021-08-27 00:00:00,2021-08-27 00:00:00,1364.85
2021-08-27 01:00:00,2021-08-27 01:00:00,1364.86
2021-08-27 02:00:00,2021-08-27 02:00:00,1364.86
2021-08-27 03:00:00,2021-08-27 03:00:00,1364.86
2021-08-27 04:00:00,2021-08-27 04:00:00,1365.14
2021-08-27 05:00:00,2021-08-27 05:00:00,1365.16
2021-08-27 06:00:00,2021-08-27 06:00:00,1365.17
2021-08-27 07:00:00,2021-08-27 07:00:00,1365.17
2021-08-27 08:00:00,2021-08-27 08:00:00,1365.57
2021-08-27 09:00:00,2021-08-27 09:00:00,1365.72
2021-08-27 10:00:00,2021-08-27 10:00:00,1365.73
2021-08-27 11:00:00,2021-08-27 11:00:00,1365.74
2021-08-27 12:00:00,2021-08-27 12:00:00,1365.75
2021-08-27 13:00:00,2021-08-27 13:00:00,1365.77
2021-08-27 14:00:00,2021-08-27 14:00:00,1365.78
2021-08-27 15:00:00,2021-08-27 15:00:00,1365.81
2021-08-27 16:00:00,2021-08-27 16:00:00,1365.82
2021-08-27 17:00:00,2021-08-27 17:00:00,1365.84
2021-08-27 18:00:00,2021-08-27 18:00:00,1365.84
2021-08-27 19:00:00,2021-08-27 19:00:00,1365.85
2021-08-27 20:00:00,2021-08-27 20:00:00,1365.86
2021-08-27 21:00:00,2021-08-27 21:00:00,1365.87
2021-08-27 22:00:00,2021-08-27 22:00:00,1366.32
2021-08-27 23:00:00,2021-08-27 23:00:00,1366.32
2021-08-28 00:00:00,2021-08-28 00:00:00,1366.33
2021-08-28 01:00:00,2021-08-28 01:00:00,1366.33
2021-08-28 02:00:00,2021-08-28 02:00:00,1366.33
2021-08-28 03:00:00,2021-08-28 03:00:00,1366.33
2021-08-28 04:00:00,2021-08-28 04:00:00,1366.33
2021-08-28 05:00:00,2021-08-28 05:00:00,1366.33
2021-08-28 06:00:00,2021-08-28 06:00:00,1366.42
2021-08-28 07:00:00,2021-08-28 07:00:00,1366.42
2021-08-28 08:00:00,2021-08-28 08:00:00,1366.43
2021-08-28 09:00:00,2021-08-28 09:00:00,1366.44
2021-08-28 10:00:00,2021-08-28 10:00:00,1366.47
2021-08-28 11:00:00,2021-08-28 11:00:00,1366.89
2021-08-28 12:00:00,2021-08-28 12:00:00,1367.04
2021-08-28 13:00:00,2021-08-28 13:00:00,1367.04
2021-08-28 14:00:00,2021-08-28 14:00:00,1367.04
2021-08-28 15:00:00,2021-08-28 15:00:00,1367.05
2021-08-28 16:00:00,2021-08-28 16:00:00,1367.06
2021-08-28 17:00:00,2021-08-28 17:00:00,1371.34
2021-08-28 18:00:00,2021-08-28 18:00:00,1373.18
2021-08-28 19:00:00,2021-08-28 19:00:00,1373.18
2021-08-28 20:00:00,2021-08-28 20:00:00,1373.18
2021-08-28 21:00:00,2021-08-28 21:00:00,1373.19
2021-08-28 22:00:00,2021-08-28 22:00:00,1373.59
2021-08-28 23:00:00,2021-08-28 23:00:00,1373.59
2021-08-29 00:00:00,2021-08-29 00:00:00,1373.6
2021-08-29 01:00:00,2021-08-29 01:00:00,1373.6
2021-08-29 02:00:00,2021-08-29 02:00:00,1373.65
2021-08-29 03:00:00,2021-08-29 03:00:00,1373.65
2021-08-29 04:00:00,2021-08-29 04:00:00,1373.66
2021-08-29 05:00:00,2021-08-29 05:00:00,1373.71
2021-08-29 06:00:00,2021-08-29 06:00:00,1373.71
2021-08-29 07:00:00,2021-08-29 07:00:00,1373.72
2021-08-29 08:00:00,2021-08-29 08:00:00,1374.02
2021-08-29 09:00:00,2021-08-29 09:00:00,1374.02
2021-08-29 10:00:00,2021-08-29 10:00:00,1374.27
2021-08-29 11:00:00,2021-08-29 11:00:00,1374.49
2021-08-29 12:00:00,2021-08-29 12:00:00,1374.49
2021-08-29 13:00:00,2021-08-29 13:00:00,1374.59
2021-08-29 14:00:00,2021-08-29 14:00:00,1374.62
2021-08-29 15:00:00,2021-08-29 15:00:00,1374.65
2021-08-29 16:00:00,2021-08-29 16:00:00,1374.65
2021-08-29 17:00:00,2021-08-29 17:00:00,1382.0
2021-08-29 18:00:00,2021-08-29 18:00:00,1384.45
2021-08-29 19:00:00,2021-08-29 19:00:00,1384.45
2021-08-29 20:00:00,2021-08-29 20:00:00,1384.47
2021-08-29 21:00:00,2021-08-29 21:00:00,1384.47
2021-08-29 22:00:00,2021-08-29 22:00:00,1384.47
2021-08-29 23:00:00,2021-08-29 23:00:00,1384.48
2021-08-30 00:00:00,2021-08-30 00:00:00,1384.49
2021-08-30 01:00:00,2021-08-30 01:00:00,1384.54
2021-08-30 02:00:00,2021-08-30 02:00:00,1384.55
2021-08-30 03:00:00,2021-08-30 03:00:00,1384.55
2021-08-30 04:00:00,2021-08-30 04:00:00,1384.56
2021-08-30 05:00:00,2021-08-30 05:00:00,1384.56
2021-08-30 06:00:00,2021-08-30 06:00:00,1384.56
2021-08-30 07:00:00,2021-08-30 07:00:00,1384.64
2021-08-30 08:00:00,2021-08-30 08:00:00,1384.72
2021-08-30 09:00:00,2021-08-30 09:00:00,1384.73
2021-08-30 10:00:00,2021-08-30 10:00:00,1384.75
2021-08-30 11:00:00,2021-08-30 11:00:00,1384.75
2021-08-30 12:00:00,2021-08-30 12:00:00,1384.76
2021-08-30 13:00:00,2021-08-30 13:00:00,1384.77
2021-08-30 14:00:00,2021-08-30 14:00:00,1384.78
2021-08-30 15:00:00,2021-08-30 15:00:00,1384.78
2021-08-30 16:00:00,2021-08-30 16:00:00,1384.78
2021-08-30 17:00:00,2021-08-30 17:00:00,1384.79
2021-08-30 18:00:00,2021-08-30 18:00:00,1385.72
2021-08-30 19:00:00,2021-08-30 19:00:00,1385.73
2021-08-30 20:00:00,2021-08-30 20:00:00,1385.77
2021-08-30 21:00:00,2021-08-30 21:00:00,1385.82
2021-08-30 22:00:00,2021-08-30 22:00:00,1385.83
2021-08-30 23:00:00,2021-08-30 23:00:00,1386.76
2021-08-31 00:00:00,2021-08-31 00:00:00,1386.77
2021-08-31 01:00:00,2021-08-31 01:00:00,1386.79
2021-08-31 02:00:00,2021-08-31 02:00:00,1386.79
2021-08-31 03:00:00,2021-08-31 03:00:00,1386.91
2021-08-31 04:00:00,2021-08-31 04:00:00,1386.92
2021-08-31 05:00:00,2021-08-31 05:00:00,1386.92
2021-08-31 06:00:00,2021-08-31 06:00:00,1386.94
2021-08-31 07:00:00,2021-08-31 07:00:00,1386.95
2021-08-31 08:00:00,2021-08-31 08:00:00,1386.96
2021-08-31 09:00:00,2021-08-31 09:00:00,1386.96
2021-08-31 10:00:00,2021-08-31 10:00:00,1386.96
2021-08-31 11:00:00,2021-08-31 11:00:00,1386.96
2021-08-31 12:00:00,2021-08-31 12:00:00,1387.02
2021-08-31 13:00:00,2021-08-31 13:00:00,1387.04
2021-08-31 14:00:00,2021-08-31 14:00:00,1387.04
2021-08-31 15:00:00,2021-08-31 15:00:00,1387.06
2021-08-31 16:00:00,2021-08-31 16:00:00,1387.07
2021-08-31 17:00:00,2021-08-31 17:00:00,1387.1
2021-08-31 18:00:00,2021-08-31 18:00:00,1387.12
2021-08-31 19:00:00,2021-08-31 19:00:00,1387.13
2021-08-31 20:00:00,2021-08-31 20:00:00,1387.21
2021-08-31 21:00:00,2021-08-31 21:00:00,1387.35
2021-08-31 22:00:00,2021-08-31 22:00:00,1388.69
2021-08-31 23:00:00,2021-08-31 23:00:00,1388.7
2021-09-01 00:00:00,2021-09-01 00:00:00,1388.7
2021-09-01 01:00:00,2021-09-01 01:00:00,1388.71
2021-09-01 02:00:00,2021-09-01 02:00:00,1388.9
2021-09-01 03:00:00,2021-09-01 03:00:00,1389.09
2021-09-01 04:00:00,2021-09-01 04:00:00,1389.28
2021-09-01 05:00:00,2021-09-01 05:00:00,1389.41
2021-09-01 06:00:00,2021-09-01 06:00:00,1389.51
2021-09-01 07:00:00,2021-09-01 07:00:00,1389.72
2021-09-01 08:00:00,2021-09-01 08:00:00,1389.72
2021-09-01 09:00:00,2021-09-01 09:00:00,1389.73
2021-09-01 10:00:00,2021-09-01 10:00:00,1389.73
2021-09-01 11:00:00,2021-09-01 11:00:00,1389.76
2021-09-01 12:00:00,2021-09-01 12:00:00,1389.86
2021-09-01 13:00:00,2021-09-01 13:00:00,1390.03
2021-09-01 14:00:00,2021-09-01 14:00:00,1390.15
2021-09-01 15:00:00,2021-09-01 15:00:00,1390.17
2021-09-01 16:00:00,2021-09-01 16:00:00,1390.2
2021-09-01 17:00:00,2021-09-01 17:00:00,1390.27
2021-09-01 18:00:00,2021-09-01 18:00:00,1390.29
2021-09-01 19:00:00,2021-09-01 19:00:00,1390.42
2021-09-01 20:00:00,2021-09-01 20:00:00,1390.69
2021-09-01 21:00:00,2021-09-01 21:00:00,1390.77
2021-09-01 22:00:00,2021-09-01 22:00:00,1392.96
2021-09-01 23:00:00,2021-09-01 23:00:00,1393.05
2021-09-02 00:00:00,2021-09-02 00:00:00,1393.05
2021-09-02 01:00:00,2021-09-02 01:00:00,1393.09
2021-09-02 02:00:00,2021-09-02 02:00:00,1393.09
2021-09-02 03:00:00,2021-09-02 03:00:00,1393.36
2021-09-02 04:00:00,2021-09-02 04:00:00,1393.73
2021-09-02 05:00:00,2021-09-02 05:00:00,1394.0
2021-09-02 06:00:00,2021-09-02 06:00:00,1394.01
2021-09-02 07:00:00,2021-09-02 07:00:00,1394.04
2021-09-02 08:00:00,2021-09-02 08:00:00,1396.5
2021-09-02 09:00:00,2021-09-02 09:00:00,1396.54
2021-09-02 10:00:00,2021-09-02 10:00:00,1396.55
2021-09-02 11:00:00,2021-09-02 11:00:00,1403.95
2021-09-02 12:00:00,2021-09-02 12:00:00,1404.07
2021-09-02 13:00:00,2021-09-02 13:00:00,1404.31
2021-09-02 14:00:00,2021-09-02 14:00:00,1404.52
2021-09-02 15:00:00,2021-09-02 15:00:00,1404.76
2021-09-02 16:00:00,2021-09-02 16:00:00,1404.94
2021-09-02 17:00:00,2021-09-02 17:00:00,1405.16
2021-09-02 18:00:00,2021-09-02 18:00:00,1405.33
2021-09-02 19:00:00,2021-09-02 19:00:00,1405.34
2021-09-02 20:00:00,2021-09-02 20:00:00,1405.34
2021-09-02 21:00:00,2021-09-02 21:00:00,1405.36
2021-09-02 22:00:00,2021-09-02 22:00:00,1408.11
2021-09-02 23:00:00,2021-09-02 23:00:00,1408.11
2021-09-03 00:00:00,2021-09-03 00:00:00,1408.13
2021-09-03 01:00:00,2021-09-03 01:00:00,1408.28
2021-09-03 02:00:00,2021-09-03 02:00:00,1408.34
2021-09-03 03:00:00,2021-09-03 03:00:00,1408.34
2021-09-03 04:00:00,2021-09-03 04:00:00,1408.45
2021-09-03 05:00:00,2021-09-03 05:00:00,1408.45
2021-09-03 06:00:00,2021-09-03 06:00:00,1408.47
2021-09-03 07:00:00,2021-09-03 07:00:00,1408.48
2021-09-03 08:00:00,2021-09-03 08:00:00,1408.59
2021-09-03 09:00:00,2021-09-03 09:00:00,1408.6
2021-09-03 10:00:00,2021-09-03 10:00:00,1408.77
2021-09-03 11:00:00,2021-09-03 11:00:00,1408.97
2021-09-03 12:00:00,2021-09-03 12:00:00,1409.17
2021-09-03 13:00:00,2021-09-03 13:00:00,1409.37
2021-09-03 14:00:00,2021-09-03 14:00:00,1409.6
2021-09-03 15:00:00,2021-09-03 15:00:00,1409.62
2021-09-03 16:00:00,2021-09-03 16:00:00,1409.63
2021-09-03 17:00:00,2021-09-03 17:00:00,1409.66
2021-09-03 18:00:00,2021-09-03 18:00:00,1409.67
2021-09-03 19:00:00,2021-09-03 19:00:00,1409.67
2021-09-03 20:00:00,2021-09-03 20:00:00,1409.69
2021-09-03 21:00:00,2021-09-03 21:00:00,1409.7
2021-09-03 22:00:00,2021-09-03 22:00:00,1409.72
2021-09-03 23:00:00,2021-09-03 23:00:00,1412.16
2021-09-04 00:00:00,2021-09-04 00:00:00,1412.17
2021-09-04 01:00:00,2021-09-04 01:00:00,1412.17
2021-09-04 02:00:00,2021-09-04 02:00:00,1412.18
2021-09-04 03:00:00,2021-09-04 03:00:00,1412.19
2021-09-04 04:00:00,2021-09-04 04:00:00,1412.19
2021-09-04 05:00:00,2021-09-04 05:00:00,1412.2
2021-09-04 06:00:00,2021-09-04 06:00:00,1412.24
2021-09-04 07:00:00,2021-09-04 07:00:00,1412.44
2021-09-04 08:00:00,2021-09-04 08:00:00,1412.66
2021-09-04 09:00:00,2021-09-04 09:00:00,1412.84
2021-09-04 10:00:00,2021-09-04 10:00:00,1412.97
2021-09-04 11:00:00,2021-09-04 11:00:00,1413.19
2021-09-04 12:00:00,2021-09-04 12:00:00,1413.25
2021-09-04 13:00:00,2021-09-04 13:00:00,1413.28
2021-09-04 14:00:00,2021-09-04 14:00:00,1413.28
2021-09-04 15:00:00,2021-09-04 15:00:00,1413.28
2021-09-04 16:00:00,2021-09-04 16:00:00,1413.31
2021-09-04 17:00:00,2021-09-04 17:00:00,1413.31
2021-09-04 18:00:00,2021-09-04 18:00:00,1413.32
2021-09-04 19:00:00,2021-09-04 19:00:00,1413.32
2021-09-04 20:00:00,2021-09-04 20:00:00,1413.33
2021-09-04 21:00:00,2021-09-04 21:00:00,1413.33
2021-09-04 22:00:00,2021-09-04 22:00:00,1413.34
2021-09-04 23:00:00,2021-09-04 23:00:00,1413.36
2021-09-05 00:00:00,2021-09-05 00:00:00,1413.37
2021-09-05 01:00:00,2021-09-05 01:00:00,1413.39
2021-09-05 02:00:00,2021-09-05 02:00:00,1413.4
2021-09-05 03:00:00,2021-09-05 03:00:00,1413.4
2021-09-05 04:00:00,2021-09-05 04:00:00,1413.41
2021-09-05 05:00:00,2021-09-05 05:00:00,1413.41
2021-09-05 06:00:00,2021-09-05 06:00:00,1413.42
2021-09-05 07:00:00,2021-09-05 07:00:00,1413.42
2021-09-05 08:00:00,2021-09-05 08:00:00,1413.56
2021-09-05 09:00:00,2021-09-05 09:00:00,1413.76
2021-09-05 10:00:00,2021-09-05 10:00:00,1417.6
2021-09-05 11:00:00,2021-09-05 11:00:00,1420.24
2021-09-05 12:00:00,2021-09-05 12:00:00,1425.34
2021-09-05 13:00:00,2021-09-05 13:00:00,1425.47
2021-09-05 14:00:00,2021-09-05 14:00:00,1425.49
2021-09-05 15:00:00,2021-09-05 15:00:00,1425.49
2021-09-05 16:00:00,2021-09-05 16:00:00,1425.49
2021-09-05 17:00:00,2021-09-05 17:00:00,1425.49
2021-09-05 18:00:00,2021-09-05 18:00:00,1425.49
2021-09-05 19:00:00,2021-09-05 19:00:00,1425.51
2021-09-05 20:00:00,2021-09-05 20:00:00,1425.56
2021-09-05 21:00:00,2021-09-05 21:00:00,1426.03
2021-09-05 22:00:00,2021-09-05 22:00:00,1426.08
2021-09-05 23:00:00,2021-09-05 23:00:00,1426.09
2021-09-06 00:00:00,2021-09-06 00:00:00,1426.1
2021-09-06 01:00:00,2021-09-06 01:00:00,1426.12
2021-09-06 02:00:00,2021-09-06 02:00:00,1426.12
2021-09-06 03:00:00,2021-09-06 03:00:00,1426.16
2021-09-06 04:00:00,2021-09-06 04:00:00,1426.16
2021-09-06 05:00:00,2021-09-06 05:00:00,1426.23
2021-09-06 06:00:00,2021-09-06 06:00:00,1426.23
2021-09-06 07:00:00,2021-09-06 07:00:00,1426.29
2021-09-06 08:00:00,2021-09-06 08:00:00,1427.56
2021-09-06 09:00:00,2021-09-06 09:00:00,1427.75
2021-09-06 10:00:00,2021-09-06 10:00:00,1427.82
2021-09-06 11:00:00,2021-09-06 11:00:00,1427.83
2021-09-06 12:00:00,2021-09-06 12:00:00,1427.85
2021-09-06 13:00:00,2021-09-06 13:00:00,1427.88
2021-09-06 14:00:00,2021-09-06 14:00:00,1428.04
2021-09-06 15:00:00,2021-09-06 15:00:00,1428.44
2021-09-06 16:00:00,2021-09-06 16:00:00,1428.65
2021-09-06 17:00:00,2021-09-06 17:00:00,1428.86
2021-09-06 18:00:00,2021-09-06 18:00:00,1428.86
2021-09-06 19:00:00,2021-09-06 19:00:00,1428.88
2021-09-06 20:00:00,2021-09-06 20:00:00,1428.88
2021-09-06 21:00:00,2021-09-06 21:00:00,1428.89
2021-09-06 22:00:00,2021-09-06 22:00:00,1428.95
2021-09-06 23:00:00,2021-09-06 23:00:00,1428.96
2021-09-07 00:00:00,2021-09-07 00:00:00,1428.97
2021-09-07 01:00:00,2021-09-07 01:00:00,1429.05
2021-09-07 02:00:00,2021-09-07 02:00:00,1429.07
2021-09-07 03:00:00,2021-09-07 03:00:00,1429.07
2021-09-07 04:00:00,2021-09-07 04:00:00,1429.08
2021-09-07 05:00:00,2021-09-07 05:00:00,1429.08
2021-09-07 06:00:00,2021-09-07 06:00:00,1429.08
2021-09-07 07:00:00,2021-09-07 07:00:00,1429.08
2021-09-07 08:00:00,2021-09-07 08:00:00,1429.13
2021-09-07 09:00:00,2021-09-07 09:00:00,1429.14
2021-09-07 10:00:00,2021-09-07 10:00:00,1429.14
2021-09-07 11:00:00,2021-09-07 11:00:00,1429.15
2021-09-07 12:00:00,2021-09-07 12:00:00,1429.2
2021-09-07 13:00:00,2021-09-07 13:00:00,1429.2
2021-09-07 14:00:00,2021-09-07 14:00:00,1429.22
2021-09-07 15:00:00,2021-09-07 15:00:00,1429.24
2021-09-07 16:00:00,2021-09-07 16:00:00,1429.27
2021-09-07 17:00:00,2021-09-07 17:00:00,1429.27
2021-09-07 18:00:00,2021-09-07 18:00:00,1429.27
2021-09-07 19:00:00,2021-09-07 19:00:00,1429.28
2021-09-07 20:00:00,2021-09-07 20:00:00,1429.37
2021-09-07 21:00:00,2021-09-07 21:00:00,1429.38
2021-09-07 22:00:00,2021-09-07 22:00:00,1433.06
2021-09-07 23:00:00,2021-09-07 23:00:00,1433.08
2021-09-08 00:00:00,2021-09-08 00:00:00,1433.15
2021-09-08 01:00:00,2021-09-08 01:00:00,1433.15
2021-09-08 02:00:00,2021-09-08 02:00:00,1433.16
2021-09-08 03:00:00,2021-09-08 03:00:00,1433.17
2021-09-08 04:00:00,2021-09-08 04:00:00,1433.18
2021-09-08 05:00:00,2021-09-08 05:00:00,1433.39
2021-09-08 06:00:00,2021-09-08 06:00:00,1433.39
2021-09-08 07:00:00,2021-09-08 07:00:00,1433.4
2021-09-08 08:00:00,2021-09-08 08:00:00,1433.42
2021-09-08 09:00:00,2021-09-08 09:00:00,1433.44
2021-09-08 10:00:00,2021-09-08 10:00:00,1433.53
2021-09-08 11:00:00,2021-09-08 11:00:00,1433.53
2021-09-08 12:00:00,2021-09-08 12:00:00,1433.59
2021-09-08 13:00:00,2021-09-08 13:00:00,1433.61
2021-09-08 14:00:00,2021-09-08 14:00:00,1433.66
2021-09-08 15:00:00,2021-09-08 15:00:00,1433.66
2021-09-08 16:00:00,2021-09-08 16:00:00,1433.66
2021-09-08 17:00:00,2021-09-08 17:00:00,1433.67
2021-09-08 18:00:00,2021-09-08 18:00:00,1433.69
2021-09-08 19:00:00,2021-09-08 19:00:00,1433.8
2021-09-08 20:00:00,2021-09-08 20:00:00,1433.8
2021-09-08 21:00:00,2021-09-08 21:00:00,1433.8
2021-09-08 22:00:00,2021-09-08 22:00:00,1436.79
2021-09-08 23:00:00,2021-09-08 23:00:00,1436.8
2021-09-09 00:00:00,2021-09-09 00:00:00,1436.8
2021-09-09 01:00:00,2021-09-09 01:00:00,1436.8
2021-09-09 02:00:00,2021-09-09 02:00:00,1436.8
2021-09-09 03:00:00,2021-09-09 03:00:00,1436.8
2021-09-09 04:00:00,2021-09-09 04:00:00,1436.81
2021-09-09 05:00:00,2021-09-09 05:00:00,1436.81
2021-09-09 06:00:00,2021-09-09 06:00:00,1436.94
2021-09-09 07:00:00,2021-09-09 07:00:00,1436.94
2021-09-09 08:00:00,2021-09-09 08:00:00,1436.97
2021-09-09 09:00:00,2021-09-09 09:00:00,1436.97
2021-09-09 10:00:00,2021-09-09 10:00:00,1436.98
2021-09-09 11:00:00,2021-09-09 11:00:00,1436.98
2021-09-09 12:00:00,2021-09-09 12:00:00,1436.98
2021-09-09 13:00:00,2021-09-09 13:00:00,1436.99
2021-09-09 14:00:00,2021-09-09 14:00:00,1436.99
2021-09-09 15:00:00,2021-09-09 15:00:00,1436.99
2021-09-09 16:00:00,2021-09-09 16:00:00,1437.01
2021-09-09 17:00:00,2021-09-09 17:00:00,1437.02
2021-09-09 18:00:00,2021-09-09 18:00:00,1437.03
2021-09-09 19:00:00,2021-09-09 19:00:00,1437.03
2021-09-09 20:00:00,2021-09-09 20:00:00,1437.04
2021-09-09 21:00:00,2021-09-09 21:00:00,1437.04
2021-09-09 22:00:00,2021-09-09 22:00:00,1439.87
2021-09-09 23:00:00,2021-09-09 23:00:00,1439.87
2021-09-10 00:00:00,2021-09-10 00:00:00,1439.87
2021-09-10 01:00:00,2021-09-10 01:00:00,1439.87
2021-09-10 02:00:00,2021-09-10 02:00:00,1439.91
2021-09-10 03:00:00,2021-09-10 03:00:00,1439.91
