start_time,datetime,range_001_01,range_001_01_percent,range_01_1,range_01_1_percent,range_0_001,range_0_001_percent,range_100_1k,range_100_1k_percent,range_10_100,range_10_100_percent,range_10k_inf,range_10k_inf_percent,range_1_10,range_1_10_percent,range_1k_10k,range_1k_10k_percent
2021-01-01 18:00:00,2021-01-01 18:00:00,253327.19823809,1.36287527,894274.06970996,4.81110605,59256.13886411,0.31879217,5043663.90915354,27.13441301,4716695.61825123,25.37535594,1384987.50699094,7.45109581,2066665.68539352,11.11845699,4168832.16836957,22.42790476
2021-01-01 19:00:00,2021-01-01 19:00:00,253338.6173572,1.36293579,894380.23040179,4.81167395,59268.69853852,0.31885952,5043244.93376502,27.13214071,4716872.5270339,25.37629063,1384987.39530692,7.4510902,2066790.313873,11.11912,4168832.07869461,22.4278892
2021-01-01 20:00:00,2021-01-01 20:00:00,253310.94897748,1.36278373,894426.63235535,4.81191226,59298.64793308,0.3190199,5043293.26295062,27.13233686,4716606.80609006,25.37480135,1384987.32998054,7.45107231,2067002.83798922,11.12023719,4168832.07869461,22.42783641
2021-01-01 21:00:00,2021-01-01 21:00:00,253266.98444136,1.36254446,894563.47225111,4.81263873,59315.1330173,0.31910794,5043090.23912821,27.13118988,4716638.90074122,25.37492282,1384981.71138913,7.45102705,2067107.52530802,11.12077796,4168832.07869461,22.42779116
2021-01-01 22:00:00,2021-01-01 22:00:00,253255.2945827,1.36247928,894456.6090409,4.81205573,59324.84739103,0.31915967,5042866.87992348,27.12994262,4717503.45099204,25.37953133,1384991.65851572,7.45106804,2067198.05684735,11.12124631,4168230.49767774,22.42451703
2021-01-01 23:00:00,2021-01-01 23:00:00,253249.60325126,1.36244637,894365.53787855,4.81155769,59332.31496285,0.3191993,5042945.98214158,27.13032257,4717471.45344671,25.37931651,1384994.20753193,7.45106922,2067269.01188744,11.12160934,4168230.43387064,22.42447899
2021-01-02 00:00:00,2021-01-02 00:00:00,253233.29723613,1.36235635,894261.79132038,4.81099146,59327.04635513,0.31917042,5043463.14438612,27.13305921,4716948.0785009,25.37645817,1384994.02220576,7.4510557,2067452.69398435,11.12257882,4168209.72098219,22.42432986
2021-01-02 01:00:00,2021-01-02 01:00:00,253258.47105302,1.36248858,894200.59332801,4.81065091,59305.39738385,0.3190532,5031424.25102553,27.0682281,4716884.70874972,25.37605752,1397010.05401913,7.51568242,2067667.83719234,11.12371008,4168182.23221936,22.42412919
2021-01-02 02:00:00,2021-01-02 02:00:00,253259.50571998,1.36249368,894145.45288267,4.81035264,59296.45018253,0.31900496,5031627.9754649,27.069315,4716673.81160016,25.3749144,1397009.99725704,7.51567959,2067744.36964432,11.12411807,4168182.23221936,22.42412165
2021-01-02 03:00:00,2021-01-02 03:00:00,253252.40299677,1.36245227,893425.34267637,4.80646726,59305.73926491,0.31905418,5031653.87511803,27.06939063,4717146.14268677,25.37739573,1397011.48836813,7.51566992,2068085.33100073,11.1259262,4168103.22285925,22.42364382
2021-01-02 04:00:00,2021-01-02 04:00:00,253200.01548304,1.36216585,893167.26595024,4.80506269,59238.7547708,0.31869275,5032204.03127036,27.07225934,4717615.03561859,25.37983295,1397060.09413036,7.51590614,2067457.62488832,11.12251185,4168103.22285925,22.42356842
2021-01-02 05:00:00,2021-01-02 05:00:00,253205.45967055,1.36219331,893275.28297804,4.80563734,59221.95921246,0.31860196,5042848.29181987,27.12948686,4718507.48197911,25.3846,1385070.09482039,7.4513923,2067886.67335223,11.12480509,4168055.80113831,22.42328314
2021-01-02 06:00:00,2021-01-02 06:00:00,253127.80419892,1.36177187,893274.41646942,4.80561975,59160.79548446,0.31827206,5044661.72809725,27.13916977,4717148.65703504,25.37722154,1385003.68105364,7.45101497,2069006.42233483,11.13079917,4166737.5402974,22.41613087
2021-01-02 07:00:00,2021-01-02 07:00:00,253097.40561905,1.36160559,893319.25512754,4.80585128,59097.73345067,0.31793216,5044284.69096844,27.13708665,4717297.86693712,25.37797305,1384957.33588054,7.45075061,2069368.71690492,11.13272577,4166735.54008268,22.41607489
2021-01-02 08:00:00,2021-01-02 08:00:00,252972.79786787,1.36092928,893314.44851966,4.80580441,58899.62107417,0.31686497,5042656.33008581,27.12820787,4718792.85495335,25.38590478,1385083.17171101,7.45139501,2069897.86539845,11.13552379,4166622.70536064,22.41536989
2021-01-02 09:00:00,2021-01-02 09:00:00,252998.04996686,1.36106284,893402.09925423,4.80626787,58877.9206953,0.3167477,5043350.29468716,27.1318956,4719013.07270112,25.38704682,1385082.74242671,7.45138017,2070024.16022046,11.13618451,4165522.70501912,22.40941449
2021-01-02 10:00:00,2021-01-02 10:00:00,252824.12140117,1.36012395,893279.07342849,4.80559472,58855.14054919,0.3166244,5042880.02131882,27.12930181,4719775.6853383,25.39108971,1385084.64121248,7.45137285,2070093.40670339,11.13653082,4165522.70501912,22.40936175
2021-01-02 11:00:00,2021-01-02 11:00:00,252851.74368763,1.36027072,893374.34089963,4.80610076,58858.34001752,0.31664119,5042651.63129852,27.12803665,4719787.67187337,25.39112005,1385072.61137094,7.45129811,2070040.84780423,11.13623309,4165702.60801912,22.41029943
2021-01-02 12:00:00,2021-01-02 12:00:00,252868.26452889,1.36035731,893404.63171569,4.80625564,58854.76327831,0.31662141,5042748.28449322,27.128511,4719574.58877519,25.38993103,1385059.4906213,7.45121499,2070458.41703104,11.13846077,4165402.60452732,22.40864783
2021-01-02 13:00:00,2021-01-02 13:00:00,252920.84583674,1.3606379,893622.98022926,4.80742221,58862.85199375,0.3166644,5043549.75763076,27.13277708,4719028.22306552,25.38694907,1385055.34351721,7.45118016,2071059.68602191,11.14167669,4164302.60667581,22.4026925
2021-01-02 14:00:00,2021-01-02 14:00:00,252896.26643075,1.36050246,893530.01353604,4.80691076,58855.31149934,0.31662309,5043934.58112181,27.13478345,4719538.22314268,25.38963296,1385057.67941721,7.45117519,2070532.36407646,11.13881364,4164101.60574667,22.40155845
2021-01-02 15:00:00,2021-01-02 15:00:00,252945.96983836,1.36076802,893546.80706251,4.80699464,58852.04253199,0.31660507,5044529.23141038,27.13794598,4718498.15711475,25.38400359,1385057.03659609,7.45116171,2070940.19467021,11.14099266,4164101.60574667,22.40152832
2021-01-02 16:00:00,2021-01-02 16:00:00,253078.20427603,1.36147711,893637.35749246,4.80747369,58871.66742073,0.31671012,5045677.98624107,27.14408028,4717743.0244411,25.37989855,1385067.00202326,7.45120279,2071831.7556289,11.14577023,4162595.29744741,22.39338722
2021-01-02 17:00:00,2021-01-02 17:00:00,253207.20434002,1.36216834,894112.86137988,4.81002204,58887.97815432,0.31679722,5043781.84059198,27.13382491,4717332.3449117,25.37763803,1385091.99902326,7.45132224,2071821.11565599,11.14569051,4164304.45091381,22.40253671
2021-01-02 18:00:00,2021-01-02 18:00:00,253157.5735669,1.36189722,893932.0180379,4.80903461,58864.00022274,0.31666727,5044158.19701022,27.13576746,4717299.40377009,25.37738403,1385006.71226125,7.45084088,2070965.36577526,11.14105315,4165212.7743266,22.40735537
2021-01-02 19:00:00,2021-01-02 19:00:00,253293.38918742,1.36262557,894237.39661918,4.81066935,58878.78091973,0.31674626,5044103.4870592,27.13542752,4716665.76858262,25.37393264,1384926.15670867,7.45039499,2071339.54193828,11.14304735,4165182.77395586,22.40715631
2021-01-02 20:00:00,2021-01-02 20:00:00,253303.89199774,1.36267795,894271.0395834,4.81083578,58876.87097219,0.31673502,5044451.86739975,27.13721956,4716345.85019333,25.37213482,1385026.49996021,7.45091225,2071224.75090848,11.1423961,4165182.77395586,22.40708851
2021-01-02 21:00:00,2021-01-02 21:00:00,253350.79290329,1.36292705,893785.89333151,4.80821457,58885.22072074,0.3167792,5044800.35482981,27.13903042,4716318.10156248,25.37192583,1385119.11457996,7.45139295,2071285.04308731,11.14269423,4165182.77395586,22.40703577
2021-01-02 22:00:00,2021-01-02 22:00:00,253421.20662279,1.36330356,893733.86606401,4.8079266,58915.97818928,0.31694413,5050351.28998874,27.16884658,4708362.09710359,25.32908309,1385081.06763527,7.45117574,2071610.26722949,11.14442507,4167282.77213779,22.41829524
2021-01-02 23:00:00,2021-01-02 23:00:00,253425.60402702,1.36332401,893691.39892659,4.80768683,58936.69579923,0.31705483,5049455.29985108,27.16396258,4708241.74884596,25.32837605,1385052.39167064,7.45100394,2071695.90171975,11.14485952,4168303.25413069,22.42373224
2021-01-03 00:00:00,2021-01-03 00:00:00,253402.55461748,1.36319818,893591.73285697,4.8071442,58947.15048458,0.31711065,5050656.53470576,27.17038818,4706615.30134985,25.31959239,1385053.27371594,7.45099867,2071579.17757567,11.1442166,4168981.56966471,22.42735114
2021-01-03 01:00:00,2021-01-03 01:00:00,253421.07777036,1.36329416,893647.37648683,4.80743061,58963.83572795,0.31719955,5052488.82101313,27.180172,4704977.67385131,25.31071457,1385073.07632962,7.45108515,2071323.86435813,11.14281315,4168981.56943363,22.42729081
2021-01-03 02:00:00,2021-01-03 02:00:00,253346.98749714,1.36289375,893504.45203797,4.80665527,58957.64287091,0.31716581,5053518.49079381,27.18567461,4704353.42873447,25.30732237,1385074.07269962,7.45108049,2071165.65090341,11.14194705,4168981.56943363,22.42726065
2021-01-03 03:00:00,2021-01-03 03:00:00,253213.34801867,1.36217208,893423.51509973,4.80621017,58970.17277399,0.31723258,5053310.08406456,27.18449863,4704695.28136421,25.30911033,1385075.13799501,7.45107119,2070227.69135904,11.13687878,4170024.56429575,22.43282624
2021-01-03 04:00:00,2021-01-03 04:00:00,253190.70022749,1.36204658,893436.1052174,4.80626497,58978.63801371,0.31727726,5053090.44013161,27.18324393,4705020.09588346,25.3107896,1385071.71426785,7.45103273,2070177.53693369,11.13657902,4170024.56429575,22.4327659
2021-01-03 05:00:00,2021-01-03 05:00:00,253113.83798139,1.36162898,893463.15456024,4.80639594,58951.04807034,0.31712788,5052215.64549721,27.17845571,4705387.30771326,25.31268843,1385087.66226785,7.45109598,2070811.82475432,11.13995748,4170015.56412635,22.4326496
2021-01-03 06:00:00,2021-01-03 06:00:00,253117.54160081,1.36164753,893391.92214411,4.8060079,58955.23591972,0.31715009,5052790.28976418,27.18151959,4705608.59124479,25.3138533,1384882.00230656,7.44998211,2070998.6570003,11.14095131,4169320.55499049,22.42888817
2021-01-03 07:00:00,2021-01-03 07:00:00,253081.18369013,1.36144782,893534.07828054,4.80675808,58927.2612072,0.31699864,5051796.69319292,27.1760923,4704255.2657686,25.3064965,1384891.0576248,7.45000828,2071280.95124372,11.14243619,4171354.55396305,22.43976218
2021-01-03 08:00:00,2021-01-03 08:00:00,253094.4733157,1.36151703,893612.94319487,4.80717425,58917.44875262,0.31694532,5052776.10706262,27.18131535,4704485.32746491,25.30769157,1384713.14671388,7.44903869,2071217.29552355,11.14207503,4170335.55294281,22.43424276
2021-01-03 09:00:00,2021-01-03 09:00:00,253054.17959739,1.36129706,893627.03676712,4.80723876,58905.76935262,0.31688175,5052646.22411321,27.18055268,4704776.40688613,25.30919786,1384718.83821388,7.44905178,2071132.0370978,11.14159016,4170335.55294281,22.43418996
2021-01-03 10:00:00,2021-01-03 10:00:00,253125.41340215,1.36167889,893749.48687959,4.80789262,58918.48343348,0.31694982,5053647.16463556,27.18590979,4704217.87469994,25.30616772,1384710.89766197,7.44900155,2071590.76157166,11.14404661,4169254.71268661,22.42835299
2021-01-03 11:00:00,2021-01-03 11:00:00,253119.02069561,1.36164221,893621.66288715,4.80719692,58921.51445401,0.3169656,5054153.73619926,27.18858917,4704262.14776074,25.30636335,1384720.05452283,7.44903828,2071293.19595051,11.14242714,4169154.71250085,22.42777734
2021-01-03 12:00:00,2021-01-03 12:00:00,253091.16913318,1.36148872,893569.32706398,4.80690245,58914.33407848,0.31692612,5054641.86947961,27.19114192,4705112.49730361,25.31086969,1384732.48747346,7.44908513,2070079.64793779,11.13586896,4169154.71250085,22.42771702
2021-01-03 13:00:00,2021-01-03 13:00:00,253095.61326129,1.36150988,893466.58039026,4.80634003,58924.24999533,0.31697882,5054771.15312938,27.19178254,4704960.4797301,25.31000086,1384732.43330318,7.44906981,2070228.32266057,11.13664628,4169154.71250085,22.42767177
2021-01-03 14:00:00,2021-01-03 14:00:00,253039.24899529,1.36120256,893476.81099766,4.80638053,58919.27996988,0.31695112,5054769.09190747,27.19168917,4704879.57083057,25.30948903,1384733.43530318,7.44905266,2070417.64446606,11.13763102,4169154.71250085,22.42760391
2021-01-03 15:00:00,2021-01-03 15:00:00,253079.81590596,1.36141804,893381.05963208,4.80585575,58938.33769572,0.317053,5054778.78143468,27.19168644,4704832.90347057,25.30918693,1384733.23313963,7.44903655,2070541.91557679,11.13827706,4169141.24811553,22.42748624
2021-01-03 16:00:00,2021-01-03 16:00:00,253044.85560158,1.36122539,893342.94739254,4.80563457,58929.29509174,0.31700329,5054484.79773335,27.19001357,4705259.97707057,25.31139923,1384733.73313963,7.44901419,2070552.94082602,11.13829892,4169141.24811553,22.42741083
2021-01-03 17:00:00,2021-01-03 17:00:00,253069.51302591,1.36135483,893389.13427654,4.80587171,58936.15180774,0.31703943,5055181.26884322,27.19369615,4703970.46367295,25.30440289,1384717.42950946,7.44890896,2071128.33571961,11.14136797,4169141.24811553,22.42735805
2021-01-03 18:00:00,2021-01-03 18:00:00,253077.08364599,1.36139189,893422.27117666,4.80603704,58944.41654417,0.31708304,5055128.43783626,27.19333882,4704533.57058794,25.30736398,1384702.58645408,7.44880908,2070798.43012038,11.13956332,4168976.74860548,22.42641283
2021-01-03 19:00:00,2021-01-03 19:00:00,253130.65458817,1.36167687,893599.40857696,4.80697861,58951.6967356,0.31712146,5055555.79855833,27.19557374,4704068.25206234,25.30480131,1384499.95441192,7.44770152,2070844.78226499,11.13978645,4168976.74777265,22.42636004
2021-01-03 20:00:00,2021-01-03 20:00:00,253153.27081182,1.36179578,893635.19496822,4.80716142,58970.27494824,0.31722075,5056301.21372601,27.19952871,4704027.80629363,25.3045327,1384498.809234,7.44768033,2070792.82047202,11.13948446,4168285.40451702,22.42259584
