start_time,date,flow_mean,flow_total,transactions_count_flow
2023-05-26,2023-05-26,11.79170525,11720.95501718,994
2023-05-27,2023-05-27,5.03042076,5211.51590845,1036
2023-05-28,2023-05-28,3.75773034,7759.71314926,2065
2023-05-29,2023-05-29,7.40923499,9624.59625111,1299
2023-05-30,2023-05-30,6.86334761,8414.46417269,1226
2023-05-31,2023-05-31,6.97686353,12237.41863878,1754
2023-06-01,2023-06-01,6.84533135,9672.45320159,1413
2023-06-02,2023-06-02,6.35456697,9087.03076869,1430
2023-06-03,2023-06-03,7.10293364,9184.09319536,1293
2023-06-04,2023-06-04,5.61778762,10258.08018976,1826
2023-06-05,2023-06-05,7.65925568,16635.90334052,2172
2023-06-06,2023-06-06,7.42543875,11754.46954157,1583
2023-06-07,2023-06-07,14.84574943,15291.12190982,1030
2023-06-08,2023-06-08,7.48111385,14685.42648306,1963
2023-06-09,2023-06-09,6.03232097,13222.84757313,2192
2023-06-10,2023-06-10,12.4215082,17377.68996931,1399
2023-06-11,2023-06-11,8.25596699,9287.96286284,1125
2023-06-12,2023-06-12,10.78234405,13747.48866818,1275
2023-06-13,2023-06-13,9.25569553,11430.78397658,1235
2023-06-14,2023-06-14,13.75834425,17087.86355582,1242
2023-06-15,2023-06-15,14.31837613,18284.56632389,1277
2023-06-16,2023-06-16,14.13457037,17639.94382644,1248
2023-06-17,2023-06-17,54.80777646,68180.87391766,1244
2023-06-18,2023-06-18,10.99369599,12192.0088545,1109
2023-06-19,2023-06-19,121.15701479,143813.37655525,1187
2023-06-20,2023-06-20,19.09319437,22014.45310513,1153
2023-06-21,2023-06-21,15.81554106,21730.55341515,1374
2023-06-22,2023-06-22,10.95182066,15201.12708133,1388
2023-06-23,2023-06-23,19.50810374,22531.85981501,1155
2023-06-24,2023-06-24,7.90210207,11007.62818271,1393
2023-06-25,2023-06-25,12.15241131,14060.33988609,1157
2023-06-26,2023-06-26,11.46423923,14800.33284451,1291
2023-06-27,2023-06-27,11.71097775,14931.49663179,1275
2023-06-28,2023-06-28,13.26712205,14779.57396618,1114
2023-06-29,2023-06-29,10.92499343,14737.81613697,1349
2023-06-30,2023-06-30,14.65533785,20649.37102751,1409
2023-07-01,2023-07-01,8.39285222,10063.02981159,1199
2023-07-02,2023-07-02,8.39946463,9894.5693286,1178
2023-07-03,2023-07-03,9.08375385,11609.03742641,1278
2023-07-04,2023-07-04,17.03558075,21447.7961599,1259
2023-07-05,2023-07-05,14.89718873,18681.07467179,1254
2023-07-06,2023-07-06,12.35591407,15716.72270154,1272
2023-07-07,2023-07-07,13.16018715,17174.04423401,1305
2023-07-08,2023-07-08,10.97013594,12999.61108758,1185
2023-07-09,2023-07-09,9.02047133,9922.51846648,1100
2023-07-10,2023-07-10,13.61522075,17754.24786399,1304
2023-07-11,2023-07-11,13.77670657,16697.3683568,1212
2023-07-12,2023-07-12,12.08090515,15668.93398404,1297
2023-07-13,2023-07-13,16.24978405,21595.96300132,1329
2023-07-14,2023-07-14,13.84833977,18099.78008312,1307
2023-07-15,2023-07-15,10.59801164,12304.29151066,1161
2023-07-16,2023-07-16,9.90396027,10963.68401763,1107
2023-07-17,2023-07-17,9.04554912,11542.12068214,1276
2023-07-18,2023-07-18,10.17192107,12216.47720506,1201
2023-07-19,2023-07-19,17.02498571,20549.15774924,1207
2023-07-20,2023-07-20,9.44502,11740.15985961,1243
2023-07-21,2023-07-21,6.22533292,7657.15949518,1230
2023-07-22,2023-07-22,4.5804906,4951.51034012,1081
2023-07-23,2023-07-23,4.37859802,5000.35893452,1142
2023-07-24,2023-07-24,5.720121,7070.06955101,1236
2023-07-25,2023-07-25,7.75230031,9271.75116492,1196
2023-07-26,2023-07-26,6.93631815,7942.0842847,1145
2023-07-27,2023-07-27,12.96279615,15710.90893477,1212
2023-07-28,2023-07-28,7.26371895,8629.29811579,1188
2023-07-29,2023-07-29,6.54949293,7256.83817131,1108
2023-07-30,2023-07-30,7.22681753,8130.16971794,1125
2023-07-31,2023-07-31,7.18201617,8496.32512982,1183
2023-08-01,2023-08-01,6.75667414,8412.0593105,1245
2023-08-02,2023-08-02,7.82420291,9725.48421608,1243
2023-08-03,2023-08-03,6.4102185,7692.26219722,1200
2023-08-04,2023-08-04,6.25845804,7259.81132747,1160
2023-08-05,2023-08-05,3.95727027,4815.99792022,1217
2023-08-06,2023-08-06,6.25534469,6837.09174343,1093
2023-08-07,2023-08-07,6.75841346,7697.83293382,1139
2023-08-08,2023-08-08,8.43412963,10298.07227308,1221
2023-08-09,2023-08-09,5.10770685,6011.7709651,1177
2023-08-10,2023-08-10,5.08203533,5981.55557996,1177
2023-08-11,2023-08-11,4.74679297,5686.65798396,1198
2023-08-12,2023-08-12,3.42631073,3789.4996687,1106
2023-08-13,2023-08-13,3.87637635,4015.92589941,1036
2023-08-14,2023-08-14,4.5209231,5483.87972599,1213
2023-08-15,2023-08-15,4.52157285,5141.02833299,1137
2023-08-16,2023-08-16,5.20092309,6225.50493304,1197
2023-08-17,2023-08-17,6.46480386,7699.58140178,1191
2023-08-18,2023-08-18,8.05239924,10274.86143145,1276
2023-08-19,2023-08-19,4.36528045,4832.36545308,1107
2023-08-20,2023-08-20,3.77913835,3858.50025407,1021
2023-08-21,2023-08-21,4.78932298,5785.50215661,1208
2023-08-22,2023-08-22,4.94835896,5844.01193245,1181
2023-08-23,2023-08-23,11.67371874,13296.36564966,1139
2023-08-24,2023-08-24,5.42860539,6400.32575976,1179
2023-08-25,2023-08-25,4.25172881,5148.84358564,1211
2023-08-26,2023-08-26,3.27772189,3608.7718063,1101
2023-08-27,2023-08-27,4.78051402,4813.97761343,1007
2023-08-28,2023-08-28,4.17551149,4998.08725094,1197
2023-08-29,2023-08-29,6.54684791,7816.93640482,1194
2023-08-30,2023-08-30,5.11221922,5776.80771743,1130
2023-08-31,2023-08-31,1.95031951,6549.17292486,3358
2023-09-01,2023-09-01,4.85245702,6861.37422123,1414
2023-09-02,2023-09-02,3.20818331,3596.3734934,1121
2023-09-03,2023-09-03,3.179754,3300.58465276,1038
2023-09-04,2023-09-04,3.57271976,4040.74604858,1131
2023-09-05,2023-09-05,4.45316047,5214.65091558,1171
2023-09-06,2023-09-06,3.6603786,4183.81274295,1143
2023-09-07,2023-09-07,4.06686255,4774.49663827,1174
2023-09-08,2023-09-08,4.29311139,4499.18073605,1048
2023-09-09,2023-09-09,4.8427694,3985.59921492,823
2023-09-10,2023-09-10,3.53402257,2841.35414268,804
2023-09-11,2023-09-11,4.1654182,8093.40756307,1943
2023-09-12,2023-09-12,4.54257157,5541.93731597,1220
2023-09-13,2023-09-13,3.66468461,4295.01036237,1172
2023-09-14,2023-09-14,3.96963466,4811.19721338,1212
2023-09-15,2023-09-15,4.71508791,5620.38479084,1192
2023-09-16,2023-09-16,3.2950872,3660.84187874,1111
2023-09-17,2023-09-17,2.6281747,2617.66200582,996
2023-09-18,2023-09-18,5.19652777,4780.80554886,920
2023-09-19,2023-09-19,7.45009035,7882.19558738,1058
2023-09-20,2023-09-20,5.03636668,5565.18518354,1105
2023-09-21,2023-09-21,3.12482993,4643.4972733,1486
2023-09-22,2023-09-22,3.60614156,6747.09085716,1871
2023-09-23,2023-09-23,20.63730651,23464.61750187,1137
2023-09-24,2023-09-24,1.67351838,3079.27382589,1840
2023-09-25,2023-09-25,2.27476799,5045.435406,2218
2023-09-26,2023-09-26,1.80028908,3831.0151593,2128
2023-09-27,2023-09-27,2.93037347,4269.55414683,1457
2023-09-28,2023-09-28,8.15782767,9854.65582776,1208
2023-09-29,2023-09-29,4.39157107,5265.4937075,1199
2023-09-30,2023-09-30,1.58073274,2407.45596728,1523
2023-10-01,2023-10-01,2.52355301,4315.27565436,1710
2023-10-02,2023-10-02,18.23857259,23691.90579149,1299
2023-10-03,2023-10-03,2.86711487,3136.62366892,1094
2023-10-04,2023-10-04,2.78264007,4830.66316092,1736
2023-10-05,2023-10-05,10.19881694,17409.38051651,1707
2023-10-06,2023-10-06,3.96204528,5431.96407701,1371
2023-10-07,2023-10-07,9.46934285,10207.95159393,1078
2023-10-08,2023-10-08,2.36821683,2500.83697326,1056
2023-10-09,2023-10-09,2.73563698,3104.94796931,1135
2023-10-10,2023-10-10,3.58921269,3811.74387274,1062
2023-10-11,2023-10-11,3.97398376,4542.26344165,1143
2023-10-12,2023-10-12,2.88459315,3343.24346035,1159
2023-10-13,2023-10-13,3.16934023,3800.03893974,1199
2023-10-14,2023-10-14,2.09739448,2233.72512355,1065
2023-10-15,2023-10-15,2.78212573,2818.29336184,1013
2023-10-16,2023-10-16,5.89196655,7370.85015155,1251
2023-10-17,2023-10-17,4.51203109,5274.56434771,1169
2023-10-18,2023-10-18,5.44149519,6176.09704167,1135
2023-10-19,2023-10-19,3.69497573,4119.89794223,1115
2023-10-20,2023-10-20,15.86901311,19074.55375236,1202
2023-10-21,2023-10-21,2.67187797,3096.70657005,1159
2023-10-22,2023-10-22,2.59693676,2874.8089971,1107
2023-10-23,2023-10-23,5.37662402,6328.28647114,1177
2023-10-24,2023-10-24,10.0590528,12463.1664169,1239
2023-10-25,2023-10-25,4.83287232,4919.86402589,1018
2023-10-26,2023-10-26,4.05688383,5099.50297538,1257
2023-10-27,2023-10-27,4.36129961,4779.98437103,1096
2023-10-28,2023-10-28,9.49001367,9262.25334319,976
2023-10-29,2023-10-29,2.73974968,2224.67674312,812
2023-10-30,2023-10-30,6.55235468,5569.50147548,850
2023-10-31,2023-10-31,4.23413702,3988.55707315,942
2023-11-01,2023-11-01,9.95904797,9102.56984407,914
2023-11-02,2023-11-02,7.64707059,7585.89402406,992
2023-11-03,2023-11-03,36.99286977,36733.91968119,993
2023-11-04,2023-11-04,3.11658806,3337.86581396,1071
2023-11-05,2023-11-05,2.24293715,2386.48513263,1064
2023-11-06,2023-11-06,3.59216093,3455.6588142,962
2023-11-07,2023-11-07,4.90826933,5811.39088911,1184
2023-11-08,2023-11-08,27.42159897,31397.73082308,1145
2023-11-09,2023-11-09,72.59391331,81014.80725893,1116
2023-11-10,2023-11-10,4.77047508,7289.28592979,1528
2023-11-11,2023-11-11,1.7134021,2474.15263608,1444
2023-11-12,2023-11-12,1.59777351,1577.00245536,987
2023-11-13,2023-11-13,2.61420505,2676.94597409,1024
2023-11-14,2023-11-14,2.45061328,2644.21173151,1079
2023-11-15,2023-11-15,3.7608234,3644.23787089,969
2023-11-16,2023-11-16,1.99469588,1665.57105834,835
2023-11-17,2023-11-17,3.32696982,5047.01321175,1517
2023-11-18,2023-11-18,1.64735362,1683.59540155,1022
2023-11-19,2023-11-19,1.72861059,1700.95281936,984
2023-11-20,2023-11-20,3.19945401,3253.84473262,1017
2023-11-21,2023-11-21,6.82819227,7285.6811492,1067
2023-11-22,2023-11-22,4.98499181,4780.60714703,959
2023-11-23,2023-11-23,3.82150835,3561.64577862,932
2023-11-24,2023-11-24,9.19743998,8985.89885788,977
2023-11-25,2023-11-25,4.11676842,3676.27419627,893
2023-11-26,2023-11-26,2.82005037,2478.8242709,879
2023-11-27,2023-11-27,5.37441515,4756.35740511,885
2023-11-28,2023-11-28,6.32915994,6094.98102576,963
2023-11-29,2023-11-29,14.06416949,14429.83789419,1026
2023-11-30,2023-11-30,2.77112054,2599.31106654,938
2023-12-01,2023-12-01,6.41022075,6429.45141649,1003
2023-12-02,2023-12-02,11.36058474,10633.50732001,936
2023-12-03,2023-12-03,3.41608902,3231.62021044,946
2023-12-04,2023-12-04,6.17954618,6476.16439261,1048
2023-12-05,2023-12-05,6.4679844,5795.31401839,896
2023-12-06,2023-12-06,4.37379268,5379.7649992,1230
2023-12-07,2023-12-07,8.28727089,7748.59827816,935
2023-12-08,2023-12-08,5.375786,5628.4479468,1047
2023-12-09,2023-12-09,4.79584119,4599.21170052,959
2023-12-10,2023-12-10,2.483196,2259.70836229,910
2023-12-11,2023-12-11,4.40582301,4339.73566123,985
2023-12-12,2023-12-12,17.75506099,17648.53062145,994
2023-12-13,2023-12-13,1.58497459,2906.84339655,1834
2023-12-14,2023-12-14,4.19474321,4043.73245297,964
2023-12-15,2023-12-15,3.46881222,3534.71965412,1019
2023-12-16,2023-12-16,2.14433149,2285.85737345,1066
2023-12-17,2023-12-17,4.1428582,4308.57252841,1040
2023-12-18,2023-12-18,3.24736938,3991.01697274,1229
2023-12-19,2023-12-19,4.45351883,4141.77251401,930
2023-12-20,2023-12-20,5.46462942,5120.35776806,937
2023-12-21,2023-12-21,4.15286238,3704.35324485,892
2023-12-22,2023-12-22,4.16570324,5028.00381443,1207
2023-12-23,2023-12-23,3.86318084,3445.95730881,892
2023-12-24,2023-12-24,16.43204771,15018.89160552,914
2023-12-25,2023-12-25,2.14518473,1883.47218956,878
2023-12-26,2023-12-26,67.88351611,62995.90294893,928
2023-12-27,2023-12-27,5.15742819,4682.9447995,908
2023-12-28,2023-12-28,24.82526465,23931.55512242,964
2023-12-29,2023-12-29,34.40774184,31827.16120059,925
2023-12-30,2023-12-30,12.33540218,11447.2532264,928
2023-12-31,2023-12-31,14.79265761,12766.06351428,863
2024-01-01,2024-01-01,2.56330859,2404.38345694,938
2024-01-02,2024-01-02,10.87148821,10371.39975489,954
2024-01-03,2024-01-03,6.08368524,5803.83571919,954
2024-01-04,2024-01-04,2.98991044,3154.35551924,1055
2024-01-05,2024-01-05,3.37137885,3145.49647112,933
2024-01-06,2024-01-06,13.86487995,12727.95979185,918
2024-01-07,2024-01-07,3.31457118,2853.84578995,861
2024-01-08,2024-01-08,5.76872993,5416.83740146,939
2024-01-09,2024-01-09,17.30077195,16003.2140557,925
2024-01-10,2024-01-10,4.30000272,4050.60256661,942
2024-01-11,2024-01-11,7.55559328,7215.59158102,955
2024-01-12,2024-01-12,12.55553981,11613.8743228,925
2024-01-13,2024-01-13,2.28554269,1951.8534568,854
2024-01-14,2024-01-14,3.25866599,2792.6767562,857
2024-01-15,2024-01-15,3.81365473,3390.33905629,889
2024-01-16,2024-01-16,17.11023156,15382.09816912,899
2024-01-17,2024-01-17,3.58121306,3244.57902835,906
2024-01-18,2024-01-18,2.66847666,2460.3354776,922
2024-01-19,2024-01-19,4.1671038,3812.89998136,915
2024-01-20,2024-01-20,2.31005968,1977.41109034,856
2024-01-21,2024-01-21,4.94134842,4338.50391063,878
2024-01-22,2024-01-22,7.16534534,6441.64546403,899
2024-01-23,2024-01-23,6.30006554,5997.66239104,952
2024-01-24,2024-01-24,4.9708387,5085.16799068,1023
2024-01-25,2024-01-25,2.05207342,4321.66662744,2106
2024-01-26,2024-01-26,8.0278489,11616.29736349,1447
2024-01-27,2024-01-27,3.02677562,3774.38919923,1247
2024-01-28,2024-01-28,3.88449469,3515.4676957,905
2024-01-29,2024-01-29,8.5127593,7559.33026042,888
2024-01-30,2024-01-30,11.04206419,9982.02603217,904
2024-01-31,2024-01-31,17.56296359,18265.4821356,1040
2024-02-01,2024-02-01,2.92984075,5297.15207141,1808
2024-02-02,2024-02-02,1.06954737,3763.73719959,3519
2024-02-03,2024-02-03,1.45989791,2129.99104872,1459
2024-02-04,2024-02-04,0.85346183,2235.21652161,2619
2024-02-05,2024-02-05,2.89799138,2663.25407649,919
2024-02-06,2024-02-06,3.42254198,3052.90744844,892
2024-02-07,2024-02-07,1.76597814,4436.1370849,2512
2024-02-08,2024-02-08,6.54756839,7313.6338963,1117
2024-02-09,2024-02-09,16.58828637,17533.81869835,1057
2024-02-10,2024-02-10,1.65641558,2882.16311217,1740
2024-02-11,2024-02-11,5.57095473,5481.81945093,984
2024-02-12,2024-02-12,3.09038931,3600.30355029,1165
2024-02-13,2024-02-13,15.21298581,15441.18059468,1015
2024-02-14,2024-02-14,26.79784736,24493.23248329,914
2024-02-15,2024-02-15,8.41545844,10233.19746571,1216
2024-02-16,2024-02-16,3.7423672,3746.10956224,1001
2024-02-17,2024-02-17,2.4977445,2605.14751572,1043
2024-02-18,2024-02-18,3.19744222,3059.95220467,957
2024-02-19,2024-02-19,5.03716436,4901.16092294,973
2024-02-20,2024-02-20,4.69093653,4681.55465282,998
2024-02-21,2024-02-21,7.2797756,7032.26323144,966
2024-02-22,2024-02-22,2.42814065,2651.529589,1092
2024-02-23,2024-02-23,2.2769074,2242.75378815,985
2024-02-24,2024-02-24,1.9844977,1926.94726207,971
2024-02-25,2024-02-25,1.82156519,1952.71788136,1072
2024-02-26,2024-02-26,18.50169834,19574.79684234,1058
2024-02-27,2024-02-27,24.10408755,21934.71966699,910
2024-02-28,2024-02-28,5.58820415,6605.25730005,1182
2024-02-29,2024-02-29,6.07284592,5787.42216336,953
2024-03-01,2024-03-01,5.09523945,4972.95370004,976
2024-03-02,2024-03-02,3.92849754,3406.00736334,867
2024-03-03,2024-03-03,4.669785,4170.11800627,893
2024-03-04,2024-03-04,7.0335027,6231.68339139,886
2024-03-05,2024-03-05,6.54000692,6271.86663452,959
2024-03-06,2024-03-06,132.01224649,118414.98510584,897
2024-03-07,2024-03-07,3.03611668,4466.12763051,1471
2024-03-08,2024-03-08,35.20220541,45270.03615182,1286
2024-03-09,2024-03-09,3.1233363,2885.96274332,924
2024-03-10,2024-03-10,5.61378825,5069.25078626,903
2024-03-11,2024-03-11,6.86290932,6663.88495397,971
2024-03-12,2024-03-12,33.39877919,33699.36820055,1009
2024-03-13,2024-03-13,9.37393037,8717.75524583,930
2024-03-14,2024-03-14,8.83068165,8247.85665844,934
2024-03-15,2024-03-15,6.73528558,6263.81558895,930
2024-03-16,2024-03-16,2.59397669,2324.20311104,896
2024-03-17,2024-03-17,4.64027899,4185.53165281,902
2024-03-18,2024-03-18,5.19081878,5263.4902438,1014
2024-03-19,2024-03-19,10.39579049,10728.45578563,1032
2024-03-20,2024-03-20,4.03089,3595.55388074,892
2024-03-21,2024-03-21,5.62323327,4594.18158408,817
2024-03-22,2024-03-22,12.30358058,11036.31178269,897
2024-03-23,2024-03-23,4.85288101,4158.91902537,857
2024-03-24,2024-03-24,6.18262237,11876.81757708,1921
2024-03-25,2024-03-25,17.49238893,14728.59147758,842
2024-03-26,2024-03-26,4.68090468,4311.1132108,921
2024-03-27,2024-03-27,7.25155784,6468.38959068,892
2024-03-28,2024-03-28,4.17103172,3812.32299461,914
2024-03-29,2024-03-29,13.45176907,12039.33331473,895
2024-03-30,2024-03-30,3.42244719,2950.14948055,862
2024-03-31,2024-03-31,4.90839578,4059.24331031,827
2024-04-01,2024-04-01,7.13962474,6447.08114411,903
2024-04-02,2024-04-02,20.50635011,18742.80400015,914
2024-04-03,2024-04-03,6.35500388,5185.68316914,816
2024-04-04,2024-04-04,5.10171266,4530.32083875,888
2024-04-05,2024-04-05,14.21683048,12155.39005858,855
2024-04-06,2024-04-06,16.65921144,16192.75352114,972
2024-04-07,2024-04-07,2.7853412,2412.10548044,866
2024-04-08,2024-04-08,7.14846653,5940.37568597,831
2024-04-09,2024-04-09,21.92760641,18134.13050166,827
2024-04-10,2024-04-10,7.44821442,6003.26082123,806
2024-04-11,2024-04-11,7.94816842,6438.01642406,810
2024-04-12,2024-04-12,7.23408286,6018.7569367,832
2024-04-13,2024-04-13,7.06745697,5767.04488801,816
2024-04-14,2024-04-14,8.0442925,6708.93994456,834
2024-04-15,2024-04-15,9.87651416,8069.11206584,817
2024-04-16,2024-04-16,8.4863344,6975.76687564,822
2024-04-17,2024-04-17,10.45372049,8310.707788,795
2024-04-18,2024-04-18,50.82032137,41316.92127121,813
2024-04-19,2024-04-19,8.34820975,6903.96946056,827
2024-04-20,2024-04-20,17.10690778,13394.70879511,783
2024-04-21,2024-04-21,8.48705657,6789.6452542,800
2024-04-22,2024-04-22,5.92672836,4735.45596133,799
2024-04-23,2024-04-23,50.22737507,39528.94417885,787
2024-04-24,2024-04-24,7.63336339,6305.15815745,826
2024-04-25,2024-04-25,3.16770765,2477.14737981,782
2024-04-26,2024-04-26,5.77176101,4790.56163734,830
2024-04-27,2024-04-27,2.34496939,2091.71269658,892
2024-04-28,2024-04-28,3.28524401,2799.02790054,852
2024-04-29,2024-04-29,4.80133633,4393.22274468,915
2024-04-30,2024-04-30,8.71556217,7495.38346995,860
2024-05-01,2024-05-01,6.01705401,5288.990479,879
2024-05-02,2024-05-02,15.82194277,13385.36358529,846
2024-05-03,2024-05-03,3.39771738,2871.07118353,845
2024-05-04,2024-05-04,3.54680797,2755.8697897,777
2024-05-05,2024-05-05,13.67811996,11229.7364906,821
2024-05-06,2024-05-06,8.48862865,6926.72097434,816
2024-05-07,2024-05-07,7.26076064,5953.82372561,820
2024-05-08,2024-05-08,6.06965979,5043.88728467,831
2024-05-09,2024-05-09,6.46909332,5298.18743265,819
2024-05-10,2024-05-10,7.648483,6401.78027402,837
2024-05-11,2024-05-11,3.19660778,2595.64551707,812
2024-05-12,2024-05-12,3.9574095,4182.98184287,1057
2024-05-13,2024-05-13,2.69588282,9761.7917053,3621
2024-05-14,2024-05-14,0.47952516,3287.14495099,6855
2024-05-15,2024-05-15,3.75715835,6338.32612942,1687
2024-05-16,2024-05-16,3.91960654,3954.88299765,1009
2024-05-17,2024-05-17,31.45997401,36178.97011421,1150
2024-05-18,2024-05-18,2.79129531,2207.91458995,791
2024-05-19,2024-05-19,2.31725945,1853.80756138,800
2024-05-20,2024-05-20,3.61211953,2979.99861258,825
2024-05-21,2024-05-21,6.52425529,5708.7233761,875
2024-05-22,2024-05-22,2.81490461,2311.03668196,821
2024-05-23,2024-05-23,5.2232216,4340.49714552,831
2024-05-24,2024-05-24,5.55081135,4374.03934556,788
2024-05-25,2024-05-25,3.16971111,2589.65398054,817
2024-05-26,2024-05-26,4.718751,3723.09453933,789
2024-05-27,2024-05-27,13.64002108,11280.29743237,827
2024-05-28,2024-05-28,9.05283632,7251.32189574,801
2024-05-29,2024-05-29,22.49286907,19411.34601034,863
2024-05-30,2024-05-30,4.67288266,3635.5027112,778
2024-05-31,2024-05-31,5.25893573,4443.80069572,845
2024-06-01,2024-06-01,1.72513734,1355.95795049,786
2024-06-02,2024-06-02,5.07993722,3931.87140574,774
2024-06-03,2024-06-03,8.3336937,6691.95603857,803
2024-06-04,2024-06-04,5.58433016,4366.94618828,782
2024-06-05,2024-06-05,4.72852835,3763.90856767,796
2024-06-06,2024-06-06,4.75634572,3719.46235576,782
2024-06-07,2024-06-07,3.25831097,2723.94796918,836
2024-06-08,2024-06-08,5.18965303,4156.91207965,801
2024-06-09,2024-06-09,1.90913637,1483.39895625,777
2024-06-10,2024-06-10,4.28329947,3559.42185708,831
2024-06-11,2024-06-11,7.30118719,6176.80435938,846
2024-06-12,2024-06-12,6.67779372,5328.87939135,798
2024-06-13,2024-06-13,8.64135852,6973.57632341,807
2024-06-14,2024-06-14,7.25011562,5734.84145282,791
2024-06-15,2024-06-15,4.33659972,3412.90398291,787
2024-06-16,2024-06-16,0.98159645,1124.90953089,1146
2024-06-17,2024-06-17,7.66474222,6116.46429463,798
2024-06-18,2024-06-18,7.44201379,6139.66137785,825
2024-06-19,2024-06-19,3.33777843,2650.19607414,794
2024-06-20,2024-06-20,5.91253443,4795.06542512,811
2024-06-21,2024-06-21,5.41024083,4376.88483477,809
2024-06-22,2024-06-22,2.05729941,1612.92273697,784
2024-06-23,2024-06-23,3.5003221,2758.25381415,788
2024-06-24,2024-06-24,7.65484434,6544.89191341,855
2024-06-25,2024-06-25,5.15655692,5744.40440756,1114
2024-06-26,2024-06-26,5.04628817,5737.62964556,1137
2024-06-27,2024-06-27,17.44792906,20187.25392748,1157
2024-06-28,2024-06-28,5.38212785,5613.55934659,1043
2024-06-29,2024-06-29,8.92736619,10078.99642349,1129
2024-06-30,2024-06-30,3.09668929,3434.22842288,1109
2024-07-01,2024-07-01,4.60382789,5137.87192476,1116
2024-07-02,2024-07-02,25.44148806,27349.59966927,1075
2024-07-03,2024-07-03,4.91093695,4832.36196097,984
2024-07-04,2024-07-04,13.95654553,16329.15826535,1170
2024-07-05,2024-07-05,8.8551924,10334.00952915,1167
2024-07-06,2024-07-06,3.66941632,4135.43219626,1127
2024-07-07,2024-07-07,3.23535286,3351.82556728,1036
2024-07-08,2024-07-08,6.53893632,7559.01038924,1156
2024-07-09,2024-07-09,4.29097764,4724.36638056,1101
2024-07-10,2024-07-10,2.89776979,3714.94087566,1282
2024-07-11,2024-07-11,3.30418689,4097.19174252,1240
2024-07-12,2024-07-12,7.1091768,11708.81419133,1647
2024-07-13,2024-07-13,2.72687267,2721.41892879,998
2024-07-14,2024-07-14,1.80888458,2243.01687599,1240
2024-07-15,2024-07-15,4.82036452,5572.34138222,1156
2024-07-16,2024-07-16,31.42556782,35510.89163617,1130
2024-07-17,2024-07-17,3.83549175,4410.81550713,1150
2024-07-18,2024-07-18,3.0991178,3340.84899083,1078
2024-07-19,2024-07-19,3.77462478,4774.90034956,1265
2024-07-20,2024-07-20,23.21217367,22863.99106073,985
2024-07-21,2024-07-21,2.42735554,2575.42422364,1061
2024-07-22,2024-07-22,5.17479844,6737.58757127,1302
2024-07-23,2024-07-23,7.03403129,6393.93444243,909
2024-07-24,2024-07-24,10.78802357,10572.26309851,980
2024-07-25,2024-07-25,21.34270047,21876.26798446,1025
2024-07-26,2024-07-26,9.14716973,7948.89049431,869
2024-07-27,2024-07-27,2.74906966,2672.09570951,972
2024-07-28,2024-07-28,5.39291212,5036.97991876,934
2024-07-29,2024-07-29,11.0937738,10505.80378453,947
2024-07-30,2024-07-30,39.11278544,37509.1612371,959
2024-07-31,2024-07-31,4.71901624,4572.72673541,969
2024-08-01,2024-08-01,5.87630885,5194.65702457,884
2024-08-02,2024-08-02,6.77268409,5851.5990503,864
2024-08-03,2024-08-03,4.10171916,3802.29365786,927
2024-08-04,2024-08-04,3.12374151,2942.56450347,942
2024-08-05,2024-08-05,13.9889322,12813.8618958,916
2024-08-06,2024-08-06,11.9564359,11526.00420871,964
2024-08-07,2024-08-07,13.96911338,13410.34884156,960
2024-08-08,2024-08-08,7.64931321,7289.7954866,953
2024-08-09,2024-08-09,16.47552961,15075.10959661,915
2024-08-10,2024-08-10,2.20258942,2041.80039184,927
2024-08-11,2024-08-11,4.13678494,3148.09334113,761
2024-08-12,2024-08-12,5.23115751,5152.6901522,985
2024-08-13,2024-08-13,4.75428394,4568.86686406,961
2024-08-14,2024-08-14,5.36240363,5147.90748008,960
2024-08-15,2024-08-15,5.64768279,5461.30925952,967
2024-08-16,2024-08-16,18.44961191,17637.82899011,956
2024-08-17,2024-08-17,5.69210011,5379.03460579,945
2024-08-18,2024-08-18,2.23609914,2059.44730798,921
2024-08-19,2024-08-19,4.27921405,4056.69491636,948
2024-08-20,2024-08-20,13.22657908,13940.81435229,1054
2024-08-21,2024-08-21,3.30772229,3109.25895188,940
2024-08-22,2024-08-22,3.55330503,3489.3455403,982
2024-08-23,2024-08-23,4.74667682,4428.64947728,933
2024-08-24,2024-08-24,5.83073976,5539.20276749,950
2024-08-25,2024-08-25,2.63545505,2566.93321827,974
2024-08-26,2024-08-26,3.84209651,3503.99202141,912
2024-08-27,2024-08-27,121.90916931,123737.80684987,1015
2024-08-28,2024-08-28,9.14253724,8731.1230601,955
2024-08-29,2024-08-29,8.35498838,7953.94893608,952
2024-08-30,2024-08-30,6.61355688,6428.37728308,972
2024-08-31,2024-08-31,4.14764342,3753.61729691,905
2024-09-01,2024-09-01,1.28473023,1243.61886257,968
2024-09-02,2024-09-02,8.90907114,8837.79856929,992
2024-09-03,2024-09-03,39.21995889,38278.67987497,976
2024-09-04,2024-09-04,4.52779466,4138.40432062,914
2024-09-05,2024-09-05,4.07133689,3928.84009889,965
2024-09-06,2024-09-06,16.83554367,16246.29964516,965
2024-09-07,2024-09-07,2.99500422,2755.40387891,920
2024-09-08,2024-09-08,2.88844146,2712.24652766,939
2024-09-09,2024-09-09,6.36996621,5955.91840949,935
2024-09-10,2024-09-10,3.26022331,3367.81067417,1033
