start_time,date,price_usd_adj_close,price_usd_close,price_usd_high,price_usd_low,price_usd_open
2021-10-22,2021-10-22,48.75,48.75,49.8,46.8,49.68
2021-10-25,2021-10-25,50.89,50.89,51.49,50.4,50.52
2021-10-26,2021-10-26,49.43,49.43,51.388,49.17,50.81
2021-10-27,2021-10-27,46.7,46.7,47.72,46.17,46.67
2021-10-28,2021-10-28,48.685,48.685,49.0,46.32,48.7
2021-10-29,2021-10-29,49.69,49.69,50.0,48.23,48.56
2021-11-01,2021-11-01,49.24,49.24,49.54,48.59,49.28
2021-11-02,2021-11-02,50.46,50.46,51.0,50.06,50.63
2021-11-03,2021-11-03,50.46,50.46,50.48,48.69,49.66
2021-11-04,2021-11-04,48.87,48.87,50.0,48.4,49.5
2021-11-05,2021-11-05,48.57,48.57,49.56,48.35,49.305
2021-11-08,2021-11-08,52.3,52.3,52.85,51.56,51.98
2021-11-09,2021-11-09,53.49,53.49,54.08,52.26,53.745
2021-11-10,2021-11-10,53.49,53.49,55.05,52.93,53.99
2021-11-11,2021-11-11,52.19,52.19,53.95,52.13,52.725
2021-11-12,2021-11-12,51.47,51.47,51.702,50.28,51.69
2021-11-15,2021-11-15,51.18,51.18,53.0,50.8,52.19
2021-11-16,2021-11-16,47.07,47.07,49.48,46.88,48.82
2021-11-17,2021-11-17,48.38,48.38,48.44,46.88,47.5
2021-11-18,2021-11-18,46.48,46.48,47.45,45.0,47.26
2021-11-19,2021-11-19,47.14,47.14,47.49,46.14,46.375
2021-11-22,2021-11-22,45.15,45.15,47.4,45.05,47.4
2021-11-23,2021-11-23,46.88,46.88,47.0,45.7,45.96
2021-11-24,2021-11-24,46.42,46.42,47.71,45.15,45.63
2021-11-26,2021-11-26,44.33,44.33,44.72,43.71,44.28
2021-11-29,2021-11-29,47.18,47.18,47.79,46.0,46.485
2021-11-30,2021-11-30,46.22,46.22,48.34,45.48,47.45
2021-12-01,2021-12-01,44.87,44.87,47.9,44.77,47.05
2021-12-02,2021-12-02,45.39,45.39,45.67,44.08,44.58
2021-12-03,2021-12-03,41.85,41.85,45.18,40.51,45.055
2021-12-06,2021-12-06,38.4,38.4,39.17,36.69,38.05
2021-12-07,2021-12-07,40.1,40.1,41.6,39.76,40.4
2021-12-08,2021-12-08,40.33,40.33,41.01,39.65,39.69
2021-12-09,2021-12-09,37.1,37.1,39.3,37.01,39.16
2021-12-10,2021-12-10,37.28,37.28,38.87,36.45,38.75
2021-12-13,2021-12-13,35.41,35.41,37.06,34.61,36.93
2021-12-14,2021-12-14,36.7,36.7,36.75,35.25,35.57
2021-12-15,2021-12-15,37.66,37.66,37.93,35.37,36.53
2021-12-16,2021-12-16,36.31,36.31,37.64,35.67,37.61
2021-12-17,2021-12-17,34.42,34.42,35.75,33.92,34.85
2021-12-20,2021-12-20,34.47,34.47,37.33,33.2,33.82
2021-12-21,2021-12-21,36.53,36.53,36.6,35.7,35.8
2021-12-22,2021-12-22,37.0,37.0,37.38,36.18,36.6
2021-12-23,2021-12-23,39.135,39.135,39.33,36.45,36.74
2021-12-27,2021-12-27,39.29,39.29,39.94,39.01,39.4
2021-12-28,2021-12-28,36.326,36.326,37.69,35.81,37.6
2021-12-29,2021-12-29,35.36,35.36,36.54,35.23,35.855
2021-12-30,2021-12-30,35.39,35.39,36.0,35.21,35.39
2021-12-31,2021-12-31,34.25,34.25,36.24,34.13,36.0
2022-01-03,2022-01-03,34.25,34.25,35.39,34.1,35.29
2022-01-04,2022-01-04,34.66,34.66,35.5,34.02,34.99
2022-01-05,2022-01-05,32.49,32.49,35.0,32.42,34.7
2022-01-06,2022-01-06,31.94,31.94,32.49,31.25,31.99
2022-01-07,2022-01-07,30.735,30.735,31.41,30.1,31.25
2022-01-10,2022-01-10,30.17,30.17,30.65,28.95,29.56
2022-01-11,2022-01-11,31.15,31.15,31.49,29.84,30.17
2022-01-12,2022-01-12,31.95,31.95,32.5,31.48,31.96
2022-01-13,2022-01-13,30.5,30.5,32.59,30.107,32.205
2022-01-14,2022-01-14,30.53,30.53,31.2,30.02,30.04
2022-01-18,2022-01-18,28.57,28.57,29.4,28.25,29.27
2022-01-19,2022-01-19,28.02,28.02,29.55,28.0,28.95
2022-01-20,2022-01-20,29.02,29.02,29.68,28.65,28.78
2022-01-21,2022-01-21,25.59,25.59,26.73,25.06,26.16
2022-01-24,2022-01-24,25.8965,25.8965,26.0,22.22,22.57
2022-01-25,2022-01-25,25.43,25.43,25.95,24.58,25.55
2022-01-26,2022-01-26,25.44,25.44,27.4,25.25,26.5
2022-01-27,2022-01-27,24.11,24.11,25.81,24.07,25.455
2022-01-28,2022-01-28,25.735,25.735,25.75,24.62,25.05
2022-01-31,2022-01-31,26.24,26.24,26.49,25.17,25.65
2022-02-01,2022-02-01,26.27,26.27,26.75,25.91,26.61
2022-02-02,2022-02-02,25.55,25.55,26.14,25.01,26.14
2022-02-03,2022-02-03,24.63,24.63,25.37,24.52,24.86
2022-02-04,2022-02-04,27.96,27.96,28.24,25.51,25.51
2022-02-07,2022-02-07,30.57,30.57,31.17,29.6,29.7
2022-02-08,2022-02-08,31.35,31.35,31.36,29.68,30.34
2022-02-09,2022-02-09,32.08,32.08,32.08,30.5,31.25
2022-02-10,2022-02-10,31.0,31.0,32.7,30.67,31.165
2022-02-11,2022-02-11,29.61,29.61,31.1,29.24,30.585
2022-02-14,2022-02-14,29.45,29.45,30.05,29.04,29.58
2022-02-15,2022-02-15,31.29,31.29,31.4,30.88,31.01
2022-02-16,2022-02-16,31.12,31.12,31.5,30.4,31.1
2022-02-17,2022-02-17,28.34,28.34,29.9865,28.3,29.91
2022-02-18,2022-02-18,27.3,27.3,28.17,26.97,28.14
2022-02-22,2022-02-22,25.93,25.93,26.48,25.5,25.65
2022-02-23,2022-02-23,25.93,25.93,26.87,25.38,26.74
2022-02-24,2022-02-24,26.59,26.59,27.6,24.03,24.13
2022-02-25,2022-02-25,27.175,27.175,27.34,24.56,27.17
2022-02-28,2022-02-28,29.39,29.39,29.5,26.9,27.0
2022-03-01,2022-03-01,30.75,30.75,31.29,29.91,31.225
2022-03-02,2022-03-02,30.177,30.177,31.8,29.8,30.65
2022-03-03,2022-03-03,28.11,28.11,30.25,28.01,30.19
2022-03-04,2022-03-04,26.13,26.13,27.93,25.56,27.75
2022-03-07,2022-03-07,24.67,24.67,26.44,24.56,25.91
2022-03-08,2022-03-08,25.5,25.5,26.36,25.16,25.495
2022-03-09,2022-03-09,28.1,28.1,28.8,28.0,28.1
2022-03-10,2022-03-10,26.6,26.6,26.95,26.0,26.36
2022-03-11,2022-03-11,25.51,25.51,26.722,25.3,26.57
2022-03-14,2022-03-14,25.4,25.4,26.07,25.12,25.81
2022-03-15,2022-03-15,26.34,26.34,26.5,25.035,25.21
2022-03-16,2022-03-16,27.5,27.5,27.5,25.94,26.69
2022-03-17,2022-03-17,27.65,27.65,27.7,27.12,27.5
2022-03-18,2022-03-18,28.7,28.7,28.74,27.13,27.34
2022-03-21,2022-03-21,27.69,27.69,28.46,27.3,28.19
2022-03-22,2022-03-22,28.75,28.75,29.49,28.69,28.95
2022-03-23,2022-03-23,28.75,28.75,29.2,28.23,28.63
2022-03-24,2022-03-24,30.51,30.51,30.68,29.0,29.14
2022-03-25,2022-03-25,30.17,30.17,31.53,29.95,31.21
2022-03-28,2022-03-28,32.81,32.81,33.16,31.93,31.96
2022-03-29,2022-03-29,32.87,32.87,33.18,32.3,32.91
2022-03-30,2022-03-30,32.06,32.06,32.96,31.52,32.495
2022-03-31,2022-03-31,30.54,30.54,32.35,30.51,32.21
2022-04-01,2022-04-01,32.05,32.05,32.14,30.45,30.52
2022-04-04,2022-04-04,32.08,32.08,32.15,31.04,31.84
2022-04-05,2022-04-05,32.13,32.13,32.59,31.62,32.27
2022-04-06,2022-04-06,30.21,30.21,31.22,29.73,31.21
2022-04-07,2022-04-07,30.38,30.38,30.75,29.75,29.95
2022-04-08,2022-04-08,29.82,29.82,30.88,29.6,29.97
2022-04-11,2022-04-11,27.78,27.78,28.72,27.71,28.58
2022-04-12,2022-04-12,27.38,27.38,28.55,27.35,28.09
2022-04-13,2022-04-13,29.19,29.19,29.32,27.51,27.55
2022-04-14,2022-04-14,28.5,28.5,29.3525,28.15,29.15
2022-04-18,2022-04-18,29.5,29.5,29.69,27.89,28.095
2022-04-19,2022-04-19,30.18,30.18,30.49,29.53,29.59
2022-04-20,2022-04-20,30.07,30.07,30.7,29.75,30.48
2022-04-21,2022-04-21,30.07,30.07,31.4,29.26,30.89
2022-04-22,2022-04-22,28.04,28.04,28.87,27.58,28.73
2022-04-25,2022-04-25,28.62,28.62,28.65,26.93,27.34
2022-04-26,2022-04-26,26.9,26.9,28.45,26.75,28.37
2022-04-27,2022-04-27,26.9,26.9,27.68,26.75,27.38
2022-04-28,2022-04-28,27.83,27.83,28.04,26.79,27.26
2022-04-29,2022-04-29,26.38,26.38,27.41,26.26,27.05
2022-05-02,2022-05-02,26.17,26.17,26.5,25.5,26.35
2022-05-03,2022-05-03,25.7,25.7,26.38,25.62,26.15
2022-05-04,2022-05-04,27.76,27.76,27.89,26.32,26.44
2022-05-05,2022-05-05,25.02,25.02,27.5,24.71,27.49
2022-05-06,2022-05-06,25.02,25.02,25.18,24.08,24.675
2022-05-09,2022-05-09,20.904,20.904,22.9,20.55,22.5
2022-05-10,2022-05-10,21.23,21.23,22.04,20.8,21.685
2022-05-11,2022-05-11,19.09,19.09,21.51,18.97,20.145
2022-05-12,2022-05-12,18.31,18.31,19.48,17.48,18.38
2022-05-13,2022-05-13,19.7,19.7,20.25,18.93,19.69
2022-05-16,2022-05-16,18.75,18.75,19.61,18.56,19.425
2022-05-17,2022-05-17,19.31,19.31,19.85,18.85,19.45
2022-05-18,2022-05-18,18.55,18.55,19.04,18.12,18.975
2022-05-19,2022-05-19,19.53,19.53,19.82,18.55,18.68
2022-05-20,2022-05-20,18.74,18.74,19.99,18.27,19.83
2022-05-23,2022-05-23,18.44,18.44,20.0,18.41,19.3
2022-05-24,2022-05-24,18.62,18.62,18.87,17.95,18.44
2022-05-25,2022-05-25,19.07,19.07,19.43,18.5,18.67
2022-05-26,2022-05-26,19.04,19.04,19.45,18.02,18.12
2022-05-27,2022-05-27,18.96,18.96,19.29,18.2,18.93
2022-05-31,2022-05-31,20.54,20.54,21.1,20.11,20.71
2022-06-01,2022-06-01,19.47,19.47,20.84,19.252,20.64
2022-06-02,2022-06-02,19.95,19.95,20.11,19.08,19.12
2022-06-03,2022-06-03,19.26,19.26,19.665,19.11,19.61
2022-06-06,2022-06-06,20.14,20.14,20.75,19.91,20.5
2022-06-07,2022-06-07,20.22,20.22,20.4,18.8,19.05
2022-06-08,2022-06-08,19.53,19.53,20.13,19.45,19.66
2022-06-09,2022-06-09,19.41,19.41,20.02,19.377,19.53
2022-06-10,2022-06-10,18.68,18.68,19.21,18.45,19.07
2022-06-13,2022-06-13,14.9835,14.9835,15.94,14.46,15.23
2022-06-14,2022-06-14,14.36,14.36,15.24,14.28,14.62
2022-06-15,2022-06-15,14.06,14.06,14.53,13.17,13.88
2022-06-16,2022-06-16,12.735,12.735,13.77,12.6,13.53
2022-06-17,2022-06-17,12.47,12.47,12.92,12.0,12.53
2022-06-21,2022-06-21,13.51,13.51,14.0,12.75,12.76
2022-06-22,2022-06-22,13.51,13.51,13.66,12.731,13.16
2022-06-23,2022-06-23,13.69,13.69,13.71,13.03,13.38
2022-06-24,2022-06-24,13.85,13.85,14.23,13.4,13.885
2022-06-27,2022-06-27,13.51,13.51,13.94,13.15,13.91
2022-06-28,2022-06-28,13.25,13.25,13.85,13.18,13.6
2022-06-29,2022-06-29,13.32,13.32,13.38,12.96,13.17
2022-06-30,2022-06-30,12.06,12.06,12.6,11.95,12.59
2022-07-01,2022-07-01,12.25,12.25,12.6,12.13,12.31
2022-07-05,2022-07-05,12.93,12.93,13.04,12.1,12.25
2022-07-06,2022-07-06,12.58,12.58,12.89,12.43,12.83
2022-07-07,2022-07-07,13.75,13.75,13.79,12.55,12.66
2022-07-08,2022-07-08,13.77,13.77,14.12,13.25,13.46
2022-07-11,2022-07-11,12.85,12.85,13.19,12.76,13.05
2022-07-12,2022-07-12,12.21,12.21,12.6935,12.13,12.48
2022-07-13,2022-07-13,12.41,12.41,12.65,11.92,12.05
2022-07-14,2022-07-14,13.13,13.13,13.3,12.32,12.35
2022-07-15,2022-07-15,13.7,13.7,13.7,13.21,13.55
2022-07-18,2022-07-18,14.08,14.08,14.85,13.93,14.34
2022-07-19,2022-07-19,15.38,15.38,15.72,14.42,14.59
2022-07-20,2022-07-20,15.58,15.58,16.15,15.4,15.73
2022-07-21,2022-07-21,15.04,15.04,15.1,14.52,14.92
2022-07-22,2022-07-22,14.48,14.48,15.47,14.48,15.33
2022-07-25,2022-07-25,13.76,13.76,14.2,13.55,14.13
2022-07-26,2022-07-26,13.0,13.0,13.25,12.91,13.09
2022-07-27,2022-07-27,14.23,14.23,14.48,13.18,13.22
2022-07-28,2022-07-28,14.83,14.83,14.92,14.0,14.47
2022-07-29,2022-07-29,14.8,14.8,15.15,14.48,14.67
2022-08-01,2022-08-01,14.21,14.21,14.73,14.05,14.29
2022-08-02,2022-08-02,14.18,14.18,14.75,14.0,14.15
2022-08-03,2022-08-03,14.52,14.52,14.7,14.36,14.39
2022-08-04,2022-08-04,13.99,13.99,14.44,13.94,14.14
2022-08-05,2022-08-05,14.23,14.23,14.59,14.14,14.38
2022-08-08,2022-08-08,15.14,15.14,15.23,14.88,14.89
2022-08-09,2022-08-09,14.35,14.35,14.79,14.31,14.75
2022-08-10,2022-08-10,14.96,14.96,15.2,14.76,15.14
2022-08-11,2022-08-11,15.18,15.18,15.9235,15.14,15.625
2022-08-12,2022-08-12,15.22,15.22,15.35,14.86,14.98
2022-08-15,2022-08-15,15.06,15.06,15.3,15.0,15.185
2022-08-16,2022-08-16,14.94,14.94,15.11,14.8,15.06
2022-08-17,2022-08-17,14.37,14.37,14.82,14.32,14.765
2022-08-18,2022-08-18,14.48,14.48,14.68,14.41,14.53
2022-08-19,2022-08-19,13.24,13.24,13.53,13.19,13.45
2022-08-22,2022-08-22,12.94,12.94,13.23,12.88,13.045
2022-08-23,2022-08-23,13.53,13.53,13.59,13.13,13.16
2022-08-24,2022-08-24,13.59,13.59,13.73,13.39,13.475
2022-08-25,2022-08-25,13.4,13.4,13.7,13.33,13.54
2022-08-26,2022-08-26,12.667,12.667,13.58,12.6,13.53
2022-08-29,2022-08-29,12.59,12.59,12.74,12.21,12.255
2022-08-30,2022-08-30,12.59,12.59,12.83,12.06,12.765
2022-08-31,2022-08-31,12.54,12.54,12.75,12.32,12.54
2022-09-01,2022-09-01,12.28,12.28,12.42,12.04,12.375
2022-09-02,2022-09-02,12.38,12.38,12.75,12.18,12.635
2022-09-06,2022-09-06,11.72,11.72,12.47,11.72,12.345
2022-09-07,2022-09-07,11.72,11.72,12.24,11.67,11.685
2022-09-08,2022-09-08,12.11,12.11,12.39,12.01,12.18
2022-09-09,2022-09-09,13.45,13.45,13.48,13.1,13.16
2022-09-12,2022-09-12,14.15,14.15,14.27,13.85,14.05
2022-09-13,2022-09-13,12.65,12.65,13.54,12.48,13.455
2022-09-14,2022-09-14,12.36,12.36,12.7,12.17,12.655
2022-09-15,2022-09-15,12.1,12.1,12.53,12.06,12.39
2022-09-16,2022-09-16,11.98,11.98,12.12,11.75,12.08
2022-09-19,2022-09-19,12.09,12.09,12.14,11.5,11.565
2022-09-20,2022-09-20,11.66,11.66,11.94,11.58,11.745
2022-09-21,2022-09-21,11.66,11.66,12.21,11.6,11.86
2022-09-22,2022-09-22,11.74,11.74,11.84,11.43,11.705
2022-09-23,2022-09-23,11.195,11.195,11.57,11.03,11.5
2022-09-26,2022-09-26,11.39,11.39,11.53,11.24,11.25
2022-09-27,2022-09-27,11.36,11.36,12.14,11.15,11.98
2022-09-28,2022-09-28,11.68,11.68,11.78,11.3,11.36
2022-09-29,2022-09-29,11.33,11.33,11.71,11.17,11.54
2022-09-30,2022-09-30,11.41,11.41,12.0,11.21,11.26
2022-10-03,2022-10-03,11.66,11.66,11.84,11.29,11.365
2022-10-04,2022-10-04,12.1,12.1,12.21,11.87,11.97
2022-10-05,2022-10-05,11.99,11.99,12.11,11.71,11.89
2022-10-06,2022-10-06,11.95,11.95,12.12,11.78,12.0
2022-10-07,2022-10-07,11.35,11.35,11.78,11.29,11.78
2022-10-10,2022-10-10,11.33,11.33,11.44,11.22,11.37
2022-10-11,2022-10-11,11.16,11.16,11.33,11.07,11.285
2022-10-12,2022-10-12,11.21,11.21,11.35,11.16,11.19
2022-10-13,2022-10-13,11.25,11.25,11.45,10.68,10.765
2022-10-14,2022-10-14,11.16,11.16,11.49,11.1,11.44
2022-10-17,2022-10-17,11.46,11.46,11.58,11.34,11.42
2022-10-18,2022-10-18,11.31,11.31,11.58,11.18,11.535
2022-10-19,2022-10-19,11.25,11.25,11.35,11.15,11.275
2022-10-20,2022-10-20,11.27,11.27,11.43,11.2,11.23
2022-10-21,2022-10-21,11.42,11.42,11.485,11.14,11.18
2022-10-24,2022-10-24,11.55,11.55,11.64,11.38,11.445
2022-10-25,2022-10-25,12.22,12.22,12.38,11.56,11.58
2022-10-26,2022-10-26,12.52,12.52,12.95,12.26,12.345
2022-10-27,2022-10-27,12.15,12.15,12.6,12.12,12.545
2022-10-28,2022-10-28,12.06,12.06,12.15,11.83,12.075
2022-10-31,2022-10-31,12.0,12.0,12.13,11.79,12.005
2022-11-01,2022-11-01,12.03,12.03,12.21,12.01,12.075
2022-11-02,2022-11-02,11.79,11.79,12.33,11.74,12.115
2022-11-03,2022-11-03,11.82,11.82,11.98,11.7,11.715
2022-11-04,2022-11-04,12.2535,12.2535,12.69,12.07,12.275
2022-11-07,2022-11-07,12.06,12.06,12.2,12.01,12.145
2022-11-08,2022-11-08,10.564,10.564,12.13,10.0,11.43
2022-11-09,2022-11-09,8.765,8.765,10.27,8.67,10.115
2022-11-10,2022-11-10,9.65,9.65,9.74,8.9,9.505
2022-11-11,2022-11-11,8.87,8.87,9.13,8.43,8.94
2022-11-14,2022-11-14,8.955,8.955,9.03,8.58,8.715
2022-11-15,2022-11-15,9.68,9.68,9.73,9.28,9.42
2022-11-16,2022-11-16,9.2,9.2,9.385,8.66,9.22
2022-11-17,2022-11-17,8.75,8.75,9.09,8.67,9.005
2022-11-18,2022-11-18,8.35,8.35,8.82,8.01,8.805
2022-11-21,2022-11-21,8.28,8.28,8.43,7.46,7.945
2022-11-22,2022-11-22,8.444,8.444,9.18,8.31,8.315
2022-11-23,2022-11-23,9.23,9.23,9.25,8.75,8.75
2022-11-25,2022-11-25,9.03,9.03,9.34,8.9,9.235
2022-11-28,2022-11-28,8.84,8.84,9.0,8.51,8.755
2022-11-29,2022-11-29,8.69,8.69,8.91,8.51,8.86
2022-11-30,2022-11-30,9.05,9.05,9.19,8.71,8.875
2022-12-01,2022-12-01,8.89,8.89,9.18,8.84,8.965
2022-12-02,2022-12-02,8.98,8.98,9.0,8.79,8.825
2022-12-05,2022-12-05,8.82,8.82,9.14,8.69,9.05
2022-12-06,2022-12-06,8.76,8.76,8.88,8.6,8.85
2022-12-07,2022-12-07,8.11,8.11,8.69,8.08,8.655
2022-12-08,2022-12-08,8.19,8.19,8.28,8.11,8.115
2022-12-09,2022-12-09,8.03,8.03,8.24,7.99,8.18
2022-12-12,2022-12-12,8.1,8.1,8.14,7.83,7.835
2022-12-13,2022-12-13,8.29,8.29,8.57,8.21,8.445
2022-12-14,2022-12-14,8.4,8.4,8.75,8.3,8.405
2022-12-15,2022-12-15,8.3,8.3,8.3525,8.14,8.21
2022-12-16,2022-12-16,7.93,7.93,8.13,7.9,8.055
2022-12-19,2022-12-19,8.13,8.13,8.4,7.93,7.935
2022-12-20,2022-12-20,8.08,8.08,8.3,7.84,8.125
2022-12-21,2022-12-21,8.05,8.05,8.07,7.92,8.0
2022-12-22,2022-12-22,8.15,8.15,8.2,7.94,8.165
2022-12-23,2022-12-23,8.33,8.33,8.37,8.05,8.065
2022-12-27,2022-12-27,7.86,7.86,8.2,7.85,8.045
2022-12-28,2022-12-28,7.8,7.8,7.97,7.73,7.835
2022-12-29,2022-12-29,7.98,7.98,8.04,7.74,7.745
2022-12-30,2022-12-30,8.29,8.29,8.3,7.79,7.795
2023-01-03,2023-01-03,8.2,8.2,8.24,8.01,8.22
2023-01-04,2023-01-04,8.38,8.38,8.45,8.13,8.28
2023-01-05,2023-01-05,8.45,8.45,8.49,8.21,8.37
2023-01-06,2023-01-06,8.65,8.65,8.69,8.25,8.31
2023-01-09,2023-01-09,9.65,9.65,9.83,8.82,8.825
2023-01-10,2023-01-10,9.88,9.88,9.95,9.45,9.705
2023-01-11,2023-01-11,9.8,9.8,9.96,9.26,9.635
2023-01-12,2023-01-12,10.49,10.49,11.24,9.9,10.205
2023-01-13,2023-01-13,11.32,11.32,11.43,10.22,10.305
2023-01-17,2023-01-17,11.72,11.72,12.45,11.3,12.02
2023-01-18,2023-01-18,10.83,10.83,12.0,10.51,11.94
2023-01-19,2023-01-19,11.46,11.46,11.87,10.54,10.545
2023-01-20,2023-01-20,12.18,12.18,12.25,11.225,11.5
2023-01-23,2023-01-23,12.28,12.28,12.82,11.88,12.305
2023-01-24,2023-01-24,11.97,11.97,12.35,11.83,12.3
2023-01-25,2023-01-25,12.11,12.11,12.19,11.35,11.765
2023-01-26,2023-01-26,12.24,12.24,12.31,11.81,12.205
2023-01-27,2023-01-27,12.36,12.36,12.56,12.06,12.16
2023-01-30,2023-01-30,11.89,11.89,12.43,11.85,12.34
2023-01-31,2023-01-31,12.15,12.15,12.27,11.94,11.95
2023-02-01,2023-02-01,12.65,12.65,12.69,11.86,12.165
2023-02-02,2023-02-02,12.93,12.93,13.3,12.52,12.855
2023-02-03,2023-02-03,12.32,12.32,12.88,12.29,12.715
2023-02-06,2023-02-06,11.93,11.93,12.25,11.91,12.195
2023-02-07,2023-02-07,12.15,12.15,12.18,11.75,11.925
2023-02-08,2023-02-08,11.75,11.75,12.22,11.66,12.21
2023-02-09,2023-02-09,10.63,10.63,11.79,10.56,11.72
2023-02-10,2023-02-10,10.67,10.67,10.83,10.56,10.635
2023-02-13,2023-02-13,10.39,10.39,10.65,10.27,10.555
2023-02-14,2023-02-14,10.85,10.85,10.93,10.3,10.39
2023-02-15,2023-02-15,12.17,12.17,12.25,11.09,11.13
2023-02-16,2023-02-16,11.89,11.89,12.68,11.88,12.025
2023-02-17,2023-02-17,12.2,12.2,12.28,11.63,11.66
2023-02-21,2023-02-21,11.88,11.88,12.28,11.85,12.2
2023-02-22,2023-02-22,11.58,11.58,11.88,11.29,11.71
2023-02-23,2023-02-23,11.89,11.89,11.92,11.58,11.895
2023-02-24,2023-02-24,11.46,11.46,11.86,11.2,11.785
2023-02-27,2023-02-27,11.49,11.49,11.92,11.42,11.735
2023-02-28,2023-02-28,11.54,11.54,11.77,11.43,11.47
2023-03-01,2023-03-01,11.51,11.51,11.88,11.51,11.665
2023-03-02,2023-03-02,11.51,11.51,11.56,11.23,11.495
2023-03-03,2023-03-03,11.25,11.25,11.51,10.89,11.015
2023-03-06,2023-03-06,11.77,11.77,11.89,11.14,11.23
2023-03-07,2023-03-07,12.9,12.9,13.49,11.4,11.77
2023-03-08,2023-03-08,13.24,13.24,13.54,12.5,12.65
2023-03-09,2023-03-09,11.8,11.8,13.18,11.71,13.055
2023-03-10,2023-03-10,11.23,11.23,12.2,11.14,11.6
2023-03-13,2023-03-13,12.65,12.65,12.98,11.75,12.24
2023-03-14,2023-03-14,13.49,13.49,13.6,13.21,13.415
2023-03-15,2023-03-15,13.27,13.27,13.57,12.7,13.55
2023-03-16,2023-03-16,14.05,14.05,14.2,13.19,13.255
2023-03-17,2023-03-17,15.43,15.43,15.54,14.66,14.76
2023-03-20,2023-03-20,16.0,16.0,16.24,15.78,16.02
2023-03-21,2023-03-21,16.0,16.0,16.15,15.56,16.11
2023-03-22,2023-03-22,15.08,15.08,16.75,15.06,16.075
2023-03-23,2023-03-23,16.1,16.1,16.35,15.3,15.48
2023-03-24,2023-03-24,16.0,16.0,16.24,15.62,15.905
2023-03-27,2023-03-27,15.23,15.23,15.95,15.01,15.63
2023-03-28,2023-03-28,15.61,15.61,15.89,15.02,15.05
2023-03-29,2023-03-29,15.84,15.84,16.47,15.78,16.1
2023-03-30,2023-03-30,15.82,15.82,16.18,15.4,16.17
2023-03-31,2023-03-31,16.36,16.36,16.42,15.91,15.915
2023-04-03,2023-04-03,16.05,16.05,16.46,15.83,16.34
2023-04-04,2023-04-04,15.96,15.96,16.21,15.9,16.21
2023-04-05,2023-04-05,16.19,16.19,16.24,15.86,15.985
2023-04-06,2023-04-06,16.21,16.21,16.3,15.81,16.135
2023-04-10,2023-04-10,17.14,17.14,17.54,16.25,16.305
2023-04-11,2023-04-11,17.72,17.72,18.4,17.56,17.72
2023-04-12,2023-04-12,17.07,17.07,17.78,17.06,17.76
2023-04-13,2023-04-13,17.7,17.7,18.0,17.27,17.29
2023-04-14,2023-04-14,17.43,17.43,18.27,17.13,17.97
2023-04-17,2023-04-17,16.81,16.81,16.9,16.49,16.8
2023-04-18,2023-04-18,17.14,17.14,17.62,17.03,17.24
2023-04-19,2023-04-19,16.34,16.34,16.89,15.91,16.77
2023-04-20,2023-04-20,15.82,15.82,16.17,15.75,16.12
2023-04-21,2023-04-21,15.2,15.2,15.83,15.16,15.71
2023-04-24,2023-04-24,14.99,14.99,15.51,14.78,15.14
2023-04-25,2023-04-25,14.96,14.96,15.1,14.6,15.01
2023-04-26,2023-04-26,15.1,15.1,16.25,14.97,16.05
2023-04-27,2023-04-27,16.44,16.44,16.6,15.52,15.59
2023-04-28,2023-04-28,16.42,16.42,16.51,15.95,16.26
2023-05-01,2023-05-01,15.25,15.25,16.175,15.25,16.13
2023-05-02,2023-05-02,16.21,16.21,16.25,15.3,15.32
2023-05-03,2023-05-03,16.35,16.35,16.36,15.9,15.97
2023-05-04,2023-05-04,16.55,16.55,16.8367,16.38,16.47
