start_time,datetime,transactions_count_mean,transactions_count_total
2021-01-11 02:00:00,2021-01-11 02:00:00,187.56972112,47080
2021-01-11 03:00:00,2021-01-11 03:00:00,149.44520548,43638
2021-01-11 04:00:00,2021-01-11 04:00:00,217.44140625,55665
2021-01-11 05:00:00,2021-01-11 05:00:00,221.37860082,53795
2021-01-11 06:00:00,2021-01-11 06:00:00,192.35714286,53860
2021-01-11 07:00:00,2021-01-11 07:00:00,222.57439446,64324
2021-01-11 08:00:00,2021-01-11 08:00:00,222.94604317,61979
2021-01-11 09:00:00,2021-01-11 09:00:00,225.60546875,57755
2021-01-11 10:00:00,2021-01-11 10:00:00,194.61837456,55077
2021-01-11 11:00:00,2021-01-11 11:00:00,214.19097222,61687
2021-01-11 12:00:00,2021-01-11 12:00:00,204.72075472,54251
2021-01-11 13:00:00,2021-01-11 13:00:00,207.78409091,54855
2021-01-11 14:00:00,2021-01-11 14:00:00,187.90759076,56936
2021-01-11 15:00:00,2021-01-11 15:00:00,200.5984252,50952
2021-01-11 16:00:00,2021-01-11 16:00:00,177.14814815,47830
2021-01-11 17:00:00,2021-01-11 17:00:00,201.25899281,55950
2021-01-11 18:00:00,2021-01-11 18:00:00,212.8996139,55141
2021-01-11 19:00:00,2021-01-11 19:00:00,183.11034483,53102
2021-01-11 20:00:00,2021-01-11 20:00:00,198.57454545,54608
2021-01-11 21:00:00,2021-01-11 21:00:00,175.01423488,49179
2021-01-11 22:00:00,2021-01-11 22:00:00,192.94980695,49974
2021-01-11 23:00:00,2021-01-11 23:00:00,170.99256506,45997
2021-01-12 00:00:00,2021-01-12 00:00:00,178.764,44691
2021-01-12 01:00:00,2021-01-12 01:00:00,175.02439024,50232
2021-01-12 02:00:00,2021-01-12 02:00:00,183.06993007,52358
2021-01-12 03:00:00,2021-01-12 03:00:00,183.25746269,49113
2021-01-12 04:00:00,2021-01-12 04:00:00,181.61752988,45586
2021-01-12 05:00:00,2021-01-12 05:00:00,175.80597015,47116
2021-01-12 06:00:00,2021-01-12 06:00:00,183.10561056,55481
2021-01-12 07:00:00,2021-01-12 07:00:00,204.26394052,54947
2021-01-12 08:00:00,2021-01-12 08:00:00,216.12601626,53167
2021-01-12 09:00:00,2021-01-12 09:00:00,202.6227758,56937
2021-01-12 10:00:00,2021-01-12 10:00:00,191.26938776,46861
2021-01-12 11:00:00,2021-01-12 11:00:00,180.50763359,47293
2021-01-12 12:00:00,2021-01-12 12:00:00,181.84285714,50916
2021-01-12 13:00:00,2021-01-12 13:00:00,191.09016393,46626
2021-01-12 14:00:00,2021-01-12 14:00:00,184.58965517,53531
2021-01-12 15:00:00,2021-01-12 15:00:00,185.48161765,50451
2021-01-12 16:00:00,2021-01-12 16:00:00,176.10884354,51776
2021-01-12 17:00:00,2021-01-12 17:00:00,162.4625,51988
2021-01-12 18:00:00,2021-01-12 18:00:00,167.69056604,44438
2021-01-12 19:00:00,2021-01-12 19:00:00,162.34200743,43670
