start_time,date,range_0d_1d,range_10y_inf,range_12m_18m,range_18m_2y,range_1d_1w,range_1m_3m,range_1w_1m,range_2y_3y,range_3m_6m,range_3y_5y,range_5y_7y,range_6m_12m,range_7y_10y
2021-09-13,2021-09-13,44845.89198337,1.21492552,9561.88367856,7948.2607639,46783.60889684,36666.07607153,48417.76283868,6216.05279542,50209.30892172,7064.18330715,424.26510216,33737.22107823,322.12192278
2021-09-14,2021-09-14,46510.70372372,1.2152168,9593.90369756,7927.7146768,45828.91237711,36700.39584074,48438.85280502,6218.9925412,50133.63155683,7064.76397588,424.45380049,33880.70181469,321.66957434
2021-09-15,2021-09-15,47742.13442898,1.21595104,9642.34048591,7891.76563838,45784.70091692,36819.91104841,48396.74502932,6226.01343373,50010.58754874,7064.20953441,424.59640321,33995.94522151,321.79197394
2021-09-16,2021-09-16,47816.15008967,1.2173438,9684.14321088,7866.10791957,46278.29329412,36924.68491776,48308.19616544,6226.14824754,49837.41106632,7066.6327346,424.96282736,34114.25919265,321.99812611
2021-09-17,2021-09-17,47448.00285692,1.21848873,9704.89571246,7848.10035284,46844.98370398,37051.62865136,48293.87876052,6231.59054332,49685.01465427,7069.65654766,425.31449463,34312.49380289,322.15219574
2021-09-18,2021-09-18,48265.40539829,1.21932149,9721.64551436,7835.78252941,47066.22616793,37149.19000173,48286.42524915,6234.86420932,49613.68691323,7071.62803755,425.63475108,34408.14407194,322.29594428
2021-09-19,2021-09-19,47489.86202311,1.2198333,9742.92735889,7820.37406479,47323.76262506,37313.71697993,48249.98703553,6239.64467473,49423.85513627,7073.25579159,425.8285881,34595.37111724,322.52675634
2021-09-20,2021-09-20,43918.1479706,1.22075972,9763.45329051,7808.20631759,47488.82631746,37465.12947965,48046.81682795,6241.97382263,49239.48008408,7074.43459662,425.93724026,34708.40094875,322.66790356
2021-09-21,2021-09-21,41788.34027677,1.22140304,9777.03681752,7801.76142081,46646.31698153,37574.95813154,47905.32550768,6242.95884373,49063.8664709,7075.70995091,426.04976717,34841.85659667,322.78029601
2021-09-22,2021-09-22,43048.26424991,1.22182802,9789.46988832,7788.80421507,45457.38938826,37878.21972925,47815.32392299,6248.04732098,48789.39902993,7077.97224575,426.23137109,35005.93659619,322.78765524
2021-09-23,2021-09-23,44362.07222426,1.2221814,9832.45806192,7766.98004137,44347.17043405,38796.8208881,47819.45580084,6251.38145324,47364.89164889,7077.63712306,426.46758222,35253.33691803,322.85995845
2021-09-24,2021-09-24,42632.12004757,1.224373,9849.41347383,7747.97975873,44006.46621845,39088.08444124,47794.64237745,6264.03858132,47281.38068565,7078.2807815,426.55461084,35333.25315813,323.24195244
2021-09-25,2021-09-25,42655.01210099,1.22507866,9863.36631159,7741.30382479,43237.85655486,39269.241886,47824.20208298,6267.33511543,47180.41624981,7079.68112952,426.74738384,35465.42326187,323.37449664
2021-09-26,2021-09-26,42937.23705481,1.22546227,9880.52252118,7734.65895782,42951.83853379,39509.97094636,47833.36726111,6207.60019511,46944.44448129,7082.15903471,427.07178396,35548.15847638,323.46237588
2021-09-27,2021-09-27,43213.19200156,1.22606087,9892.74200887,7728.30425553,42774.33163615,39600.44177699,47598.68625319,6201.05330264,46813.97853821,7077.93382059,427.29049288,35648.11892703,323.59320488
