start_time,date,range_0d_1d,range_10y_inf,range_12m_18m,range_18m_2y,range_1d_1w,range_1m_3m,range_1w_1m,range_2y_3y,range_3m_6m,range_3y_5y,range_5y_7y,range_6m_12m,range_7y_10y
2021-01-11,2021-01-11,34052.26326799,0.02026359,8991.17363847,6688.54953966,37933.98562744,16071.40323472,26063.92104599,6372.16775334,11031.74348331,5386.97625389,476.64795748,8427.884625,140.22160848
2021-01-12,2021-01-12,34732.18339261,0.0206497,8986.00725283,6707.06848771,37967.91266967,16338.09502674,26834.93618417,6349.82291138,11053.66253495,5406.18370448,476.24666197,8435.99586984,140.797705
2021-01-13,2021-01-13,35095.10504701,0.02072294,8974.92995174,6760.49045056,37913.73813712,16391.95202884,27371.59041316,6314.1191704,11067.57820428,5424.51394919,475.71205633,8439.67330245,141.34476332
2021-01-14,2021-01-14,38736.48078285,0.02086479,8926.97723621,7098.84624497,37316.95204516,16483.33770511,28541.30600755,6209.36310905,11075.8138475,5442.38455918,473.57236818,8432.41605893,143.45376992
2021-01-15,2021-01-15,36897.34503519,0.02095294,8922.25062296,7166.09537404,37085.64042955,16572.90702914,29522.7438204,6170.29432158,11090.64065385,5463.10348361,473.14859544,8430.51702653,143.93011129
2021-01-16,2021-01-16,36787.54136672,0.02102527,8917.03342949,7197.5464585,36445.78547042,16955.72757778,30476.11536887,6117.54222364,11102.14916271,5513.82686112,472.71976002,8430.51557528,144.2414576
2021-01-17,2021-01-17,35674.20874354,0.02119912,8912.62024502,7219.09172241,36189.17286254,17508.46836355,31169.36668187,6098.34968113,11129.08103091,5527.04030208,471.52535202,8428.83636138,145.48210282
2021-01-18,2021-01-18,36297.75393561,0.02134778,8910.4278925,7235.38860607,36424.71997164,17648.44613518,31416.58600281,6076.2482791,11155.459978,5548.74393374,471.0432355,8444.21903768,145.98888279
2021-01-19,2021-01-19,36811.65320362,0.02149979,8888.68041421,7305.81711856,36759.9169834,17851.20266099,31549.08735941,6051.99912688,11202.05679409,5563.31503295,470.75211819,8447.89310749,146.26574441
2021-01-20,2021-01-20,35034.27330521,0.02167792,8883.27694479,7340.42858441,37155.15607734,18050.0636345,31828.07332516,6030.63607356,11249.40074837,5576.91621069,470.28413623,8452.86022139,146.85372857
2021-01-21,2021-01-21,32278.30473818,0.02178008,8879.83415732,7398.24405728,36274.14883394,18449.23631195,32595.44839888,6001.86780681,11289.60383491,5601.42435555,468.61429288,8459.46124656,147.961028
2021-01-22,2021-01-22,32195.36379865,0.02191023,8875.46644931,7408.18759814,35198.2118122,18768.40695655,33179.03611473,5984.36057991,11305.29080899,5618.20885214,468.16180237,8462.73792029,148.32956336
2021-01-23,2021-01-23,32334.92171165,0.02221862,8872.62818964,7417.55505018,34354.6007126,18941.44559907,33529.28324521,5971.29111628,11326.75725293,5631.51025716,467.52920759,8478.67434169,148.91553383
2021-01-24,2021-01-24,32190.69237146,0.02228801,8869.96515477,7440.07343792,34082.34886687,19144.15623854,33632.28711878,5953.10184445,11410.26563916,5643.53596593,467.03349342,8501.01496307,149.35536275
2021-01-25,2021-01-25,33292.91664688,0.02236333,8867.63492284,7449.66017247,33848.83148418,19275.15828138,33804.70982074,5937.56904229,11439.76529098,5659.93056918,466.03212558,8536.59936564,150.21712147
2021-01-26,2021-01-26,32091.31097822,0.02264506,8862.63249943,7466.29800485,33043.25829511,19533.41570214,34104.80521063,5927.61710224,11481.57030976,5667.966907,465.34069659,8565.56640633,151.10415837
2021-01-27,2021-01-27,30906.80610082,0.02278266,8857.75413148,7486.05267922,32416.39467009,20156.67031474,34652.28892189,5909.37168309,11516.34812881,5675.93429521,464.85043061,8577.37350425,151.61541406
2021-01-28,2021-01-28,32283.66056094,0.0231416,8859.0247838,7497.00053146,31836.22421412,20595.50229944,35082.49642869,5879.72111223,11537.37961703,5697.61931573,463.76461518,8592.83102247,152.7998543
2021-01-29,2021-01-29,35220.5271126,0.02369202,8855.24487174,7521.84459932,31984.04898363,20974.64037727,35335.11897661,5855.33510725,11566.43207868,5713.05055514,463.32500167,8610.80524253,153.31474601
2021-01-30,2021-01-30,34133.06466918,0.02389633,8835.67518284,7565.02932568,33231.91576352,21176.34736943,35427.53364385,5844.57908599,11619.91521477,5722.28603517,462.8305396,8743.58814501,153.7411949
