start_time,date,fees_block_mean,fees_block_mean_usd,fees_reward_percent,fees_total,fees_total_usd
2023-01-14,2023-01-14,0.08202343,1706.76395344,0.01295375,14.0260069,291856.63603891
2023-01-15,2023-01-15,0.04895499,1017.72795342,0.00777192,7.97966275,165889.65640801
2023-01-16,2023-01-16,0.07007933,1475.0155097,0.01108836,10.30166203,216827.27992578
2023-01-17,2023-01-17,0.08298262,1761.48800076,0.01310324,12.94528909,274792.12811787
2023-01-18,2023-01-18,0.11494576,2423.6500641,0.01805919,16.0924057,339311.00897436
2023-01-19,2023-01-19,0.11189184,2336.23674476,0.01758782,16.2243167,338754.32799035
2023-01-20,2023-01-20,0.14816572,3172.99672496,0.02315753,19.5578755,418835.5676942
2023-01-21,2023-01-21,0.11832423,2707.78906608,0.01858012,16.32874344,373674.89111837
2023-01-22,2023-01-22,0.09110648,2075.11638433,0.0143676,13.75707805,313342.57403362
2023-01-23,2023-01-23,0.09446142,2158.33613802,0.0148888,14.92490361,341017.10980681
2023-01-24,2023-01-24,0.13124001,3010.0162075,0.02056654,16.92996076,388292.09076697
2023-01-25,2023-01-25,0.0739813,1680.88408794,0.01169853,12.9467282,294154.71538924
2023-01-26,2023-01-26,0.07803891,1799.33827715,0.01233224,12.09603056,278897.43295795
2023-01-27,2023-01-27,0.09287215,2140.08514357,0.01464197,14.30231094,329573.11210995
2023-01-28,2023-01-28,0.0691264,1591.89627706,0.01093923,11.61323579,267438.57454564
2023-01-29,2023-01-29,0.05256991,1233.33155136,0.00834103,8.4637556,198566.37976893
2023-01-30,2023-01-30,0.08182689,1894.84811745,0.01292311,11.29211021,261489.04020834
2023-01-31,2023-01-31,0.16186994,3722.0251724,0.02524536,18.61504298,428032.89482565
2023-02-01,2023-02-01,0.16130272,3736.996598,0.02515912,22.09847213,511968.5339265
2023-02-02,2023-02-02,0.15074416,3589.92289759,0.02355104,21.85790291,520538.82015062
2023-02-03,2023-02-03,0.18301366,4292.24886731,0.02844913,24.34081674,570869.09935213
2023-02-04,2023-02-04,0.14967418,3500.97880099,0.02338778,20.35568876,476133.11693436
2023-02-05,2023-02-05,0.09195215,2127.85243491,0.01449903,13.97672633,323433.5701064
2023-02-06,2023-02-06,0.12451089,2852.84869989,0.01953262,18.42761143,422221.60758412
2023-02-07,2023-02-07,0.15635283,3594.43538361,0.0244059,22.20210173,510409.82447316
2023-02-08,2023-02-08,0.13328694,3075.11740575,0.02088061,18.39359717,424366.20199306
2023-02-09,2023-02-09,0.13303126,2996.10011068,0.02084139,21.55106488,485368.2179306
2023-02-10,2023-02-10,0.18273896,3971.72622133,0.02840764,26.8626278,583843.75453607
2023-02-11,2023-02-11,0.14991394,3252.13038551,0.02342437,22.1872627,481315.29705596
2023-02-12,2023-02-12,0.11861651,2593.58483084,0.01862516,19.21587499,420160.74259686
2023-02-13,2023-02-13,0.15550779,3368.66801268,0.0242772,24.25921585,525512.20997816
2023-02-14,2023-02-14,0.16762709,3677.64899962,0.02611979,25.81457179,566357.9459416
2023-02-15,2023-02-15,0.2168652,4934.54246683,0.03353483,35.34902814,804330.42209329
2023-02-16,2023-02-16,0.17469682,4297.16569148,0.02719145,31.27073097,769192.65877452
2023-02-17,2023-02-17,0.16168642,3892.69828564,0.02521746,26.67825905,642295.21713035
2023-02-18,2023-02-18,0.11873926,2922.60148363,0.01864408,19.94819627,490997.04924922
2023-02-19,2023-02-19,0.09501405,2341.59548522,0.0149746,15.39227625,379338.46860619
2023-02-20,2023-02-20,0.12161242,3001.36622211,0.0190866,17.8770258,441200.83464946
2023-02-21,2023-02-21,0.10371646,2559.0668619,0.01632375,17.32064879,427364.16593796
2023-02-22,2023-02-22,0.13178984,3161.06177377,0.02065092,18.45057693,442548.64832744
2023-02-23,2023-02-23,0.11124622,2679.80732001,0.01748812,19.02310421,458247.05172216
2023-02-24,2023-02-24,0.13729865,3234.00711991,0.02149557,18.53531737,436590.96118805
2023-02-25,2023-02-25,0.14915022,3437.73152461,0.02330782,15.95907401,367837.27313358
2023-02-26,2023-02-26,0.08965625,2085.73765348,0.01414213,15.06225059,350403.9257854
2023-02-27,2023-02-27,0.16181091,3791.52384833,0.02523638,22.65352771,530813.33876636
2023-02-28,2023-02-28,0.18845571,4404.81770184,0.02927033,25.81843208,603460.0251517
2023-03-01,2023-03-01,0.15198916,3585.58760819,0.02374093,25.83815714,609549.89339312
2023-03-02,2023-03-02,0.16623966,3892.98647414,0.0259092,23.93851073,560590.05227621
2023-03-03,2023-03-03,0.16601258,3723.89459903,0.02587473,27.89011407,625614.29263673
2023-03-04,2023-03-04,0.13280663,2965.35748077,0.02080693,20.18660834,450734.33707631
2023-03-05,2023-03-05,0.11297339,2533.10757463,0.01775481,17.51087613,392631.67406798
2023-03-06,2023-03-06,0.18202616,4082.3877894,0.02829997,24.02745286,538875.18820113
2023-03-07,2023-03-07,0.15540307,3469.45825485,0.02426125,25.64150674,572460.61205075
2023-03-08,2023-03-08,0.19741021,4351.19025446,0.03061853,26.25555847,578708.30384363
2023-03-09,2023-03-09,0.33182412,7087.08735131,0.05041522,44.79625681,956756.79242718
2023-03-10,2023-03-10,0.3231217,6451.65776191,0.04915803,43.94455143,877425.45562008
2023-03-11,2023-03-11,0.16519651,3340.63077447,0.02575081,27.25742454,551204.07778715
2023-03-12,2023-03-12,0.13270464,2736.30486667,0.02079129,21.36544776,440545.08353428
2023-03-13,2023-03-13,0.16641391,3841.73846265,0.02593566,26.12698464,603152.93863637
2023-03-14,2023-03-14,0.25458159,6357.10619901,0.03913881,37.16891206,928137.50505576
2023-03-15,2023-03-15,0.22893618,5622.74788396,0.03533546,33.65361796,826543.93894141
2023-03-16,2023-03-16,0.24924594,6156.72127871,0.03834998,33.39895608,825000.65134672
2023-03-17,2023-03-17,0.28919259,7637.4846816,0.04422451,42.51131128,1122710.24819453
2023-03-18,2023-03-18,0.21559908,5892.52773202,0.03334557,34.927051,954589.49258651
2023-03-19,2023-03-19,0.19294412,5307.36181127,0.02994658,28.55572973,785489.5480675
2023-03-20,2023-03-20,0.19261187,5366.9800302,0.02989655,29.66222798,826514.92465036
2023-03-21,2023-03-21,0.19921791,5570.02341781,0.03089024,28.88659712,807653.39558312
2023-03-22,2023-03-22,0.22233604,6224.21085786,0.03435175,35.35143002,989649.52639972
2023-03-23,2023-03-23,0.21372198,5943.97146548,0.03306485,39.11112149,1087746.77818303
2023-03-24,2023-03-24,0.27360728,7640.54291402,0.0419411,44.3243801,1237767.95207064
2023-03-25,2023-03-25,0.21100577,5802.82409328,0.03265835,30.59583649,841409.49352493
2023-03-26,2023-03-26,0.15185846,4210.69786421,0.023721,21.86761758,606340.49244558
2023-03-27,2023-03-27,0.15646321,4304.19598789,0.02442271,23.15655466,637021.00620799
2023-03-28,2023-03-28,0.20906693,5651.14751926,0.03236798,28.01496873,757253.76758076
2023-03-29,2023-03-29,0.18731082,5271.64723402,0.02909768,27.53469056,774932.1434016
2023-03-30,2023-03-30,0.17757748,5035.22694625,0.02762743,27.52450894,780460.17666832
2023-03-31,2023-03-31,0.23082866,6526.69006095,0.03561715,32.5468411,920263.2985934
2023-04-01,2023-04-01,0.22494475,6399.08384335,0.0347408,31.49226439,895871.73806855
2023-04-02,2023-04-02,0.16420934,4639.92731504,0.02560087,24.46719163,691349.16994041
2023-04-03,2023-04-03,0.21148974,5917.4388169,0.0327308,27.70515645,775184.48501419
2023-04-04,2023-04-04,0.2088361,5863.97487162,0.0323334,33.83144828,949963.92920186
2023-04-05,2023-04-05,0.23059834,6528.94517306,0.03558288,32.05316881,907523.37905544
2023-04-06,2023-04-06,0.20573833,5761.81282318,0.03186906,32.91813283,921890.051708
2023-04-07,2023-04-07,0.19022805,5313.46675161,0.02953747,27.01238271,754512.27872925
2023-04-08,2023-04-08,0.14894928,4168.73716252,0.02327715,21.89554468,612804.36289056
2023-04-09,2023-04-09,0.1157998,3244.54371616,0.01819093,16.9067714,473703.38255983
2023-04-10,2023-04-10,0.17702906,5073.08548052,0.02754446,21.77457394,623989.51410395
2023-04-11,2023-04-11,0.20168126,6072.08511067,0.03126026,31.05891418,935101.10704362
2023-04-12,2023-04-12,0.1537799,4613.92259925,0.02401393,24.60478427,738227.61588039
2023-04-13,2023-04-13,0.18264287,5523.25913061,0.02839313,25.93528789,784302.79654614
2023-04-14,2023-04-14,0.19814082,6051.61362458,0.03072836,27.7397143,847225.90744185
2023-04-15,2023-04-15,0.13415546,4073.83338981,0.02101381,21.19656272,643665.67558941
2023-04-16,2023-04-16,0.12861248,3898.63539888,0.02016308,15.94794719,483430.78946118
2023-04-17,2023-04-17,0.13443325,3987.06400315,0.02105641,20.83715424,617994.92048818
2023-04-18,2023-04-18,0.12267164,3676.25359782,0.01924964,20.36349198,610258.09723845
2023-04-19,2023-04-19,0.1504023,4434.103441,0.02349888,20.90592023,616340.37829951
2023-04-20,2023-04-20,0.15969897,4569.97435912,0.02491521,21.23996344,607806.58976302
2023-04-21,2023-04-21,0.16613929,4641.05407985,0.02589397,24.09019709,672952.84157814
2023-04-22,2023-04-22,0.11000232,3016.41581106,0.01729596,16.3903462,449445.95584734
2023-04-23,2023-04-23,0.09302658,2564.95133079,0.01466596,13.67490748,377047.84562635
2023-04-24,2023-04-24,0.14581715,4001.54547431,0.02279883,20.56021852,564217.91187828
2023-04-25,2023-04-25,0.21372704,5886.79933411,0.0330656,26.71587963,735849.91676336
2023-04-26,2023-04-26,0.25454896,7358.82765529,0.03913399,33.09136424,956647.59518766
2023-04-27,2023-04-27,0.32126632,9373.49237465,0.04888956,41.76462098,1218554.00870463
2023-04-28,2023-04-28,0.31205186,9146.24349491,0.04755401,45.87162396,1344497.79375145
2023-04-29,2023-04-29,0.31263987,9152.78254901,0.04763935,42.83166169,1253931.20921452
2023-04-30,2023-04-30,0.32193581,9450.07277022,0.04898645,47.6465005,1398610.76999246
2023-05-01,2023-05-01,0.38060121,10795.14108542,0.05740071,69.26942018,1964715.67754597
2023-05-02,2023-05-02,0.88481561,25133.86263694,0.1240138,114.14121359,3242268.28016489
2023-05-03,2023-05-03,0.88082968,25129.76432771,0.12352415,124.1969852,3543296.77020715
2023-05-04,2023-05-04,0.77723596,22500.52083012,0.11060337,113.47645017,3285076.04119753
2023-05-05,2023-05-05,1.13417757,33247.54192366,0.15359565,134.96713092,3956457.48891496
2023-05-06,2023-05-06,1.22170881,35583.53083234,0.1635113,182.03461341,5301946.09401858
2023-05-07,2023-05-07,2.90589236,83853.94296659,0.31737948,403.91903786,11655698.07235581
2023-05-08,2023-05-08,4.63761898,129352.86999466,0.42595346,635.35380034,17721343.18926785
2023-05-09,2023-05-09,2.91566718,80410.24963363,0.31810747,440.26574469,12141947.69467825
2023-05-10,2023-05-10,1.99863364,55475.1344476,0.24229875,339.76771861,9430772.85609241
2023-05-11,2023-05-11,1.28727233,35068.7355324,0.17078756,194.3781224,5295379.0653929
2023-05-12,2023-05-12,1.23009522,32515.75567303,0.16444914,173.44342629,4584721.54989753
2023-05-13,2023-05-13,0.7502757,20123.36915492,0.10717802,108.78997678,2917888.52746313
2023-05-14,2023-05-14,0.50816889,13649.66715076,0.07519328,88.42138683,2375042.08423139
2023-05-15,2023-05-15,0.61097764,16715.31307088,0.08905111,89.81371373,2457151.02141869
2023-05-16,2023-05-16,0.73863297,19991.55771997,0.10569062,113.01084452,3058708.33115465
2023-05-17,2023-05-17,0.58196074,15723.76950641,0.0851821,93.11371896,2515803.12102488
2023-05-18,2023-05-18,0.75815708,20537.74690495,0.10818209,106.90014765,2895822.31359808
2023-05-19,2023-05-19,0.7777724,20896.19468092,0.11067126,115.8880872,3113533.00745668
2023-05-20,2023-05-20,0.65032681,17515.65452714,0.0942458,85.19281154,2294550.74305504
2023-05-21,2023-05-21,0.47321799,12765.29909191,0.07038564,71.45591599,1927560.16287828
2023-05-22,2023-05-22,0.49286159,13223.84208818,0.07309383,70.97206966,1904233.26069803
2023-05-23,2023-05-23,0.4528982,12337.34002101,0.06756752,69.74632324,1899950.36323613
2023-05-24,2023-05-24,0.46007148,12224.95787426,0.06856432,64.87007902,1723719.06027083
2023-05-25,2023-05-25,0.60838694,16005.61644447,0.088707,91.86642856,2416848.08311459
2023-05-26,2023-05-26,0.63941147,16984.72407133,0.09281075,97.82995501,2598662.78291404
2023-05-27,2023-05-27,0.42817687,11440.92800046,0.06411583,62.08564612,1658934.56006613
2023-05-28,2023-05-28,0.39105363,10688.31800604,0.05888428,62.56858108,1710130.88096642
2023-05-29,2023-05-29,0.43907766,12221.5560751,0.06564099,71.13058149,1979892.08416618
2023-05-30,2023-05-30,0.51861551,14409.78602341,0.07662062,79.86678899,2219107.04760589
2023-05-31,2023-05-31,0.48669572,13228.64610657,0.07224547,68.62409598,1865239.10102591
2023-06-01,2023-06-01,0.53133247,14298.5888866,0.07835222,70.13588614,1887413.73303066
2023-06-02,2023-06-02,0.45647578,12339.47513928,0.06806493,74.86202741,2023673.92284195
2023-06-03,2023-06-03,0.33908161,9208.62958491,0.05146113,43.74152814,1187913.21645305
2023-06-04,2023-06-04,0.26008027,7065.22544529,0.03995039,38.49187926,1045653.36590341
2023-06-05,2023-06-05,0.42029815,11018.08930353,0.0630104,58.00114519,1520496.32388701
2023-06-06,2023-06-06,0.54915651,14369.36369773,0.08076833,82.9226323,2169773.91835694
2023-06-07,2023-06-07,0.72298028,19296.37627773,0.10368311,97.60233793,2605010.797493
2023-06-08,2023-06-08,0.45159615,11951.61442623,0.06738636,69.54580716,1840548.6216395
2023-06-09,2023-06-09,0.4334779,11494.20403679,0.06485813,73.25776495,1942520.48221771
2023-06-10,2023-06-10,0.32229469,8323.37410052,0.04903838,49.63338241,1281799.61147959
2023-06-11,2023-06-11,0.21539391,5562.47447845,0.03331489,35.10920663,906683.33998799
2023-06-12,2023-06-12,0.27075626,7001.27851378,0.04152222,42.50873274,1099200.72666419
2023-06-13,2023-06-13,0.25337422,6581.71348445,0.03896042,37.24601007,967511.88221351
2023-06-14,2023-06-14,0.32949378,8506.92549494,0.05007889,39.86874709,1029337.98488774
2023-06-15,2023-06-15,0.27717091,6959.47754351,0.04246417,41.02129533,1030002.67644009
2023-06-16,2023-06-16,0.29820254,7698.59509914,0.0455396,45.624988,1177885.05016899
2023-06-17,2023-06-17,0.28663454,7586.55264917,0.04385048,40.1288358,1062117.37088424
2023-06-18,2023-06-18,0.20196327,5356.70076828,0.03130261,30.49645309,808861.81601059
2023-06-19,2023-06-19,0.21997646,5837.16550361,0.03399958,31.23665693,828877.50151294
2023-06-20,2023-06-20,0.27325313,7459.49248873,0.04188909,37.16242619,1014490.978467
2023-06-21,2023-06-21,0.36301097,10697.19161264,0.05489345,43.56131583,1283662.99351668
2023-06-22,2023-06-22,0.32427561,9764.87908885,0.04932492,44.42575852,1337788.435173
2023-06-23,2023-06-23,0.32092394,9748.41524951,0.04884,40.11549267,1218551.90618927
2023-06-24,2023-06-24,0.23113398,7074.32692328,0.03566258,33.74556082,1032851.73079923
2023-06-25,2023-06-25,0.1920578,5890.60680032,0.02981311,29.38484288,901262.8404497
2023-06-26,2023-06-26,0.22181406,6722.54071938,0.03427386,32.38485323,981490.94502921
2023-06-27,2023-06-27,0.22612277,6920.96466699,0.03491638,31.65718752,968935.05337894
2023-06-28,2023-06-28,0.27661612,8386.26151104,0.04238278,29.87454086,905716.24319234
2023-06-29,2023-06-29,0.25382518,7736.61563957,0.03902706,37.05847568,1129545.88337727
2023-06-30,2023-06-30,0.21963754,6720.57672136,0.03394897,34.70273145,1061851.12197514
2023-07-01,2023-07-01,0.19127777,5866.14507157,0.02969562,25.43994325,780197.29451917
2023-07-02,2023-07-02,0.13915104,4260.91937432,0.02177927,23.79482715,728617.21300796
2023-07-03,2023-07-03,0.18604162,5762.87842418,0.02890622,25.48770225,789514.34411288
2023-07-04,2023-07-04,0.16086764,5004.51145549,0.02509296,22.68233748,705636.11522435
2023-07-05,2023-07-05,0.13778877,4224.49261066,0.02157065,21.4950475,659020.84726292
2023-07-06,2023-07-06,0.14189918,4327.90017198,0.02219985,19.72398613,601578.12390556
2023-07-07,2023-07-07,0.10999743,3329.67937787,0.0172952,19.24955069,582693.89112658
2023-07-08,2023-07-08,0.08281037,2511.78531958,0.0130764,14.74024606,447097.78688467
2023-07-09,2023-07-09,0.07801283,2369.67823413,0.01232817,13.1841681,400475.62156788
2023-07-10,2023-07-10,0.10548782,3197.07079041,0.01659791,16.24512403,492348.90172321
2023-07-11,2023-07-11,0.12557233,3854.65021278,0.01969585,16.9522639,520377.77872468
2023-07-12,2023-07-12,0.13396953,4108.31035668,0.0209853,19.29161277,591596.6913623
2023-07-13,2023-07-13,0.16381311,5073.35764476,0.02554067,19.65757317,608802.91737127
2023-07-14,2023-07-14,0.16432793,5075.690034,0.02561888,22.67725387,700445.22469155
2023-07-15,2023-07-15,0.12130899,3658.57616409,0.01903989,16.74064072,504883.51064404
2023-07-16,2023-07-16,0.09974302,3011.62178928,0.0157082,15.36042534,463789.75554901
2023-07-17,2023-07-17,0.12663943,3796.59582059,0.0198599,17.22296256,516337.03160033
2023-07-18,2023-07-18,0.11783208,3509.28787567,0.01850427,19.08879751,568504.63585883
2023-07-19,2023-07-19,0.12272773,3656.1661136,0.01925827,18.16370337,541112.58481281
2023-07-20,2023-07-20,0.17777073,5312.9387047,0.02765667,22.75465362,680056.15420224
2023-07-21,2023-07-21,0.20476348,6107.37478364,0.03172285,22.93350964,684025.97576758
2023-07-22,2023-07-22,0.34292644,10242.9050431,0.0520143,45.95214263,1372549.27577489
2023-07-23,2023-07-23,0.17379911,5205.04511638,0.0270555,25.54846983,765141.63210757
2023-07-24,2023-07-24,0.17619473,5181.84388725,0.02741821,26.25301438,772094.73920076
2023-07-25,2023-07-25,0.12939412,3776.31683116,0.02028314,17.85638854,521131.72269996
2023-07-26,2023-07-26,0.13068277,3826.56785208,0.020481,18.81831863,551025.77069883
2023-07-27,2023-07-27,0.15100319,4431.9155412,0.02359055,20.83844045,611604.34468555
2023-07-28,2023-07-28,0.14541999,4257.21404849,0.02273815,20.35879906,596009.9667884
2023-07-29,2023-07-29,0.12230497,3588.27917392,0.01919321,16.14425575,473652.85095791
2023-07-30,2023-07-30,0.10196948,2988.59814242,0.01605321,17.13087238,502084.48792617
2023-07-31,2023-07-31,0.11815429,3465.14306672,0.01855393,16.65975421,488585.17240699
2023-08-01,2023-08-01,0.13295082,3856.74139605,0.02082905,18.48016358,536087.05405086
2023-08-02,2023-08-02,0.13562239,3988.98034295,0.02123871,20.88584786,614302.97281437
2023-08-03,2023-08-03,0.15391284,4491.67705534,0.02403419,23.24083874,678243.23535617
2023-08-04,2023-08-04,0.18607682,5424.20782807,0.02891153,22.51529554,656329.14719626
2023-08-05,2023-08-05,0.13727616,3987.82140566,0.02149213,21.00325236,610136.67506659
2023-08-06,2023-08-06,0.10311164,2995.22989564,0.0162301,16.91030901,491217.70288534
2023-08-07,2023-08-07,0.15540785,4517.34468906,0.02426198,22.68954627,659532.32460258
2023-08-08,2023-08-08,0.23290486,6876.7959575,0.035926,29.11310746,859599.49468738
2023-08-09,2023-08-09,0.16721515,4966.94946371,0.02605728,27.08885435,804645.81312122
2023-08-10,2023-08-10,0.19388002,5718.08490316,0.03008747,24.62276261,726196.78270126
2023-08-11,2023-08-11,0.15539989,4569.66168922,0.02426076,23.46538348,690018.91507216
2023-08-12,2023-08-12,0.11629574,3420.85138858,0.01826741,19.42138858,571282.18189258
2023-08-13,2023-08-13,0.09987242,2934.80419287,0.01572826,13.48277636,396198.56603719
2023-08-14,2023-08-14,0.10635854,3127.55988466,0.01673262,18.18730987,534812.74027681
2023-08-15,2023-08-15,0.10620917,3114.80483747,0.01670952,18.05555935,529516.82236997
2023-08-16,2023-08-16,0.11066809,3221.27243828,0.01739882,18.03889855,525067.40744038
2023-08-17,2023-08-17,0.12140519,3409.15821309,0.0190547,18.93920979,531828.68124171
2023-08-18,2023-08-18,0.15829658,4154.69421349,0.02470182,22.00322461,577502.49567483
2023-08-19,2023-08-19,0.1192813,3101.83069634,0.01872759,16.69938239,434256.29748781
2023-08-20,2023-08-20,0.09249991,2416.58825559,0.01458414,14.98498545,391487.29740533
2023-08-21,2023-08-21,0.10045977,2618.50592831,0.01581929,16.57586188,432053.47817125
2023-08-22,2023-08-22,0.13154616,3414.36036006,0.02061353,18.81110136,488253.53148872
2023-08-23,2023-08-23,0.13612383,3565.59342192,0.02131556,19.32958413,506314.26591321
2023-08-24,2023-08-24,0.12554355,3299.45565306,0.01969143,17.32501013,455324.88012201
2023-08-25,2023-08-25,0.133599,3479.68894417,0.02092848,18.0358644,469758.00746232
2023-08-26,2023-08-26,0.11755084,3061.04798341,0.01846092,15.98691455,416302.52574322
2023-08-27,2023-08-27,0.11613749,3028.7036994,0.01824301,13.47194868,351329.62913031
2023-08-28,2023-08-28,0.14383861,3746.31476732,0.02249644,16.9729564,442065.14254336
2023-08-29,2023-08-29,0.13386804,3595.90718504,0.02096974,21.15115106,568153.33523654
2023-08-30,2023-08-30,0.15254753,4170.52944996,0.02382607,19.22098827,525486.71069524
2023-08-31,2023-08-31,0.18431,4951.58422488,0.02864487,26.54064023,713028.12838262
2023-09-01,2023-09-01,0.17319151,4481.77702496,0.02696347,26.15191778,676748.33076908
2023-09-02,2023-09-02,0.15303933,3952.76140126,0.02390105,23.26197841,600819.732992
2023-09-03,2023-09-03,0.125906,3262.62318554,0.01974715,19.89314825,515494.46331519
2023-09-04,2023-09-04,0.14950325,3871.74881339,0.0233617,22.27598471,576890.57319467
2023-09-05,2023-09-05,0.19674915,5064.08882645,0.03051913,24.39689427,627947.01447923
2023-09-06,2023-09-06,0.22410295,5762.57325933,0.03461529,30.25389769,777947.39000914
2023-09-07,2023-09-07,0.21623376,5585.26869447,0.03344045,31.57012849,815449.22939204
2023-09-08,2023-09-08,0.26958315,7005.65674888,0.04134975,35.85455887,931752.34760068
2023-09-09,2023-09-09,0.21543373,5574.17846319,0.03332085,32.53049267,841700.94794164
2023-09-10,2023-09-10,0.32014939,8250.3774342,0.04872787,47.06196052,1212805.4828273
2023-09-11,2023-09-11,0.20564311,5233.8511595,0.03185478,32.69725456,832182.33435983
2023-09-12,2023-09-12,0.22006698,5700.28885847,0.03401309,31.0294445,803740.72904411
2023-09-13,2023-09-13,0.21175988,5526.61111932,0.03277124,31.12870221,812411.83454067
2023-09-14,2023-09-14,0.19072663,5046.05339075,0.02961259,30.89771389,817460.64930184
2023-09-15,2023-09-15,0.17349981,4599.20883973,0.02701017,32.61796493,864651.26186878
2023-09-16,2023-09-16,0.17226451,4575.65896861,0.02682302,26.70099864,709227.14013414
2023-09-17,2023-09-17,0.18998126,5040.70375003,0.02950028,28.30720798,751064.85875487
2023-09-18,2023-09-18,0.30005519,8054.76858911,0.04580957,46.80860926,1256543.89990057
2023-09-19,2023-09-19,0.33774484,9135.3012483,0.05126866,46.94653264,1269806.8735143
2023-09-20,2023-09-20,0.32449966,8803.02690494,0.04935732,47.3769508,1285241.92812119
2023-09-21,2023-09-21,0.34308986,9178.85348882,0.0520378,47.3464006,1266681.78145719
2023-09-22,2023-09-22,0.35655387,9485.84989052,0.05396972,45.99544894,1223674.63587717
2023-09-23,2023-09-23,0.33063733,8787.37251895,0.05024397,51.57942328,1370830.11295569
2023-09-24,2023-09-24,0.25401719,6748.0618995,0.03905543,37.08650941,985217.03732741
2023-09-25,2023-09-25,0.2301068,6030.95198496,0.03550972,33.36548549,874488.03781917
2023-09-26,2023-09-26,0.20328018,5334.28732939,0.03150029,27.64610498,725463.07679654
2023-09-27,2023-09-27,0.20212774,5321.38221648,0.0313273,31.73405543,835457.00798778
2023-09-28,2023-09-28,0.19871861,5301.69622053,0.03081521,29.01291667,774047.64819725
2023-09-29,2023-09-29,0.19974935,5383.87896647,0.03097009,29.36315436,791430.20807149
2023-09-30,2023-09-30,0.15619945,4213.33989192,0.02438254,21.55552342,581440.90508439
2023-10-01,2023-10-01,0.13423891,3646.74737831,0.02102661,18.92768578,514191.38034132
2023-10-02,2023-10-02,0.17373954,4872.23104304,0.02704648,27.27710775,764940.27375669
2023-10-03,2023-10-03,0.17736244,4869.15673233,0.0275949,29.0874401,798541.70410155
2023-10-04,2023-10-04,0.20117086,5538.97318514,0.03118362,26.3533827,725605.48725356
2023-10-05,2023-10-05,0.18935379,5232.23967565,0.02940571,26.69888465,737745.79426686
2023-10-06,2023-10-06,0.2660403,7375.35412393,0.04082852,42.56644865,1180056.65982932
2023-10-07,2023-10-07,0.24265753,6776.58227431,0.03737415,41.49443835,1158795.56890767
2023-10-08,2023-10-08,0.10401751,2904.01703917,0.01637035,15.39459141,429794.5217967
2023-10-09,2023-10-09,0.12743325,3520.64156346,0.0199819,19.87958721,549220.08389918
2023-10-10,2023-10-10,0.10626614,2923.85544963,0.01671833,17.21511505,473664.58284026
2023-10-11,2023-10-11,0.13500334,3642.44602037,0.02114382,21.60053422,582791.36325959
2023-10-12,2023-10-12,0.15013099,4016.86844293,0.02345749,24.77161271,662783.29308408
2023-10-13,2023-10-13,0.16031326,4298.0737528,0.02500865,22.12322943,593134.17788678
2023-10-14,2023-10-14,0.09325137,2507.09242677,0.01470088,13.61469973,366035.49430781
2023-10-15,2023-10-15,0.06823839,1838.84790844,0.01080022,11.39581142,307087.60071004
2023-10-16,2023-10-16,0.1456603,4092.27028784,0.02277486,20.53810185,577010.11058552
2023-10-17,2023-10-17,0.12003412,3409.71836099,0.01884356,19.44552819,552374.37448002
2023-10-18,2023-10-18,0.13177256,3739.88109502,0.02064827,19.10702136,542282.75877797
2023-10-19,2023-10-19,0.13320506,3800.04033376,0.02086805,18.64870878,532005.64672653
2023-10-20,2023-10-20,0.15032306,4428.65595041,0.02348679,20.14329055,593439.89735543
2023-10-21,2023-10-21,0.10698297,3189.08747094,0.01682921,16.04744601,478363.12064163
2023-10-22,2023-10-22,0.08087569,2419.12407986,0.0127748,12.3739806,370125.98421848
2023-10-23,2023-10-23,0.10829796,3366.91091857,0.01703254,17.00277934,528605.01421621
2023-10-24,2023-10-24,0.30415863,10354.13270609,0.04640697,38.32398711,1304620.72096687
2023-10-25,2023-10-25,0.28416535,9754.13413017,0.04348916,40.91981017,1404595.31474399
2023-10-26,2023-10-26,0.19414876,6661.91463736,0.03012791,29.12231441,999287.19560358
2023-10-27,2023-10-27,0.16591962,5628.98909471,0.02586061,25.55162168,866864.32058543
2023-10-28,2023-10-28,0.12147254,4140.22423271,0.01906506,19.43560602,662435.87723407
2023-10-29,2023-10-29,0.09922268,3403.35881434,0.01562753,13.59350683,466260.1575651
2023-10-30,2023-10-30,0.11616031,4001.93555628,0.01824653,18.12100813,624301.9467795
2023-10-31,2023-10-31,0.11767169,4050.13717565,0.01847955,18.23911226,627771.26222549
2023-11-01,2023-11-01,0.14415435,4987.39548166,0.02254471,21.47899763,743121.92676724
2023-11-02,2023-11-02,0.16032833,5626.51138194,0.02501094,23.08727955,810217.63899956
2023-11-03,2023-11-03,0.24303543,8396.00371662,0.03743017,33.0528189,1141856.50546067
2023-11-04,2023-11-04,0.4733182,16458.54908076,0.07039949,79.51745751,2765036.24556728
2023-11-05,2023-11-05,0.4372512,15324.62659673,0.06538579,71.27194503,2497914.13526739
2023-11-06,2023-11-06,0.58613665,20509.36199681,0.08574092,74.43935485,2604688.97359481
2023-11-07,2023-11-07,0.66224436,23193.56869102,0.09580743,88.07849966,3084744.63590628
2023-11-08,2023-11-08,0.79241852,28042.0274789,0.11252079,118.07035988,4178262.09435541
2023-11-09,2023-11-09,1.7385363,63637.80031823,0.21762889,248.61069055,9100205.44550729
2023-11-10,2023-11-10,1.06250227,39264.72940589,0.14529941,163.6253493,6046768.32850728
