start_time,date,fees_block_mean,fees_block_mean_usd,fees_reward_percent,fees_total,fees_total_usd
2022-03-17,2022-03-17,0.06609375,2702.46628593,0.01046434,10.50890659,429692.13946257
2022-03-18,2022-03-18,0.0740901,3036.76716673,0.01171553,10.59488402,434257.70484183
2022-03-19,2022-03-19,0.05190867,2173.34010999,0.00823698,8.04584387,336867.7170479
2022-03-20,2022-03-20,0.04194119,1745.38109624,0.00666586,6.4589438,268788.68882066
2022-03-21,2022-03-21,0.06202675,2549.92181445,0.00982676,9.49009238,390138.0376108
2022-03-22,2022-03-22,0.07253321,3084.89536996,0.01147218,10.8074481,459649.4101234
2022-03-23,2022-03-23,0.07466817,3158.8719115,0.01180586,10.82688439,458036.427167
2022-03-24,2022-03-24,0.07955094,3455.88455024,0.01256818,11.37578427,494191.49068398
2022-03-25,2022-03-25,0.08274895,3666.5635642,0.01306683,12.90883544,571983.91601463
2022-03-26,2022-03-26,0.05084222,2257.22937363,0.00806912,8.1855982,363413.9291542
2022-03-27,2022-03-27,0.05707628,2568.33099579,0.00904956,7.47699297,336451.36044881
2022-03-28,2022-03-28,0.06801993,3222.20617508,0.01076602,10.81516812,512330.78183749
2022-03-29,2022-03-29,0.06595589,3137.75938001,0.01044274,9.959339,473801.66638121
2022-03-30,2022-03-30,0.08276085,3908.00334757,0.01306868,11.17271408,527580.45192139
2022-03-31,2022-03-31,0.12028227,5583.18844092,0.01888178,16.59895385,770480.00484743
2022-04-01,2022-04-01,0.13921027,6359.29060792,0.02178834,19.62864741,896659.97571679
2022-04-02,2022-04-02,0.09590984,4456.25231593,0.01511365,12.94782855,601594.0626508
2022-04-03,2022-04-03,0.07507839,3480.38152398,0.01186995,10.43589597,483773.03183265
2022-04-04,2022-04-04,0.07943696,3654.44728273,0.0125504,12.55104004,577402.67067089
2022-04-05,2022-04-05,0.07504305,3472.23059553,0.01186443,10.88124183,503473.43635128
2022-04-06,2022-04-06,0.06860577,3053.82579685,0.01085774,10.29086559,458073.86952772
2022-04-07,2022-04-07,0.07275089,3163.47944957,0.01150621,10.03962302,436560.16404048
2022-04-08,2022-04-08,0.08560662,3705.74837137,0.01351198,11.47128685,496570.28176388
2022-04-09,2022-04-09,0.05327104,2261.53482013,0.00845133,8.1504687,346014.82747946
2022-04-10,2022-04-10,0.04878354,2087.23475801,0.00774491,6.82969558,292212.86612148
2022-04-11,2022-04-11,0.07669548,3142.47396823,0.01212252,10.50728069,430518.9336476
2022-04-12,2022-04-12,0.07002991,2797.89545949,0.01108063,10.71457582,428078.00530177
2022-04-13,2022-04-13,0.08473401,3445.0475968,0.0133761,11.86276116,482306.66355231
2022-04-14,2022-04-14,0.08015392,3251.75333347,0.01266224,11.06124096,448741.96001927
2022-04-15,2022-04-15,0.05609592,2256.90823502,0.00889551,8.86315487,356591.50113348
2022-04-16,2022-04-16,0.04796221,1936.50691941,0.00761551,6.42693665,259491.92720129
2022-04-17,2022-04-17,0.03237362,1304.97702183,0.00515309,5.34164712,215321.20860262
2022-04-18,2022-04-18,0.06355463,2525.0064779,0.01006638,8.51632094,338350.86803847
2022-04-19,2022-04-19,0.07556266,3106.54431482,0.0119456,9.36977033,385211.49503817
2022-04-20,2022-04-20,0.05560131,2305.51388193,0.00881776,8.89620913,368882.22110841
2022-04-21,2022-04-21,0.06433486,2684.7422448,0.0101887,10.87259159,453721.43937178
2022-04-22,2022-04-22,0.08124925,3249.877576,0.01283305,10.96864828,438733.47275981
2022-04-23,2022-04-23,0.05032613,1997.42280835,0.00798786,8.20315897,325579.91776101
2022-04-24,2022-04-24,0.03930847,1557.65445562,0.00625005,6.72174897,266358.91191129
2022-04-25,2022-04-25,0.07912931,3102.69020495,0.0125024,12.81894807,502635.81320225
2022-04-26,2022-04-26,0.08076984,3183.88879475,0.0127583,11.30777776,445744.43126496
2022-04-27,2022-04-27,0.065676,2551.29536337,0.01039889,11.16491931,433720.2117725
2022-04-28,2022-04-28,0.08540152,3388.49881312,0.01348005,11.27300063,447281.84333135
2022-04-29,2022-04-29,0.09083483,3540.44938995,0.01432537,13.62522412,531067.40849178
2022-04-30,2022-04-30,0.06974418,2686.57223143,0.01103592,10.46162643,402985.83471475
2022-05-01,2022-05-01,0.04679739,1781.53458468,0.00743194,7.81516491,297516.27564092
2022-05-02,2022-05-02,0.06656266,2571.94893911,0.0105378,10.65002511,411511.83025718
2022-05-03,2022-05-03,0.06443875,2461.34146596,0.01020498,9.66581245,369201.21989442
2022-05-04,2022-05-04,0.08641032,3377.57892644,0.01363711,12.61590688,493126.52326075
2022-05-05,2022-05-05,0.14229777,5459.51169338,0.02226082,22.34075054,857143.33586007
2022-05-06,2022-05-06,0.11944794,4313.87971888,0.01875326,16.96160697,612570.92008081
2022-05-07,2022-05-07,0.09637251,3455.49360264,0.01518545,13.78126822,494135.58517814
2022-05-08,2022-05-08,0.07896476,2728.50766786,0.01247673,12.23953757,422918.68851863
2022-05-09,2022-05-09,0.12766196,4123.49499883,0.02001705,19.78760376,639141.72481835
2022-05-10,2022-05-10,0.11399318,3575.05331152,0.01791221,17.44095646,546983.15666289
2022-05-11,2022-05-11,0.14906768,4497.55293944,0.02329522,21.61481428,652145.17621884
2022-05-12,2022-05-12,0.21969992,6238.84653509,0.03395829,29.65948913,842244.28223658
2022-05-13,2022-05-13,0.2074942,6259.95121571,0.03213231,31.53911849,951512.5847877
2022-05-14,2022-05-14,0.18155695,5328.87354443,0.02822908,25.59953044,751371.16976437
2022-05-15,2022-05-15,0.13349188,4016.7408583,0.02091205,16.28600921,490042.38471237
2022-05-16,2022-05-16,0.128133,3825.06591856,0.02008942,21.01381275,627310.81064411
2022-05-17,2022-05-17,0.12864793,3893.89496348,0.02016853,18.91124613,572402.55963149
2022-05-18,2022-05-18,0.12342868,3638.0958612,0.01936614,16.53944369,487504.84540112
2022-05-19,2022-05-19,0.14007976,4152.83861027,0.02192144,17.08973074,506646.31045354
2022-05-20,2022-05-20,0.13359573,3967.82481041,0.02092797,17.10025308,507881.57573201
2022-05-21,2022-05-21,0.08911707,2613.79420185,0.01405828,12.03080426,352862.21725029
2022-05-22,2022-05-22,0.09546806,2848.20257504,0.01504508,11.64710381,347480.71415439
2022-05-23,2022-05-23,0.09891682,2977.15958358,0.01558011,15.82669136,476345.53337266
2022-05-24,2022-05-24,0.13475344,3946.81170538,0.0211055,16.17041235,473617.40464515
2022-05-25,2022-05-25,0.13519277,4015.62504957,0.02117286,19.46775854,578250.00713827
2022-05-26,2022-05-26,0.12500984,3673.12037574,0.01960936,17.62638697,517909.97297906
2022-05-27,2022-05-27,0.12648053,3647.65075856,0.01983548,17.45431314,503375.80468161
2022-05-28,2022-05-28,0.07986825,2306.70015765,0.01261768,11.82050079,341391.62333159
2022-05-29,2022-05-29,0.0668642,1949.07553858,0.01058503,9.96276556,290412.2552491
2022-05-30,2022-05-30,0.08661117,2654.29675318,0.01366837,13.33812083,408761.69998917
2022-05-31,2022-05-31,0.09386325,2977.69268634,0.01479591,13.70403504,434743.13220604
2022-06-01,2022-06-01,0.13833047,4271.3369223,0.02165362,18.81294327,580901.82143322
2022-06-02,2022-06-02,0.15620682,4699.8796844,0.02438367,19.52585209,587484.96055056
2022-06-03,2022-06-03,0.12652631,3781.17353853,0.01984251,18.09326267,540707.81600965
2022-06-04,2022-06-04,0.09046806,2686.65673144,0.01426836,12.5750603,373445.28566956
2022-06-05,2022-06-05,0.06474325,1930.18399066,0.01025271,9.45251397,281806.8626367
2022-06-06,2022-06-06,0.08467804,2648.82194592,0.01336738,12.70170594,397323.29188848
2022-06-07,2022-06-07,0.07272112,2190.36160402,0.01150155,11.78082081,354838.57985076
2022-06-08,2022-06-08,0.06082392,1851.81081019,0.00963803,10.82665856,329622.32421444
2022-06-09,2022-06-09,0.06898826,2086.01120157,0.01091761,10.07228605,304557.63542935
2022-06-10,2022-06-10,0.09232155,2719.39860246,0.01455643,13.5712683,399751.59456125
2022-06-11,2022-06-11,0.07324606,2111.27577142,0.01158362,11.2798934,325136.46879883
2022-06-12,2022-06-12,0.07644158,2112.64890305,0.01208287,9.70808071,268306.41068718
2022-06-13,2022-06-13,0.21163811,5023.29484645,0.03275301,28.14786917,668098.2145778
2022-06-14,2022-06-14,0.17871331,3952.77678552,0.02779924,26.09214359,577105.41068569
2022-06-15,2022-06-15,0.15615727,3333.95196489,0.02437612,25.76594979,550102.07420649
2022-06-16,2022-06-16,0.1963291,4177.63095817,0.03045595,23.36316242,497138.08402238
2022-06-17,2022-06-17,0.20194282,4176.23504565,0.03129954,21.80982509,451033.38493046
2022-06-18,2022-06-18,0.13420772,2580.53206256,0.02102183,20.9364046,402563.00175869
2022-06-19,2022-06-19,0.09675186,1872.85956261,0.01524431,12.86799682,249090.321827
2022-06-20,2022-06-20,0.11484465,2336.99098135,0.01804359,15.15949444,308482.80953804
2022-06-21,2022-06-21,0.10874114,2288.79645701,0.01710105,16.31117056,343319.46855219
2022-06-22,2022-06-22,0.13143554,2666.82615974,0.02059655,16.95518418,344020.57460689
2022-06-23,2022-06-23,0.09741136,1998.5990123,0.01534663,14.80652653,303787.04986948
2022-06-24,2022-06-24,0.12527646,2643.32428907,0.01965036,16.16066344,340988.83329059
2022-06-25,2022-06-25,0.08863262,1881.72374047,0.01398292,13.38352602,284140.28481126
2022-06-26,2022-06-26,0.0923162,1972.55842637,0.0145556,12.73963608,272213.06283855
2022-06-27,2022-06-27,0.10580767,2221.73319701,0.0166474,14.3898427,302155.71479304
2022-06-28,2022-06-28,0.09656037,1997.16202293,0.0152146,14.09781426,291585.65534762
2022-06-29,2022-06-29,0.08923549,1796.26159625,0.0140767,13.47455851,271235.50103329
2022-06-30,2022-06-30,0.09686261,1860.20975525,0.01526149,16.56350657,318095.86814759
2022-07-01,2022-07-01,0.13506882,2632.17680044,0.02115386,18.0992221,352711.6912583
2022-07-02,2022-07-02,0.09637435,1852.97072381,0.01518573,13.2996607,255709.95988535
2022-07-03,2022-07-03,0.06451204,1236.10948393,0.01021647,9.99936567,191596.97000978
2022-07-04,2022-07-04,0.09482569,1857.58965192,0.01494536,13.56007378,265635.32022422
2022-07-05,2022-07-05,0.16719941,3332.54493173,0.02605489,19.72953031,393240.30194387
2022-07-06,2022-07-06,0.19279214,3899.15278762,0.02992369,24.48460199,495192.40402821
2022-07-07,2022-07-07,0.15531409,3237.76560857,0.02424769,24.38431145,508329.20054573
2022-07-08,2022-07-08,0.15442764,3357.57523657,0.02411264,22.85529049,496921.13501275
2022-07-09,2022-07-09,0.11814865,2555.35933108,0.01855306,15.83191926,342418.15036536
2022-07-10,2022-07-10,0.08323808,1757.33843874,0.01314305,12.73542589,268872.78112673
2022-07-11,2022-07-11,0.12478143,2551.1188987,0.01957423,15.34811638,313787.62453967
2022-07-12,2022-07-12,0.11497955,2271.92425305,0.0180644,17.3619126,343060.56221053
2022-07-13,2022-07-13,0.20929892,4103.66446697,0.03240273,23.02288103,451403.09136633
2022-07-14,2022-07-14,0.25414731,5135.91493191,0.03907465,31.51426618,636853.45155671
2022-07-15,2022-07-15,0.18354996,3819.69871755,0.02853012,26.06409388,542397.21789192
2022-07-16,2022-07-16,0.12349846,2582.11622915,0.01937687,18.27777279,382153.20191427
2022-07-17,2022-07-17,0.12743115,2700.27809584,0.01998158,15.80146251,334834.48388436
2022-07-18,2022-07-18,0.17031298,3727.72270501,0.02652721,22.31100066,488331.67435578
2022-07-19,2022-07-19,0.19336489,4359.0984526,0.03000992,26.68435478,601555.5864593
2022-07-20,2022-07-20,0.20352131,4797.00750343,0.03153647,25.64368542,604422.94543212
2022-07-21,2022-07-21,0.17403766,3992.44179722,0.02709163,24.19123477,554949.40981322
2022-07-22,2022-07-22,0.16474684,3813.22696031,0.02568252,21.74658299,503345.95876078
2022-07-23,2022-07-23,0.08734068,1964.69079012,0.01378191,13.45046503,302562.38167916
2022-07-24,2022-07-24,0.0680121,1541.68833407,0.01076479,10.6778997,242045.06844885
2022-07-25,2022-07-25,0.08915341,1956.02253442,0.01406393,12.65978469,277755.19988764
2022-07-26,2022-07-26,0.09102233,1912.50173352,0.01435452,14.56357274,306000.27736344
2022-07-27,2022-07-27,0.07362707,1599.07605754,0.01164317,12.14846598,263847.54949403
2022-07-28,2022-07-28,0.11447749,2678.05045126,0.01798694,16.1413266,377605.11362753
2022-07-29,2022-07-29,0.10389925,2481.13823301,0.01635205,15.16929116,362246.18201956
2022-07-30,2022-07-30,0.09673064,2330.83172385,0.01524102,12.47825244,300677.29237658
2022-07-31,2022-07-31,0.07201633,1709.5805374,0.01139136,10.94648286,259856.24168405
2022-08-01,2022-08-01,0.10625393,2463.95982061,0.01671644,14.4505341,335098.53560271
2022-08-02,2022-08-02,0.09789849,2250.64807135,0.01542219,15.17426654,348850.45105869
2022-08-03,2022-08-03,0.10742464,2493.72420059,0.01689751,15.5765724,361590.00908488
2022-08-04,2022-08-04,0.13309946,3035.28277293,0.02085185,17.5691281,400657.32602611
2022-08-05,2022-08-05,0.13062802,3010.87869419,0.0204726,19.59420281,451631.80412808
2022-08-06,2022-08-06,0.08416736,1951.34537145,0.01328783,13.55094461,314166.60480277
2022-08-07,2022-08-07,0.06983263,1612.57752549,0.01104976,11.10338831,256399.82655224
2022-08-08,2022-08-08,0.10779743,2573.62791444,0.01695515,15.52283025,370602.41967971
2022-08-09,2022-08-09,0.16042628,3743.22602914,0.02502584,22.94095828,535281.32216759
2022-08-10,2022-08-10,0.1288168,3023.46592992,0.02019447,19.0648868,447472.95762744
2022-08-11,2022-08-11,0.13320442,3249.66106326,0.02086795,18.64861835,454952.5488558
2022-08-12,2022-08-12,0.11225378,2691.07956927,0.01764371,17.28708185,414426.25366745
2022-08-13,2022-08-13,0.08323668,2041.96927798,0.01314283,11.56989908,283833.72963968
2022-08-14,2022-08-14,0.05970034,1462.77507949,0.00946168,7.94014524,194549.08557184
2022-08-15,2022-08-15,0.07252954,1755.84285892,0.0114716,10.51678319,254597.21454306
2022-08-16,2022-08-16,0.07968909,1909.47501079,0.01258973,11.79398505,282602.30159762
2022-08-17,2022-08-17,0.11768774,2788.36649732,0.01848202,15.18171897,359699.27815474
2022-08-18,2022-08-18,0.10378544,2430.64143213,0.01633443,14.94510296,350012.36622735
2022-08-19,2022-08-19,0.07769117,1687.85389323,0.01227797,13.82902905,300437.99299533
2022-08-20,2022-08-20,0.06067336,1284.42858577,0.0096144,9.04033101,191379.8592796
2022-08-21,2022-08-21,0.05426444,1160.67629665,0.00860758,7.92260787,169458.73931061
2022-08-22,2022-08-22,0.07274556,1545.07780069,0.01150537,10.54810588,224036.28110065
2022-08-23,2022-08-23,0.06680283,1430.85277995,0.01057542,11.49008657,246106.67815189
2022-08-24,2022-08-24,0.0669823,1439.68186001,0.01060353,9.77941554,210193.55156146
2022-08-25,2022-08-25,0.06853452,1480.98902422,0.01084658,10.89698816,235477.25485117
2022-08-26,2022-08-26,0.06429987,1356.27911239,0.01018321,11.3167769,238705.12378085
2022-08-27,2022-08-27,0.06059368,1218.98176423,0.0096019,8.78608298,176752.35581287
2022-08-28,2022-08-28,0.04655547,930.86060165,0.0073938,7.49543041,149868.55686613
2022-08-29,2022-08-29,0.07011629,1404.81051806,0.01109415,11.00825766,220555.25133617
2022-08-30,2022-08-30,0.0746945,1500.3872495,0.01180998,12.10050823,243062.73441972
2022-08-31,2022-08-31,0.08942491,1805.58927026,0.01410615,13.0560369,263616.03345755
2022-09-01,2022-09-01,0.10665314,2127.89497249,0.01677819,14.71813337,293649.50620308
2022-09-02,2022-09-02,0.14168222,2845.39576484,0.02216666,18.27700629,367056.05366466
2022-09-03,2022-09-03,0.098761,1959.42194454,0.01555595,14.51786634,288035.02584732
2022-09-04,2022-09-04,0.06231298,1233.97749809,0.00987166,10.46858017,207308.21967962
2022-09-05,2022-09-05,0.09184106,1817.69135878,0.01448177,14.0516826,278106.77789405
2022-09-06,2022-09-06,0.1076856,2101.24266591,0.01693786,15.29135514,298376.45855932
2022-09-07,2022-09-07,0.10123173,1916.8689261,0.01593891,14.7798331,279862.86321039
2022-09-08,2022-09-08,0.12117198,2332.82869775,0.01901879,15.38884148,296269.24461396
2022-09-09,2022-09-09,0.11917155,2480.01348615,0.01871068,17.51821764,364561.98246402
2022-09-10,2022-09-10,0.07907476,1691.63931374,0.01249389,12.41473712,265587.37225746
2022-09-11,2022-09-11,0.05584081,1206.90119405,0.00885541,10.21886839,220862.91851197
2022-09-12,2022-09-12,0.08480314,1881.6416213,0.01338686,12.97488112,287891.16805841
2022-09-13,2022-09-13,0.11358316,2417.92472938,0.01784893,15.56089316,331255.68792472
2022-09-14,2022-09-14,0.13479691,2723.53128831,0.02111217,17.11920789,345888.4736152
2022-09-15,2022-09-15,0.11772787,2349.68484714,0.01848821,17.30599694,345403.67252961
2022-09-16,2022-09-16,0.14901783,2936.45158164,0.02328761,19.07428195,375865.80244936
2022-09-17,2022-09-17,0.09909976,1977.58950492,0.01560847,16.84695896,336190.21583714
2022-09-18,2022-09-18,0.07906605,1568.77866572,0.01249253,12.17617155,241591.91452132
2022-09-19,2022-09-19,0.10088548,1921.50700179,0.01588526,13.11511233,249795.91023231
2022-09-20,2022-09-20,0.09697898,1856.641214,0.01527955,14.74080466,282209.46452815
2022-09-21,2022-09-21,0.09934178,1889.60946824,0.015646,14.00719043,266434.93502223
2022-09-22,2022-09-22,0.10095195,1919.52991478,0.01589556,12.92184956,245699.82909202
2022-09-23,2022-09-23,0.11674205,2220.17466177,0.01833623,15.76017685,299723.57933895
2022-09-24,2022-09-24,0.07676723,1464.51229889,0.01213372,11.20801603,213818.79563738
2022-09-25,2022-09-25,0.07152311,1357.70110583,0.01131422,10.51389711,199582.0625572
2022-09-26,2022-09-26,0.0964363,1838.13958723,0.01519535,14.46544565,275720.93808396
2022-09-27,2022-09-27,0.13009155,2562.05520594,0.02039023,16.78181016,330505.12156587
2022-09-28,2022-09-28,0.09356183,1792.72226576,0.0147491,14.03427438,268908.33986402
2022-09-29,2022-09-29,0.10403063,2017.53918717,0.01637238,14.87638,288508.10376578
2022-09-30,2022-09-30,0.0981281,1920.34829335,0.0154578,16.5836482,324538.86157697
2022-10-01,2022-10-01,0.06802419,1314.68809603,0.01076669,12.31237759,237958.54538087
2022-10-02,2022-10-02,0.05752719,1106.1713663,0.0091204,9.0317688,173668.90450868
2022-10-03,2022-10-03,0.0745455,1443.38030536,0.0117867,11.4800076,222280.5670249
2022-10-04,2022-10-04,0.06291083,1256.75767972,0.00996542,10.25446529,204851.50179369
2022-10-05,2022-10-05,0.05262728,1058.26584311,0.00835005,9.20977478,185196.52254368
2022-10-06,2022-10-06,0.0639986,1288.21243194,0.01013599,10.17577684,204825.77667844
2022-10-07,2022-10-07,0.06192712,1223.21295216,0.00981113,10.5895378,209169.41481988
2022-10-08,2022-10-08,0.03817478,744.10826367,0.00607088,6.6805872,130218.94614141
2022-10-09,2022-10-09,0.03754691,730.3742445,0.00597163,5.93241182,115399.13063158
2022-10-10,2022-10-10,0.04818077,930.25066254,0.00764995,8.09436855,156282.11130751
2022-10-11,2022-10-11,0.05632827,1074.48017533,0.00893202,8.84353889,168693.3875267
2022-10-12,2022-10-12,0.06883495,1316.11159381,0.01089361,9.43038791,180307.28835147
2022-10-13,2022-10-13,0.10343422,1968.78105297,0.01628005,14.79109384,281535.69057458
2022-10-14,2022-10-14,0.09597872,1871.56549759,0.01512434,14.97267984,291964.21762412
2022-10-15,2022-10-15,0.06117087,1170.80103636,0.00969248,9.29797297,177961.75752742
2022-10-16,2022-10-16,0.05703113,1093.38283135,0.00904247,8.21248342,157447.1277137
2022-10-17,2022-10-17,0.0869854,1692.26096889,0.01372662,13.04780993,253839.14533366
2022-10-18,2022-10-18,0.11775986,2290.99859499,0.01849314,16.7219005,325321.80048842
2022-10-19,2022-10-19,0.11079457,2128.45900825,0.01741835,16.72997962,321397.31024575
2022-10-20,2022-10-20,0.08815798,1686.96796363,0.01390908,12.78290664,244610.35472579
2022-10-21,2022-10-21,0.07560207,1441.72766764,0.01195176,11.79392226,224909.51615156
2022-10-22,2022-10-22,0.06819275,1307.9793681,0.01079308,9.27421344,177885.19406135
2022-10-23,2022-10-23,0.05003447,965.61861333,0.00794194,7.75534212,149670.88506603
2022-10-24,2022-10-24,0.08788224,1699.92046945,0.01386618,11.95198458,231189.1838455
2022-10-25,2022-10-25,0.13769512,2728.57672142,0.02155631,16.79880511,332886.36001268
2022-10-26,2022-10-26,0.15193407,3124.1258626,0.02373253,23.5497816,484239.50870271
2022-10-27,2022-10-27,0.1285891,2650.16435716,0.02015949,17.3595279,357772.18821719
2022-10-28,2022-10-28,0.11776273,2406.75624158,0.01849358,18.72427351,382674.24241148
2022-10-29,2022-10-29,0.10255359,2132.49471379,0.01614368,14.66516375,304946.74407145
2022-10-30,2022-10-30,0.09432819,1954.00972684,0.01486811,12.73430529,263791.3131237
2022-10-31,2022-10-31,0.08950018,1835.77946385,0.01411786,15.3940305,315754.06778213
2022-11-01,2022-11-01,0.10383212,2128.36428358,0.01634165,14.95182598,306484.45683529
2022-11-02,2022-11-02,0.13707268,2792.5766035,0.02146095,16.72286641,340694.34562757
2022-11-03,2022-11-03,0.1153709,2336.43787986,0.01812477,18.92082781,383175.81229722
2022-11-04,2022-11-04,0.15238333,3165.69629546,0.02380103,19.65744896,408374.82211439
2022-11-05,2022-11-05,0.10608754,2263.21581625,0.0166907,16.01921819,341745.58825375
2022-11-06,2022-11-06,0.10046109,2132.2330086,0.01581949,13.76316876,292115.92217759
2022-11-07,2022-11-07,0.11033547,2288.54696457,0.01734743,15.88830767,329550.76289754
2022-11-08,2022-11-08,0.13422403,2615.08717644,0.02102433,21.87851674,426259.20975999
2022-11-09,2022-11-09,0.16754217,2894.62752341,0.02610691,24.96378276,431299.50098756
2022-11-10,2022-11-10,0.16556328,2837.84912449,0.02580651,24.33780156,417163.82130029
2022-11-11,2022-11-11,0.163665,2803.08871201,0.02551817,21.93111017,375613.88740997
2022-11-12,2022-11-12,0.09689941,1633.27856228,0.0152672,16.18220149,272757.51990072
2022-11-13,2022-11-13,0.1268898,2109.72834434,0.01989838,16.36878464,272154.95641969
2022-11-14,2022-11-14,0.18576745,3063.65622119,0.02886485,22.84939586,376829.7152059
2022-11-15,2022-11-15,0.23427813,3942.98594028,0.03613018,36.31310997,611162.82074293
2022-11-16,2022-11-16,0.23681918,3948.92848216,0.03650775,35.52287679,592339.27232345
2022-11-17,2022-11-17,0.25031133,4157.74644921,0.03850759,34.54296319,573769.00999039
2022-11-18,2022-11-18,0.31459132,5264.60549732,0.04792245,43.72819362,731780.1641269
2022-11-19,2022-11-19,0.1840532,3062.63427499,0.0286061,27.05581977,450207.23842376
2022-11-20,2022-11-20,0.13047778,2164.16461149,0.02044953,19.44118871,322460.52711208
2022-11-21,2022-11-21,0.19663319,3149.09393335,0.03050169,25.36568192,406233.11740173
2022-11-22,2022-11-22,0.21255574,3396.38315205,0.03289035,26.78202381,427944.27715772
2022-11-23,2022-11-23,0.20460881,3369.20358936,0.03169965,28.84984288,475057.70609925
2022-11-24,2022-11-24,0.21677324,3598.25897275,0.03352108,27.9637486,464175.40748474
2022-11-25,2022-11-25,0.21994309,3628.76503884,0.03399459,27.05300031,446338.09977707
2022-11-26,2022-11-26,0.21702826,3593.54555034,0.03355919,23.6560804,391696.46498695
2022-11-27,2022-11-27,0.13074078,2162.65801465,0.02048991,17.78074631,294121.48999268
2022-11-28,2022-11-28,0.16503773,2674.91627308,0.0257267,22.94024402,371813.36195794
2022-11-29,2022-11-29,0.17746332,2913.78000945,0.02761016,23.24769443,381705.18123759
2022-11-30,2022-11-30,0.19653983,3324.692372,0.03048765,27.12249692,458807.54733649
2022-12-01,2022-12-01,0.19161594,3264.87763179,0.02974656,29.31723931,499526.27766406
2022-12-02,2022-12-02,0.23022357,3905.94828421,0.0355271,28.77794644,488243.53552648
2022-12-03,2022-12-03,0.17619164,2990.94310315,0.02741774,23.08110451,391813.54651232
2022-12-04,2022-12-04,0.1206879,2054.5256169,0.01894425,16.89630626,287633.58636625
2022-12-05,2022-12-05,0.14610842,2506.69529952,0.02284333,21.33182906,365977.51372949
2022-12-06,2022-12-06,0.16666034,2831.90648845,0.02597307,22.49914585,382307.37594045
2022-12-07,2022-12-07,0.10653743,1798.15545341,0.01676029,18.32443866,309282.73798715
2022-12-08,2022-12-08,0.08907739,1509.75623155,0.01405211,14.87592383,252129.29066956
2022-12-09,2022-12-09,0.09051378,1555.35854386,0.01427546,13.75809382,236414.4986663
2022-12-10,2022-12-10,0.07960348,1365.98844815,0.01257638,12.25893641,210362.22101525
2022-12-11,2022-12-11,0.05572977,955.99605869,0.00883796,8.19227598,140531.42062683
2022-12-12,2022-12-12,0.08819827,1501.57242375,0.01391535,12.61235304,214724.85659567
2022-12-13,2022-12-13,0.08012649,1404.19052058,0.01265796,13.22087068,231691.43589532
2022-12-14,2022-12-14,0.10199323,1826.05547412,0.01605689,15.09499796,270256.21017039
2022-12-15,2022-12-15,0.14639234,2574.22425838,0.0228867,20.34853506,357817.17191483
2022-12-16,2022-12-16,0.12743321,2169.14622428,0.0199819,16.56631787,281989.00915677
2022-12-17,2022-12-17,0.12632405,2109.24635276,0.01981142,17.43271938,291075.99668133
2022-12-18,2022-12-18,0.07986833,1336.50503361,0.01261769,11.58090744,193793.2298739
2022-12-19,2022-12-19,0.13286072,2213.55133736,0.02081523,18.06905832,301042.98188088
2022-12-20,2022-12-20,0.12893494,2167.04937712,0.02021261,18.05089091,303386.912797
2022-12-21,2022-12-21,0.11558843,1944.72373105,0.01815833,16.52914494,278095.49354048
2022-12-22,2022-12-22,0.1269576,2127.7966302,0.0199088,17.13927641,287252.54507726
2022-12-23,2022-12-23,0.13162335,2215.09417553,0.02062537,17.37428251,292392.43117032
2022-12-24,2022-12-24,0.19819344,3335.65153238,0.03073627,17.63921588,296872.9863816
2022-12-25,2022-12-25,0.09722103,1634.87617495,0.0153171,13.70816482,230517.54066819
2022-12-26,2022-12-26,0.13598583,2290.32088867,0.02129441,17.54217226,295451.39463837
2022-12-27,2022-12-27,0.20740857,3478.6886278,0.03211947,23.85198506,400049.19219674
2022-12-28,2022-12-28,0.12308479,2047.51832015,0.01931322,20.67824483,343983.07778454
2022-12-29,2022-12-29,0.14597035,2422.69324958,0.02282224,20.5818195,341599.74819026
2022-12-30,2022-12-30,0.1379383,2281.48461154,0.02159356,21.7942512,360474.56862347
2022-12-31,2022-12-31,0.07807862,1293.95341101,0.01233844,12.18026426,201856.73211751
2023-01-01,2023-01-01,0.04588874,759.7610627,0.00728868,7.11275527,117762.96471855
2023-01-02,2023-01-02,0.05656598,944.46368852,0.00896938,8.82429255,147336.33540859
2023-01-03,2023-01-03,0.08264824,1378.85385199,0.01305113,12.72782858,212343.49320571
2023-01-04,2023-01-04,0.10331665,1738.80038783,0.01626185,14.7742816,248648.4554597
2023-01-05,2023-01-05,0.0908999,1530.04279347,0.01433549,14.27128465,240216.71857496
2023-01-06,2023-01-06,0.07334416,1233.93331883,0.01159895,13.20194818,222107.99738946
2023-01-07,2023-01-07,0.05452508,923.50003789,0.00864856,8.39686196,142219.00583448
2023-01-08,2023-01-08,0.04432658,751.31133754,0.00704231,6.78196741,114950.63464396
2023-01-09,2023-01-09,0.07149103,1233.10466058,0.0113092,10.86663612,187431.9084076
2023-01-10,2023-01-10,0.0660325,1142.33460687,0.01045474,11.15949274,193054.5485605
2023-01-11,2023-01-11,0.08451453,1476.72738098,0.01334191,12.42363566,217078.92500475
2023-01-12,2023-01-12,0.10937443,2016.56592234,0.01719893,16.51553844,304501.45427268
2023-01-13,2023-01-13,0.10455911,1999.82995586,0.01645419,16.624898,317972.96298196
