start_time,date,nul,nup,nupl
2023-08-21,2023-08-21,0.17435582,0.39629284,0.22210553
2023-08-22,2023-08-22,0.17591459,0.39546359,0.21960878
2023-08-23,2023-08-23,0.1671175,0.39865406,0.23139346
2023-08-24,2023-08-24,0.1731477,0.39450426,0.22486342
2023-08-25,2023-08-25,0.17470667,0.39469137,0.22132203
2023-08-26,2023-08-26,0.17535312,0.39494952,0.21966534
2023-08-27,2023-08-27,0.17370838,0.39511967,0.22200741
2023-08-28,2023-08-28,0.17296034,0.39545625,0.22253764
2023-08-29,2023-08-29,0.14230065,0.40803049,0.26805533
2023-08-30,2023-08-30,0.14844981,0.40539452,0.25728304
2023-08-31,2023-08-31,0.1757554,0.39407933,0.21793379
2023-09-01,2023-09-01,0.17818658,0.39329581,0.21417221
2023-09-02,2023-09-02,0.17700981,0.39305722,0.21631014
2023-09-03,2023-09-03,0.1743262,0.39379983,0.21990142
2023-09-04,2023-09-04,0.17749647,0.39267286,0.21540315
2023-09-05,2023-09-05,0.17805913,0.39243028,0.21431466
2023-09-06,2023-09-06,0.1783036,0.39256004,0.21332197
2023-09-07,2023-09-07,0.16738273,0.39630742,0.2286923
2023-09-08,2023-09-08,0.174813,0.39320634,0.21821569
2023-09-09,2023-09-09,0.1748848,0.39304205,0.21804645
2023-09-10,2023-09-10,0.17641605,0.39237714,0.21595619
2023-09-11,2023-09-11,0.19229242,0.38689003,0.19528815
2023-09-12,2023-09-12,0.17562304,0.39246639,0.21669647
2023-09-13,2023-09-13,0.16735834,0.39560232,0.22808067
2023-09-14,2023-09-14,0.16149262,0.39742623,0.23671049
2023-09-15,2023-09-15,0.15944207,0.39914668,0.23847435
2023-09-16,2023-09-16,0.16049659,0.39770927,0.23770544
2023-09-17,2023-09-17,0.16119362,0.39720533,0.23669488
2023-09-18,2023-09-18,0.15665637,0.3993658,0.24280185
2023-09-19,2023-09-19,0.14809548,0.40315542,0.25505913
2023-09-20,2023-09-20,0.1491807,0.40273379,0.25248563
2023-09-21,2023-09-21,0.16003266,0.39673948,0.23691943
2023-09-22,2023-09-22,0.15961653,0.39687778,0.23733156
2023-09-23,2023-09-23,0.15965221,0.39665245,0.23729631
2023-09-24,2023-09-24,0.16571829,0.39448435,0.22812192
2023-09-25,2023-09-25,0.164977,0.39444485,0.22916824
2023-09-26,2023-09-26,0.16732051,0.39256583,0.22669026
2023-09-27,2023-09-27,0.16450402,0.3930761,0.23105018
2023-09-28,2023-09-28,0.15051681,0.40085939,0.25002397
2023-09-29,2023-09-29,0.15253412,0.39954705,0.24655333
2023-09-30,2023-09-30,0.15140739,0.40007642,0.24795595
2023-10-01,2023-10-01,0.1344257,0.40922561,0.27580027
2023-10-02,2023-10-02,0.14080474,0.40721981,0.26236463
2023-10-03,2023-10-03,0.14287308,0.40408915,0.26047773
2023-10-04,2023-10-04,0.13714682,0.40693218,0.26956526
2023-10-05,2023-10-05,0.14300323,0.40338318,0.25980248
2023-10-06,2023-10-06,0.13454562,0.40756708,0.2736891
2023-10-07,2023-10-07,0.13396764,0.40753446,0.27427381
2023-10-08,2023-10-08,0.13445408,0.40736201,0.27313803
2023-10-09,2023-10-09,0.13965788,0.40332649,0.26470107
2023-10-10,2023-10-10,0.14304622,0.40180714,0.25849031
2023-10-11,2023-10-11,0.15239737,0.39656132,0.2444888
2023-10-12,2023-10-12,0.15476463,0.39516744,0.24102691
2023-10-13,2023-10-13,0.15250287,0.39596512,0.24421455
2023-10-14,2023-10-14,0.15211268,0.39596675,0.24363312
2023-10-15,2023-10-15,0.14641575,0.39843948,0.25238636
2023-10-16,2023-10-16,0.12483469,0.41235111,0.2872841
2023-10-17,2023-10-17,0.12642279,0.4104568,0.28436329
2023-10-18,2023-10-18,0.12740958,0.40963114,0.28208645
2023-10-19,2023-10-19,0.1218623,0.4126185,0.29205609
2023-10-20,2023-10-20,0.10920762,0.42437897,0.31422363
2023-10-21,2023-10-21,0.10665217,0.42633034,0.31954226
2023-10-22,2023-10-22,0.10564858,0.42703984,0.32147004
2023-10-23,2023-10-23,0.07926436,0.4555836,0.38340418
2023-10-24,2023-10-24,0.07203748,0.46570165,0.39693245
2023-10-25,2023-10-25,0.0672207,0.47288433,0.40618251
2023-10-26,2023-10-26,0.0695758,0.4688203,0.39926457
2023-10-27,2023-10-27,0.07142889,0.46609194,0.39418259
2023-10-28,2023-10-28,0.07010826,0.46688146,0.39716433
2023-10-29,2023-10-29,0.06665578,0.47189242,0.40466271
2023-10-30,2023-10-30,0.0670546,0.47044948,0.40327943
2023-10-31,2023-10-31,0.06576015,0.47208704,0.40559612
2023-11-01,2023-11-01,0.06068985,0.47857944,0.41736418
2023-11-02,2023-11-02,0.06397191,0.47252587,0.40899785
2023-11-03,2023-11-03,0.06551758,0.46944356,0.4047095
2023-11-04,2023-11-04,0.0631027,0.47305516,0.41014205
2023-11-05,2023-11-05,0.06301596,0.47416831,0.40916015
2023-11-06,2023-11-06,0.06336242,0.47102797,0.40954937
2023-11-07,2023-11-07,0.06064811,0.47560455,0.41512889
2023-11-08,2023-11-08,0.05823804,0.48208412,0.41822195
2023-11-09,2023-11-09,0.05249483,0.48653883,0.4336414
2023-11-10,2023-11-10,0.04896584,0.49149455,0.4421899
2023-11-11,2023-11-11,0.05104237,0.48422034,0.43916866
2023-11-12,2023-11-12,0.05040426,0.48812842,0.43811611
2023-11-13,2023-11-13,0.05368128,0.48463829,0.42816365
2023-11-14,2023-11-14,0.06040729,0.47328001,0.41343912
2023-11-15,2023-11-15,0.04615413,0.49275758,0.44907996
2023-11-16,2023-11-16,0.0557842,0.47962041,0.42222584
2023-11-17,2023-11-17,0.05326142,0.48043571,0.42940245
2023-11-18,2023-11-18,0.05313946,0.48143844,0.42868403
2023-11-19,2023-11-19,0.04786244,0.49164876,0.44047525
2023-11-20,2023-11-20,0.04773538,0.49003054,0.44114014
2023-11-21,2023-11-21,0.05859278,0.47577454,0.41310073
2023-11-22,2023-11-22,0.04854315,0.49075133,0.43522261
2023-11-23,2023-11-23,0.04905226,0.48510186,0.43726151
2023-11-24,2023-11-24,0.04658668,0.48884506,0.44311945
2023-11-25,2023-11-25,0.04606166,0.49018012,0.44383009
2023-11-26,2023-11-26,0.04770947,0.48780563,0.43875117
2023-11-27,2023-11-27,0.0497011,0.48209373,0.43538111
2023-11-28,2023-11-28,0.04572648,0.49033027,0.44359592
2023-11-29,2023-11-29,0.04578757,0.48865536,0.44371211
2023-11-30,2023-11-30,0.04610447,0.48693406,0.4414442
2023-12-01,2023-12-01,0.0411136,0.4956281,0.4545068
2023-12-02,2023-12-02,0.03762246,0.50258369,0.46488652
2023-12-03,2023-12-03,0.03558672,0.50627044,0.47139504
2023-12-04,2023-12-04,0.02851061,0.52081284,0.49513005
2023-12-05,2023-12-05,0.02185843,0.53929854,0.51798916
2023-12-06,2023-12-06,0.02262168,0.53613336,0.51280153
2023-12-07,2023-12-07,0.02403592,0.53220607,0.50650437
2023-12-08,2023-12-08,0.02147108,0.53718021,0.51595059
2023-12-09,2023-12-09,0.02280767,0.53346397,0.51026331
2023-12-10,2023-12-10,0.02260948,0.53333322,0.51083963
2023-12-11,2023-12-11,0.03217893,0.51058551,0.48014488
2023-12-12,2023-12-12,0.03060899,0.51365579,0.48216324
2023-12-13,2023-12-13,0.02537014,0.52521137,0.49860768
2023-12-14,2023-12-14,0.02466647,0.52712968,0.49979963
2023-12-15,2023-12-15,0.02891634,0.51536733,0.48603408
2023-12-16,2023-12-16,0.0277321,0.51670947,0.48973367
2023-12-17,2023-12-17,0.03125829,0.51039892,0.47846261
2023-12-18,2023-12-18,0.02625285,0.51926542,0.49364238
2023-12-19,2023-12-19,0.02766733,0.51555875,0.48835679
2023-12-20,2023-12-20,0.02298325,0.52604441,0.50362977
2023-12-21,2023-12-21,0.02225369,0.52739098,0.50572029
2023-12-22,2023-12-22,0.0217781,0.52866033,0.50650372
2023-12-23,2023-12-23,0.02255636,0.52640843,0.50306105
2023-12-24,2023-12-24,0.02522941,0.51929677,0.49408857
2023-12-25,2023-12-25,0.02298497,0.52451604,0.50063051
2023-12-26,2023-12-26,0.02691404,0.51479569,0.48739635
2023-12-27,2023-12-27,0.02367735,0.51875143,0.49707693
2023-12-28,2023-12-28,0.02657097,0.51366068,0.48609424
2023-12-29,2023-12-29,0.02895561,0.50629939,0.47924455
2023-12-30,2023-12-30,0.02801039,0.50951822,0.47987951
2023-12-31,2023-12-31,0.02788681,0.50754646,0.48132768
2024-01-01,2024-01-01,0.02123544,0.52284315,0.50347374
2024-01-02,2024-01-02,0.01923633,0.52844489,0.51097789
2024-01-03,2024-01-03,0.0257619,0.51195788,0.48621772
2024-01-04,2024-01-04,0.02126535,0.51887583,0.49778238
2024-01-05,2024-01-05,0.02138504,0.51695114,0.49706391
2024-01-06,2024-01-06,0.02198759,0.514738,0.49468595
2024-01-07,2024-01-07,0.02188037,0.51603504,0.49397203
2024-01-08,2024-01-08,0.01432549,0.53940917,0.52586727
2024-01-09,2024-01-09,0.01651421,0.53025598,0.51607727
2024-01-10,2024-01-10,0.01521387,0.53317184,0.5209949
2024-01-11,2024-01-11,0.01557225,0.53397706,0.516806
2024-01-12,2024-01-12,0.02764863,0.50402762,0.47649504
2024-01-13,2024-01-13,0.02718629,0.5043259,0.47723892
2024-01-14,2024-01-14,0.03169846,0.50076793,0.46300216
2024-01-15,2024-01-15,0.02813771,0.50279463,0.47292453
2024-01-16,2024-01-16,0.02530667,0.50495907,0.47806314
2024-01-17,2024-01-17,0.02722624,0.49936325,0.47317438
2024-01-18,2024-01-18,0.03498003,0.48774293,0.45366163
2024-01-19,2024-01-19,0.03265814,0.49048544,0.45769517
2024-01-20,2024-01-20,0.03248933,0.48984997,0.45838259
2024-01-21,2024-01-21,0.03281778,0.49027516,0.45661822
2024-01-22,2024-01-22,0.04612626,0.4743437,0.42879521
2024-01-23,2024-01-23,0.04312339,0.47681407,0.43366631
2024-01-24,2024-01-24,0.04149711,0.47677062,0.43525667
2024-01-25,2024-01-25,0.04233634,0.47470079,0.4330649
2024-01-26,2024-01-26,0.03064408,0.48990242,0.45788157
2024-01-27,2024-01-27,0.02929201,0.49100376,0.46162079
2024-01-28,2024-01-28,0.03007653,0.48870478,0.46027139
2024-01-29,2024-01-29,0.02476696,0.49611408,0.47564702
2024-01-30,2024-01-30,0.02574518,0.49477971,0.46996228
2024-01-31,2024-01-31,0.02706373,0.49257459,0.46419663
2024-02-01,2024-02-01,0.02504662,0.49472721,0.47061449
2024-02-02,2024-02-02,0.0245644,0.49530167,0.47157202
2024-02-03,2024-02-03,0.02524857,0.49381559,0.46930598
2024-02-04,2024-02-04,0.02710663,0.49056907,0.46381288
2024-02-05,2024-02-05,0.02658251,0.49123139,0.46448007
2024-02-06,2024-02-06,0.02465655,0.49396566,0.4692588
2024-02-07,2024-02-07,0.02072326,0.50299607,0.48369687
2024-02-08,2024-02-08,0.01790504,0.51223578,0.49395093
2024-02-09,2024-02-09,0.01364888,0.52598899,0.51299437
2024-02-10,2024-02-10,0.01229403,0.53169241,0.51881192
2024-02-11,2024-02-11,0.0115408,0.53289546,0.52386231
2024-02-12,2024-02-12,0.00869145,0.54868841,0.53816468
2024-02-13,2024-02-13,0.00904135,0.54589576,0.5352507
2024-02-14,2024-02-14,0.00635142,0.55756439,0.5521605
2024-02-15,2024-02-15,0.00621289,0.55822389,0.55188029
2024-02-16,2024-02-16,0.00591276,0.55938923,0.55307618
2024-02-17,2024-02-17,0.00657977,0.55559345,0.54839311
2024-02-18,2024-02-18,0.00596618,0.55775726,0.55229427
2024-02-19,2024-02-19,0.00648701,0.55390107,0.54760584
2024-02-20,2024-02-20,0.00580639,0.55720166,0.5512075
2024-02-21,2024-02-21,0.00663291,0.54929138,0.54711552
2024-02-22,2024-02-22,0.00730774,0.54825832,0.54095387
2024-02-23,2024-02-23,0.00829824,0.54356822,0.53543413
2024-02-24,2024-02-24,0.00670583,0.54924732,0.54260302
2024-02-25,2024-02-25,0.00641325,0.55065993,0.54375049
2024-02-26,2024-02-26,0.00343026,0.56920962,0.5661298
2024-02-27,2024-02-27,0.00157795,0.58453518,0.5832599
2024-02-28,2024-02-28,0.00016307,0.61478595,0.61417305
2024-02-29,2024-02-29,0.00045445,0.6074237,0.60358225
2024-03-01,2024-03-01,0.00020173,0.60914226,0.60877554
2024-03-02,2024-03-02,0.0002813,0.60708149,0.60589088
2024-03-03,2024-03-03,0.00013191,0.60935174,0.61227334
2024-03-04,2024-03-04,3.6e-07,0.6395134,0.63907749
2024-03-05,2024-03-05,0.00069261,0.62039241,0.60999631
2024-03-06,2024-03-06,0.00032138,0.61838644,0.61810873
2024-03-07,2024-03-07,0.00013526,0.62137944,0.61942909
2024-03-08,2024-03-08,4.908e-05,0.62432891,0.62514355
2024-03-09,2024-03-09,2.806e-05,0.62561121,0.62495893
2024-03-10,2024-03-10,4.484e-05,0.62766656,0.62744436
2024-03-11,2024-03-11,2.759e-05,0.64160918,0.64022152
2024-03-12,2024-03-12,0.00018189,0.63486401,0.63505299
2024-03-13,2024-03-13,2.354e-05,0.63664526,0.63669828
2024-03-14,2024-03-14,0.00074052,0.62769297,0.62631679
2024-03-15,2024-03-15,0.00176826,0.61656799,0.61555905
2024-03-16,2024-03-16,0.00586284,0.59702823,0.5903101
2024-03-17,2024-03-17,0.0022877,0.6131617,0.60784729
2024-03-18,2024-03-18,0.00275964,0.60800727,0.60260101
2024-03-19,2024-03-19,0.00980594,0.58121859,0.56636543
2024-03-20,2024-03-20,0.00243913,0.60669168,0.60377909
2024-03-21,2024-03-21,0.00494087,0.59294035,0.58849737
2024-03-22,2024-03-22,0.00762285,0.57882943,0.57655026
2024-03-23,2024-03-23,0.00638864,0.5849924,0.57352507
2024-03-24,2024-03-24,0.00279381,0.5981101,0.59357963
2024-03-25,2024-03-25,0.00124518,0.60738528,0.60521345
2024-03-26,2024-03-26,0.00093641,0.60529818,0.60502631
2024-03-27,2024-03-27,0.00118592,0.60384238,0.601344
2024-03-28,2024-03-28,0.00050751,0.60710379,0.60722304
2024-03-29,2024-03-29,0.00100093,0.60307071,0.60164427
2024-03-30,2024-03-30,0.00117447,0.60207321,0.59974766
2024-03-31,2024-03-31,0.00034638,0.6082939,0.60895039
2024-04-01,2024-04-01,0.00093815,0.60124685,0.59765201
2024-04-02,2024-04-02,0.00565308,0.57675806,0.5706556
2024-04-03,2024-04-03,0.00446033,0.58017798,0.57338801
2024-04-04,2024-04-04,0.00173963,0.58950927,0.58870746
2024-04-05,2024-04-05,0.00223797,0.5866806,0.58442891
2024-04-06,2024-04-06,0.00132003,0.59258948,0.59023915
2024-04-07,2024-04-07,0.00101627,0.59542456,0.59271242
2024-04-08,2024-04-08,0.00025166,0.60505973,0.60472285
2024-04-09,2024-04-09,0.00152674,0.5918001,0.58992549
2024-04-10,2024-04-10,0.00057319,0.59862047,0.59838446
2024-04-11,2024-04-11,0.0008627,0.59607396,0.59435917
2024-04-12,2024-04-12,0.00366589,0.58184464,0.57644609
2024-04-13,2024-04-13,0.00861135,0.57110539,0.55565936
2024-04-14,2024-04-14,0.00571445,0.57340343,0.56746293
2024-04-15,2024-04-15,0.01026279,0.56133719,0.55162873
2024-04-16,2024-04-16,0.0093268,0.56192997,0.55375418
2024-04-17,2024-04-17,0.01502001,0.5513511,0.53544916
2024-04-18,2024-04-18,0.00948199,0.560154,0.55120276
2024-04-19,2024-04-19,0.00865026,0.56162738,0.55295843
2024-04-20,2024-04-20,0.00656637,0.56611918,0.56063274
2024-04-21,2024-04-21,0.00644197,0.56691704,0.56039917
2024-04-22,2024-04-22,0.00345423,0.57606132,0.57227883
2024-04-23,2024-04-23,0.00388109,0.57335747,0.56936961
2024-04-24,2024-04-24,0.00766744,0.56143674,0.55273757
2024-04-25,2024-04-25,0.00696701,0.56259506,0.55417157
2024-04-26,2024-04-26,0.00845595,0.55802456,0.54895552
2024-04-27,2024-04-27,0.00929452,0.55499884,0.54666961
2024-04-28,2024-04-28,0.01071148,0.54973742,0.54366958
2024-04-29,2024-04-29,0.0081385,0.55675629,0.54878655
2024-04-30,2024-04-30,0.01635411,0.54199533,0.52471859
2024-05-01,2024-05-01,0.02368995,0.53041886,0.50623295
2024-05-02,2024-05-02,0.02053922,0.53451221,0.51269037
2024-05-03,2024-05-03,0.00915615,0.55625009,0.54195771
2024-05-04,2024-05-04,0.00788811,0.55488106,0.54896466
2024-05-05,2024-05-05,0.00732898,0.55750803,0.54964226
2024-05-06,2024-05-06,0.0091385,0.5527528,0.54321571
2024-05-07,2024-05-07,0.01116729,0.54815177,0.53673164
2024-05-08,2024-05-08,0.01403139,0.54262918,0.52784244
2024-05-09,2024-05-09,0.00909019,0.55121161,0.54176055
2024-05-10,2024-05-10,0.01481587,0.54128173,0.5245588
2024-05-11,2024-05-11,0.01513201,0.53911381,0.52454616
2024-05-12,2024-05-12,0.01321055,0.54200465,0.52934346
2024-05-13,2024-05-13,0.00941087,0.54881063,0.54005553
2024-05-14,2024-05-14,0.0127352,0.54252294,0.52956473
2024-05-15,2024-05-15,0.00353669,0.56501327,0.56132615
2024-05-16,2024-05-16,0.00497179,0.55960554,0.55421398
2024-05-17,2024-05-17,0.00265878,0.56706504,0.56554406
2024-05-18,2024-05-18,0.002605,0.56861637,0.5646394
2024-05-19,2024-05-19,0.00358522,0.56301793,0.56011498
2024-05-20,2024-05-20,0.00023369,0.59150402,0.59123951
2024-05-21,2024-05-21,0.0006521,0.58427751,0.58258105
2024-05-22,2024-05-22,0.00125657,0.57700744,0.57604258
2024-05-23,2024-05-23,0.00225644,0.57003582,0.5679935
2024-05-24,2024-05-24,0.00150735,0.57473771,0.57143021
2024-05-25,2024-05-25,0.00109988,0.57629131,0.5758114
2024-05-26,2024-05-26,0.00167035,0.57228438,0.57058749
2024-05-27,2024-05-27,0.00102435,0.57628321,0.57566553
2024-05-28,2024-05-28,0.00174697,0.56429389,0.56179875
2024-05-29,2024-05-29,0.00270519,0.55904984,0.55644865
2024-05-30,2024-05-30,0.00178518,0.56287282,0.5610338
2024-05-31,2024-05-31,0.00305361,0.55555148,0.55535538
2024-06-01,2024-06-01,0.00249689,0.55880193,0.5567206
2024-06-02,2024-06-02,0.00236774,0.55996925,0.55655077
2024-06-03,2024-06-03,0.00138065,0.56364544,0.56247768
2024-06-04,2024-06-04,0.00044478,0.57405716,0.57272099
2024-06-05,2024-06-05,0.00031029,0.57562424,0.57544138
2024-06-06,2024-06-06,0.00042813,0.57311707,0.57223546
2024-06-07,2024-06-07,0.00142652,0.56422396,0.56271817
2024-06-08,2024-06-08,0.00140373,0.56372941,0.56243728
2024-06-09,2024-06-09,0.0011305,0.56549377,0.56434031
2024-06-10,2024-06-10,0.00122796,0.56369377,0.5634126
2024-06-11,2024-06-11,0.00384452,0.55205329,0.54810103
2024-06-12,2024-06-12,0.00242156,0.55627352,0.553927
2024-06-13,2024-06-13,0.00482503,0.54873117,0.54368696
2024-06-14,2024-06-14,0.00628175,0.54454087,0.53858384
2024-06-15,2024-06-15,0.0057318,0.54544473,0.53958243
2024-06-16,2024-06-16,0.00486204,0.54686912,0.54268297
2024-06-17,2024-06-17,0.00509039,0.54572603,0.541296
2024-06-18,2024-06-18,0.00785422,0.53996196,0.53199465
2024-06-19,2024-06-19,0.00844332,0.53784111,0.53034342
2024-06-20,2024-06-20,0.00844463,0.53818629,0.52941859
2024-06-21,2024-06-21,0.01041635,0.53329565,0.52379724
2024-06-22,2024-06-22,0.00984719,0.53357338,0.52323042
2024-06-23,2024-06-23,0.01310094,0.5279179,0.51530147
2024-06-24,2024-06-24,0.02270784,0.51541664,0.49209664
2024-06-25,2024-06-25,0.01700328,0.52120385,0.50471859
2024-06-26,2024-06-26,0.02024306,0.51594321,0.49699647
2024-06-27,2024-06-27,0.01703496,0.51862382,0.50275499
2024-06-28,2024-06-28,0.02156609,0.5129962,0.49186739
2024-06-29,2024-06-29,0.01917976,0.51581594,0.496542
2024-06-30,2024-06-30,0.01344686,0.52334838,0.51102587
2024-07-01,2024-07-01,0.01276889,0.5250496,0.51138223
2024-07-02,2024-07-02,0.01529548,0.51965599,0.50548918
2024-07-03,2024-07-03,0.02155967,0.51295068,0.4890856
2024-07-04,2024-07-04,0.03523602,0.498024,0.46102588
2024-07-05,2024-07-05,0.03620986,0.49519443,0.45725374
2024-07-06,2024-07-06,0.02873828,0.50197096,0.47217178
2024-07-07,2024-07-07,0.04028655,0.49063992,0.44952223
2024-07-08,2024-07-08,0.03554126,0.4934839,0.45843994
2024-07-09,2024-07-09,0.02914557,0.49948136,0.47046501
2024-07-10,2024-07-10,0.03043753,0.49758719,0.46724087
2024-07-11,2024-07-11,0.03193486,0.4958165,0.46384714
2024-07-12,2024-07-12,0.02938369,0.4980172,0.46869219
2024-07-13,2024-07-13,0.0239453,0.50418806,0.48029294
2024-07-14,2024-07-14,0.01816477,0.51092525,0.49358005
2024-07-15,2024-07-15,0.0070905,0.53237489,0.52349003
2024-07-16,2024-07-16,0.00640456,0.53276432,0.52532948
2024-07-17,2024-07-17,0.0084541,0.52715183,0.51758762
2024-07-18,2024-07-18,0.00889951,0.52472565,0.51634746
2024-07-19,2024-07-19,0.00357757,0.53944925,0.53486712
2024-07-20,2024-07-20,0.00297079,0.54140667,0.53773888
2024-07-21,2024-07-21,0.0020124,0.54462014,0.54446969
2024-07-22,2024-07-22,0.00238188,0.54427849,0.53973695
2024-07-23,2024-07-23,0.00498846,0.53224914,0.52700867
2024-07-24,2024-07-24,0.00621514,0.52838086,0.52265111
2024-07-25,2024-07-25,0.00515394,0.53046192,0.52566761
2024-07-26,2024-07-26,0.00209807,0.54157342,0.53984525
2024-07-27,2024-07-27,0.00190515,0.54455744,0.5392612
2024-07-28,2024-07-28,0.00180258,0.54280618,0.54143872
2024-07-29,2024-07-29,0.0037928,0.53488484,0.53070947
2024-07-30,2024-07-30,0.00460624,0.53123808,0.52615251
2024-07-31,2024-07-31,0.00814152,0.52364861,0.51473747
2024-08-01,2024-08-01,0.00650831,0.52490164,0.51979326
2024-08-02,2024-08-02,0.01732757,0.51012674,0.48933743
2024-08-03,2024-08-03,0.02191256,0.50028476,0.4831422
2024-08-04,2024-08-04,0.03223838,0.49186362,0.46058614
2024-08-05,2024-08-05,0.05017926,0.4810459,0.42115172
2024-08-06,2024-08-06,0.04074685,0.48238399,0.44223634
2024-08-07,2024-08-07,0.04568994,0.47717302,0.4331368
2024-08-08,2024-08-08,0.01556925,0.50924408,0.49290274
2024-08-09,2024-08-09,0.01943924,0.50044448,0.48528558
2024-08-10,2024-08-10,0.01845625,0.50246541,0.48529339
2024-08-11,2024-08-11,0.02659468,0.49559075,0.46589765
2024-08-12,2024-08-12,0.02377366,0.49786222,0.47155815
2024-08-13,2024-08-13,0.01954255,0.49941711,0.48254714
2024-08-14,2024-08-14,0.02642249,0.49346768,0.46579366
2024-08-15,2024-08-15,0.03181746,0.48727084,0.45529906
2024-08-16,2024-08-16,0.0251947,0.49408102,0.46759271
2024-08-17,2024-08-17,0.02307714,0.49497721,0.47307772
2024-08-18,2024-08-18,0.0255574,0.49689269,0.46345032
2024-08-19,2024-08-19,0.02313759,0.49440846,0.47264416
2024-08-20,2024-08-20,0.02407838,0.49499113,0.4687268
2024-08-21,2024-08-21,0.01645732,0.50237904,0.48714219
2024-08-22,2024-08-22,0.01892611,0.49919326,0.48035285
2024-08-23,2024-08-23,0.00853484,0.51573604,0.50960704
2024-08-24,2024-08-24,0.00845919,0.51473523,0.51003992
2024-08-25,2024-08-25,0.00748444,0.51984512,0.51048513
2024-08-26,2024-08-26,0.01124216,0.51131089,0.49925896
2024-08-27,2024-08-27,0.02278401,0.49475974,0.47073057
2024-08-28,2024-08-28,0.02437904,0.49157718,0.46758443
2024-08-29,2024-08-29,0.02271109,0.49250611,0.46968759
2024-08-30,2024-08-30,0.0236148,0.49132201,0.46752076
2024-08-31,2024-08-31,0.02388476,0.49138425,0.46625354
2024-09-01,2024-09-01,0.0321968,0.48267504,0.45093275
2024-09-02,2024-09-02,0.02269872,0.49302538,0.46790988
2024-09-03,2024-09-03,0.03028983,0.48500368,0.45250936
2024-09-04,2024-09-04,0.02856618,0.48446936,0.4572143
2024-09-05,2024-09-05,0.03759661,0.47727997,0.44001991
2024-09-06,2024-09-06,0.0502935,0.4679984,0.41756072
2024-09-07,2024-09-07,0.04916521,0.46822559,0.41961097
2024-09-08,2024-09-08,0.04453726,0.47147125,0.42723966
2024-09-09,2024-09-09,0.03180267,0.48226952,0.4484545
2024-09-10,2024-09-10,0.02923879,0.48264035,0.45430269
2024-09-11,2024-09-11,0.03025059,0.48199996,0.45152075
2024-09-12,2024-09-12,0.02646764,0.48552473,0.4587642
2024-09-13,2024-09-13,0.01689938,0.49773059,0.47980004
2024-09-14,2024-09-14,0.01905134,0.49358859,0.47490889
2024-09-15,2024-09-15,0.0221434,0.49015737,0.46701841
2024-09-16,2024-09-16,0.02619434,0.48436606,0.45853581
2024-09-17,2024-09-17,0.01810905,0.49359393,0.47704861
2024-09-18,2024-09-18,0.01430974,0.49668144,0.48901109
2024-09-19,2024-09-19,0.00993368,0.50898361,0.49796448
2024-09-20,2024-09-20,0.00947009,0.50859357,0.49914341
2024-09-21,2024-09-21,0.00896735,0.50980464,0.50021151
2024-09-22,2024-09-22,0.00856656,0.51033631,0.50167531
2024-09-23,2024-09-23,0.00915982,0.50824152,0.499158
2024-09-24,2024-09-24,0.0069162,0.5142667,0.50613964
2024-09-25,2024-09-25,0.00967946,0.50637117,0.49662427
2024-09-26,2024-09-26,0.00575475,0.51415059,0.51170967
2024-09-27,2024-09-27,0.00428842,0.52081393,0.51571962
2024-09-28,2024-09-28,0.0041383,0.52095915,0.51597134
2024-09-29,2024-09-29,0.00464071,0.51878531,0.51386697
2024-09-30,2024-09-30,0.00952122,0.50595855,0.49615528
2024-10-01,2024-10-01,0.0172744,0.49483832,0.4754451
2024-10-02,2024-10-02,0.01784603,0.49306417,0.47416111
2024-10-03,2024-10-03,0.01735249,0.49283375,0.47514302
2024-10-04,2024-10-04,0.01288909,0.49848763,0.48618482
2024-10-05,2024-10-05,0.01276889,0.49902155,0.48590284
2024-10-06,2024-10-06,0.01056666,0.50248262,0.4919281
2024-10-07,2024-10-07,0.01194004,0.50127365,0.48676385
2024-10-08,2024-10-08,0.01245254,0.49434947,0.48153845
2024-10-09,2024-10-09,0.01815861,0.48659243,0.46829426
2024-10-10,2024-10-10,0.01945336,0.48390097,0.46593154
2024-10-11,2024-10-11,0.01108958,0.49357991,0.48371667
2024-10-12,2024-10-12,0.00877466,0.49926037,0.48879622
2024-10-13,2024-10-13,0.00989723,0.4958448,0.48577814
2024-10-14,2024-10-14,0.00353964,0.51473321,0.51028845
2024-10-15,2024-10-15,0.00243775,0.51853329,0.51635067
2024-10-16,2024-10-16,0.00182225,0.52308344,0.51959528
2024-10-17,2024-10-17,0.00215553,0.51901302,0.5176974
2024-10-18,2024-10-18,0.00127173,0.52607059,0.52422705
2024-10-19,2024-10-19,0.00134237,0.52479164,0.52352011
2024-10-20,2024-10-20,0.00098764,0.52628383,0.52694912
2024-10-21,2024-10-21,0.00232045,0.51710353,0.51380507
2024-10-22,2024-10-22,0.00220603,0.51709368,0.5137381
2024-10-23,2024-10-23,0.00336864,0.51127736,0.50790842
2024-10-24,2024-10-24,0.00149528,0.52022564,0.51868068
2024-10-25,2024-10-25,0.00411165,0.50605363,0.50688626
2024-10-26,2024-10-26,0.00276819,0.51284754,0.50995895
2024-10-27,2024-10-27,0.00166954,0.51845638,0.51649411
2024-10-28,2024-10-28,0.00055087,0.53008271,0.52966199
2024-10-29,2024-10-29,3.017e-05,0.54613619,0.54636092
2024-10-30,2024-10-30,3.592e-05,0.54650863,0.54328451
