t,h,l,c,o,close,high,low,open,volume
1585699200.0,29336.9,26066.41,27633.82,26378.7,6641.51,6693.0,6140.0,6407.1,390529.602
1585785600.0,27263.7,22208.51,22558.34,26013.1,6791.63,7290.0,6542.73,6641.22,531321.428
1585872000.0,23424.25,22010.34,22222.33,22046.64,6729.8,7049.11,6600.0,6791.65,411944.927
1585958400.0,25480.59,22326.19,23477.81,22326.19,6851.1,7020.0,6629.99,6729.8,319849.757
1586044800.0,25314.57,23364.69,24335.72,23426.02,6768.9,6893.44,6668.02,6851.4,239224.508
1586131200.0,29294.65,24204.68,29107.75,24694.79,7325.73,7370.0,6760.0,6768.9,461331.013
1586217600.0,29669.66,26105.79,26105.79,29669.66,7192.9,7457.0,7070.43,7325.73,419572.04
1586304000.0,27161.03,25031.33,26511.12,25846.16,7357.66,7417.83,7145.14,7192.9,332599.575
1586390400.0,28044.26,26335.23,28044.26,26335.23,7278.65,7365.69,7105.98,7357.15,293638.581
1586476800.0,29697.06,26918.6,28176.19,27966.68,6857.82,7290.0,6741.0,7278.83,440148.453
1586563200.0,30568.85,28764.12,29357.44,28779.74,6874.18,6944.28,6757.29,6858.0,224157.844
1586649600.0,32698.43,28712.74,30130.84,29039.2,6900.52,7173.98,6775.66,6874.17,321594.822
1586736000.0,31226.4,29179.31,29577.89,29222.86,6834.0,6900.99,6558.0,6900.19,421954.773
1586822400.0,32818.01,29664.28,31656.98,29664.28,6864.11,6975.6,6751.0,6834.01,280445.427
1586908800.0,35450.68,31191.18,34997.39,31516.48,6616.89,6929.0,6602.59,6864.11,281136.689
1586995200.0,35884.42,30446.68,30882.71,35845.29,7098.15,7190.92,6465.33,6616.88,559868.603
1587081600.0,32478.33,30224.03,31692.09,30575.25,7022.44,7140.0,6981.0,7098.15,277339.601
1587168000.0,34379.28,31774.97,33799.5,31912.28,7242.42,7290.0,7008.11,7022.0,225807.171
1587254400.0,33548.24,32314,33242.92,33548.24,7118.03,7258.42,7055.0,7242.49,216975.114
1587340800.0,35406.93,33223.76,33640.92,33223.76,6825.29,7208.55,6735.95,7118.04,445104.981
1587427200.0,35874.18,33683.78,34876.52,34116.02,6838.0,6940.0,6759.16,6825.28,288024.528
1587513600.0,36974.3,34801,34801,34808.13,7120.06,7154.9,6812.57,6838.0,306482.163
1587600000.0,36530.1,27605.36,28135.08,35284.54,7483.35,7802.38,7020.0,7120.06,472510.047
1587686400.0,29969.4,27908.7,27908.7,28532.69,7504.11,7612.91,7388.0,7483.36,278378.368
1587772800.0,29254.92,27504.11,27978.15,27866.49,7534.01,7722.33,7433.0,7504.62,243266.807
1587859200.0,30389.43,27918.92,28996.74,28128.55,7694.17,7709.57,7476.86,7534.01,269921.936
1587945600.0,30217.63,27929.98,29260.68,28926.54,7774.0,7795.6,7623.98,7693.63,290336.169
1588032000.0,29573.31,29307.08,29390.98,29573.31,7735.75,7780.0,7662.49,7774.0,217652.761
1588118400.0,34883.76,25850.71,26168,31169.79,8784.2,8988.66,7710.0,7735.76,871197.569
1588204800.0,28867.33,25961.15,27734.42,26914.4,8624.76,9479.77,8400.0,8784.05,944211.711
1588291200.0,31882,27535.71,31092.54,28025.96,8830.52,9065.0,8619.84,8623.61,417820.386
1588377600.0,32909.66,29566.89,29566.89,30420.71,8975.18,9020.0,8755.01,8830.52,295769.728
1588464000.0,34043.36,29760.15,32711.19,29760.15,8900.0,9200.0,8727.24,8975.18,451322.713
1588550400.0,34368.56,31351.35,31351.35,33024.14,8873.98,8954.94,8526.0,8899.99,440135.307
1588636800.0,34241.25,30867.45,30867.45,31063.36,9022.78,9118.17,8766.12,8873.99,409920.13
1588723200.0,31930.92,31930.92,31909.85,31909.85,9148.27,9405.0,8916.01,9022.76,507753.8
1588809600.0,33961.01,31992.41,32778.42,33818.54,9995.0,10080.0,9022.0,9148.29,738920.219
1588896000.0,34794.53,32046.39,34170.86,33074.62,9807.49,10045.03,9726.0,9994.74,458034.211
1588982400.0,41946.87,34498.04,39487.27,34498.04,9550.67,9923.98,9528.23,9809.63,411941.957
1589068800.0,40109.46,25569.35,25963.23,40109.46,8719.53,9580.0,7940.0,9550.25,842909.031
1589155200.0,27934.63,25169.32,25169.32,25329.49,8561.09,9164.0,8151.12,8723.23,805164.964
1589241600.0,26563.66,24793.73,25257.9,25780.1,8808.71,8981.0,8520.43,8560.73,369716.041
1589328000.0,29572.79,25632.96,29364.65,25632.96,9305.91,9397.0,8790.04,8808.71,379719.0
1589414400.0,31414.07,28878.91,29666.1,29205.36,9786.8,9950.0,9250.66,9305.91,602528.438
1589500800.0,33733.37,29017.21,31396.48,29538.12,9310.73,9843.5,9100.0,9787.62,504107.096
1589587200.0,32943.56,31203.45,31952.63,31421.59,9374.99,9585.0,9210.03,9311.21,287768.201
1589673600.0,33285.63,31349.8,31349.8,32195.93,9678.57,9880.0,9317.16,9374.99,300859.34
1589760000.0,33623.24,31537.7,32650.96,31537.7,9731.1,9958.67,9450.0,9677.31,363732.37
1589846400.0,33142.28,31231.26,31231.26,32334.95,9773.64,9900.0,9462.0,9731.11,376313.845
1589932800.0,34715.04,31459.15,33360.16,31483.31,9508.11,9838.0,9281.42,9772.66,334423.59
1590019200.0,35553.86,32573.5,32813.22,33232.03,9060.0,9573.0,8812.2,9508.0,461439.193
1590105600.0,35101.89,32803.86,34503.33,32960.64,9166.4,9259.38,8920.0,9060.0,276008.073
1590192000.0,35229.29,34377.58,34443.8,34775.82,9176.41,9300.0,9076.9,9166.43,201589.66
1590278400.0,35408.53,33606.8,33792.13,34102.77,8711.37,9294.44,8674.0,9176.32,339643.378
1590364800.0,36491.45,33623.5,34885.86,33684.23,8895.65,8977.0,8623.38,8711.37,302980.106
1590451200.0,36134,34705.6,35140.08,34814.81,8837.05,9011.82,8693.18,8895.66,275619.158
1590537600.0,37658.83,34720.27,37396.36,35384.57,9197.32,9230.0,8811.0,8837.88,272253.998
1590624000.0,39436.1,36192.36,36192.36,37253.74,9569.59,9621.65,9110.97,9197.32,327412.374
1590710400.0,37242.61,35246,37007.03,35536,9422.26,9598.0,9317.42,9569.58,238691.299
1590796800.0,36940.87,33099.97,33099.97,36940.87,9695.0,9753.0,9326.01,9422.11,255234.058
1590883200.0,35330.06,33522.8,34617.39,33598.95,9446.43,9698.0,9371.76,9694.38,219829.356
1590969600.0,38114.64,34536.65,38114.64,34671.37,10232.48,10497.25,9420.85,9446.49,333740.457
1591056000.0,35943.72,25496.29,25496.29,32400.66,9514.9,10262.3,9264.15,10232.41,354168.517
1591142400.0,27965.16,25484.26,27965.16,25615.29,9663.59,9694.75,9382.33,9514.9,185389.412
1591228800.0,29637.09,27593.37,29229.77,27680.52,9788.33,9884.0,9440.0,9663.58,264515.319
1591315200.0,30359.98,28937.67,29480.03,29231.18,9617.29,9855.0,9580.52,9788.32,237103.042
1591401600.0,31415.94,29820.06,29820.06,29824.61,9664.0,9738.77,9528.0,9616.64,152526.703
1591488000.0,32851.11,29033.11,29632.46,29775.19,9743.92,9823.13,9373.0,9664.01,253986.313
1591574400.0,30980.4,29824.12,30765.71,29824.12,9778.87,9816.0,9631.0,9743.92,162086.419
1591660800.0,31135.74,27689.71,30022.99,31135.74,9771.66,9890.0,9550.03,9778.87,204422.819
1591747200.0,31343.37,29034.41,29543.24,30083.98,9884.99,10015.99,9681.21,9771.66,193628.149
1591833600.0,35976.3,29804.31,32091.18,29804.31,9278.03,9970.1,9055.07,9884.99,404046.613
1591920000.0,32454.13,30626.06,30626.06,32243.04,9458.91,9550.0,9238.0,9277.72,211611.34
1592006400.0,31394.48,30243.47,30596.26,30666.24,9468.54,9497.85,9340.0,9458.77,113449.075
1592092800.0,32994.7,30151.75,32065.89,30386.56,9339.61,9477.0,9240.97,9468.55,143978.523
1592179200.0,37129.46,32016.59,34473.91,32016.59,9422.01,9490.83,8888.43,9339.7,413865.727
1592265600.0,34872.74,32800.91,33418.99,34872.74,9519.12,9595.0,9370.0,9422.01,225713.247
1592352000.0,34972.14,32472.03,33989.06,33489.31,9458.45,9569.0,9231.03,9519.13,227477.39
1592438400.0,35926.22,34054.5,35917.27,34054.5,9381.59,9483.85,9272.41,9458.45,158349.247
1592524800.0,37453.99,35554.34,36119.97,35554.34,9307.0,9453.0,9239.0,9381.99,219510.059
1592611200.0,37727.28,36293.54,36293.54,36472.08,9354.04,9394.29,9165.0,9307.0,154462.29
1592697600.0,36808.51,35851.83,35898.67,36425.33,9293.51,9420.47,9279.0,9353.84,110599.558
1592784000.0,38259.25,35526.87,35868.51,36413.71,9686.99,9795.0,9273.0,9293.39,260561.647
1592870400.0,39578.78,36051.3,39271.66,36173.33,9631.66,9723.23,9585.0,9686.99,164673.499
1592956800.0,41514.34,39059.31,39306.19,39812.07,9298.4,9678.0,9210.0,9631.65,300450.251
1593043200.0,39653.92,36869.6,36869.6,39005.32,9246.75,9350.9,9005.0,9298.78,272566.502
1593129600.0,40834.9,36633.92,38738.23,37004.52,9159.99,9297.16,9038.52,9246.75,249348.67
1593216000.0,42762.4,38843.53,41655.87,38843.53,9008.0,9195.75,8816.4,9159.99,237840.165
1593302400.0,42146.89,40470.09,40972.29,41135.87,9114.0,9188.0,8932.68,9008.0,153842.891
1593388800.0,43307.94,40791.32,40791.32,41076.76,9189.48,9233.0,9022.0,9114.01,176660.525
1593475200.0,42342.07,40851.87,41615.1,40851.87,9138.87,9205.0,9063.97,9189.99,143469.832
1593561600.0,43085.21,41510.14,41606.66,41510.14,9233.29,9293.0,9090.0,9138.88,161642.185
1593648000.0,43110.73,40847.42,40847.42,41522.13,9087.72,9262.99,8936.0,9233.29,230747.519
1593734400.0,41148.96,40393.37,40661.2,40882.36,9057.52,9124.52,9036.06,9087.72,96947.338
1593820800.0,41692.92,40411.85,40967.64,40683.29,9137.18,9194.0,9042.84,9058.07,100215.438
1593907200.0,43254.78,39711.12,40175.14,40837.31,9071.86,9146.35,8900.0,9137.18,139545.566
1593993600.0,42901.28,39962.27,42290.88,40224.11,9339.6,9379.0,9058.1,9071.87,199643.828
1594080000.0,42808.58,41947.5,42256.1,42112.88,9258.51,9380.0,9201.23,9339.59,127833.975
1594166400.0,44388.12,41409.9,44388.12,42225.82,9436.08,9470.0,9233.47,9258.51,170243.001
1594252800.0,44929.58,41801.92,41801.92,44327.17,9236.28,9440.81,9164.33,9436.08,188355.856
1594339200.0,42857.69,41343.64,42326.42,41658.14,9288.39,9317.24,9121.42,9236.29,140849.874
1594425600.0,40942.08,40217.72,40754.21,40942.08,9233.5,9301.74,9178.91,9288.39,74976.521
1594512000.0,41175.67,39780.59,39780.59,40785.78,9300.69,9349.0,9155.0,9233.5,127841.882
1594598400.0,43335.31,40083.23,41686.11,40083.23,9241.2,9345.0,9200.0,9300.7,136117.659
1594684800.0,43873.82,40530.76,40530.76,41638.73,9254.17,9279.0,9116.0,9241.18,129704.278
1594771200.0,42895.37,40431.29,42275.52,40431.29,9197.3,9272.56,9156.0,9254.17,104107.708
1594857600.0,46761.05,42271.96,44408.95,42271.96,9132.0,9223.0,9044.02,9197.75,148089.45
1594944000.0,45495.42,44256.39,44801.8,44256.39,9151.69,9187.0,9087.0,9132.0,80940.584
1595030400.0,44709.59,43352.09,43523.71,44709.59,9171.8,9210.0,9121.98,9151.7,63233.596
1595116800.0,43979.42,43326.71,43859.03,43509.87,9210.51,9239.59,9108.0,9171.79,75554.579
1595203200.0,43872.1,42579.5,42586.75,43739.43,9161.13,9221.0,9131.01,9210.68,72429.691
1595289600.0,47422.44,42389.64,46355.82,42463.16,9388.01,9439.6,9152.62,9161.28,179211.347
1595376000.0,46698.26,43774.9,43774.9,46443.85,9518.25,9543.0,9272.0,9388.0,126598.902
1595462400.0,45522.2,42839.11,42967.51,43835.3,9604.41,9678.32,9439.86,9518.25,166990.147
1595548800.0,43085.09,41793.15,42261.19,42840.24,9539.7,9650.0,9470.0,9604.41,133975.068
1595635200.0,43419.21,40996.42,42661.96,42082.78,9701.49,9735.1,9526.31,9539.7,133377.589
1595721600.0,43238.17,36218.13,37109.76,42518.11,9939.69,10300.0,9655.2,9701.54,261998.786
1595808000.0,40347.28,37087.57,37656.27,37219.95,11047.58,11488.0,9928.61,9939.68,744752.4
1595894400.0,38607.76,36160.73,36441.45,36387.24,10919.94,11270.0,10580.0,11047.58,499486.679
1595980800.0,39392.81,35918.41,38776.88,36210.94,11113.03,11364.8,10844.34,10919.94,356188.761
1596067200.0,39879.11,38142.1,39304,38449.56,11111.96,11195.52,10826.55,11113.01,230327.988
1596153600.0,40791.45,37891.21,39129.2,38819.37,11343.68,11450.42,10971.78,11111.97,307399.731
1596240000.0,41428.16,38599.05,41034.87,39432.32,11811.42,11887.45,11201.0,11343.67,386322.642
1596326400.0,42280.59,31078.79,31449.68,40771.64,11079.72,12154.25,10490.0,11811.43,492803.351
1596412800.0,33578.34,31549.44,32548.22,31583.43,11227.07,11483.0,10923.0,11080.7,238654.591
1596499200.0,33703.75,30919.53,32306.95,31990.8,11200.05,11427.38,11025.0,11227.07,200044.934
1596585600.0,36078.7,32379.95,35133.95,32415.03,11752.5,11798.56,11103.0,11200.06,263510.011
1596672000.0,37991.14,35161.48,36452.03,35161.48,11770.56,11916.02,11571.78,11752.5,236459.595
1596758400.0,36704.4,32663.31,32663.31,36331.24,11596.06,11920.0,11318.93,11769.97,273935.127
