h,c,o,l,t,low,open,close,volume,high
0.01302,0.009592,0.01227,0.008301,1705708800,41453.6,41662.1,41691.8,95866.062,41883.5
0.011374,0.009882,0.009592,0.008098,1705795200,41500.0,41691.8,41580.0,67035.552,41880.9
0.01353,0.009758,0.009882,0.006983,1705881600,39402.0,41579.9,39567.0,459024.106,41692.3
0.013257,0.009699,0.009758,0.007552,1705968000,38545.0,39567.1,39890.0,414373.386,40172.7
0.012062,0.011079,0.009699,0.006721,1706054400,39493.3,39889.9,40078.7,272754.171,40560.6
0.011303,0.010147,0.011079,0.007527,1706140800,39535.3,40078.8,39953.3,203728.679,40300.0
0.01049,0.007204,0.010147,0.004293,1706227200,39813.1,39953.3,41806.4,355418.478,42239.3
0.011075,0.005122,0.007204,0.004998,1706313600,41360.1,41806.4,42102.2,118437.114,42187.1
0.010587,0.009027,0.005122,-0.001799,1706400000,41600.0,42102.2,42021.2,205736.453,42836.0
0.011295,0.006796,0.009027,0.006312,1706486400,41768.3,42021.2,43287.7,249502.11,43340.8
0.0122,0.001505,0.006796,0.0011,1706572800,42665.6,43287.6,42918.3,257582.784,43888.0
0.00977,0.007565,0.001505,-0.005336,1706659200,42257.6,42918.3,42560.5,313069.11,43748.6
0.009036,0.006652,0.007565,-0.007381,1706745600,41866.8,42560.5,43072.6,274321.107,43288.0
0.011666,0.005445,0.006652,0.004869,1706832000,42512.7,43072.6,43182.0,205767.574,43480.0
0.009044,0.007371,0.005445,0.002194,1706918400,42858.3,43182.0,42992.4,89735.22,43372.2
0.009334,0.00571,0.007371,0.00348,1707004800,42176.7,42992.4,42570.3,127421.548,43112.1
0.011236,0.00852,0.00571,0.001534,1707091200,42235.1,42570.3,42692.9,240655.549,43580.0
0.011587,0.00714,0.00852,0.00662,1707177600,42559.8,42692.9,43079.1,196157.643,43378.8
0.010845,0.010833,0.00714,0.001864,1707264000,42763.4,43079.1,44326.2,252057.708,44388.0
0.011086,0.001483,0.010833,0.000959,1707350400,44306.8,44326.3,45269.1,299738.288,45600.0
0.013705,0.008249,0.001483,-0.005029,1707436800,45218.1,45269.2,47116.1,519919.419,48230.3
0.012113,0.009313,0.008249,0.006871,1707523200,46836.4,47116.1,47732.6,179626.604,48189.6
0.01276,0.010786,0.009313,0.008846,1707609600,47539.4,47732.6,48303.4,209951.626,48600.0
0.024809,0.015701,0.010786,0.009149,1707696000,47702.0,48303.4,49943.6,450895.202,50413.2
0.016235,0.007248,0.015701,0.007247,1707782400,48301.0,49943.6,49696.4,382348.085,50428.8
0.018496,0.009648,0.007248,0.004788,1707868800,49215.7,49696.4,51823.2,395191.791,52100.0
0.015605,0.014058,0.009648,0.006768,1707955200,51334.9,51823.1,51898.5,392724.603,52859.0
0.030252,0.008947,0.014058,0.008473,1708041600,51611.7,51898.4,52148.6,259819.793,52623.0
0.016538,0.013893,0.008947,0.008488,1708128000,50647.5,52148.7,51679.4,222342.005,52192.8
0.023004,0.02109,0.013893,0.011612,1708214400,51178.0,51679.5,52175.9,166636.426,52450.0
0.026001,0.009564,0.02109,0.009196,1708300800,51688.8,52175.9,51813.8,196387.978,52532.9
0.026996,0.009955,0.009564,0.007754,1708387200,50788.0,51813.7,52297.4,388913.064,53090.9
0.014401,0.013388,0.009955,0.006813,1708473600,50528.4,52297.3,51877.8,308127.301,52402.3
0.01874,0.010928,0.013388,0.010768,1708560000,50967.5,51877.9,51316.9,244144.647,52130.8
0.015358,0.009398,0.010928,0.007096,1708646400,50512.7,51316.9,50771.9,215474.562,51576.3
0.015255,0.012836,0.009398,0.009398,1708732800,50611.4,50771.9,51602.1,104944.457,51736.6
0.018591,0.017573,0.012836,0.01119,1708819200,51300.4,51602.1,51764.9,122177.26,52050.0
0.034523,0.027533,0.017573,0.01288,1708905600,50922.5,51764.9,54511.6,393466.231,54991.8
0.090857,0.023661,0.027533,0.019407,1708992000,54495.0,54511.7,57074.5,511475.535,57780.0
0.110101,0.067695,0.023661,0.016678,1709078400,56730.1,57074.5,62487.9,1010118.442,64300.0
0.08688,0.052332,0.067695,0.046746,1709164800,60452.0,62487.9,61203.3,584713.883,63762.8
0.072329,0.028954,0.052332,0.02891,1709251200,60844.8,61203.3,62430.6,299231.827,63199.0
0.06915,0.048097,0.028954,0.028367,1709337600,61605.0,62430.6,62039.9,159283.629,62513.1
0.058565,0.057381,0.048097,0.037945,1709424000,61339.5,62039.9,63178.5,200312.503,63330.9
0.088736,0.054183,0.057381,0.042433,1709510400,62299.0,63178.5,68296.4,632882.144,68600.0
0.109159,0.03329,0.054183,0.03329,1709596800,59112.0,68296.5,63747.4,1053025.132,69350.0
0.059684,0.031845,0.03329,0.016579,1709683200,62829.3,63747.5,66128.1,534011.813,67729.5
0.054712,0.031606,0.031845,0.029658,1709769600,65609.3,66128.0,66870.0,296092.788,68101.3
0.066161,0.017899,0.031606,0.017865,1709856000,66120.0,66870.0,68180.2,459387.207,70330.8
0.032704,0.030823,0.017899,0.016119,1709942400,67908.7,68180.2,68360.1,94899.005,68608.7
0.086692,0.036796,0.030823,0.029986,1710028800,68155.0,68360.2,69001.8,233596.523,69999.8
0.138218,0.043364,0.036796,0.030891,1710115200,67000.0,69001.8,72153.8,474396.897,72890.0
0.069484,0.03228,0.043364,0.03228,1710201600,68600.0,72153.9,71503.2,472072.331,73370.0
0.071415,0.02206,0.03228,0.022026,1710288000,71388.1,71503.3,73127.6,288446.338,73755.0
0.049777,0.039119,0.02206,0.02206,1710374400,68600.0,73127.6,71455.5,513901.237,73881.4
0.052298,0.012199,0.039119,0.009988,1710460800,65580.0,71455.6,69552.2,705810.685,72500.0
0.027291,0.018573,0.012199,0.012199,1710547200,64750.0,69552.1,65351.0,333426.129,70097.6
0.028164,0.016077,0.018573,0.01554,1710633600,64559.8,65351.0,68447.9,314890.309,68972.4
0.034432,0.016328,0.016077,0.015755,1710720000,66601.6,68447.9,67660.0,317885.916,69044.4
0.028896,0.014583,0.016328,0.010358,1710806400,61582.8,67660.0,61974.1,700466.795,68178.6
0.0261,0.013035,0.014583,0.01024,1710892800,60800.0,61974.1,67876.4,637362.465,68140.0
0.020007,0.011752,0.013035,0.011498,1710979200,64550.1,67876.4,65539.9,347218.385,68293.9
0.013331,0.011069,0.011752,0.008217,1711065600,62294.0,65539.9,63826.0,401149.333,66691.9
0.015172,0.011433,0.011069,0.009943,1711152000,63020.2,63826.1,64020.3,239124.0,66050.0
0.019494,0.019494,0.011433,0.010871,1711238400,63822.0,64020.4,67260.9,244179.435,67700.0
0.035528,0.023494,0.019494,0.013694,1711324800,66427.6,67260.9,69920.5,395156.191,71228.3
0.052143,0.039044,0.023494,0.019568,1711411200,69320.0,69920.6,70044.1,307861.116,71649.0
0.049895,0.031128,0.039044,0.025898,1711497600,68364.8,70044.2,69532.6,407286.574,71888.0
0.054929,0.032211,0.031128,0.028332,1711584000,68941.0,69532.6,70838.7,241970.822,71636.2
0.054383,0.025809,0.032211,0.024428,1711670400,69000.0,70838.8,69903.6,187970.841,70976.9
0.049103,0.034647,0.025809,0.017853,1711756800,69577.2,69903.6,69642.1,91126.75,70388.0
0.077281,0.072385,0.034647,0.023967,1711843200,69608.0,69642.0,71363.0,132458.79,71495.5
0.099259,0.017934,0.072385,0.012985,1711929600,68103.3,71363.0,69700.0,282812.126,71388.0
0.03164,0.008305,0.017934,0.007647,1712016000,64603.2,69700.0,65505.3,499041.572,69731.6
0.01176,0.00842,0.008305,0.008121,1712102400,64500.0,65502.4,65971.9,275041.23,66940.0
0.010508,0.009377,0.00842,0.002519,1712188800,65100.0,65971.8,68489.9,326385.338,69329.7
0.010699,0.009403,0.009377,0.008331,1712275200,65966.0,68489.8,67825.7,313547.293,68787.1
0.011496,0.009773,0.009403,0.008849,1712361600,67450.0,67825.8,68901.6,127343.726,69708.0
0.0128,0.012182,0.009773,0.009773,1712448000,68820.6,68901.5,69362.7,171783.436,70395.0
0.034462,0.019981,0.012182,0.010926,1712534400,69040.4,69362.7,71678.4,297237.449,72890.4
0.029038,0.011215,0.019981,0.010918,1712620800,68216.0,71678.3,69189.3,334059.403,71820.6
0.016564,0.011512,0.011215,0.009564,1712707200,67546.2,69189.2,70681.7,337774.756,71412.2
0.017358,0.009438,0.011512,0.007965,1712793600,69592.6,70681.8,70055.7,256194.153,71387.4
0.020068,0.006234,0.009438,0.004429,1712880000,65102.0,70055.6,67136.4,415528.149,71297.0
0.009455,0.001714,0.006234,0.000918,1712966400,59652.5,67136.4,63939.7,515005.203,67975.4
0.011305,0.006893,0.001714,0.001654,1713052800,62139.3,63939.7,65615.9,395770.133,65822.1
0.007104,0.006748,0.006893,-0.014196,1713139200,62242.5,65615.9,63392.7,381532.225,66874.9
0.009051,0.004639,0.006748,0.001541,1713225600,61521.0,63392.8,63765.0,405931.439,64356.3
0.007946,0.00524,0.004639,-0.00234,1713312000,59625.0,63764.9,61254.5,444032.992,64483.3
0.007842,-0.002019,0.00524,-0.007816,1713398400,60763.8,61254.5,63445.0,363302.394,64100.0
0.008421,0.005625,-0.002019,-0.002224,1713484800,59541.0,63445.0,63787.4,574264.058,65480.0
0.005957,-0.000356,0.005625,-0.006439,1713571200,63045.1,63787.4,64897.2,197142.262,65400.0
0.008404,0.006214,-0.000356,-0.008215,1713657600,64214.2,64897.2,64912.6,160533.948,65678.7
0.007799,-0.007912,0.006214,-0.008573,1713744000,64470.5,64912.7,66778.0,246268.411,67222.0
0.007949,0.005076,-0.007912,-0.011477,1713830400,65750.0,66777.9,66386.3,178665.564,67158.9
0.010531,0.009493,0.005076,0.00282,1713916800,63575.0,66386.2,64250.0,280545.061,67068.2
0.009493,-0.000659,0.009493,-0.002948,1714003200,62721.3,64250.0,64478.8,275211.062,65270.6
0.01006,0.009532,-0.000659,-0.002867,1714089600,63291.5,64478.8,63748.8,202149.813,64783.1
0.009714,0.00407,0.009532,0.003734,1714176000,62332.8,63748.7,63421.0,167349.109,63901.4
0.008225,0.00223,0.00407,-0.006495,1714262400,62700.0,63420.9,63088.3,126056.151,64350.0
0.009711,0.004518,0.00223,-0.008278,1714348800,61726.2,63088.4,63842.4,228411.163,64200.0
0.010082,0.009094,0.004518,-0.003682,1714435200,59150.0,63842.4,60651.2,408747.703,64700.0
0.01018,0.005304,0.009094,0.002717,1714521600,56537.7,60651.2,58307.6,564108.4,60816.7
0.007987,-0.005752,0.005304,-0.008167,1714608000,56951.6,58307.7,59036.7,299229.302,59637.3
0.004832,-0.004344,-0.005752,-0.009095,1714694400,58781.3,59036.7,62853.7,353606.459,63333.0
0.007353,0.005864,-0.004344,-0.005313,1714780800,62520.0,62853.7,63864.2,205205.199,64547.9
0.009337,0.002548,0.005864,-0.0028,1714867200,62833.0,63864.3,63988.0,185495.653,64644.3
0.009605,0.008182,0.002548,-0.000701,1714953600,62655.3,63987.9,63142.8,305110.067,65500.0
0.009505,0.006606,0.008182,0.004017,1715040000,62203.6,63142.7,62296.0,238974.646,64392.2
0.010334,0.008068,0.006606,0.006395,1715126400,60843.6,62296.0,61157.9,241651.579,62994.9
0.0102,-0.000307,0.008068,-0.000997,1715212800,60550.0,61157.9,63050.1,242451.302,63447.2
0.00887,0.008593,-0.000307,-0.003777,1715299200,60117.4,63050.0,60778.1,307214.96,63446.5
0.009364,0.006474,0.008593,0.004988,1715385600,60432.6,60778.0,60809.2,113294.787,61491.4
0.00954,0.000616,0.006474,-0.002943,1715472000,60557.3,60809.2,61455.8,104043.897,61849.4
0.00964,0.002579,0.000616,-0.001702,1715558400,60750.0,61455.7,62912.1,261927.073,63440.0
0.012974,0.006333,0.002579,-0.002753,1715644800,60950.0,62912.2,61550.5,244345.274,63099.6
0.007182,0.002115,0.006333,-0.008773,1715731200,61316.1,61550.5,66175.4,365031.68,66440.0
0.010005,0.006199,0.002115,-0.001243,1715817600,64567.0,66175.4,65217.7,242455.324,66800.0
0.006902,0.000577,0.006199,-0.003048,1715904000,65061.2,65217.7,66980.0,227063.919,67400.6
0.008011,0.004942,0.000577,-0.006833,1715990400,66503.2,66980.0,66884.9,96931.548,67340.5
0.00932,0.003409,0.004942,0.003023,1716076800,65835.8,66884.9,66239.4,148170.35,67750.0
0.015144,0.014827,0.003409,-0.00149,1716163200,66010.0,66239.4,71466.5,366028.078,71674.6
0.024913,0.012096,0.014827,0.012028,1716249600,69165.6,71466.5,70168.8,263674.327,72132.8
0.016507,0.011951,0.012096,0.009931,1716336000,68736.8,70168.7,69219.1,194160.494,70715.4
0.01855,0.010852,0.011951,0.009921,1716422400,66156.6,69219.2,67999.9,300093.622,70133.3
0.012399,0.008977,0.010852,0.008424,1716508800,66639.0,67999.9,68584.1,186681.082,69273.5
0.010861,0.010425,0.008977,0.008841,1716595200,68523.7,68584.0,69314.4,85113.605,69622.8
0.01164,0.010681,0.010425,0.010013,1716681600,68155.0,69314.5,68524.3,84069.824,69590.3
0.034122,0.016217,0.010681,0.010141,1716768000,68268.7,68524.4,69461.6,170291.356,70750.0
0.016217,0.014568,0.016217,0.009574,1716854400,67273.0,69461.5,68440.5,227838.44,69628.0
0.01605,0.010221,0.014568,0.010108,1716940800,67129.0,68440.4,67686.7,158236.599,68983.0
0.012325,0.011994,0.010221,0.009093,1717027200,67167.0,67686.8,68402.5,194573.899,69568.9
0.012611,0.011922,0.011994,0.009277,1717113600,66700.5,68402.6,67577.9,195751.752,69080.0
0.012832,0.011196,0.011922,0.010582,1717200000,67480.0,67577.9,67799.2,50943.058,67936.0
0.01404,0.011296,0.011196,0.010118,1717286400,67296.3,67799.2,67805.9,102194.718,68545.9
0.016313,0.011988,0.011296,0.010587,1717372800,67642.6,67805.9,68851.4,227676.93,70372.9
0.02068,0.008999,0.011988,0.008799,1717459200,68595.5,68851.3,70580.0,216100.016,71146.4
0.019599,0.009966,0.008999,0.008916,1717545600,70423.6,70580.0,71133.3,203992.034,71824.4
0.021038,0.009853,0.009966,0.009481,1717632000,70101.9,71133.3,70830.0,158483.564,71714.8
0.01824,0.010908,0.009853,0.009595,1717718400,68405.0,70830.0,69377.0,299412.37,72144.0
0.013577,0.008838,0.010908,0.008743,1717804800,69192.3,69377.0,69346.5,65739.857,69613.6
0.009976,0.008851,0.008838,0.008501,1717891200,69160.0,69346.6,69667.1,68024.1,69879.0
0.010857,0.00884,0.008851,0.008135,1717977600,69201.2,69667.1,69558.7,127381.604,70222.7
0.010096,0.00478,0.00884,0.00456,1718064000,66000.0,69558.8,67320.7,311984.942,69600.0
0.010082,0.009565,0.00478,0.000799,1718150400,66920.0,67320.6,68270.3,329918.46,70028.0
0.01045,0.006946,0.009565,0.00244,1718236800,66251.1,68270.3,66786.9,248355.461,68607.7
0.010126,0.005148,0.006946,0.000926,1718323200,65052.4,66786.8,66039.7,239411.231,67366.5
0.00898,0.006041,0.005148,0.003136,1718409600,65801.0,66039.7,66213.7,72423.755,66482.6
0.007456,0.004336,0.006041,0.001585,1718496000,66012.1,66213.7,66653.6,80361.551,66960.3
0.010171,0.004512,0.004336,0.001437,1718582400,65094.9,66653.5,66472.1,248420.787,67280.6
0.009165,0.007888,0.004512,-0.004091,1718668800,64009.8,66472.1,65150.0,335559.394,66558.9
0.008755,0.006241,0.007888,-0.001242,1718755200,64600.0,65149.9,64933.6,150032.669,65711.9
0.009802,0.006341,0.006241,0.005339,1718841600,64526.0,64933.6,64854.0,220954.676,66467.0
0.009436,0.008105,0.006341,-0.00543,1718928000,63361.2,64854.0,64124.0,210109.601,65055.5
0.008105,0.005466,0.008105,-0.002787,1719014400,63915.8,64124.1,64240.0,53855.862,64520.0
0.008272,0.006209,0.005466,0.00069,1719100800,63137.9,64240.1,63194.9,72052.293,64500.0
0.009406,-0.001115,0.006209,-0.002155,1719187200,58218.0,63194.9,60273.6,445903.184,63357.0
0.007378,-0.000212,-0.001115,-0.007611,1719273600,60230.5,60273.5,61777.8,264647.317,62448.1
0.006756,0.005683,-0.000212,-0.004996,1719360000,60696.0,61777.9,60860.1,170601.18,62465.1
0.010493,0.007043,0.005683,0.003573,1719446400,60605.0,60860.1,61682.0,160172.482,62379.7
0.01252,0.011828,0.007043,-0.000557,1719532800,60038.0,61682.1,60429.8,195508.125,62204.0
0.011877,0.003482,0.011828,-0.005615,1719619200,60400.1,60429.8,60982.4,79680.289,61232.0
0.011266,0.005928,0.003482,-0.004272,1719705600,60705.0,60982.5,62766.0,147777.915,63058.4
0.011029,0.002042,0.005928,-0.003893,1719792000,62502.2,62766.1,62883.6,193937.938,63849.0
0.012327,0.009962,0.002042,-0.003877,1719878400,61800.0,62883.7,62123.6,163101.243,63284.0
0.009994,0.006514,0.009962,0.000863,1719964800,59299.3,62123.5,60208.0,295303.265,62278.2
0.008241,0.005606,0.006514,-0.002477,1720051200,56560.0,60208.0,57045.9,445656.277,60500.0
0.00808,0.003557,0.005606,-0.005055,1720137600,53329.5,57045.9,56604.9,577193.595,57533.4
0.008495,0.001665,0.003557,-0.000857,1720224000,56000.0,56604.9,58216.0,178580.022,58472.0
0.010289,0.003333,0.001665,-0.004686,1720310400,55688.0,58216.0,55830.9,210361.981,58443.0
0.009067,0.007949,0.003333,-0.001525,1720396800,54243.1,55831.0,56686.4,464106.957,58200.0
0.009025,0.007843,0.007949,0.00317,1720483200,56256.2,56686.4,58023.2,257237.048,58290.6
0.010028,0.00922,0.007843,-0.00276,1720569600,57125.0,58023.1,57707.0,254248.937,59449.6
0.009451,0.006732,0.00922,0.004104,1720656000,57030.0,57707.0,57315.5,293106.959,59780.0
0.008016,0.004551,0.006732,-0.002747,1720742400,56500.1,57315.7,57870.0,238100.616,58500.0
0.008291,0.007176,0.004551,-0.000813,1720828800,57728.6,57870.0,59174.0,157884.322,59850.0
0.009226,0.00469,0.007176,-0.000295,1720915200,59164.0,59173.9,60766.0,208060.883,61412.4
0.009887,-0.000704,0.00469,-0.007519,1721001600,60622.6,60766.0,64680.6,352222.181,64870.7
0.020738,0.005325,-0.000704,-0.000704,1721088000,62350.0,64680.6,65010.0,375258.616,65388.0
0.010402,0.001651,0.005325,-0.004888,1721174400,63823.0,65010.0,64055.7,276656.393,66100.0
0.006608,0.005176,0.001651,-0.000695,1721260800,63206.4,64055.8,63959.9,215648.157,65173.8
0.010591,0.001957,0.005176,-0.002156,1721347200,63266.2,63960.0,66627.9,311859.805,67362.8
0.007056,-0.000165,0.001957,-0.000264,1721433600,66159.1,66627.9,67095.6,123564.406,67648.7
0.010245,0.010065,-0.000165,-0.000817,1721520000,65750.0,67095.6,68138.0,207228.372,68351.2
0.010065,0.004941,0.010065,0.0014,1721606400,66538.6,68138.0,67499.2,192991.391,68459.7
0.008411,0.008186,0.004941,0.001961,1721692800,65416.5,67499.2,65916.4,270430.68,67729.3
0.01006,0.009678,0.008186,0.006432,1721779200,65040.5,65916.3,65350.8,215079.421,67087.3
0.009845,0.006228,0.009678,0.004814,1721865600,63456.7,65350.7,65773.0,319685.441,66144.0
0.01088,0.007107,0.006228,0.00231,1721952000,65688.2,65773.0,67882.5,235384.526,68200.0
0.012958,0.00979,0.007107,0.004932,1722038400,66624.5,67882.5,67873.8,330982.647,69381.7
0.010476,0.009974,0.00979,0.004401,1722124800,67037.0,67873.7,68215.5,116913.935,68300.0
0.012743,0.004151,0.009974,0.003966,1722211200,66365.8,68215.5,66750.0,372537.818,70081.0
0.010493,0.005867,0.004151,-0.000288,1722297600,65254.5,66750.1,66159.3,246551.044,66966.6
0.00965,0.007802,0.005867,0.002462,1722384000,64500.4,66159.3,64601.8,246389.446,66826.3
0.010492,0.009019,0.007802,0.003578,1722470400,62271.2,64601.8,65328.9,372654.59,65650.0
0.011625,0.007978,0.009019,0.006142,1722556800,61200.2,65329.0,61483.7,421628.42,65577.0
0.008759,0.008627,0.007978,-0.000151,1722643200,59800.0,61483.7,60684.6,290469.956,62166.0
0.010962,0.00603,0.008627,0.002941,1722729600,57040.0,60684.5,58144.5,339512.415,61089.5
0.007885,0.003176,0.00603,-0.006551,1722816000,48888.0,58144.5,54003.1,1281982.025,58286.9
0.004739,-0.000858,0.003176,-0.004775,1722902400,53925.3,54003.5,55991.2,435953.439,56999.9
0.008736,0.004125,-0.000858,-0.004361,1722988800,54519.8,55991.3,55102.9,377442.54,57699.0
0.005415,0.002622,0.004125,-0.005061,1723075200,54672.4,55102.9,61659.8,470117.508,62737.2
0.00777,-0.000591,0.002622,-0.000804,1723161600,59500.0,61659.8,60808.6,308674.339,61726.0
0.006537,0.006171,-0.000591,-0.000674,1723248000,60208.5,60808.6,60889.9,115593.354,61450.0
0.006171,0.004272,0.006171,-0.001674,1723334400,58255.4,60889.8,58693.1,202539.076,62000.0
0.010422,0.005411,0.004272,-0.002176,1723420800,57615.0,58693.1,59323.6,367126.29,60666.0
0.007312,0.002551,0.005411,-0.00292,1723507200,58360.0,59323.7,60550.5,255934.721,61545.0
0.004517,-0.00407,0.002551,-0.010971,1723593600,58367.2,60550.4,58648.1,295662.808,61839.7
0.007036,-0.007398,-0.00407,-0.009813,1723680000,55969.0,58648.1,57511.0,360815.946,59820.0
0.003841,0.003762,-0.007398,-0.00828,1723766400,57062.1,57511.1,58854.9,268756.529,59780.2
0.006926,0.004223,0.003762,-0.000645,1723852800,58769.4,58854.9,59468.5,77085.532,59690.2
0.007968,-0.000388,0.004223,-0.001619,1723939200,58352.0,59468.5,58390.0,149660.264,60250.0
0.000384,-0.00398,-0.000388,-0.006773,1724025600,57750.0,58390.1,59398.5,214043.139,59585.4
0.004428,-0.007617,-0.00398,-0.008092,1724112000,58501.1,59398.4,58982.9,287049.13,61386.0
0.003306,-0.000101,-0.007617,-0.007617,1724198400,58728.9,58982.7,61120.0,270583.679,61793.9
0.003586,0.000698,-0.000101,-0.005321,1724284800,59677.6,61120.0,60349.9,211098.959,61392.0
0.003469,-0.002795,0.000698,-0.010415,1724371200,60301.5,60349.9,64019.9,382490.709,65000.0
0.009049,0.000327,-0.002795,-0.002795,1724457600,63522.7,64020.0,64116.5,132741.902,64472.5
0.007179,0.00625,0.000327,-0.001844,1724544000,63731.3,64116.6,64190.2,115546.888,65175.4
0.007336,0.002675,0.00625,-0.001554,1724630400,62750.2,64190.1,62807.6,195977.222,64455.8
0.008315,-0.00628,0.002675,-0.006294,1724716800,57928.2,62807.7,59384.5,339269.805,63196.0
0.003944,0.000585,-0.00628,-0.008101,1724803200,57820.0,59384.4,59010.0,313788.567,60197.8
0.004582,-0.000491,0.000585,-0.004311,1724889600,58655.0,59010.0,59323.2,233896.685,61144.9
0.005808,0.000563,-0.000491,-0.00459,1724976000,57525.0,59323.3,59096.3,268276.469,59914.9
0.006201,0.00552,0.000563,-0.001424,1725062400,58700.0,59096.4,58941.9,68866.674,59436.0
0.006996,-0.001713,0.00552,-0.003138,1725148800,57123.0,58941.9,57268.1,222909.914,59052.7
0.008037,0.006338,-0.001713,-0.003896,1725235200,57093.0,57268.1,59112.1,201218.384,59412.3
0.008236,0.004482,0.006338,0.002839,1725321600,57320.0,59112.2,57451.9,230196.497,59790.0
0.007905,0.007151,0.004482,-0.004542,1725408000,55555.0,57452.0,57944.8,326983.311,58500.0
0.007771,0.003272,0.007151,-0.005481,1725494400,55600.0,57944.8,56145.7,294703.592,58318.9
0.005923,-0.002539,0.003272,-0.004939,1725580800,52510.8,56145.7,53927.7,479063.113,57000.0
0.003916,0.003491,-0.002539,-0.007252,1725667200,53725.0,53927.7,54134.9,127686.594,54820.2
0.00386,-0.003156,0.003491,-0.006461,1725753600,53596.5,54134.9,54839.6,162078.536,55300.0
-0.000722,-0.002698,-0.003156,-0.009079,1725840000,54557.0,54839.6,57010.0,313094.361,58153.2
0.002278,-0.00619,-0.002698,-0.007528,1725926400,56361.0,57010.1,57609.1,228317.676,58033.2
0.003004,-0.001736,-0.00619,-0.007052,1726012800,55515.2,57609.2,57306.0,338231.445,57954.4
0.003269,0.000482,-0.001736,-0.003771,1726099200,57283.1,57305.6,58097.0,261449.688,58606.6
0.002557,-0.008242,0.000482,-0.010628,1726185600,57594.0,58097.1,60456.2,277429.492,60597.0
0.006831,0.001567,-0.008242,-0.008242,1726272000,59360.1,60456.2,59964.0,102580.577,60572.9
0.006774,0.005665,0.001567,-0.001627,1726358400,58654.0,59963.9,59100.5,130524.206,60369.4
0.009716,0.008501,0.005665,0.000069,1726444800,57446.3,59100.5,58187.0,250699.432,59182.2
0.009795,0.005242,0.008501,-0.000705,1726531200,57588.8,58187.0,60281.0,318442.066,61345.0
0.007842,0.007842,0.005242,-0.000004,1726617600,59138.0,60281.0,61735.3,355729.312,61765.0
0.009512,0.009512,0.007842,0.001789,1726704000,61534.0,61735.3,62926.9,302382.412,63830.1
0.012805,0.00344,0.009512,-0.001689,1726790400,62320.0,62926.9,63175.7,257172.835,64126.7
0.010295,0.00362,0.00344,0.002173,1726876800,62714.2,63175.8,63320.6,78248.362,63546.9
0.009666,0.007289,0.00362,0.002397,1726963200,62339.0,63320.6,63558.4,149129.884,64000.0
0.007289,0.005418,0.007289,0.000359,1727049600,62534.4,63558.5,63302.0,234343.564,64724.8
0.005703,0.005072,0.005418,-0.003055,1727136000,62688.2,63302.1,64243.1,236987.628,64666.0
0.007223,0.005287,0.005072,0.000109,1727222400,62910.0,64243.2,63118.4,184950.772,64800.0
0.010013,0.0063,0.005287,0.002424,1727308800,62634.4,63118.3,65139.2,321186.356,65800.0
0.007768,0.005813,0.0063,0.000177,1727395200,64788.0,65139.1,65749.6,226404.021,66450.0
0.009433,0.004516,0.005813,0.003969,1727481600,65368.1,65749.5,65822.6,92773.553,66237.0
0.009901,0.005829,0.004516,0.003197,1727568000,65400.0,65822.7,65568.1,88131.799,66059.3
0.011384,0.010296,0.005829,0.001442,1727654400,62825.0,65568.2,63309.1,296848.373,65588.8
0.01046,0.004752,0.010296,0.002885,1727740800,60128.2,63309.0,60776.8,429817.835,64092.6
0.009242,0.006152,0.004752,0.002243,1727827200,59934.9,60776.7,60622.6,327001.805,62355.0
0.010053,0.006563,0.006152,0.002651,1727913600,59815.0,60622.7,60727.2,286137.212,61452.6
0.008013,0.00078,0.006563,-0.001502,1728000000,60434.1,60727.1,62054.4,234795.836,62457.1
0.007991,0.004836,0.00078,-0.00028,1728086400,61648.0,62054.3,62023.1,74330.781,62344.0
0.00819,0.005781,0.004836,0.002103,1728172800,61778.9,62023.1,62789.3,96413.453,62961.5
0.008197,-0.000503,0.005781,-0.001045,1728259200,62091.8,62789.2,62190.7,298949.375,64448.2
0.011359,0.008574,-0.000503,-0.000691,1728345600,61836.0,62190.6,62131.7,226276.359,63178.7
0.01045,0.003463,0.008574,0.003228,1728432000,60251.9,62131.8,60606.4,217302.173,62520.9
0.010384,0.002337,0.003463,0.000506,1728518400,58900.0,60606.3,60293.2,262947.653,61297.0
0.005336,0.005336,0.002337,-0.001451,1728604800,60057.8,60293.3,62509.0,263691.142,63400.0
0.010774,0.007027,0.005336,-0.001869,1728691200,62458.0,62509.0,63176.0,102784.406,63462.6
0.008246,0.007247,0.007027,0.002696,1728777600,62020.0,63176.0,62839.8,129696.156,63260.0
0.014211,0.009677,0.007247,0.003082,1728864000,62420.0,62839.7,66064.9,338251.601,66533.0
0.013779,0.008453,0.009677,0.006288,1728950400,64771.7,66064.9,67044.1,422005.511,67953.7
0.011445,0.009385,0.008453,0.0077,1729036800,66724.2,67044.0,67592.0,254153.501,68400.0
0.011559,0.009925,0.009385,0.006791,1729123200,66600.0,67592.0,67401.5,220272.837,67925.9
0.011981,0.007727,0.009925,0.006222,1729209600,67165.0,67401.5,68407.8,245301.761,69000.0
0.010425,0.009073,0.007727,0.007727,1729296000,68000.0,68407.8,68357.1,68632.108,68684.9
0.011541,0.011149,0.009073,0.008352,1729382400,68069.8,68357.1,69020.1,105939.492,69425.8
0.013461,0.00731,0.011149,0.007053,1729468800,66865.9,69020.2,67368.8,253437.333,69566.0
