l,o,c,t,h,low,high,close,volume,open
11588353209,11607877496,12724442806,1623542400,12724442806,34739.06,39374.18,38993.65,647035.314,35535.95
12770470417,12786336124,13133099645,1623628800,13465624890,38720.0,41000.0,40489.1,704979.881,38993.66
13089156021,13184176964,13177531522,1623715200,13467297497,39500.0,41413.0,40132.86,632066.994,40489.1
12869694300,13166485828,12936181345,1623801600,13490214469,38105.0,40495.0,38344.97,673235.496,40132.86
12915335239,12944558395,12992282039,1623888000,13386843993,37334.76,39565.0,38060.71,603849.861,38344.97
12426445748,13011446623,12426445748,1623974400,13011446623,35100.0,38198.0,35811.41,790379.249,38060.71
12384207446,12411530130,12597512263,1624060800,12880551812,34704.08,36471.8,35483.0,642185.382,35811.41
12371863521,12567052980,12371863521,1624147200,12764086198,33312.0,36155.0,35588.64,829896.441,35483.01
11283494946,12357203198,11283494946,1624233600,12371677100,31250.51,35746.28,31606.0,1397330.662,35588.63
11087990972,11292336264,11243672113,1624320000,11552364070,28780.01,33274.0,32496.0,1531824.85,31606.0
11260672050,11260672050,11358950734,1624406400,11759327520,31711.5,34867.77,33649.0,960700.369,32496.0
11254812500,11397904149,11487181586,1624492800,11743601897,32300.0,35406.74,34644.64,774899.165,33650.0
10524089195,11467094292,10545370706,1624579200,11539477765,31250.0,35500.0,31568.07,1093051.375,34644.65
10475936270,10552820208,10586792589,1624665600,10741063593,30120.0,32720.52,32255.56,1091384.749,31569.18
10744209765,10744209765,11335482364,1624752000,11335482364,31960.0,34762.0,34687.71,897147.453,32250.15
11159963653,11402615953,11159963653,1624838400,11700451544,33855.0,35279.38,34487.22,706158.545,34687.71
11200572923,11200572923,12036890181,1624924800,12337768518,34206.0,36623.0,35911.26,806140.329,34486.58
11230519077,12039980854,11314076730,1625011200,12039980854,34042.74,36089.96,35031.39,719742.983,35910.64
11156665457,11381844459,11235774905,1625097600,11415832554,32672.04,35044.98,33489.96,758966.493,35031.39
11107873338,11215863459,11426060317,1625184000,11538045579,32684.0,33960.0,33760.94,664923.202,33489.96
11350932552,11408014073,11602653043,1625270400,11778867183,33296.98,34948.16,34652.94,510614.258,33760.94
11557465412,11599412131,11807964046,1625356800,12005101418,34340.75,35955.55,35280.16,451001.556,34653.32
11520318730,11795306099,11528673467,1625443200,11796191064,33032.0,35281.55,33672.72,736706.409,35280.17
11432853732,11432853732,11494698154,1625529600,11802794977,33500.0,35120.0,34206.01,644229.007,33672.72
11455691133,11537629600,11455691133,1625616000,11862364703,33756.48,35089.56,33845.64,456218.909,34206.0
11526115614,11526115614,11534133777,1625702400,11801030760,32066.0,33910.0,32852.04,650317.664,33845.63
11473588915,11610098974,11670629131,1625788800,11851408363,32250.0,34100.0,33805.01,485662.879,32855.0
11585301430,11619752077,11626969104,1625875200,11869133917,33010.0,34248.58,33497.98,410271.979,33805.01
11563201542,11568282436,11918262991,1625961600,11957285922,33306.03,34629.62,34253.81,343905.35,33497.98
11647219962,11842790544,11732712650,1626048000,11988394350,32650.0,34662.73,33070.87,502747.758,34253.88
11598480488,11698857692,11598480488,1626134400,11795107618,32186.99,33336.0,32709.09,466567.713,33070.86
11533966162,11595519415,11601620223,1626220800,11770903980,31556.02,33176.47,32803.01,521140.41,32708.66
11491116342,11542267167,11914126923,1626307200,11925762672,31140.0,33170.0,31866.43,539111.667,32803.0
11615510183,11874412316,11615510183,1626393600,11987819397,31018.59,32245.0,31382.95,516577.743,31865.53
11610774630,11610774630,11780625740,1626480000,11901391191,31150.02,31945.0,31496.65,422650.418,31382.96
11746238055,11774459726,11746238055,1626566400,11999143633,31075.1,32435.93,31767.0,412189.401,31496.65
11753737562,11829018101,12239166763,1626652800,12326445139,30358.77,31890.0,30823.62,486305.627,31765.23
11891181609,12241446560,11904479989,1626739200,12241446560,29242.24,31050.0,29775.9,602688.19,30823.62
11874322578,11936323234,12187097730,1626825600,12609165514,29472.41,32883.9,32120.0,787077.39,29775.89
12043842197,12180458307,12132341302,1626912000,12360562184,31700.0,32583.48,32268.11,397258.936,32120.0
12182894117,12182894117,12755936301,1626998400,12755936301,31970.82,33650.0,33634.46,404650.016,32268.12
11506031036,12874273618,13247735835,1627084800,13426770217,33379.81,34471.0,34230.0,376046.028,33631.74
13274643858,13303819588,13750043691,1627171200,13750043691,33812.0,35400.0,35370.66,404114.844,34230.0
13058101082,13922624218,13058101082,1627257600,14283441853,35185.49,48168.6,37218.09,1162332.857,35370.67
12804517319,12949127416,13344596079,1627344000,13579794814,36384.31,39546.34,39442.33,675104.157,37218.09
12578658771,13462144107,13678747792,1627430400,14229397166,38753.0,40894.0,40003.08,736196.234,39448.06
13570472437,13735457415,13777042443,1627516800,14036705394,39203.83,40665.0,40012.9,463917.872,40003.08
13422227970,13731417157,13967535491,1627603200,13967535491,38320.0,42316.6,42203.25,561474.309,40012.89
14062963514,14282115035,14180238777,1627689600,14309265001,41030.19,42494.0,41448.11,381521.899,42202.6
13499751249,14098945351,13499751249,1627776000,14363325506,39350.4,42614.98,39846.78,487529.044,41448.1
12968796218,13200426082,13072179733,1627862400,13257752869,38658.0,40450.0,39147.48,451872.128,39846.78
12960795755,13083828916,13150890028,1627948800,13181456545,37600.0,39774.93,38203.26,517219.517,39147.47
13101499947,13109113390,13290900018,1628035200,13465326271,37500.0,39975.32,39731.31,479560.473,38201.33
12852421493,13329474631,13189605572,1628121600,13334282632,37291.0,41350.0,40882.4,746249.712,39731.31
13212486786,13236254911,14275143430,1628208000,14368398784,39849.82,43400.0,42825.43,653451.154,40882.39
14321280854,14321280854,14818242401,1628294400,14947634990,42395.2,44753.01,44601.11,583750.891,42825.43
14748865301,15024443893,14791700103,1628380800,15454471851,43265.0,45350.0,43787.71,553684.698,44601.11
14495944832,14601252185,15592178491,1628467200,15917708901,42785.0,46483.0,46259.7,626220.503,43787.71
15482200813,15630945875,15602312189,1628553600,15735917527,44670.05,46800.0,45589.99,460478.861,46259.7
15564179710,15644837398,15740144795,1628640000,16070693171,45354.0,46754.27,45522.12,390660.571,45589.99
14918495931,15706424115,15351699162,1628726400,15971670696,43800.0,46226.67,44385.09,468276.056,45522.13
15358841106,15410142127,16489316130,1628812800,16652165007,44208.88,47980.69,47792.52,438025.46,44385.09
16301722051,16612379202,16331280899,1628899200,16666082554,46000.0,48300.0,47083.74,374368.796,47792.52
15620670566,16390912600,16275163533,1628985600,16414036562,45480.0,47388.75,47006.02,370950.807,47083.75
16148165945,16169195868,16353435016,1629072000,16443520893,45682.03,48074.23,45926.23,412537.605,47006.02
15975314100,16375979209,16069469599,1629158400,16574692861,44412.01,47194.0,44704.84,474316.4,45926.23
15678400540,16069954075,15706785557,1629244800,16223099412,44227.32,46050.0,44714.09,395836.158,44704.85
15676660654,15676660654,16104237457,1629331200,16157382959,43938.38,47100.0,46772.0,439402.162,44714.09
16110304427,16110304427,17208714078,1629417600,17208714078,46650.0,49500.0,49332.74,401499.081,46772.0
16978666759,17244485560,17224902606,1629504000,17400897341,48250.0,49833.0,48848.29,347594.451,49332.99
17031867384,17108572357,17095832700,1629590400,17404048995,48075.81,49556.2,49273.28,294672.223,48846.11
17160685962,17160685962,17642461679,1629676800,18288610067,49075.01,50600.0,49523.91,355733.496,49273.28
17546188630,17596856444,17691629154,1629763200,17821319163,47600.0,49888.88,47719.36,398682.002,49523.23
17492233784,17601302948,17553540571,1629849600,17714779357,47130.57,49297.8,48992.65,389100.384,47719.37
17148832003,17562766318,17148832003,1629936000,17610479873,46280.0,49380.0,46853.06,475183.123,48992.65
16793472813,17018085171,17060293721,1630022400,17085384472,46359.97,49220.0,49083.98,403667.012,46854.22
17054015398,17054015398,17110119901,1630108800,17396119515,48395.65,49333.0,48931.99,222793.024,49082.13
16924923413,17159242813,17113036776,1630195200,17346821911,47741.31,49769.2,48795.41,315105.499,48931.99
16894015696,17058237215,16916504470,1630281600,17465790099,46876.49,48916.25,47024.7,351830.754,48795.42
16898965423,16921114110,17105368125,1630368000,17325834532,46731.03,48298.0,47150.32,365548.209,47024.69
16902356184,17079646103,16966890609,1630454400,17288897048,46550.99,49160.79,48842.94,350108.374,47150.32
17517937009,17517937009,18178675642,1630540800,18322319243,48631.2,50420.0,49299.14,361863.055,48842.93
17689813862,18065401625,18130745910,1630627200,18506144934,48333.0,51111.0,50027.08,430326.386,49299.14
17836199940,18144680923,17836199940,1630713600,18231173608,49360.0,50582.08,49940.74,274956.842,50027.09
17797450305,17797450305,19196882346,1630800000,19196882346,49462.59,51950.0,51799.57,288984.124,49942.2
19266095215,19266095215,19694463868,1630886400,19710662574,51040.0,52830.0,52683.97,297734.284,51799.56
15245450470,19790555667,15378075184,1630972800,19994511155,42088.0,52950.0,46864.39,764140.139,52683.98
15052909135,15379445019,15189839307,1631059200,15496928868,44431.0,47347.0,46062.29,435803.011,46864.38
14953580649,15080549939,15055599093,1631145600,15343468646,45500.0,47400.0,46413.88,309015.75,46060.02
13666135086,15085080206,14959852898,1631232000,15484079814,44120.0,47037.5,44860.83,343533.069,46413.88
14851392737,15019559556,14851392737,1631318400,15099341841,44737.4,45999.0,45193.78,194144.115,44860.83
14891033121,14891033121,15056893282,1631404800,15191326995,44746.51,46512.2,46046.73,223534.63,45194.19
14789748655,15040441024,14836403058,1631491200,15376185217,43323.93,46933.89,44975.96,448942.068,46048.02
14734425868,14803796349,15167665986,1631577600,15226053962,44692.9,47272.98,47087.18,277925.721,44975.96
15171451307,15171451307,16012029346,1631664000,16128343034,46675.0,48440.93,48106.12,244226.37,47087.18
15490347648,16022446132,15571033505,1631750400,16206105600,47038.21,48488.0,47745.55,260044.727,48106.13
15024877608,15556805785,15576264865,1631836800,15814857750,46750.0,48150.0,47303.11,226193.34,47745.55
15679963881,15679963881,16103131943,1631923200,16592284120,47044.32,48850.0,48285.15,207900.413,47303.11
15857634140,16117760424,15857634140,1632009600,16226173987,46840.0,48364.64,47256.91,212631.933,48284.61
14701633631,15928623171,14701633631,1632096000,15928901530,42467.86,47345.0,43026.6,600764.629,47256.92
13533731687,14678393296,13533731687,1632182400,14678393296,39503.58,43629.6,40726.1,683242.002,43026.61
13582787573,13588374203,14162072755,1632268800,14315627736,40551.49,43989.98,43520.0,400849.752,40727.83
13490508765,14160374824,14213849825,1632355200,14371791345,43056.0,44976.48,44828.29,330253.525,43520.0
13126093531,14252298019,13471696889,1632441600,14252298019,40650.0,45134.33,42798.49,608595.52,44828.29
13253974822,13386194941,13464086163,1632528000,13614435784,41630.26,42950.0,42651.58,277084.795,42798.49
13210178983,13446226264,13394301065,1632614400,13598928294,40725.01,43940.0,43150.0,354393.916,42646.84
13353362369,13420645498,13390250042,1632700800,13730165267,42059.13,44350.0,42122.69,285311.606,43150.01
13171937058,13174879545,13245971711,1632787200,13382326890,40854.0,42749.0,41006.32,359745.538,42122.69
12942093644,13049053511,13201492768,1632873600,13234112771,40708.73,42576.8,41499.71,293307.589,41002.96
13202702367,13230797980,13553565384,1632960000,13677619886,41387.78,44100.0,43796.57,389185.646,41499.7
13546516563,13595673447,14921619295,1633046400,14994391167,43260.01,48450.0,48123.94,449491.768,43799.49
14961226480,15015794448,15304418034,1633132800,15335671196,47410.0,48338.68,47626.61,182565.988,48123.93
15061978347,15229132135,15336579177,1633219200,15611782830,47071.26,49304.12,48187.3,212410.375,47626.62
15278648244,15428230324,15813321867,1633305600,15908308455,46885.29,49544.48,49198.22,324424.837,48187.99
15903095186,15903095186,17075703699,1633392000,17153023549,49009.21,51888.0,51455.12,314043.813,49199.78
17030884656,17122566962,17875970385,1633478400,17920225467,50410.0,56416.02,55321.6,418731.748,51460.22
17864770328,17954037388,18278090466,1633564800,18449261059,53374.34,55337.8,53814.99,262974.545,55327.45
18232563633,18236953958,18275378742,1633651200,18825811743,53647.3,56208.73,53975.0,255210.035,53814.99
18263584715,18263584715,18734388660,1633737600,18968952167,53656.66,55589.0,54960.77,167495.393,53974.99
18665876878,18720194863,19066181411,1633824000,19340167889,54101.0,56789.0,54700.0,289072.818,54960.79
19108858210,19108858210,20292106520,1633910400,20474800242,54458.0,57880.0,57500.01,314868.05,54700.0
19812559712,20332103929,20093001366,1633996800,20578249432,53750.0,57756.52,56011.84,349147.775,57500.01
19853573909,19915784630,20380446778,1634083200,20401378325,54271.24,57822.38,57393.65,327714.318,56011.83
20394471798,20394471798,20665902752,1634169600,20942813286,56800.0,58586.67,57378.19,254719.751,57393.65
20541238169,20594935418,22396491637,1634256000,22793673145,56900.0,63997.61,61702.33,493366.513,57377.12
22290715385,22415624820,22603603871,1634342400,22871123660,60220.0,62444.23,60925.56,213251.899,61702.33
22272318623,22626670658,22850077997,1634428800,22973809858,58850.0,61796.47,61571.45,240132.514,60925.56
22830659548,22920875588,22982689273,1634515200,23281029732,59897.61,62800.0,62037.92,333278.481,61571.45
22955795931,22996793737,24365137207,1634601600,24429566370,61300.0,64500.0,64316.7,379243.718,62037.92
24412078103,24470228739,25988191368,1634688000,26463679154,63518.81,67150.0,66064.24,324737.868,64314.75
25719814855,26001757630,25719814855,1634774400,27333595883,62000.0,66750.0,62260.33,478610.458,66064.25
25746292995,25757530006,25746292995,1634860800,26279233021,60011.9,63796.2,60734.27,350359.527,62260.33
25246538174,25409041694,25317248451,1634947200,25522257875,59622.0,61780.0,61325.11,222553.478,60734.28
25143015080,25369955196,25356141623,1635033600,25475365462,59504.46,61550.0,60902.82,245816.821,61325.09
25317823081,25400038721,26252263715,1635120000,26252263715,60701.0,63795.98,63127.04,234201.1,60902.82
25948083414,26397028675,26143524077,1635206400,26414895514,59838.05,63362.06,60358.75,252256.924,63129.25
24351798809,26203351341,24351798809,1635292800,26206992668,57865.0,61550.0,58449.36,329112.396,60358.74
23518069163,24233003252,24248991573,1635379200,24264875477,57550.0,62641.26,60622.03,333323.116,58449.36
23565318923,24070171632,24280562546,1635465600,24484814094,60222.0,63069.71,62308.22,218355.773,60622.02
23986702811,24280711200,24041347314,1635552000,24280711200,60631.23,62415.85,61895.19,156041.523,62308.21
24129495219,24129495219,24685662080,1635638400,24730903810,60008.0,62462.99,61348.61,183599.524,61895.19
24303810665,24669987139,24842282387,1635724800,24911424411,59400.0,62543.58,60942.87,246158.361,61347.14
24288635655,24407807018,25494436736,1635811200,25892044883,60659.58,64349.55,63266.69,217592.062,60942.87
24746194139,25551187353,24843097836,1635897600,25633638890,60300.0,63613.0,62946.45,211190.183,63266.69
24368595827,24869638193,24386195626,1635984000,24900789153,60703.0,63149.0,61431.86,184677.079,62946.45
24115307890,24423853577,24181162176,1636070400,24423853577,60762.0,62671.48,61006.0,157569.637,61433.9
24184117118,24224685295,24285187008,1636156800,24383138216,60100.0,61645.75,61511.3,154919.118,61006.0
24322590251,24322590251,24534806745,1636243200,24596718054,61368.26,63377.58,63316.4,142878.208,61511.3
25979588818,25979588818,26972610094,1636329600,26972610094,63308.7,67932.89,67606.96,274932.146,63316.4
27294903956,27378352678,27422140969,1636416000,27780821706,66300.0,68675.16,67009.98,231843.834,67606.96
27287760787,27287760787,28232380897,1636502400,30225792832,62400.51,69198.7,64920.13,347835.573,67010.65
25321306769,28087369127,25347636671,1636588800,28087369127,64147.12,65646.98,64831.3,178279.275,64920.13
24944679046,25248161100,24944679046,1636675200,25284297421,62313.0,65500.0,64156.08,264576.325,64831.2
24867204179,24962055645,24996578083,1636761600,25302118932,63430.01,65073.24,64427.0,124466.493,64156.08
25055737275,25055737275,25430536060,1636848000,25430536060,63640.0,65569.99,65568.39,146424.701,64426.99
25687582396,25687582396,25940824766,1636934400,26142889105,63351.58,66395.05,63654.49,210026.602,65568.38
24144172433,25906340467,24336848267,1637020800,25906340467,58397.14,63655.77,60106.03,475025.706,63654.49
24098096093,24193426306,24098096093,1637107200,24614422718,58336.68,60848.85,60366.96,287388.873,60106.03
23494341542,24219754567,23494341542,1637193600,24622050521,56505.48,60999.0,56921.05,412021.672,60366.97
23213324441,23617162226,23471082925,1637280000,23792455203,55604.0,58333.0,58069.51,245356.121,56921.04
23390798277,23528528909,23791105145,1637366400,23791105145,57372.0,59873.84,59716.29,173697.342,58069.52
23527068436,23815638924,23598509370,1637452800,23937397389,58518.88,60052.82,58661.39,143887.271,59716.28
22932242761,23477715962,23219509693,1637539200,23644344522,55600.0,59624.56,56268.31,326184.881,58648.87
23102378686,23160155508,23179562093,1637625600,23428981840,55250.0,57888.0,57574.23,267790.325,56268.31
23055402457,23214349702,23352407697,1637712000,23352407697,55900.0,57775.27,57165.08,194683.757,57574.24
23208952083,23324252053,24261006662,1637798400,24265313776,57029.0,59449.62,58988.21,191912.653,57165.09
23098448255,24309116098,23468250663,1637884800,24411213418,53500.0,59186.41,53755.65,378650.919,58988.36
22873947348,23286058192,22889704072,1637971200,23286058192,53640.69,55300.0,54738.77,155119.117,53755.66
22673841656,22931980718,22804595735,1638057600,22932900002,53245.0,57474.76,57315.73,213600.615,54738.77
22779762322,22779762322,23401973462,1638144000,23490578791,56715.0,58924.21,57827.98,215111.466,57315.72
23163767121,23409599972,23698513121,1638230400,23900668621,55900.0,59224.99,56975.0,337624.148,57827.97
22825719823,23552715653,23465921793,1638316800,23674261146,56500.0,59100.0,57209.29,273959.104,56978.06
22786809275,23465425124,22897034130,1638403200,23474872817,55800.0,57428.49,56513.57,249985.255,57209.28
22507693458,22762114117,22673294612,1638489600,22778591309,50604.0,57670.0,53612.0,374132.016,56513.56
16755381160,23031305195,16830996814,1638576000,23031305195,40888.89,53889.69,49135.66,598774.989,53611.86
16783122139,16918618093,16863282329,1638662400,17103835684,47755.0,49699.49,49376.6,286434.382,49135.66
16442094685,16467758615,16474335594,1638748800,16700211360,47000.0,50888.0,50424.72,357711.029,49373.83
16683701034,16694034199,17644888344,1638835200,17685225703,50012.0,51929.0,50577.2,224670.618,50424.72
16813750839,17755486113,17329748580,1638921600,17755486113,48533.33,51210.6,50455.61,238229.884,50577.2
16942206558,17240289278,16986825462,1639008000,17240289278,47312.89,50773.03,47539.76,273086.086,50459.61
16773065786,17012015755,16877358904,1639094400,17171301989,46828.23,50188.42,47136.35,302974.429,47539.34
16521196391,16743721719,16829940752,1639180800,16869030037,46724.35,49499.05,49381.15,210959.992,47132.31
16886819061,16886819061,17753062314,1639267200,17753062314,48616.16,50768.0,50057.01,183434.285,49379.51
17227092496,17690496623,17227092496,1639353600,17951948912,45600.0,50180.0,46679.93,348551.322,50057.02
16947826080,17122699196,17108854991,1639440000,17343422449,46255.6,48657.92,48324.04,266213.627,46679.93
16884866944,16952854734,17158630086,1639526400,17426471909,46518.73,49479.75,48870.48,345239.891,48324.0
16985675896,16985675896,17549466562,1639612800,17750500676,47500.0,49439.79,47624.5,215874.187,48870.48
17332769055,17525623787,17332769055,1639699200,18786888363,45373.11,47988.27,46125.33,326458.135,47629.1
17288605531,17295183564,17316889525,1639785600,17538375695,45438.43,47336.99,46815.99,191006.415,46125.33
17371907770,17371907770,17549761261,1639872000,17843247122,46399.37,48461.17,46668.63,241698.541,46815.99
17428591960,17481483144,17937401155,1639958400,18064546130,45530.67,47533.42,46898.14,273804.259,46668.65
17904535248,17937401155,19286319158,1640044800,19565065101,46650.0,49298.78,48875.15,260008.358,46896.82
18944747729,19286319158,19033951141,1640131200,19587182522,48420.02,49599.0,48569.69,208463.689,48875.88
18843507989,19033951141,19874328439,1640217600,20084010892,48020.0,51377.74,50817.92,255885.48,48569.69
19768502939,19935263879,19843210929,1640304000,20323474109,50379.25,51805.0,50808.55,220208.725,50817.94
19801253107,19843210929,19884794302,1640390400,20074957855,50105.0,51190.0,50403.64,147662.438,50809.37
19702988945,19884794302,19912663898,1640476800,20030252768,49350.0,51300.0,50765.73,184800.616,50403.64
19808354098,19912663898,20027945056,1640563200,20835573448,50450.0,52134.0,50707.72,216225.263,50765.73
19010889838,20027945056,19112686967,1640649600,20037400110,47290.0,50713.56,47522.03,336083.34,50707.72
18552468921,19112686967,18642867300,1640736000,19844301007,46000.0,48125.97,46436.54,274795.378,47522.02
18338170214,18642867300,18410966608,1640822400,18985302554,45880.0,47911.68,47095.02,229931.288,46436.53
17758167347,18410966608,18010537402,1640908800,18602873331,45650.0,48575.0,46210.56,287186.003,47095.02
17969552094,18010537402,18179242002,1640995200,18299114274,46210.55,47943.77,47704.35,179433.584,46210.57
17931327445,18179242002,18110740673,1641081600,18321217102,46605.68,48000.0,47280.0,184795.093,47704.35
17729115717,18110740673,18495500703,1641168000,18559806054,45665.4,47575.22,46445.81,244781.793,47280.01
18065580234,18495500703,18505201381,1641254400,18939078009,45445.57,47524.36,45833.42,292149.75,46445.8
17025425525,18505201381,17276859809,1641340800,18684029672,42270.0,47075.29,43421.69,485477.569,45833.41
17165886392,17276859809,17455680906,1641427200,17631389387,42385.83,43766.0,43080.01,299509.851,43421.7
16436122988,17455680906,16668916930,1641513600,17473043119,40456.56,43135.0,41553.86,473214.849,43080.01
16544065968,16668916930,16641928413,1641600000,17001610995,40500.0,42335.0,41688.05,283737.224,41553.87
16573289282,16641928413,16717682052,1641686400,17017802698,41170.0,42773.85,41851.22,223134.952,41688.05
16287957390,16717682052,16603917881,1641772800,16875357618,39610.0,42219.84,41801.55,453644.116,41851.22
16430881668,16603917881,16905188206,1641859200,17086774422,41255.0,43118.0,42700.68,323760.691,41801.55
16752945292,16905188206,17212669747,1641945600,17460850620,42415.0,44300.0,43880.72,281339.294,42700.69
14119019560,17212669747,16901233417,1642032000,20035356536,42301.16,44396.68,42534.32,289289.18,43880.72
16791616754,16901233417,16935540962,1642118400,17212986103,41666.0,43450.0,43042.4,272517.077,42538.72
16819692610,16935540962,17070374914,1642204800,17345394088,42530.64,43800.0,43070.51,184649.157,43042.4
16845521308,16906151528,16889909825,1642291200,17187605983,42531.69,43464.71,43060.66,177450.475,43070.51
16671520526,16889909825,16873525875,1642377600,17147113395,41523.68,43159.32,42176.34,232748.345,43060.66
16728679523,16873525875,16909096440,1642464000,17000455204,41260.0,42680.0,42337.58,267472.465,42176.34
16137413828,16909096440,17109144314,1642550400,17729734032,41115.64,42545.0,41657.89,333952.095,42337.58
16546591049,17109144314,16813774852,1642636800,18139605030,40550.0,43495.0,40661.69,399818.052,41656.9
14434048589,16813774852,14647040075,1642723200,16914482036,35380.92,41095.76,36425.98,790320.909,40662.06
13964599489,14647040075,14225253038,1642809600,14705229766,33950.0,36817.74,35043.73,676272.904,36426.46
14127719121,14225253038,14868754500,1642896000,15128899199,34588.8,36496.92,36230.01,369372.903,35043.73
13654983985,14868754500,14801908942,1642982400,14922215000,32853.83,37528.0,36648.31,823000.702,36230.0
13794519630,14801908942,15097739173,1643068800,15329277081,35693.0,37561.03,36934.26,409535.517,36648.3
14698464718,15097739173,14807453335,1643155200,15809703827,36232.42,38886.58,36787.43,554457.384,36934.26
14300750989,14807453335,14730225327,1643241600,14983814874,35471.53,37200.0,37131.0,422006.922,36787.42
14447607185,14730225327,15160918536,1643328000,15217012953,36149.02,38000.0,37696.21,367509.143,37131.0
14899516477,15160918536,15419754601,1643414400,15774503171,37252.0,38750.94,38150.01,238657.764,37696.22
15111790436,15419754601,15274043462,1643500800,15651388607,37334.83,38420.3,37870.01,195029.125,38150.0
14862339903,15274043462,16051046732,1643587200,16116378172,36620.0,38741.73,38439.04,318440.392,37870.0
15537883321,16051046732,15724547400,1643673600,16382846456,37969.0,39260.26,38680.51,353354.121,38439.04
14706290555,15724547400,14889687896,1643760000,15922936834,36529.81,38834.18,36892.03,337570.934,38680.51
14805620014,14889687896,15381720690,1643846400,15462864056,36204.3,37395.0,37289.86,318656.228,36892.05
15072920924,15381720690,16567053715,1643932800,16716088329,37011.0,41741.76,41550.0,520105.77,37287.33
16309214975,16567053715,16540627517,1644019200,16924195347,40920.0,41922.0,41374.69,242184.07,41550.0
16379942042,16540627517,17080846595,1644105600,17198446771,41100.0,42656.8,42361.35,215323.95,41374.68
16684706998,17080846595,17558336174,1644192000,17927927792,41609.76,44541.16,43829.99,418053.774,42361.34
16860035932,17558336174,17276888298,1644278400,17962835131,42641.0,45600.0,44021.57,468015.421,43829.99
16770491700,17276888298,17078556564,1644364800,17393140619,43089.08,44826.0,44358.08,300270.062,44021.58
15636021505,17078556564,16830651976,1644451200,17802361587,43136.96,45847.5,43471.29,563922.075,44358.09
15388621775,16830651976,16324006178,1644537600,17059010749,41914.23,43900.0,42366.0,414646.193,43471.3
16266927808,16324006178,16463832885,1644624000,16930484954,41540.0,42980.0,42199.87,256269.325,42365.99
16393921734,16463832885,16517078125,1644710400,16951845293,41850.0,42755.97,42041.13,192068.012,42199.88
15109972144,16517078125,16864586845,1644796800,17306831427,41526.0,42888.0,42525.14,303990.933,42041.12
16092189280,16864586845,17768767586,1644883200,18222110296,42406.23,44777.0,44529.6,276735.421,42525.14
16090448548,17768767586,17413008440,1644969600,17906299141,43277.8,44536.8,43860.7,255790.287,44529.7
15719227765,17413008440,16556483614,1645056000,18446700574,40020.1,44150.0,40491.7,433958.984,43860.8
16031022637,16556483614,16120978462,1645142400,16686350580,39422.0,40944.1,39966.8,377679.782,40491.8
16103096904,16120978462,16288482077,1645228800,16447572540,39610.3,40438.7,40052.6,185624.675,39966.8
15724785786,16288482077,15731318675,1645315200,16479573259,37905.0,40100.1,38368.1,329740.444,40052.6
15176311618,15731318675,15362719430,1645401600,16141662230,36762.0,39510.0,36986.4,646391.815,38367.9
15070754064,15362719430,15763118746,1645488000,15862812095,36310.1,38450.0,38212.0,465313.497,36986.4
15422581507,15763118746,15511272452,1645574400,16394589068,36963.2,39250.0,37227.8,408056.255,38212.1
13571980709,15511272452,15303771531,1645660800,15938384812,34303.7,40376.1,38315.1,919820.907,37227.9
15218012452,15303771531,15983122664,1645747200,16352797470,37999.2,39750.0,39205.4,416316.366,38316.2
15580545162,15983122664,15844118727,1645833600,16035665222,38561.7,40441.1,39099.3,251892.201,39205.4
14980476391,15844118727,15388384934,1645920000,16346607788,36934.6,39868.6,37672.0,423197.247,39099.3
14962419208,15388384934,16813268091,1646006400,17128093956,37414.4,44341.0,43155.0,615391.161,37672.1
15363195582,16813268091,17560845295,1646092800,18179668537,42765.4,44935.0,44394.1,448483.646,43155.0
17072656756,17560845295,17519100455,1646179200,18109568218,43321.0,45350.0,43885.7,407603.721,44393.6
15469384798,17519100455,17252257829,1646265600,17784816441,41831.0,44080.0,42449.5,365565.832,43885.8
15864298440,17252257829,15972097300,1646352000,17276189291,38521.0,42525.3,39127.7,469138.374,42449.6
14190701190,15972097300,16139391821,1646438400,16330004774,38547.6,39580.0,39375.1,198747.893,39127.7
15627336124,16139391821,15780794023,1646524800,16469069984,38056.0,39690.0,38401.1,311705.26,39375.0
15257685164,15780794023,15427307834,1646611200,16212393953,37134.0,39550.0,37963.8,490254.516,38401.1
15164538635,15427307834,15554635586,1646697600,16154503396,37853.0,39340.5,38709.9,421462.367,37963.7
15500765053,15554635586,17074562980,1646784000,17464465074,38638.7,42647.5,41937.5,462059.811,38709.9
14359373867,17074562980,16051646378,1646870400,17144242876,38512.0,42034.3,39407.2,520645.186,41939.5
15738542103,16051646378,16056425703,1646956800,16650920362,38200.1,40242.0,38713.0,467078.892,39407.1
16000630918,16056425703,16327258685,1647043200,16660963649,38630.0,39578.4,38792.6,172494.825,38713.1
15843291211,16327258685,16514460746,1647129600,16757361648,37500.0,39300.0,37743.7,236623.694,38792.7
16203024368,16514460746,16750371120,1647216000,16995324788,37522.1,39989.0,39653.8,360058.358,37743.0
15912583162,16750371120,16605655879,1647302400,17119805871,38073.8,39901.8,39271.0,345019.243,39651.6
15898290716,16605655879,17176411304,1647388800,17283868704,38700.0,41804.0,41105.8,650589.661,39270.9
16407414478,17176411304,16877896115,1647475200,17877309958,40442.8,41498.4,40898.1,243988.794,41105.9
16403254350,16877896115,17724683461,1647561600,18173080733,40084.2,42322.8,41751.5,299134.443,40898.0
