l,o,c,t,h,low,high,close,volume,open
3685852275,3752108557,3706343558,1592438400,3756180393,9272.41,9483.85,9381.59,158349.247,9458.45
3650257993,3693716576,3650257993,1592524800,3761023872,9239.0,9453.0,9307.0,219510.059,9381.99
3620481722,3650062079,3676139820,1592611200,3725745525,9165.0,9394.29,9354.04,154462.29,9307.0
3665619133,3691541033,3677078972,1592697600,3726932953,9279.0,9420.47,9293.51,110599.558,9353.84
3642739816,3668628356,3858885643,1592784000,3873118370,9273.0,9795.0,9686.99,260561.647,9293.39
3855146470,3871263056,3960589582,1592870400,3960589582,9585.0,9723.23,9631.66,164673.499,9686.99
3913988835,3978646937,3926893409,1592956800,4052183501,9210.0,9678.0,9298.4,300450.251,9631.65
3734676855,3891504438,3741576977,1593043200,3895859027,9005.0,9350.9,9246.75,272566.502,9298.78
3039710069,3735506129,3526051845,1593129600,3746447677,9038.52,9297.16,9159.99,249348.67,9246.75
3460755958,3491345808,3477499507,1593216000,3509541641,8816.4,9195.75,9008.0,237840.165,9159.99
3479812279,3479812279,3534515731,1593302400,3580961824,8932.68,9188.0,9114.0,153842.891,9008.0
3513415324,3526413507,3574577430,1593388800,3589846784,9022.0,9233.0,9189.48,176660.525,9114.01
3497554724,3548770969,3523857567,1593475200,3548770969,9063.97,9205.0,9138.87,143469.832,9189.99
3481505509,3518782932,3566348172,1593561600,3566348172,9090.0,9293.0,9233.29,161642.185,9138.88
3566953136,3591126259,3625097090,1593648000,3646667579,8936.0,9262.99,9087.72,230747.519,9233.29
3503307918,3651739070,3505433698,1593734400,3681278503,9036.06,9124.52,9057.52,96947.338,9087.72
3506453502,3508595394,3529846533,1593820800,3544600986,9042.84,9194.0,9137.18,100215.438,9058.07
3448647665,3554244931,3635390058,1593907200,3635390058,8900.0,9146.35,9071.86,139545.566,9137.18
3494374681,3618901423,3679826581,1593993600,3679826581,9058.1,9379.0,9339.6,199643.828,9071.87
3688240742,3688240742,3728627864,1594080000,3763771109,9201.23,9380.0,9258.51,127833.975,9339.59
3708320067,3728581229,3875064143,1594166400,3875064143,9233.47,9470.0,9436.08,170243.001,9258.51
3822655385,3878520702,3822655385,1594252800,3921590032,9164.33,9440.81,9236.28,188355.856,9436.08
3720638163,3813242147,3732520654,1594339200,3825522616,9121.42,9317.24,9288.39,140849.874,9236.29
3661214506,3718180428,3674696790,1594425600,3718180428,9178.91,9301.74,9233.5,74976.521,9288.39
3663643314,3673433350,3678122124,1594512000,3708325398,9155.0,9349.0,9300.69,127841.882,9233.5
3643475959,3679985617,3859857566,1594598400,3859857566,9200.0,9345.0,9241.2,136117.659,9300.7
3790574474,3852076947,3869113688,1594684800,3902488976,9116.0,9279.0,9254.17,129704.278,9241.18
3795969356,3859634146,3825941147,1594771200,3859634146,9156.0,9272.56,9197.3,104107.708,9254.17
3844856147,3844856147,4056849801,1594857600,4072220067,9044.02,9223.0,9132.0,148089.45,9197.75
