start_time,premium,premium_rate,time
2024-01-01 00:00:00,5.0,0.0118,1704067200
2024-01-01 01:00:00,-21.4,-0.0504,1704070800
2024-01-01 02:00:00,-18.99,-0.0446,1704074400
2024-01-01 03:00:00,-9.77,-0.0229,1704078000
2024-01-01 04:00:00,-5.4,-0.0128,1704081600
2024-01-01 05:00:00,-10.2,-0.0241,1704085200
2024-01-01 06:00:00,-2.54,-0.006,1704088800
2024-01-01 07:00:00,4.21,0.0099,1704092400
2024-01-01 08:00:00,4.12,0.0097,1704096000
2024-01-01 09:00:00,2.7,0.0063,1704099600
2024-01-01 10:00:00,1.28,0.003,1704103200
2024-01-01 11:00:00,-4.37,-0.0102,1704106800
2024-01-01 12:00:00,-0.21,-0.0005,1704110400
2024-01-01 13:00:00,-0.52,-0.0012,1704114000
2024-01-01 14:00:00,1.99,0.0047,1704117600
2024-01-01 15:00:00,21.33,0.0501,1704121200
2024-01-01 16:00:00,16.32,0.0381,1704124800
2024-01-01 17:00:00,13.73,0.0321,1704128400
2024-01-01 18:00:00,22.92,0.0535,1704132000
2024-01-01 19:00:00,12.72,0.0295,1704135600
2024-01-01 20:00:00,19.06,0.0438,1704139200
2024-01-01 21:00:00,15.21,0.0348,1704142800
2024-01-01 22:00:00,12.57,0.0288,1704146400
2024-01-01 23:00:00,16.05,0.0369,1704150000
2024-01-02 00:00:00,41.23,0.0933,1704153600
2024-01-02 01:00:00,37.14,0.0824,1704157200
2024-01-02 02:00:00,35.45,0.079,1704160800
2024-01-02 03:00:00,106.36,0.2344,1704164400
2024-01-02 04:00:00,73.89,0.1627,1704168000
2024-01-02 05:00:00,39.04,0.0864,1704171600
2024-01-02 06:00:00,34.93,0.0773,1704175200
2024-01-02 07:00:00,40.73,0.0902,1704178800
2024-01-02 08:00:00,48.88,0.1075,1704182400
2024-01-02 09:00:00,51.98,0.1136,1704186000
2024-01-02 10:00:00,35.99,0.0788,1704189600
2024-01-02 11:00:00,36.04,0.0791,1704193200
2024-01-02 12:00:00,54.91,0.1209,1704196800
2024-01-02 13:00:00,37.29,0.0823,1704200400
2024-01-02 14:00:00,53.04,0.1162,1704204000
2024-01-02 15:00:00,46.39,0.1025,1704207600
2024-01-02 16:00:00,51.02,0.1129,1704211200
2024-01-02 17:00:00,37.64,0.083,1704214800
2024-01-02 18:00:00,28.85,0.0642,1704218400
2024-01-02 19:00:00,17.54,0.0388,1704222000
2024-01-02 20:00:00,12.69,0.0282,1704225600
2024-01-02 21:00:00,11.06,0.0247,1704229200
2024-01-02 22:00:00,8.8,0.0195,1704232800
2024-01-02 23:00:00,18.65,0.0415,1704236400
2024-01-03 00:00:00,25.9,0.0576,1704240000
2024-01-03 01:00:00,20.89,0.0463,1704243600
2024-01-03 02:00:00,23.54,0.0519,1704247200
2024-01-03 03:00:00,28.43,0.0628,1704250800
2024-01-03 04:00:00,26.38,0.0583,1704254400
2024-01-03 05:00:00,16.36,0.0362,1704258000
2024-01-03 06:00:00,12.06,0.0267,1704261600
2024-01-03 07:00:00,21.6,0.0477,1704265200
2024-01-03 08:00:00,15.66,0.0348,1704268800
2024-01-03 09:00:00,21.54,0.0477,1704272400
2024-01-03 10:00:00,14.06,0.031,1704276000
2024-01-03 11:00:00,11.67,0.0258,1704279600
2024-01-03 12:00:00,48.26,0.1104,1704283200
2024-01-03 13:00:00,37.23,0.087,1704286800
2024-01-03 14:00:00,40.69,0.0957,1704290400
2024-01-03 15:00:00,19.85,0.0471,1704294000
2024-01-03 16:00:00,22.17,0.0516,1704297600
2024-01-03 17:00:00,33.02,0.0768,1704301200
2024-01-03 18:00:00,20.82,0.0485,1704304800
2024-01-03 19:00:00,13.05,0.0309,1704308400
2024-01-03 20:00:00,15.65,0.0367,1704312000
2024-01-03 21:00:00,21.67,0.0507,1704315600
2024-01-03 22:00:00,28.79,0.0671,1704319200
2024-01-03 23:00:00,14.43,0.0338,1704322800
2024-01-04 00:00:00,15.35,0.0358,1704326400
2024-01-04 01:00:00,25.26,0.0589,1704330000
2024-01-04 02:00:00,27.33,0.064,1704333600
2024-01-04 03:00:00,29.73,0.0689,1704337200
2024-01-04 04:00:00,37.47,0.0869,1704340800
2024-01-04 05:00:00,33.45,0.0775,1704344400
2024-01-04 06:00:00,35.17,0.0814,1704348000
2024-01-04 07:00:00,35.17,0.0815,1704351600
2024-01-04 08:00:00,38.37,0.0897,1704355200
2024-01-04 09:00:00,30.98,0.0723,1704358800
2024-01-04 10:00:00,41.23,0.0959,1704362400
2024-01-04 11:00:00,44.64,0.1036,1704366000
2024-01-04 12:00:00,49.73,0.1152,1704369600
2024-01-04 13:00:00,48.92,0.1128,1704373200
2024-01-04 14:00:00,46.13,0.1064,1704376800
2024-01-04 15:00:00,32.77,0.075,1704380400
2024-01-04 16:00:00,44.53,0.1011,1704384000
2024-01-04 17:00:00,47.92,0.1091,1704387600
2024-01-04 18:00:00,62.53,0.1421,1704391200
2024-01-04 19:00:00,52.04,0.1181,1704394800
2024-01-04 20:00:00,50.28,0.1144,1704398400
2024-01-04 21:00:00,49.37,0.1119,1704402000
2024-01-04 22:00:00,61.94,0.1394,1704405600
2024-01-04 23:00:00,56.04,0.1264,1704409200
2024-01-05 00:00:00,47.25,0.107,1704412800
2024-01-05 01:00:00,53.95,0.122,1704416400
2024-01-05 02:00:00,57.02,0.1315,1704420000
2024-01-05 03:00:00,46.1,0.106,1704423600
2024-01-05 04:00:00,43.94,0.1011,1704427200
2024-01-05 05:00:00,37.36,0.0857,1704430800
2024-01-05 06:00:00,24.56,0.0563,1704434400
2024-01-05 07:00:00,35.33,0.0806,1704438000
2024-01-05 08:00:00,35.15,0.0803,1704441600
2024-01-05 09:00:00,38.3,0.0872,1704445200
2024-01-05 10:00:00,34.45,0.078,1704448800
2024-01-05 11:00:00,32.52,0.0745,1704452400
2024-01-05 12:00:00,36.24,0.0828,1704456000
2024-01-05 13:00:00,35.94,0.0819,1704459600
2024-01-05 14:00:00,39.01,0.0887,1704463200
2024-01-05 15:00:00,35.45,0.0815,1704466800
2024-01-05 16:00:00,25.43,0.0585,1704470400
2024-01-05 17:00:00,33.62,0.0778,1704474000
2024-01-05 18:00:00,33.03,0.0757,1704477600
2024-01-05 19:00:00,33.64,0.0771,1704481200
2024-01-05 20:00:00,24.5,0.0562,1704484800
2024-01-05 21:00:00,39.21,0.0892,1704488400
2024-01-05 22:00:00,26.14,0.0595,1704492000
2024-01-05 23:00:00,42.18,0.0959,1704495600
2024-01-06 00:00:00,42.64,0.0966,1704499200
2024-01-06 01:00:00,42.79,0.0971,1704502800
2024-01-06 02:00:00,42.65,0.097,1704506400
2024-01-06 03:00:00,36.79,0.0838,1704510000
2024-01-06 04:00:00,42.22,0.0961,1704513600
2024-01-06 05:00:00,41.87,0.0955,1704517200
2024-01-06 06:00:00,40.64,0.093,1704520800
2024-01-06 07:00:00,39.78,0.0915,1704524400
2024-01-06 08:00:00,43.27,0.0991,1704528000
2024-01-06 09:00:00,40.9,0.0936,1704531600
2024-01-06 10:00:00,33.17,0.076,1704535200
2024-01-06 11:00:00,30.65,0.0701,1704538800
2024-01-06 12:00:00,33.18,0.076,1704542400
2024-01-06 13:00:00,37.24,0.0854,1704546000
2024-01-06 14:00:00,31.65,0.0724,1704549600
2024-01-06 15:00:00,31.97,0.0729,1704553200
2024-01-06 16:00:00,34.47,0.0786,1704556800
2024-01-06 17:00:00,28.32,0.0646,1704560400
2024-01-06 18:00:00,36.28,0.0825,1704564000
2024-01-06 19:00:00,35.75,0.0813,1704567600
2024-01-06 20:00:00,33.95,0.0773,1704571200
2024-01-06 21:00:00,33.55,0.0766,1704574800
2024-01-06 22:00:00,29.96,0.0683,1704578400
2024-01-06 23:00:00,28.65,0.0653,1704582000
2024-01-07 00:00:00,24.47,0.0557,1704585600
2024-01-07 01:00:00,24.1,0.0546,1704589200
2024-01-07 02:00:00,28.57,0.065,1704592800
2024-01-07 03:00:00,29.39,0.0669,1704596400
2024-01-07 04:00:00,30.69,0.0698,1704600000
2024-01-07 05:00:00,25.31,0.0575,1704603600
2024-01-07 06:00:00,28.02,0.0638,1704607200
2024-01-07 07:00:00,31.21,0.0709,1704610800
2024-01-07 08:00:00,35.58,0.0807,1704614400
2024-01-07 09:00:00,28.39,0.0645,1704618000
2024-01-07 10:00:00,25.1,0.0571,1704621600
2024-01-07 11:00:00,27.5,0.0626,1704625200
2024-01-07 12:00:00,31.08,0.0705,1704628800
2024-01-07 13:00:00,32.66,0.0741,1704632400
2024-01-07 14:00:00,16.14,0.0363,1704636000
2024-01-07 15:00:00,32.31,0.0728,1704639600
2024-01-07 16:00:00,31.2,0.0708,1704643200
2024-01-07 17:00:00,29.75,0.0677,1704646800
2024-01-07 18:00:00,25.71,0.0583,1704650400
2024-01-07 19:00:00,23.9,0.0542,1704654000
2024-01-07 20:00:00,28.67,0.0648,1704657600
2024-01-07 21:00:00,30.99,0.0702,1704661200
2024-01-07 22:00:00,25.66,0.058,1704664800
2024-01-07 23:00:00,30.45,0.0694,1704668400
2024-01-08 00:00:00,25.51,0.0581,1704672000
2024-01-08 01:00:00,27.42,0.0628,1704675600
2024-01-08 02:00:00,28.43,0.065,1704679200
2024-01-08 03:00:00,26.0,0.0599,1704682800
2024-01-08 04:00:00,24.72,0.0568,1704686400
2024-01-08 05:00:00,19.21,0.0441,1704690000
2024-01-08 06:00:00,20.68,0.0474,1704693600
2024-01-08 07:00:00,9.83,0.0224,1704697200
2024-01-08 08:00:00,19.94,0.0453,1704700800
2024-01-08 09:00:00,17.89,0.0408,1704704400
2024-01-08 10:00:00,25.05,0.0573,1704708000
2024-01-08 11:00:00,16.98,0.0385,1704711600
2024-01-08 12:00:00,20.58,0.0461,1704715200
2024-01-08 13:00:00,56.8,0.1259,1704718800
2024-01-08 14:00:00,49.86,0.111,1704722400
2024-01-08 15:00:00,38.53,0.086,1704726000
2024-01-08 16:00:00,35.94,0.0799,1704729600
2024-01-08 17:00:00,40.95,0.0911,1704733200
2024-01-08 18:00:00,58.25,0.1276,1704736800
2024-01-08 19:00:00,62.26,0.1326,1704740400
2024-01-08 20:00:00,48.54,0.1033,1704744000
2024-01-08 21:00:00,45.17,0.0966,1704747600
2024-01-08 22:00:00,45.97,0.0977,1704751200
2024-01-08 23:00:00,44.02,0.0937,1704754800
2024-01-09 00:00:00,44.05,0.0938,1704758400
2024-01-09 01:00:00,36.68,0.0786,1704762000
2024-01-09 02:00:00,29.74,0.0639,1704765600
2024-01-09 03:00:00,34.31,0.0733,1704769200
2024-01-09 04:00:00,38.86,0.0828,1704772800
2024-01-09 05:00:00,29.69,0.0634,1704776400
2024-01-09 06:00:00,32.43,0.0694,1704780000
2024-01-09 07:00:00,24.93,0.0533,1704783600
2024-01-09 08:00:00,25.44,0.0543,1704787200
2024-01-09 09:00:00,27.76,0.0596,1704790800
2024-01-09 10:00:00,18.99,0.0408,1704794400
2024-01-09 11:00:00,22.48,0.0484,1704798000
2024-01-09 12:00:00,27.78,0.0596,1704801600
2024-01-09 13:00:00,27.42,0.0594,1704805200
2024-01-09 14:00:00,20.53,0.0438,1704808800
2024-01-09 15:00:00,-0.28,-0.0006,1704812400
2024-01-09 16:00:00,7.16,0.0153,1704816000
2024-01-09 17:00:00,17.25,0.0368,1704819600
2024-01-09 18:00:00,24.84,0.0532,1704823200
2024-01-09 19:00:00,18.21,0.039,1704826800
2024-01-09 20:00:00,12.27,0.0262,1704830400
2024-01-09 21:00:00,6.86,0.0147,1704834000
2024-01-09 22:00:00,-19.34,-0.0426,1704837600
2024-01-09 23:00:00,18.94,0.0409,1704841200
2024-01-10 00:00:00,10.79,0.0234,1704844800
2024-01-10 01:00:00,5.79,0.0126,1704848400
2024-01-10 02:00:00,7.34,0.016,1704852000
2024-01-10 03:00:00,23.02,0.0501,1704855600
2024-01-10 04:00:00,13.47,0.0292,1704859200
2024-01-10 05:00:00,20.77,0.0452,1704862800
2024-01-10 06:00:00,5.96,0.013,1704866400
2024-01-10 07:00:00,20.56,0.0447,1704870000
2024-01-10 08:00:00,10.45,0.0228,1704873600
2024-01-10 09:00:00,10.18,0.0225,1704877200
2024-01-10 10:00:00,10.92,0.0239,1704880800
2024-01-10 11:00:00,20.65,0.0454,1704884400
2024-01-10 12:00:00,13.75,0.0302,1704888000
2024-01-10 13:00:00,17.18,0.0385,1704891600
2024-01-10 14:00:00,3.4,0.0075,1704895200
2024-01-10 15:00:00,-17.22,-0.0384,1704898800
2024-01-10 16:00:00,16.92,0.0371,1704902400
2024-01-10 17:00:00,6.78,0.015,1704906000
2024-01-10 18:00:00,21.25,0.0458,1704909600
2024-01-10 19:00:00,27.45,0.059,1704913200
2024-01-10 20:00:00,25.26,0.0543,1704916800
2024-01-10 21:00:00,17.91,0.0388,1704920400
2024-01-10 22:00:00,8.81,0.0192,1704924000
2024-01-10 23:00:00,25.64,0.0547,1704927600
2024-01-11 00:00:00,24.54,0.0526,1704931200
2024-01-11 01:00:00,23.6,0.0506,1704934800
2024-01-11 02:00:00,18.94,0.0407,1704938400
2024-01-11 03:00:00,12.95,0.0278,1704942000
2024-01-11 04:00:00,11.5,0.0247,1704945600
2024-01-11 05:00:00,13.21,0.0285,1704949200
2024-01-11 06:00:00,9.25,0.0201,1704952800
2024-01-11 07:00:00,5.5,0.012,1704956400
2024-01-11 08:00:00,1.33,0.0029,1704960000
2024-01-11 09:00:00,4.32,0.0093,1704963600
2024-01-11 10:00:00,1.28,0.0028,1704967200
2024-01-11 11:00:00,7.63,0.0163,1704970800
2024-01-11 12:00:00,16.79,0.0357,1704974400
2024-01-11 13:00:00,19.28,0.0406,1704978000
2024-01-11 14:00:00,36.85,0.0779,1704981600
2024-01-11 15:00:00,73.05,0.1504,1704985200
2024-01-11 16:00:00,-80.84,-0.1728,1704988800
2024-01-11 17:00:00,-69.37,-0.1508,1704992400
2024-01-11 18:00:00,-21.88,-0.0471,1704996000
2024-01-11 19:00:00,5.51,0.0118,1704999600
2024-01-11 20:00:00,9.8,0.021,1705003200
2024-01-11 21:00:00,37.01,0.08,1705006800
2024-01-11 22:00:00,5.53,0.012,1705010400
2024-01-11 23:00:00,11.78,0.0254,1705014000
2024-01-12 00:00:00,5.8,0.0125,1705017600
2024-01-12 01:00:00,0.55,0.0012,1705021200
2024-01-12 02:00:00,7.74,0.0168,1705024800
2024-01-12 03:00:00,0.99,0.0021,1705028400
2024-01-12 04:00:00,6.86,0.0149,1705032000
2024-01-12 05:00:00,-0.18,-0.0004,1705035600
2024-01-12 06:00:00,-2.07,-0.0045,1705039200
2024-01-12 07:00:00,5.79,0.0126,1705042800
2024-01-12 08:00:00,25.69,0.0558,1705046400
2024-01-12 09:00:00,19.65,0.0428,1705050000
2024-01-12 10:00:00,0.83,0.0018,1705053600
2024-01-12 11:00:00,6.58,0.0143,1705057200
2024-01-12 12:00:00,-0.45,-0.001,1705060800
2024-01-12 13:00:00,0.32,0.0007,1705064400
2024-01-12 14:00:00,0.58,0.0013,1705068000
2024-01-12 15:00:00,-1.89,-0.0042,1705071600
2024-01-12 16:00:00,-83.61,-0.188,1705075200
2024-01-12 17:00:00,-90.47,-0.2074,1705078800
2024-01-12 18:00:00,-129.58,-0.2958,1705082400
2024-01-12 19:00:00,-56.32,-0.1296,1705086000
2024-01-12 20:00:00,-51.91,-0.1194,1705089600
2024-01-12 21:00:00,-9.99,-0.0229,1705093200
2024-01-12 22:00:00,-31.5,-0.0725,1705096800
2024-01-12 23:00:00,-24.76,-0.0582,1705100400
2024-01-13 00:00:00,-7.64,-0.0179,1705104000
2024-01-13 01:00:00,-16.9,-0.0395,1705107600
2024-01-13 02:00:00,-17.87,-0.0419,1705111200
2024-01-13 03:00:00,-9.34,-0.022,1705114800
2024-01-13 04:00:00,-9.45,-0.0222,1705118400
2024-01-13 05:00:00,-11.32,-0.0264,1705122000
2024-01-13 06:00:00,-9.85,-0.0229,1705125600
2024-01-13 07:00:00,-4.62,-0.0107,1705129200
2024-01-13 08:00:00,-3.53,-0.0082,1705132800
2024-01-13 09:00:00,-5.69,-0.0132,1705136400
2024-01-13 10:00:00,-6.48,-0.0151,1705140000
2024-01-13 11:00:00,-8.83,-0.0207,1705143600
2024-01-13 12:00:00,-13.42,-0.0315,1705147200
2024-01-13 13:00:00,-8.58,-0.0201,1705150800
2024-01-13 14:00:00,-7.66,-0.0179,1705154400
2024-01-13 15:00:00,-9.76,-0.0228,1705158000
2024-01-13 16:00:00,-11.64,-0.027,1705161600
2024-01-13 17:00:00,-10.6,-0.0247,1705165200
2024-01-13 18:00:00,-9.83,-0.0229,1705168800
2024-01-13 19:00:00,-14.57,-0.034,1705172400
2024-01-13 20:00:00,-15.24,-0.0356,1705176000
2024-01-13 21:00:00,-11.38,-0.0265,1705179600
2024-01-13 22:00:00,-9.89,-0.023,1705183200
2024-01-13 23:00:00,-9.25,-0.0215,1705186800
2024-01-14 00:00:00,-8.67,-0.0202,1705190400
2024-01-14 01:00:00,-9.95,-0.0233,1705194000
2024-01-14 02:00:00,-4.16,-0.0097,1705197600
2024-01-14 03:00:00,-16.76,-0.0392,1705201200
2024-01-14 04:00:00,-14.91,-0.0349,1705204800
2024-01-14 05:00:00,-12.87,-0.0302,1705208400
2024-01-14 06:00:00,-12.2,-0.0285,1705212000
2024-01-14 07:00:00,-15.78,-0.0367,1705215600
2024-01-14 08:00:00,-12.77,-0.0297,1705219200
2024-01-14 09:00:00,-12.58,-0.0293,1705222800
2024-01-14 10:00:00,-8.37,-0.0194,1705226400
2024-01-14 11:00:00,-10.82,-0.0252,1705230000
2024-01-14 12:00:00,-15.02,-0.0351,1705233600
2024-01-14 13:00:00,-9.4,-0.022,1705237200
2024-01-14 14:00:00,-14.22,-0.0332,1705240800
2024-01-14 15:00:00,-8.5,-0.0199,1705244400
2024-01-14 16:00:00,-8.88,-0.0207,1705248000
2024-01-14 17:00:00,-12.82,-0.0299,1705251600
2024-01-14 18:00:00,-12.01,-0.0279,1705255200
2024-01-14 19:00:00,-18.23,-0.0425,1705258800
2024-01-14 20:00:00,-22.87,-0.0536,1705262400
2024-01-14 21:00:00,-22.93,-0.0539,1705266000
2024-01-14 22:00:00,-30.66,-0.072,1705269600
2024-01-14 23:00:00,-21.07,-0.0498,1705273200
2024-01-15 00:00:00,-34.22,-0.082,1705276800
2024-01-15 01:00:00,-20.81,-0.0492,1705280400
2024-01-15 02:00:00,-22.63,-0.0535,1705284000
2024-01-15 03:00:00,-19.99,-0.0471,1705287600
2024-01-15 04:00:00,-13.26,-0.0312,1705291200
2024-01-15 05:00:00,-5.79,-0.0136,1705294800
2024-01-15 06:00:00,-12.04,-0.0282,1705298400
2024-01-15 07:00:00,-16.41,-0.0385,1705302000
2024-01-15 08:00:00,-24.76,-0.058,1705305600
2024-01-15 09:00:00,-38.34,-0.0898,1705309200
2024-01-15 10:00:00,-22.51,-0.0527,1705312800
2024-01-15 11:00:00,-28.37,-0.0667,1705316400
2024-01-15 12:00:00,-23.25,-0.0545,1705320000
2024-01-15 13:00:00,-19.99,-0.0469,1705323600
2024-01-15 14:00:00,-20.28,-0.0473,1705327200
2024-01-15 15:00:00,-22.37,-0.053,1705330800
2024-01-15 16:00:00,-29.68,-0.0702,1705334400
2024-01-15 17:00:00,-26.67,-0.0627,1705338000
2024-01-15 18:00:00,-26.9,-0.063,1705341600
2024-01-15 19:00:00,-36.8,-0.0855,1705345200
2024-01-15 20:00:00,-40.33,-0.0938,1705348800
2024-01-15 21:00:00,-30.13,-0.0701,1705352400
2024-01-15 22:00:00,-30.73,-0.0719,1705356000
2024-01-15 23:00:00,-37.99,-0.0891,1705359600
2024-01-16 00:00:00,-29.41,-0.0692,1705363200
2024-01-16 01:00:00,-34.03,-0.0799,1705366800
2024-01-16 02:00:00,-40.43,-0.0949,1705370400
2024-01-16 03:00:00,-38.92,-0.0911,1705374000
2024-01-16 04:00:00,-39.84,-0.0928,1705377600
2024-01-16 05:00:00,-44.61,-0.1042,1705381200
2024-01-16 06:00:00,-48.9,-0.1143,1705384800
2024-01-16 07:00:00,-40.59,-0.095,1705388400
2024-01-16 08:00:00,-47.16,-0.1102,1705392000
2024-01-16 09:00:00,-45.11,-0.1049,1705395600
2024-01-16 10:00:00,-49.76,-0.1159,1705399200
2024-01-16 11:00:00,-45.19,-0.1054,1705402800
2024-01-16 12:00:00,-37.59,-0.0876,1705406400
2024-01-16 13:00:00,-29.13,-0.0675,1705410000
2024-01-16 14:00:00,-34.23,-0.08,1705413600
2024-01-16 15:00:00,-19.84,-0.0465,1705417200
2024-01-16 16:00:00,-16.74,-0.0387,1705420800
2024-01-16 17:00:00,-4.14,-0.0096,1705424400
2024-01-16 18:00:00,-12.01,-0.0279,1705428000
2024-01-16 19:00:00,5.77,0.0134,1705431600
2024-01-16 20:00:00,-14.48,-0.0335,1705435200
2024-01-16 21:00:00,-30.02,-0.0695,1705438800
2024-01-16 22:00:00,-5.54,-0.0128,1705442400
2024-01-16 23:00:00,-5.98,-0.0138,1705446000
2024-01-17 00:00:00,-7.59,-0.0176,1705449600
2024-01-17 01:00:00,-8.57,-0.0199,1705453200
2024-01-17 02:00:00,-11.25,-0.0262,1705456800
2024-01-17 03:00:00,-18.4,-0.0428,1705460400
2024-01-17 04:00:00,-16.31,-0.0381,1705464000
2024-01-17 05:00:00,-30.53,-0.0712,1705467600
2024-01-17 06:00:00,-22.3,-0.0521,1705471200
2024-01-17 07:00:00,-16.23,-0.0379,1705474800
2024-01-17 08:00:00,-25.61,-0.06,1705478400
2024-01-17 09:00:00,-29.47,-0.069,1705482000
2024-01-17 10:00:00,-26.91,-0.0631,1705485600
2024-01-17 11:00:00,-30.33,-0.0708,1705489200
2024-01-17 12:00:00,-29.68,-0.0695,1705492800
2024-01-17 13:00:00,-41.51,-0.097,1705496400
2024-01-17 14:00:00,-31.99,-0.0751,1705500000
2024-01-17 15:00:00,-26.21,-0.0616,1705503600
2024-01-17 16:00:00,-32.37,-0.0762,1705507200
2024-01-17 17:00:00,-40.5,-0.0956,1705510800
2024-01-17 18:00:00,-39.12,-0.0923,1705514400
2024-01-17 19:00:00,-41.06,-0.0964,1705518000
2024-01-17 20:00:00,-45.9,-0.1077,1705521600
2024-01-17 21:00:00,-86.55,-0.2026,1705525200
2024-01-17 22:00:00,-38.78,-0.0909,1705528800
2024-01-17 23:00:00,-37.42,-0.0876,1705532400
2024-01-18 00:00:00,-38.41,-0.0898,1705536000
2024-01-18 01:00:00,-34.47,-0.0808,1705539600
2024-01-18 02:00:00,-33.37,-0.0784,1705543200
2024-01-18 03:00:00,-40.1,-0.094,1705546800
2024-01-18 04:00:00,-48.76,-0.1145,1705550400
2024-01-18 05:00:00,-40.02,-0.0938,1705554000
2024-01-18 06:00:00,-44.12,-0.1031,1705557600
2024-01-18 07:00:00,-55.99,-0.1308,1705561200
2024-01-18 08:00:00,-51.03,-0.1189,1705564800
2024-01-18 09:00:00,-53.05,-0.1241,1705568400
2024-01-18 10:00:00,-51.05,-0.1194,1705572000
2024-01-18 11:00:00,-53.46,-0.1259,1705575600
2024-01-18 12:00:00,-50.74,-0.1193,1705579200
2024-01-18 13:00:00,-40.64,-0.0958,1705582800
2024-01-18 14:00:00,-45.09,-0.1061,1705586400
2024-01-18 15:00:00,-45.78,-0.1071,1705590000
2024-01-18 16:00:00,-43.6,-0.1023,1705593600
2024-01-18 17:00:00,-63.93,-0.1524,1705597200
2024-01-18 18:00:00,-62.26,-0.1489,1705600800
2024-01-18 19:00:00,-58.97,-0.1421,1705604400
2024-01-18 20:00:00,-52.95,-0.1291,1705608000
2024-01-18 21:00:00,-163.84,-0.4012,1705611600
2024-01-18 22:00:00,-58.5,-0.1423,1705615200
2024-01-18 23:00:00,-39.14,-0.0946,1705618800
2024-01-19 00:00:00,-36.94,-0.0894,1705622400
2024-01-19 01:00:00,-41.23,-0.0999,1705626000
2024-01-19 02:00:00,-45.44,-0.1101,1705629600
2024-01-19 03:00:00,-55.43,-0.1348,1705633200
2024-01-19 04:00:00,-52.97,-0.129,1705636800
2024-01-19 05:00:00,-47.56,-0.1157,1705640400
2024-01-19 06:00:00,-43.06,-0.1045,1705644000
2024-01-19 07:00:00,-48.56,-0.1171,1705647600
2024-01-19 08:00:00,-71.86,-0.1741,1705651200
2024-01-19 09:00:00,-57.87,-0.1402,1705654800
2024-01-19 10:00:00,-56.85,-0.1373,1705658400
2024-01-19 11:00:00,-51.66,-0.1245,1705662000
2024-01-19 12:00:00,-54.91,-0.1324,1705665600
2024-01-19 13:00:00,-48.22,-0.1167,1705669200
2024-01-19 14:00:00,-43.13,-0.1042,1705672800
2024-01-19 15:00:00,-52.81,-0.1289,1705676400
2024-01-19 16:00:00,-47.48,-0.1161,1705680000
2024-01-19 17:00:00,-40.93,-0.1013,1705683600
2024-01-19 18:00:00,-60.85,-0.1476,1705687200
2024-01-19 19:00:00,-47.28,-0.1131,1705690800
2024-01-19 20:00:00,-45.94,-0.1099,1705694400
2024-01-19 21:00:00,-61.96,-0.1489,1705698000
2024-01-19 22:00:00,-37.6,-0.0903,1705701600
2024-01-19 23:00:00,-43.44,-0.1042,1705705200
2024-01-20 00:00:00,-35.09,-0.0842,1705708800
2024-01-20 01:00:00,-30.97,-0.0747,1705712400
2024-01-20 02:00:00,-31.87,-0.0765,1705716000
2024-01-20 03:00:00,-31.91,-0.0767,1705719600
2024-01-20 04:00:00,-30.14,-0.0724,1705723200
2024-01-20 05:00:00,-31.39,-0.0754,1705726800
2024-01-20 06:00:00,-25.34,-0.0609,1705730400
2024-01-20 07:00:00,-30.41,-0.073,1705734000
2024-01-20 08:00:00,-20.29,-0.0487,1705737600
2024-01-20 09:00:00,-25.53,-0.0614,1705741200
2024-01-20 10:00:00,-29.05,-0.07,1705744800
2024-01-20 11:00:00,-34.27,-0.0825,1705748400
2024-01-20 12:00:00,-23.08,-0.0555,1705752000
2024-01-20 13:00:00,-28.17,-0.0677,1705755600
2024-01-20 14:00:00,-25.32,-0.0608,1705759200
2024-01-20 15:00:00,-25.79,-0.0621,1705762800
2024-01-20 16:00:00,-28.65,-0.0689,1705766400
2024-01-20 17:00:00,-27.42,-0.066,1705770000
2024-01-20 18:00:00,-35.29,-0.0848,1705773600
2024-01-20 19:00:00,-26.09,-0.0627,1705777200
2024-01-20 20:00:00,-27.84,-0.0669,1705780800
2024-01-20 21:00:00,-29.28,-0.0701,1705784400
2024-01-20 22:00:00,-32.47,-0.0778,1705788000
2024-01-20 23:00:00,-32.88,-0.0787,1705791600
2024-01-21 00:00:00,-29.38,-0.0705,1705795200
2024-01-21 01:00:00,-25.5,-0.0612,1705798800
2024-01-21 02:00:00,-30.93,-0.0742,1705802400
2024-01-21 03:00:00,-20.82,-0.0499,1705806000
2024-01-21 04:00:00,-18.13,-0.0435,1705809600
2024-01-21 05:00:00,-18.22,-0.0437,1705813200
2024-01-21 06:00:00,-18.64,-0.0448,1705816800
2024-01-21 07:00:00,-17.45,-0.0419,1705820400
2024-01-21 08:00:00,-20.92,-0.0502,1705824000
2024-01-21 09:00:00,-22.96,-0.0551,1705827600
2024-01-21 10:00:00,-27.99,-0.067,1705831200
2024-01-21 11:00:00,-22.78,-0.0545,1705834800
2024-01-21 12:00:00,-22.08,-0.0529,1705838400
2024-01-21 13:00:00,-20.64,-0.0495,1705842000
2024-01-21 14:00:00,-27.7,-0.0662,1705845600
2024-01-21 15:00:00,-28.41,-0.068,1705849200
2024-01-21 16:00:00,-24.15,-0.058,1705852800
2024-01-21 17:00:00,-21.9,-0.0526,1705856400
2024-01-21 18:00:00,-22.85,-0.0548,1705860000
2024-01-21 19:00:00,-15.71,-0.0377,1705863600
2024-01-21 20:00:00,-14.4,-0.0345,1705867200
2024-01-21 21:00:00,-12.44,-0.0299,1705870800
