l,o,c,t,h,high,open,volume,close,low
0.00352045,0.00889837,0.01011005,1591747200,0.01150998,10015.99,9771.66,193628.149,9884.99,9681.21
-0.0070808,0.00983734,-0.0070808,1591833600,0.01461615,9970.1,9884.99,404046.613,9278.03,9055.07
-0.00940905,-0.00698948,0.00389615,1591920000,0.00799733,9550.0,9277.72,211611.34,9458.91,9238.0
-0.01343204,0.0047413,-0.00380916,1592006400,0.00721404,9497.85,9458.77,113449.075,9468.54,9340.0
0.00140993,0.00140993,0.00979525,1592092800,0.0105476,9477.0,9468.55,143978.523,9339.61,9240.97
-0.01250858,0.00909643,-0.00103091,1592179200,0.0157586,9490.83,9339.7,413865.727,9422.01,8888.43
-0.00240084,-0.00187076,-0.00212308,1592265600,0.01316964,9595.0,9422.01,225713.247,9519.12,9370.0
-0.00254388,0.0015926,0.00597015,1592352000,0.01017692,9569.0,9519.13,227477.39,9458.45,9231.03
0.00408881,0.0053359,0.00651912,1592438400,0.00993631,9483.85,9458.45,158349.247,9381.59,9272.41
0.00177463,0.00610273,0.0078835,1592524800,0.01065144,9453.0,9381.99,219510.059,9307.0,9239.0
0.00566377,0.00835215,0.00590904,1592611200,0.0097864,9394.29,9307.0,154462.29,9354.04,9165.0
0.00175106,0.00489461,0.00951318,1592697600,0.01239177,9420.47,9353.84,110599.558,9293.51,9279.0
0.00811581,0.00992968,0.01165628,1592784000,0.01207212,9795.0,9293.39,260561.647,9686.99,9273.0
0.00755957,0.01111819,0.00853226,1592870400,0.02314008,9723.23,9686.99,164673.499,9631.66,9585.0
-0.00270451,0.00929298,0.00213721,1592956800,0.01464788,9678.0,9631.65,300450.251,9298.4,9210.0
0.00202752,0.00202752,0.00731428,1593043200,0.00967679,9350.9,9298.78,272566.502,9246.75,9005.0
0.00546149,0.008121,0.00741782,1593129600,0.01244503,9297.16,9246.75,249348.67,9159.99,9038.52
-0.01729646,0.00683408,-0.00834247,1593216000,0.00919784,9195.75,9159.99,237840.165,9008.0,8816.4
-0.00701239,-0.00701239,0.00652218,1593302400,0.00736701,9188.0,9008.0,153842.891,9114.0,8932.68
0.00539095,0.00677285,0.00736481,1593388800,0.00904895,9233.0,9114.01,176660.525,9189.48,9022.0
-0.01108004,0.00762281,-0.00890262,1593475200,0.00954805,9205.0,9189.99,143469.832,9138.87,9063.97
-0.00004757,-0.00004757,0.00428603,1593561600,0.01097055,9293.0,9138.88,161642.185,9233.29,9090.0
-0.00845067,0.00709201,-0.0039768,1593648000,0.01003121,9262.99,9233.29,230747.519,9087.72,8936.0
-0.01031168,-0.00031208,-0.00653356,1593734400,0.00896477,9124.52,9087.72,96947.338,9057.52,9036.06
-0.00094754,-0.00094754,0.00894816,1593820800,0.00973878,9194.0,9058.07,100215.438,9137.18,9042.84
-0.00124025,0.00924384,0.00586076,1593907200,0.00924384,9146.35,9137.18,139545.566,9071.86,8900.0
0.00759809,0.00759809,0.00966206,1593993600,0.01056347,9379.0,9071.87,199643.828,9339.6,9058.1
0.00364748,0.00991404,0.00670048,1594080000,0.01020626,9380.0,9339.59,127833.975,9258.51,9201.23
0.00565087,0.00731651,0.00920418,1594166400,0.02342398,9470.0,9258.51,170243.001,9436.08,9233.47
0.00533073,0.00868445,0.00572449,1594252800,0.01185123,9440.81,9436.08,188355.856,9236.28,9164.33
0.00536556,0.00794711,0.00802723,1594339200,0.01099984,9317.24,9236.29,140849.874,9288.39,9121.42
0.00000786,0.00831191,0.00000786,1594425600,0.01013233,9301.74,9288.39,74976.521,9233.5,9178.91
0.00117724,0.00117724,0.01058412,1594512000,0.01061508,9349.0,9233.5,127841.882,9300.69,9155.0
0.00436932,0.01008627,0.00895729,1594598400,0.01204748,9345.0,9300.7,136117.659,9241.2,9200.0
0.00776632,0.0091539,0.00834544,1594684800,0.01172247,9279.0,9241.18,129704.278,9254.17,9116.0
0.00785396,0.0086054,0.00988858,1594771200,0.01337436,9272.56,9254.17,104107.708,9197.3,9156.0
0.00606155,0.00954704,0.00713026,1594857600,0.01162707,9223.0,9197.75,148089.45,9132.0,9044.02
-0.00737009,0.00833142,-0.00737009,1594944000,0.01151981,9187.0,9132.0,80940.584,9151.69,9087.0
-0.00385086,0.00214924,0.00400495,1595030400,0.00926109,9210.0,9151.7,63233.596,9171.8,9121.98
0.00319165,0.00577368,0.01070879,1595116800,0.01070879,9239.59,9171.79,75554.579,9210.51,9108.0
0.00622886,0.01033911,0.00747893,1595203200,0.01281023,9221.0,9210.68,72429.691,9161.13,9131.01
0.00224922,0.00750234,0.00807208,1595289600,0.01103098,9439.6,9161.28,179211.347,9388.01,9152.62
-0.00388294,0.00820542,0.00444106,1595376000,0.01115055,9543.0,9388.0,126598.902,9518.25,9272.0
0.0023037,0.00393802,0.0045141,1595462400,0.01489493,9678.32,9518.25,166990.147,9604.41,9439.86
-0.00437042,0.00317962,0.00941078,1595548800,0.01196899,9650.0,9604.41,133975.068,9539.7,9470.0
0.00650315,0.00864228,0.0122128,1595635200,0.01424098,9735.1,9539.7,133377.589,9701.49,9526.31
0.0105958,0.01134742,0.02220136,1595721600,0.06823189,10300.0,9701.54,261998.786,9939.69,9655.2
0.0193699,0.0193699,0.04382808,1595808000,0.08842842,11488.0,9939.68,744752.4,11047.58,9928.61
0.03416067,0.0691994,0.03416067,1595894400,0.10517141,11270.0,11047.58,499486.679,10919.94,10580.0
0.02535476,0.03433175,0.02762626,1595980800,0.07922116,11364.8,10919.94,356188.761,11113.03,10844.34
0.0225609,0.02678943,0.05110144,1596067200,0.07831286,11195.52,11113.01,230327.988,11111.96,10826.55
0.01308207,0.05819289,0.02601799,1596153600,0.05939334,11450.42,11111.97,307399.731,11343.68,10971.78
0.02015555,0.0302894,0.08258409,1596240000,0.08258409,11887.45,11343.67,386322.642,11811.42,11201.0
0.01500298,0.0716174,0.01546266,1596326400,0.08048809,12154.25,11811.43,492803.351,11079.72,10490.0
0.0141806,0.01831076,0.0141806,1596412800,0.04980508,11483.0,11080.7,238654.591,11227.07,10923.0
0.01158883,0.01356431,0.01158883,1596499200,0.03007771,11427.38,11227.07,200044.934,11200.05,11025.0
0.01079363,0.01079363,0.01705354,1596585600,0.0185125,11798.56,11200.06,263510.011,11752.5,11103.0
0.01409505,0.01818739,0.01409505,1596672000,0.01958504,11916.02,11752.5,236459.595,11770.56,11571.78
-0.01676426,0.01379125,-0.01269364,1596758400,0.01581462,11920.0,11769.97,273935.127,11596.06,11318.93
-0.00867491,-0.00867491,0.01375781,1596844800,0.01375781,11819.0,11596.26,154707.303,11765.72,11513.69
0.00964217,0.0122707,0.01004259,1596931200,0.02020492,11811.0,11765.72,125463.463,11685.99,11526.9
0.00970874,0.00970874,0.01493889,1597017600,0.07747275,12100.0,11685.99,290418.014,11896.89,11384.9
0.01043397,0.01298572,0.01043397,1597104000,0.03103691,11944.0,11896.86,336861.638,11392.64,11127.0
0.0089462,0.01005626,0.01133014,1597190400,0.0118864,11630.0,11392.64,213799.491,11568.36,11140.0
0.009777,0.01119229,0.01333333,1597276800,0.01590692,11798.0,11568.37,248214.725,11790.0,11272.0
0.01079542,0.01751582,0.01096895,1597363200,0.0425214,11868.42,11790.0,159019.959,11767.89,11644.6
0.00999325,0.00999325,0.02031251,1597449600,0.04129972,11993.58,11767.89,222262.987,11859.04,11682.0
0.01274025,0.01918687,0.01905454,1597536000,0.05210491,11945.0,11858.91,165733.721,11921.23,11688.0
0.01859151,0.02255915,0.05665088,1597622400,0.09732816,12499.42,11921.32,331435.112,12298.06,11780.0
0.02789208,0.05176224,0.02789208,1597708800,0.05673482,12403.0,12298.06,291349.888,11960.79,11810.0
0.01324203,0.02609137,0.01530819,1597795200,0.03309603,12037.05,11962.03,313267.066,11763.87,11574.78
0.00844836,0.01696522,0.00923794,1597881600,0.018522,11888.0,11763.88,130981.044,11857.92,11676.03
0.00948266,0.00948266,0.01377347,1597968000,0.02978492,11882.68,11858.53,195106.536,11538.53,11491.0
0.00879003,0.01367102,0.00905406,1598054400,0.01770818,11689.08,11538.53,126696.73,11670.47,11385.06
0.00913733,0.00913733,0.01075946,1598140800,0.01239781,11724.0,11670.48,95608.033,11654.0,11522.15
0.00925026,0.01034484,0.00996953,1598227200,0.01209871,11831.96,11654.0,108781.125,11753.3,11595.0
0.0023047,0.00943275,0.0023047,1598313600,0.01846816,11770.0,11753.29,267234.771,11327.17,11130.0
0.00065883,0.00065883,0.00896121,1598400000,0.01340597,11548.68,11327.18,170305.024,11466.22,11255.95
0.00854694,0.00890731,0.00889635,1598486400,0.01771904,11593.0,11466.22,253778.342,11335.53,11130.82
0.00775474,0.01111479,0.00832407,1598572800,0.01288991,11544.88,11335.83,129477.627,11526.85,11283.19
0.008055,0.008055,0.00943505,1598659200,0.01139975,11582.0,11526.85,83715.229,11466.66,11419.34
0.00987508,0.00987508,0.01226498,1598745600,0.01500008,11724.12,11466.27,113266.672,11714.14,11457.88
0.01025062,0.01362587,0.01040801,1598832000,0.01632676,11784.21,11714.13,127272.378,11658.11,11575.78
0.01027304,0.01027304,0.03218749,1598918400,0.04221825,12061.07,11658.11,211680.828,11930.18,11531.34
0.01241133,0.03634079,0.01241133,1599004800,0.04440571,11961.0,11930.17,280411.964,11396.96,11156.0
-0.02026442,0.01125666,-0.01536588,1599091200,0.01456051,11475.0,11396.44,487812.737,10141.08,9901.16
