start_time,coinbase_premium_gap,coinbase_premium_index,mean,std,z-score
2021-01-01 00:00:00,1.62,0.2206874,0.0,0.0,0.0
2021-01-01 01:00:00,1.46,0.19511413,0.0,0.0,0.0
2021-01-01 02:00:00,1.48,0.19890869,0.0,0.0,0.0
2021-01-01 03:00:00,1.35,0.18125185,0.0,0.0,0.0
2021-01-01 04:00:00,1.28,0.17243934,0.0,0.0,0.0
2021-01-01 05:00:00,1.37,0.18497266,0.0,0.0,0.0
2021-01-01 06:00:00,1.09,0.14730327,0.0,0.0,0.0
2021-01-01 07:00:00,1.06,0.1437522,0.0,0.0,0.0
2021-01-01 08:00:00,1.5,0.20545975,0.0,0.0,0.0
2021-01-01 09:00:00,1.52,0.20717479,0.0,0.0,0.0
2021-01-01 10:00:00,1.45,0.19679429,0.0,0.0,0.0
2021-01-01 11:00:00,1.86,0.25174257,0.0,0.0,0.0
2021-01-01 12:00:00,1.6,0.21822447,0.0,0.0,0.0
2021-01-01 13:00:00,2.17,0.29321154,0.0,0.0,0.0
2021-01-01 14:00:00,1.86,0.25203252,0.0,0.0,0.0
2021-01-01 15:00:00,1.88,0.25564666,0.0,0.0,0.0
2021-01-01 16:00:00,1.82,0.24733974,0.0,0.0,0.0
2021-01-01 17:00:00,2.32,0.31870759,0.0,0.0,0.0
2021-01-01 18:00:00,1.39,0.19182998,0.0,0.0,0.0
2021-01-01 19:00:00,2.11,0.29089806,0.0,0.0,0.0
2021-01-01 20:00:00,2.39,0.32763064,0.0,0.0,0.0
2021-01-01 21:00:00,1.95,0.26777254,0.0,0.0,0.0
2021-01-01 22:00:00,2.07,0.28398957,0.0,0.0,0.0
2021-01-01 23:00:00,2.08,0.28535759,0.0,0.0,0.0
2021-01-02 00:00:00,1.9,0.26392555,0.0,0.0,0.0
2021-01-02 01:00:00,1.83,0.25089802,0.0,0.0,0.0
2021-01-02 02:00:00,2.21,0.30297214,0.0,0.0,0.0
2021-01-02 03:00:00,1.91,0.26150413,0.0,0.0,0.0
2021-01-02 04:00:00,2.25,0.30845157,0.0,0.0,0.0
2021-01-02 05:00:00,2.63,0.35929453,0.0,0.0,0.0
2021-01-02 06:00:00,1.5,0.20351677,0.0,0.0,0.0
2021-01-02 07:00:00,2.01,0.27342475,0.0,0.0,0.0
2021-01-02 08:00:00,2.08,0.28344053,0.0,0.0,0.0
2021-01-02 09:00:00,1.68,0.23159317,0.0,0.0,0.0
2021-01-02 10:00:00,1.6,0.21963842,0.0,0.0,0.0
2021-01-02 11:00:00,1.9,0.26038098,0.0,0.0,0.0
2021-01-02 12:00:00,0.9,0.1196204,0.0,0.0,0.0
2021-01-02 13:00:00,1.34,0.17385212,0.0,0.0,0.0
2021-01-02 14:00:00,1.48,0.19449628,0.0,0.0,0.0
2021-01-02 15:00:00,2.43,0.31622919,0.0,0.0,0.0
2021-01-02 16:00:00,2.07,0.26472619,0.0,0.0,0.0
2021-01-02 17:00:00,1.98,0.25422423,0.0,0.0,0.0
2021-01-02 18:00:00,1.52,0.1948693,0.0,0.0,0.0
2021-01-02 19:00:00,1.95,0.24847411,0.0,0.0,0.0
2021-01-02 20:00:00,2.35,0.31062058,0.0,0.0,0.0
2021-01-02 21:00:00,0.47,0.06112231,0.0,0.0,0.0
2021-01-02 22:00:00,0.66,0.08547119,0.0,0.0,0.0
2021-01-02 23:00:00,0.74,0.09553811,0.0,0.0,0.0
2021-01-03 00:00:00,0.78,0.10054008,0.0,0.0,0.0
2021-01-03 01:00:00,0.81,0.10425113,0.0,0.0,0.0
2021-01-03 02:00:00,1.17,0.15020412,0.0,0.0,0.0
2021-01-03 03:00:00,1.51,0.19550216,0.0,0.0,0.0
2021-01-03 04:00:00,1.59,0.20452528,0.0,0.0,0.0
2021-01-03 05:00:00,0.9,0.11444266,0.0,0.0,0.0
2021-01-03 06:00:00,1.33,0.16625831,0.0,0.0,0.0
2021-01-03 07:00:00,1.02,0.12753507,0.0,0.0,0.0
2021-01-03 08:00:00,0.41,0.05013696,0.0,0.0,0.0
2021-01-03 09:00:00,1.02,0.12462582,0.0,0.0,0.0
2021-01-03 10:00:00,0.36,0.04359831,0.0,0.0,0.0
2021-01-03 11:00:00,0.97,0.11690127,0.0,0.0,0.0
2021-01-03 12:00:00,1.22,0.14672808,0.0,0.0,0.0
2021-01-03 13:00:00,0.94,0.10752565,0.0,0.0,0.0
2021-01-03 14:00:00,2.84,0.31127381,0.0,0.0,0.0
2021-01-03 15:00:00,1.51,0.1645382,0.0,0.0,0.0
2021-01-03 16:00:00,-0.38,-0.04063041,0.0,0.0,0.0
2021-01-03 17:00:00,1.68,0.17957543,0.0,0.0,0.0
2021-01-03 18:00:00,0.23,0.02506703,0.0,0.0,0.0
2021-01-03 19:00:00,-0.29,-0.0314694,0.0,0.0,0.0
2021-01-03 20:00:00,1.37,0.14476368,0.0,0.0,0.0
2021-01-03 21:00:00,1.6,0.16846184,0.0,0.0,0.0
2021-01-03 22:00:00,1.94,0.19565327,0.0,0.0,0.0
2021-01-03 23:00:00,2.16,0.22079568,0.0,0.0,0.0
2021-01-04 00:00:00,2.41,0.24697684,0.0,0.0,0.0
2021-01-04 01:00:00,1.21,0.12513444,0.0,0.0,0.0
2021-01-04 02:00:00,1.77,0.18072474,0.0,0.0,0.0
2021-01-04 03:00:00,1.93,0.18895448,0.0,0.0,0.0
2021-01-04 04:00:00,2.31,0.22477595,0.0,0.0,0.0
2021-01-04 05:00:00,4.17,0.38462248,0.0,0.0,0.0
2021-01-04 06:00:00,4.85,0.43891403,0.0,0.0,0.0
2021-01-04 07:00:00,1.88,0.18002317,0.0,0.0,0.0
2021-01-04 08:00:00,-0.46,-0.04498162,0.0,0.0,0.0
2021-01-04 09:00:00,-1.34,-0.13813294,0.0,0.0,0.0
2021-01-04 10:00:00,0.18,0.01865188,0.0,0.0,0.0
2021-01-04 11:00:00,0.04,0.004095,0.0,0.0,0.0
2021-01-04 12:00:00,0.51,0.0500255,0.0,0.0,0.0
2021-01-04 13:00:00,0.95,0.09388094,0.0,0.0,0.0
2021-01-04 14:00:00,2.05,0.19650132,0.0,0.0,0.0
2021-01-04 15:00:00,1.27,0.12211421,0.0,0.0,0.0
2021-01-04 16:00:00,0.83,0.08216601,0.0,0.0,0.0
2021-01-04 17:00:00,0.02,0.00200106,0.0,0.0,0.0
2021-01-04 18:00:00,0.38,0.03743142,0.0,0.0,0.0
2021-01-04 19:00:00,1.21,0.11609165,0.0,0.0,0.0
2021-01-04 20:00:00,0.89,0.08728143,0.0,0.0,0.0
2021-01-04 21:00:00,1.7,0.16895417,0.0,0.0,0.0
2021-01-04 22:00:00,1.1,0.10861837,0.0,0.0,0.0
2021-01-04 23:00:00,0.95,0.09122073,0.0,0.0,0.0
2021-01-05 00:00:00,1.16,0.10593317,0.0,0.0,0.0
2021-01-05 01:00:00,0.81,0.07267703,0.0,0.0,0.0
2021-01-05 02:00:00,1.59,0.14743382,0.0,0.0,0.0
2021-01-05 03:00:00,0.41,0.04092797,0.0,0.0,0.0
2021-01-05 04:00:00,0.53,0.05278359,0.0,0.0,0.0
2021-01-05 05:00:00,0.51,0.051524,0.0,0.0,0.0
2021-01-05 06:00:00,1.04,0.10244791,0.0,0.0,0.0
2021-01-05 07:00:00,0.24,0.02391748,0.0,0.0,0.0
2021-01-05 08:00:00,0.96,0.09347887,0.0,0.0,0.0
2021-01-05 09:00:00,1.27,0.12260462,0.0,0.0,0.0
2021-01-05 10:00:00,0.36,0.0350089,0.0,0.0,0.0
2021-01-05 11:00:00,1.35,0.12953244,0.0,0.0,0.0
2021-01-05 12:00:00,1.25,0.12147834,0.0,0.0,0.0
2021-01-05 13:00:00,1.18,0.11528504,0.0,0.0,0.0
2021-01-05 14:00:00,1.87,0.17845214,0.0,0.0,0.0
2021-01-05 15:00:00,1.82,0.17286906,0.0,0.0,0.0
2021-01-05 16:00:00,2.02,0.18952188,0.0,0.0,0.0
2021-01-05 17:00:00,2.37,0.21909349,0.0,0.0,0.0
2021-01-05 18:00:00,2.99,0.27839851,0.0,0.0,0.0
2021-01-05 19:00:00,3.67,0.33475322,0.0,0.0,0.0
2021-01-05 20:00:00,3.21,0.29208637,0.0,0.0,0.0
2021-01-05 21:00:00,3.9,0.36041031,0.0,0.0,0.0
2021-01-05 22:00:00,4.15,0.37454198,0.0,0.0,0.0
2021-01-05 23:00:00,4.17,0.37924261,0.0,0.0,0.0
2021-01-06 00:00:00,2.19,0.20256021,0.0,0.0,0.0
2021-01-06 01:00:00,2.44,0.22765017,0.0,0.0,0.0
2021-01-06 02:00:00,2.59,0.24039131,0.0,0.0,0.0
2021-01-06 03:00:00,3.39,0.31520516,0.0,0.0,0.0
2021-01-06 04:00:00,4.91,0.43871798,0.0,0.0,0.0
2021-01-06 05:00:00,4.27,0.38754413,0.0,0.0,0.0
2021-01-06 06:00:00,3.87,0.34764018,0.0,0.0,0.0
2021-01-06 07:00:00,2.96,0.26748841,0.0,0.0,0.0
2021-01-06 08:00:00,1.59,0.14314523,0.0,0.0,0.0
2021-01-06 09:00:00,3.48,0.31664574,0.0,0.0,0.0
2021-01-06 10:00:00,2.85,0.2556627,0.0,0.0,0.0
2021-01-06 11:00:00,4.16,0.36114873,0.0,0.0,0.0
2021-01-06 12:00:00,4.1,0.35851383,0.0,0.0,0.0
2021-01-06 13:00:00,3.41,0.30044318,0.0,0.0,0.0
2021-01-06 14:00:00,4.48,0.39528482,0.0,0.0,0.0
2021-01-06 15:00:00,3.32,0.2902377,0.0,0.0,0.0
2021-01-06 16:00:00,3.32,0.28301565,0.0,0.0,0.0
2021-01-06 17:00:00,4.2,0.35227511,0.0,0.0,0.0
2021-01-06 18:00:00,3.98,0.33395425,0.0,0.0,0.0
2021-01-06 19:00:00,2.49,0.21451093,0.0,0.0,0.0
2021-01-06 20:00:00,4.03,0.33663002,0.0,0.0,0.0
2021-01-06 21:00:00,2.95,0.24973334,0.0,0.0,0.0
2021-01-06 22:00:00,3.42,0.29032997,0.0,0.0,0.0
2021-01-06 23:00:00,3.6,0.29790967,0.0,0.0,0.0
2021-01-07 00:00:00,3.63,0.30255043,0.0,0.0,0.0
2021-01-07 01:00:00,3.99,0.33246675,0.0,0.0,0.0
2021-01-07 02:00:00,3.93,0.32844977,0.0,0.0,0.0
2021-01-07 03:00:00,5.11,0.42121055,0.0,0.0,0.0
2021-01-07 04:00:00,4.96,0.40977512,0.0,0.0,0.0
2021-01-07 05:00:00,6.08,0.5036156,0.0,0.0,0.0
2021-01-07 06:00:00,3.75,0.3128363,0.0,0.0,0.0
2021-01-07 07:00:00,1.78,0.15005775,0.0,0.0,0.0
2021-01-07 08:00:00,1.56,0.13045987,0.0,0.0,0.0
2021-01-07 09:00:00,1.8,0.14938255,0.0,0.0,0.0
2021-01-07 10:00:00,1.4,0.1182922,0.0,0.0,0.0
2021-01-07 11:00:00,1.76,0.14652991,0.0,0.0,0.0
