start_time,addresses_count_inflow,addresses_count_outflow,date
2023-03-26,21409,17507,2023-03-26
2023-03-27,25139,24444,2023-03-27
2023-03-28,24796,23825,2023-03-28
2023-03-29,26433,26857,2023-03-29
2023-03-30,26743,23112,2023-03-30
2023-03-31,27935,23829,2023-03-31
2023-04-01,26333,22927,2023-04-01
2023-04-02,22779,23423,2023-04-02
2023-04-03,25413,17621,2023-04-03
2023-04-04,29070,30985,2023-04-04
2023-04-05,27812,25502,2023-04-05
2023-04-06,26706,25985,2023-04-06
2023-04-07,26808,23783,2023-04-07
2023-04-08,23939,11802,2023-04-08
2023-04-09,20549,30365,2023-04-09
2023-04-10,25196,17083,2023-04-10
2023-04-11,29594,30532,2023-04-11
2023-04-12,26286,24750,2023-04-12
2023-04-13,26903,25148,2023-04-13
2023-04-14,29158,26933,2023-04-14
2023-04-15,24615,20403,2023-04-15
2023-04-16,21842,12643,2023-04-16
2023-04-17,26302,31582,2023-04-17
2023-04-18,26335,29205,2023-04-18
2023-04-19,26194,30276,2023-04-19
2023-04-20,26573,30045,2023-04-20
2023-04-21,26958,26159,2023-04-21
2023-04-22,23022,20772,2023-04-22
2023-04-23,20220,16831,2023-04-23
2023-04-24,23693,23445,2023-04-24
2023-04-25,25039,23876,2023-04-25
2023-04-26,26215,11184,2023-04-26
2023-04-27,25688,27243,2023-04-27
2023-04-28,28032,23970,2023-04-28
2023-04-29,23962,30584,2023-04-29
2023-04-30,22295,11249,2023-04-30
2023-05-01,25646,24986,2023-05-01
2023-05-02,24202,10146,2023-05-02
2023-05-03,27305,8456,2023-05-03
2023-05-04,26013,39122,2023-05-04
2023-05-05,26272,4319,2023-05-05
2023-05-06,24050,177,2023-05-06
2023-05-07,17782,12,2023-05-07
2023-05-08,21770,12,2023-05-08
2023-05-09,23877,30,2023-05-09
2023-05-10,25064,1149,2023-05-10
2023-05-11,24195,1257,2023-05-11
2023-05-12,25169,3526,2023-05-12
2023-05-13,21805,3332,2023-05-13
2023-05-14,19730,26426,2023-05-14
2023-05-15,22767,2957,2023-05-15
2023-05-16,23739,3128,2023-05-16
2023-05-17,24097,10326,2023-05-17
2023-05-18,22940,25752,2023-05-18
2023-05-19,25000,8911,2023-05-19
2023-05-20,21088,25180,2023-05-20
2023-05-21,19909,21444,2023-05-21
2023-05-22,22087,8239,2023-05-22
2023-05-23,23056,9415,2023-05-23
2023-05-24,23256,9405,2023-05-24
2023-05-25,23635,9096,2023-05-25
2023-05-26,25200,10060,2023-05-26
2023-05-27,22180,14290,2023-05-27
2023-05-28,19705,45006,2023-05-28
2023-05-29,21555,25126,2023-05-29
2023-05-30,22921,23132,2023-05-30
2023-05-31,23844,39065,2023-05-31
2023-06-01,26361,31571,2023-06-01
2023-06-02,26752,31721,2023-06-02
2023-06-03,23240,24973,2023-06-03
2023-06-04,20016,44775,2023-06-04
2023-06-05,22788,52874,2023-06-05
2023-06-06,23277,32697,2023-06-06
2023-06-07,25733,10781,2023-06-07
2023-06-08,24312,47389,2023-06-08
2023-06-09,24804,53835,2023-06-09
2023-06-10,23455,27797,2023-06-10
2023-06-11,18470,16548,2023-06-11
2023-06-12,21767,21894,2023-06-12
2023-06-13,23421,22741,2023-06-13
2023-06-14,22835,22146,2023-06-14
2023-06-15,23603,22990,2023-06-15
2023-06-16,25489,21528,2023-06-16
2023-06-17,21718,24245,2023-06-17
2023-06-18,18643,15522,2023-06-18
2023-06-19,20633,18854,2023-06-19
2023-06-20,23010,18012,2023-06-20
2023-06-21,26470,26144,2023-06-21
2023-06-22,26014,28434,2023-06-22
2023-06-23,25691,15898,2023-06-23
2023-06-24,22593,28484,2023-06-24
2023-06-25,19653,17390,2023-06-25
2023-06-26,23057,22894,2023-06-26
2023-06-27,23065,22926,2023-06-27
2023-06-28,22020,16132,2023-06-28
2023-06-29,24192,25517,2023-06-29
2023-06-30,27289,27262,2023-06-30
2023-07-01,23945,20508,2023-07-01
2023-07-02,19948,19004,2023-07-02
2023-07-03,24597,24305,2023-07-03
2023-07-04,23082,23252,2023-07-04
2023-07-05,23126,20495,2023-07-05
2023-07-06,24138,23214,2023-07-06
2023-07-07,24988,24200,2023-07-07
2023-07-08,21209,19711,2023-07-08
2023-07-09,18490,14724,2023-07-09
2023-07-10,22296,23492,2023-07-10
2023-07-11,22360,20762,2023-07-11
2023-07-12,23383,22673,2023-07-12
2023-07-13,23996,23788,2023-07-13
2023-07-14,26351,24437,2023-07-14
2023-07-15,21204,18392,2023-07-15
2023-07-16,19148,15326,2023-07-16
2023-07-17,21733,23463,2023-07-17
2023-07-18,22639,20534,2023-07-18
2023-07-19,22247,21192,2023-07-19
2023-07-20,23665,22233,2023-07-20
2023-07-21,24001,21996,2023-07-21
2023-07-22,20259,16679,2023-07-22
2023-07-23,18596,17233,2023-07-23
2023-07-24,21282,22235,2023-07-24
2023-07-25,22117,21241,2023-07-25
2023-07-26,22571,20586,2023-07-26
2023-07-27,23215,21841,2023-07-27
2023-07-28,23692,22276,2023-07-28
2023-07-29,20987,19410,2023-07-29
2023-07-30,19035,16722,2023-07-30
2023-07-31,22336,21964,2023-07-31
2023-08-01,25062,23777,2023-08-01
2023-08-02,23754,24003,2023-08-02
2023-08-03,24363,22271,2023-08-03
2023-08-04,23921,20518,2023-08-04
2023-08-05,22464,22809,2023-08-05
2023-08-06,18364,17180,2023-08-06
2023-08-07,21596,18302,2023-08-07
2023-08-08,22396,23757,2023-08-08
2023-08-09,22731,21350,2023-08-09
2023-08-10,22526,20944,2023-08-10
2023-08-11,23670,22647,2023-08-11
2023-08-12,20807,17300,2023-08-12
2023-08-13,17948,14451,2023-08-13
2023-08-14,21262,22316,2023-08-14
2023-08-15,22163,20162,2023-08-15
2023-08-16,23269,23041,2023-08-16
2023-08-17,23851,22561,2023-08-17
2023-08-18,24762,24525,2023-08-18
2023-08-19,20546,18618,2023-08-19
2023-08-20,17669,13728,2023-08-20
2023-08-21,20867,22026,2023-08-21
2023-08-22,21657,21067,2023-08-22
2023-08-23,21153,18777,2023-08-23
2023-08-24,21864,21271,2023-08-24
2023-08-25,23730,22477,2023-08-25
2023-08-26,20279,17439,2023-08-26
2023-08-27,17270,14019,2023-08-27
2023-08-28,20760,20966,2023-08-28
2023-08-29,22879,22638,2023-08-29
2023-08-30,22829,18461,2023-08-30
2023-08-31,36360,24774,2023-08-31
2023-09-01,26243,26495,2023-09-01
2023-09-02,22610,19554,2023-09-02
2023-09-03,18263,14659,2023-09-03
2023-09-04,20303,19003,2023-09-04
2023-09-05,21020,20536,2023-09-05
2023-09-06,21831,20530,2023-09-06
2023-09-07,21530,19816,2023-09-07
2023-09-08,23487,11446,2023-09-08
2023-09-09,20884,2235,2023-09-09
2023-09-10,17951,1153,2023-09-10
2023-09-11,21152,44052,2023-09-11
2023-09-12,21730,21815,2023-09-12
2023-09-13,21732,20061,2023-09-13
2023-09-14,22065,20675,2023-09-14
2023-09-15,24250,21159,2023-09-15
2023-09-16,20565,18043,2023-09-16
2023-09-17,17297,11954,2023-09-17
2023-09-18,19824,7445,2023-09-18
2023-09-19,22037,15959,2023-09-19
2023-09-20,36175,14353,2023-09-20
2023-09-21,26718,27377,2023-09-21
2023-09-22,23106,25303,2023-09-22
2023-09-23,20059,18443,2023-09-23
2023-09-24,18134,29607,2023-09-24
2023-09-25,21928,22158,2023-09-25
2023-09-26,21801,22654,2023-09-26
2023-09-27,21695,19376,2023-09-27
2023-09-28,22245,22475,2023-09-28
2023-09-29,24545,22081,2023-09-29
2023-09-30,21980,18737,2023-09-30
2023-10-01,19510,17856,2023-10-01
2023-10-02,23496,26711,2023-10-02
2023-10-03,22363,17756,2023-10-03
2023-10-04,22110,22166,2023-10-04
2023-10-05,22770,20379,2023-10-05
2023-10-06,23479,22997,2023-10-06
2023-10-07,20231,16799,2023-10-07
2023-10-08,17252,15101,2023-10-08
2023-10-09,19216,19567,2023-10-09
2023-10-10,20876,16397,2023-10-10
2023-10-11,20832,20225,2023-10-11
2023-10-12,20908,22860,2023-10-12
2023-10-13,22663,22339,2023-10-13
2023-10-14,19582,17070,2023-10-14
2023-10-15,17572,14536,2023-10-15
2023-10-16,21634,22880,2023-10-16
2023-10-17,21364,20927,2023-10-17
2023-10-18,20676,19663,2023-10-18
2023-10-19,21096,19780,2023-10-19
2023-10-20,24263,20976,2023-10-20
2023-10-21,20276,18503,2023-10-21
2023-10-22,17418,16211,2023-10-22
2023-10-23,21534,21724,2023-10-23
2023-10-24,24778,21629,2023-10-24
2023-10-25,22420,17200,2023-10-25
2023-10-26,22368,24454,2023-10-26
2023-10-27,22970,21328,2023-10-27
2023-10-28,19781,18105,2023-10-28
2023-10-29,17530,12915,2023-10-29
2023-10-30,20168,17922,2023-10-30
2023-10-31,21703,22036,2023-10-31
2023-11-01,23059,20392,2023-11-01
2023-11-02,24015,23016,2023-11-02
2023-11-03,23058,14756,2023-11-03
2023-11-04,21015,16609,2023-11-04
2023-11-05,18717,16462,2023-11-05
2023-11-06,20205,10361,2023-11-06
2023-11-07,22040,20757,2023-11-07
2023-11-08,21121,13886,2023-11-08
2023-11-09,22897,18249,2023-11-09
2023-11-10,24433,21204,2023-11-10
2023-11-11,19971,15801,2023-11-11
2023-11-12,16278,9415,2023-11-12
2023-11-13,19548,12913,2023-11-13
2023-11-14,20382,16578,2023-11-14
2023-11-15,19393,10207,2023-11-15
2023-11-16,20215,2035,2023-11-16
2023-11-17,22931,30263,2023-11-17
2023-11-18,18187,13839,2023-11-18
2023-11-19,16174,12686,2023-11-19
2023-11-20,18929,12598,2023-11-20
2023-11-21,20267,13590,2023-11-21
2023-11-22,20103,7698,2023-11-22
2023-11-23,19315,9893,2023-11-23
2023-11-24,21346,10783,2023-11-24
2023-11-25,17971,7680,2023-11-25
2023-11-26,15442,6695,2023-11-26
2023-11-27,17889,7726,2023-11-27
2023-11-28,20580,9959,2023-11-28
2023-11-29,20249,9350,2023-11-29
2023-11-30,20709,9998,2023-11-30
2023-12-01,24756,12719,2023-12-01
2023-12-02,19698,9515,2023-12-02
2023-12-03,18307,8072,2023-12-03
2023-12-04,22916,12073,2023-12-04
2023-12-05,20176,6908,2023-12-05
2023-12-06,22952,15588,2023-12-06
2023-12-07,21407,5683,2023-12-07
2023-12-08,22181,14089,2023-12-08
2023-12-09,19641,8975,2023-12-09
2023-12-10,16385,6888,2023-12-10
2023-12-11,19807,9723,2023-12-11
2023-12-12,21339,8056,2023-12-12
2023-12-13,19020,8999,2023-12-13
2023-12-14,18704,9663,2023-12-14
2023-12-15,21230,9939,2023-12-15
2023-12-16,17079,3142,2023-12-16
2023-12-17,16278,12213,2023-12-17
2023-12-18,19645,8279,2023-12-18
2023-12-19,18864,4612,2023-12-19
2023-12-20,19001,5419,2023-12-20
2023-12-21,19495,3951,2023-12-21
2023-12-22,22683,21321,2023-12-22
2023-12-23,19006,7243,2023-12-23
2023-12-24,16480,7318,2023-12-24
2023-12-25,14030,5846,2023-12-25
2023-12-26,16249,6248,2023-12-26
2023-12-27,16333,6905,2023-12-27
2023-12-28,18920,9544,2023-12-28
2023-12-29,19620,7278,2023-12-29
2023-12-30,16845,7523,2023-12-30
2023-12-31,14897,2689,2023-12-31
2024-01-01,15324,10059,2024-01-01
2024-01-02,18297,9500,2024-01-02
2024-01-03,18929,9305,2024-01-03
2024-01-04,18899,10238,2024-01-04
2024-01-05,19606,8371,2024-01-05
2024-01-06,16609,8053,2024-01-06
2024-01-07,14550,4885,2024-01-07
2024-01-08,17054,9954,2024-01-08
2024-01-09,18850,9281,2024-01-09
2024-01-10,18212,8056,2024-01-10
2024-01-11,18985,9182,2024-01-11
2024-01-12,18866,8150,2024-01-12
2024-01-13,14962,5033,2024-01-13
2024-01-14,13137,4160,2024-01-14
2024-01-15,15659,5451,2024-01-15
2024-01-16,14859,7117,2024-01-16
2024-01-17,16799,7426,2024-01-17
2024-01-18,16836,8629,2024-01-18
2024-01-19,17998,8888,2024-01-19
2024-01-20,15097,3677,2024-01-20
2024-01-21,13128,7523,2024-01-21
2024-01-22,15125,6236,2024-01-22
2024-01-23,16394,8541,2024-01-23
2024-01-24,16050,14324,2024-01-24
2024-01-25,16256,47209,2024-01-25
2024-01-26,17603,29869,2024-01-26
2024-01-27,15529,23011,2024-01-27
2024-01-28,12979,6823,2024-01-28
2024-01-29,15062,7332,2024-01-29
2024-01-30,16465,7018,2024-01-30
2024-01-31,17119,16601,2024-01-31
2024-02-01,18311,41216,2024-02-01
2024-02-02,19568,70264,2024-02-02
2024-02-03,14578,30301,2024-02-03
2024-02-04,13339,55438,2024-02-04
2024-02-05,15220,7293,2024-02-05
2024-02-06,16016,6576,2024-02-06
2024-02-07,15290,51121,2024-02-07
2024-02-08,16365,17457,2024-02-08
2024-02-09,18957,14804,2024-02-09
2024-02-10,15985,26744,2024-02-10
2024-02-11,13519,10666,2024-02-11
2024-02-12,16241,18361,2024-02-12
2024-02-13,16085,12056,2024-02-13
2024-02-14,17272,7749,2024-02-14
2024-02-15,17370,22543,2024-02-15
2024-02-16,17639,12423,2024-02-16
2024-02-17,14245,14311,2024-02-17
2024-02-18,12475,8826,2024-02-18
2024-02-19,13582,9613,2024-02-19
2024-02-20,14037,11558,2024-02-20
2024-02-21,14612,10534,2024-02-21
2024-02-22,15023,16567,2024-02-22
2024-02-23,14462,10033,2024-02-23
2024-02-24,11544,9109,2024-02-24
2024-02-25,10402,13070,2024-02-25
2024-02-26,12028,13513,2024-02-26
2024-02-27,14728,6412,2024-02-27
2024-02-28,18348,21025,2024-02-28
2024-02-29,13972,8341,2024-02-29
2024-03-01,12939,9748,2024-03-01
2024-03-02,9758,5658,2024-03-02
2024-03-03,8859,5858,2024-03-03
2024-03-04,11773,5381,2024-03-04
2024-03-05,14255,10172,2024-03-05
2024-03-06,10604,4973,2024-03-06
2024-03-07,10050,30879,2024-03-07
2024-03-08,9969,19088,2024-03-08
2024-03-09,8313,8744,2024-03-09
2024-03-10,8132,6187,2024-03-10
2024-03-11,10645,10512,2024-03-11
2024-03-12,9809,11258,2024-03-12
2024-03-13,9786,8054,2024-03-13
2024-03-14,9024,7166,2024-03-14
2024-03-15,9310,7434,2024-03-15
2024-03-16,7800,6525,2024-03-16
2024-03-17,6948,6162,2024-03-17
2024-03-18,6789,11808,2024-03-18
2024-03-19,8576,12745,2024-03-19
2024-03-20,7353,5465,2024-03-20
2024-03-21,6663,2054,2024-03-21
2024-03-22,6896,5839,2024-03-22
2024-03-23,5547,3423,2024-03-23
2024-03-24,5434,31619,2024-03-24
2024-03-25,6966,3134,2024-03-25
2024-03-26,7049,7795,2024-03-26
2024-03-27,6242,5811,2024-03-27
2024-03-28,6188,6542,2024-03-28
2024-03-29,6113,3151,2024-03-29
2024-03-30,5174,4089,2024-03-30
2024-03-31,4748,2695,2024-03-31
2024-04-01,5913,5360,2024-04-01
2024-04-02,5834,6686,2024-04-02
2024-04-03,7846,2202,2024-04-03
2024-04-04,5530,5304,2024-04-04
2024-04-05,5298,3490,2024-04-05
2024-04-06,4559,9454,2024-04-06
2024-04-07,4171,5229,2024-04-07
2024-04-08,5351,2467,2024-04-08
2024-04-09,5059,2156,2024-04-09
2024-04-10,4379,1418,2024-04-10
2024-04-11,4265,1293,2024-04-11
2024-04-12,5221,2873,2024-04-12
2024-04-13,5009,2223,2024-04-13
2024-04-14,4222,1977,2024-04-14
2024-04-15,4201,1647,2024-04-15
2024-04-16,4848,1396,2024-04-16
2024-04-17,4228,1252,2024-04-17
2024-04-18,4258,1656,2024-04-18
2024-04-19,4142,1660,2024-04-19
2024-04-20,2388,208,2024-04-20
2024-04-21,3087,1315,2024-04-21
2024-04-22,2924,579,2024-04-22
2024-04-23,2633,307,2024-04-23
2024-04-24,3651,2261,2024-04-24
2024-04-25,3600,1499,2024-04-25
2024-04-26,3915,983,2024-04-26
2024-04-27,3262,5555,2024-04-27
2024-04-28,2885,4691,2024-04-28
2024-04-29,3367,5272,2024-04-29
2024-04-30,3965,2920,2024-04-30
2024-05-01,4205,3549,2024-05-01
2024-05-02,3327,3320,2024-05-02
2024-05-03,3281,3026,2024-05-03
2024-05-04,2582,825,2024-05-04
2024-05-05,2344,988,2024-05-05
2024-05-06,2896,1625,2024-05-06
2024-05-07,2997,1700,2024-05-07
2024-05-08,2713,2683,2024-05-08
2024-05-09,2686,1689,2024-05-09
2024-05-10,2674,2698,2024-05-10
2024-05-11,2293,1617,2024-05-11
2024-05-12,2187,1492,2024-05-12
2024-05-13,5429,4774,2024-05-13
2024-05-14,8627,8096,2024-05-14
2024-05-15,3629,6422,2024-05-15
2024-05-16,2918,11784,2024-05-16
2024-05-17,2799,15343,2024-05-17
2024-05-18,2300,1187,2024-05-18
2024-05-19,2029,1746,2024-05-19
2024-05-20,2750,1418,2024-05-20
2024-05-21,3510,4229,2024-05-21
2024-05-22,2728,2395,2024-05-22
2024-05-23,2734,2474,2024-05-23
2024-05-24,2558,1508,2024-05-24
2024-05-25,2134,1729,2024-05-25
2024-05-26,1947,1064,2024-05-26
2024-05-27,2454,2521,2024-05-27
2024-05-28,2309,2110,2024-05-28
2024-05-29,2213,741,2024-05-29
2024-05-30,2536,2604,2024-05-30
2024-05-31,2651,1513,2024-05-31
2024-06-01,2103,562,2024-06-01
2024-06-02,1970,249,2024-06-02
2024-06-03,2703,1246,2024-06-03
2024-06-04,2707,465,2024-06-04
2024-06-05,2519,838,2024-06-05
2024-06-06,2500,1153,2024-06-06
2024-06-07,2057,444,2024-06-07
2024-06-08,2300,1487,2024-06-08
2024-06-09,2042,730,2024-06-09
2024-06-10,2383,1720,2024-06-10
2024-06-11,2611,1865,2024-06-11
2024-06-12,2110,891,2024-06-12
2024-06-13,2035,897,2024-06-13
2024-06-14,2105,380,2024-06-14
2024-06-15,1884,454,2024-06-15
2024-06-16,1588,15931,2024-06-16
2024-06-17,1945,1374,2024-06-17
2024-06-18,2346,1408,2024-06-18
2024-06-19,1802,721,2024-06-19
2024-06-20,1851,1773,2024-06-20
2024-06-21,1870,1496,2024-06-21
2024-06-22,1502,476,2024-06-22
2024-06-23,1379,741,2024-06-23
2024-06-24,2206,3625,2024-06-24
2024-06-25,1783,8846,2024-06-25
2024-06-26,1759,2272,2024-06-26
2024-06-27,1819,2031,2024-06-27
2024-06-28,1726,983,2024-06-28
2024-06-29,1425,1560,2024-06-29
2024-06-30,1334,1493,2024-06-30
2024-07-01,1889,1748,2024-07-01
2024-07-02,1928,1402,2024-07-02
2024-07-03,1928,1950,2024-07-03
2024-07-04,1881,2040,2024-07-04
2024-07-05,2265,2265,2024-07-05
2024-07-06,1485,1626,2024-07-06
2024-07-07,1275,1127,2024-07-07
2024-07-08,1660,1915,2024-07-08
2024-07-09,1551,1284,2024-07-09
2024-07-10,1519,9413,2024-07-10
2024-07-11,1608,7374,2024-07-11
2024-07-12,1533,12026,2024-07-12
2024-07-13,1306,796,2024-07-13
2024-07-14,1517,3785,2024-07-14
2024-07-15,1755,2025,2024-07-15
2024-07-16,1876,1500,2024-07-16
2024-07-17,1641,2029,2024-07-17
2024-07-18,1493,1136,2024-07-18
2024-07-19,1703,2136,2024-07-19
2024-07-20,1435,875,2024-07-20
2024-07-21,1313,1238,2024-07-21
2024-07-22,1699,2195,2024-07-22
2024-07-23,1747,730,2024-07-23
2024-07-24,1553,1720,2024-07-24
2024-07-25,1594,2007,2024-07-25
2024-07-26,1667,1240,2024-07-26
2024-07-27,1582,1619,2024-07-27
2024-07-28,1216,1312,2024-07-28
2024-07-29,1794,1291,2024-07-29
2024-07-30,1520,1855,2024-07-30
2024-07-31,1660,1641,2024-07-31
2024-08-01,1906,1114,2024-08-01
2024-08-02,1725,2379,2024-08-02
2024-08-03,1586,1469,2024-08-03
2024-08-04,1482,1292,2024-08-04
2024-08-05,2928,2752,2024-08-05
2024-08-06,1728,1826,2024-08-06
2024-08-07,1593,1440,2024-08-07
2024-08-08,1632,1769,2024-08-08
2024-08-09,1588,1257,2024-08-09
2024-08-10,1242,1528,2024-08-10
2024-08-11,1139,4,2024-08-11
2024-08-12,1463,2142,2024-08-12
2024-08-13,1535,1727,2024-08-13
2024-08-14,1528,1339,2024-08-14
2024-08-15,1459,1433,2024-08-15
2024-08-16,1621,1233,2024-08-16
2024-08-17,1256,1664,2024-08-17
2024-08-18,1194,1215,2024-08-18
2024-08-19,1415,1178,2024-08-19
2024-08-20,1563,2077,2024-08-20
2024-08-21,1505,1440,2024-08-21
2024-08-22,1495,1391,2024-08-22
2024-08-23,1705,1129,2024-08-23
2024-08-24,1474,1647,2024-08-24
2024-08-25,1299,1337,2024-08-25
2024-08-26,1566,1087,2024-08-26
2024-08-27,1650,2178,2024-08-27
2024-08-28,1507,1494,2024-08-28
2024-08-29,1602,1106,2024-08-29
2024-08-30,1913,1732,2024-08-30
2024-08-31,1469,1154,2024-08-31
2024-09-01,1503,1625,2024-09-01
2024-09-02,1652,1786,2024-09-02
2024-09-03,1726,1707,2024-09-03
2024-09-04,1631,1080,2024-09-04
2024-09-05,1633,1626,2024-09-05
2024-09-06,1711,1809,2024-09-06
2024-09-07,1328,1139,2024-09-07
2024-09-08,1195,1257,2024-09-08
2024-09-09,1552,1233,2024-09-09
2024-09-10,1693,2219,2024-09-10
2024-09-11,1474,1357,2024-09-11
2024-09-12,1518,1065,2024-09-12
2024-09-13,1592,1339,2024-09-13
2024-09-14,1290,1738,2024-09-14
2024-09-15,1250,1182,2024-09-15
2024-09-16,1537,1487,2024-09-16
2024-09-17,1643,1043,2024-09-17
2024-09-18,1500,1514,2024-09-18
2024-09-19,1808,1797,2024-09-19
2024-09-20,1690,1932,2024-09-20
2024-09-21,1318,1135,2024-09-21
2024-09-22,1160,1196,2024-09-22
2024-09-23,1577,1492,2024-09-23
2024-09-24,1513,1775,2024-09-24
2024-09-25,1751,1092,2024-09-25
2024-09-26,1800,2045,2024-09-26
2024-09-27,1733,2168,2024-09-27
2024-09-28,1304,1144,2024-09-28
2024-09-29,1260,1351,2024-09-29
2024-09-30,1732,1395,2024-09-30
2024-10-01,1747,1941,2024-10-01
2024-10-02,1450,918,2024-10-02
2024-10-03,1479,1446,2024-10-03
2024-10-04,1494,1744,2024-10-04
2024-10-05,1173,1065,2024-10-05
2024-10-06,1101,1098,2024-10-06
2024-10-07,1451,1343,2024-10-07
2024-10-08,1505,1761,2024-10-08
2024-10-09,1459,1465,2024-10-09
2024-10-10,1325,1301,2024-10-10
2024-10-11,1336,206,2024-10-11
2024-10-12,1107,569,2024-10-12
2024-10-13,1111,2346,2024-10-13
2024-10-14,1659,1066,2024-10-14
2024-10-15,1840,2366,2024-10-15
2024-10-16,1718,1067,2024-10-16
2024-10-17,1500,1540,2024-10-17
2024-10-18,1478,1771,2024-10-18
2024-10-19,1284,1538,2024-10-19
2024-10-20,1149,797,2024-10-20
2024-10-21,1424,1735,2024-10-21
2024-10-22,1298,573,2024-10-22
2024-10-23,1321,1594,2024-10-23
2024-10-24,1210,1019,2024-10-24
2024-10-25,1474,1507,2024-10-25
2024-10-26,1080,1128,2024-10-26
2024-10-27,1039,1029,2024-10-27
2024-10-28,1452,1338,2024-10-28
2024-10-29,2514,1926,2024-10-29
2024-10-30,2019,2377,2024-10-30
2024-10-31,1814,2116,2024-10-31
2024-11-01,1644,1348,2024-11-01
2024-11-02,1149,1221,2024-11-02
2024-11-03,1155,1035,2024-11-03
2024-11-04,1380,1320,2024-11-04
2024-11-05,1518,1581,2024-11-05
2024-11-06,2768,2687,2024-11-06
2024-11-07,2141,1646,2024-11-07
2024-11-08,1919,2415,2024-11-08
2024-11-09,1409,1354,2024-11-09
2024-11-10,2872,2039,2024-11-10
2024-11-11,4406,4248,2024-11-11
2024-11-12,4892,5862,2024-11-12
2024-11-13,4282,1356,2024-11-13
2024-11-14,3389,4707,2024-11-14
2024-11-15,2442,3584,2024-11-15
2024-11-16,2230,1330,2024-11-16
2024-11-17,1876,2226,2024-11-17
2024-11-18,2196,2179,2024-11-18
2024-11-19,2007,1909,2024-11-19
2024-11-20,2258,2568,2024-11-20
2024-11-21,4128,2795,2024-11-21
2024-11-22,3301,3566,2024-11-22
2024-11-23,2738,3136,2024-11-23
2024-11-24,2203,2310,2024-11-24
2024-11-25,2284,2452,2024-11-25
2024-11-26,2057,2271,2024-11-26
2024-11-27,1951,1293,2024-11-27
2024-11-28,1631,1792,2024-11-28
2024-11-29,1854,1605,2024-11-29
