start_time,date,market_premium
2023-06-02,2023-06-02,-41.70947407796142
2023-06-05,2023-06-05,-41.27002184127113
2023-06-06,2023-06-06,-41.32273927566037
2023-06-07,2023-06-07,-42.93738042460359
2023-06-08,2023-06-08,-42.29148730986088
2023-06-09,2023-06-09,-43.48579080904443
2023-06-12,2023-06-12,-44.259046376413345
2023-06-13,2023-06-13,-44.156066772227895
2023-06-14,2023-06-14,-41.730564531952794
2023-06-15,2023-06-15,-42.092451094252056
2023-06-16,2023-06-16,-36.51893504430637
2023-06-20,2023-06-20,-34.1889351925729
2023-06-21,2023-06-21,-34.69345888476444
2023-06-22,2023-06-22,-33.693472089076316
2023-06-23,2023-06-23,-30.964772873745503
2023-06-26,2023-06-26,-33.56801600412598
2023-06-27,2023-06-27,-30.01033941130865
2023-06-28,2023-06-28,-32.81461600536624
2023-06-29,2023-06-29,-29.102061546270964
2023-06-30,2023-06-30,-30.62722797852373
2023-07-03,2023-07-03,-28.237444018769708
2023-07-05,2023-07-05,-26.915818760758516
2023-07-06,2023-07-06,-25.67597868455126
2023-07-07,2023-07-07,-26.44024407653112
2023-07-10,2023-07-10,-27.128521233039304
2023-07-11,2023-07-11,-27.57141186743984
2023-07-12,2023-07-12,-25.58747336903687
2023-07-13,2023-07-13,-21.95230320618513
2023-07-14,2023-07-14,-27.67115417873355
2023-07-17,2023-07-17,-26.729174098021325
2023-07-18,2023-07-18,-26.696249762503683
2023-07-19,2023-07-19,-25.652682298987383
2023-07-20,2023-07-20,-26.60368499204876
2023-07-21,2023-07-21,-26.243676512245106
2023-07-24,2023-07-24,-27.103221842699543
2023-07-25,2023-07-25,-27.33822173247985
2023-07-26,2023-07-26,-27.327869402757333
2023-07-27,2023-07-27,-30.30123475249085
2023-07-28,2023-07-28,-29.27236571623153
2023-07-31,2023-07-31,-27.47497217085047
2023-08-01,2023-08-01,-29.058216329783527
2023-08-02,2023-08-02,-27.249691271742492
2023-08-03,2023-08-03,-26.665236850507277
2023-08-04,2023-08-04,-26.827690511992554
2023-08-07,2023-08-07,-27.23153305269225
2023-08-08,2023-08-08,-25.18555437039288
2023-08-09,2023-08-09,-26.271129029212126
2023-08-10,2023-08-10,-25.406453860765076
2023-08-11,2023-08-11,-25.244344733655645
2023-08-14,2023-08-14,-24.13918465993356
2023-08-15,2023-08-15,-25.238745622213443
2023-08-16,2023-08-16,-24.82418688936061
2023-08-17,2023-08-17,-22.79024862729495
2023-08-18,2023-08-18,-25.93688254179155
2023-08-21,2023-08-21,-26.918170098686453
2023-08-22,2023-08-22,-27.547187498646405
2023-08-23,2023-08-23,-23.626819088223595
2023-08-24,2023-08-24,-25.101762884355978
2023-08-25,2023-08-25,-26.131168231885827
2023-08-28,2023-08-28,-25.242223648690153
2023-08-29,2023-08-29,-17.639344591369188
2023-08-30,2023-08-30,-19.886309783388224
2023-08-31,2023-08-31,-19.9045818352514
2023-09-01,2023-09-01,-20.47155371454369
2023-09-05,2023-09-05,-20.12497445324857
2023-09-06,2023-09-06,-19.787918616907028
2023-09-07,2023-09-07,-18.379179263659896
2023-09-08,2023-09-08,-17.262565770355508
2023-09-11,2023-09-11,-17.650527294072482
2023-09-12,2023-09-12,-17.206973780935797
2023-09-13,2023-09-13,-18.616322716499145
2023-09-14,2023-09-14,-18.501620808158524
2023-09-15,2023-09-15,-19.53051692164316
2023-09-18,2023-09-18,-20.133894945516573
2023-09-19,2023-09-19,-18.988389065368505
2023-09-20,2023-09-20,-20.423149610688085
2023-09-21,2023-09-21,-20.511980514519617
2023-09-22,2023-09-22,-20.966239106634387
2023-09-25,2023-09-25,-23.010000002453683
2023-09-26,2023-09-26,-23.0099999962436
2023-09-27,2023-09-27,-23.180000000828837
2023-09-28,2023-09-28,-23.070000002968705
2023-09-29,2023-09-29,-20.740000001175353
2023-10-02,2023-10-02,-22.660000003296965
2023-10-03,2023-10-03,-22.660000000251824
2023-10-04,2023-10-04,-19.899999997188253
2023-10-05,2023-10-05,-18.92000000162346
2023-10-06,2023-10-06,-17.570000003610332
2023-10-09,2023-10-09,-16.44000000415673
2023-10-10,2023-10-10,-16.44000000287139
2023-10-11,2023-10-11,-16.549999998414933
2023-10-12,2023-10-12,-16.58000000455988
2023-10-13,2023-10-13,-15.880000002690176
2023-10-16,2023-10-16,-14.91894880868697
2023-10-17,2023-10-17,-13.180371381725454
2023-10-18,2023-10-18,-12.745548789454784
2023-10-19,2023-10-19,-13.919476505525708
2023-10-20,2023-10-20,-11.294347937567906
2023-10-23,2023-10-23,-16.799735379314463
2023-10-24,2023-10-24,-14.135086188002488
2023-10-25,2023-10-25,-13.537596114949924
2023-10-26,2023-10-26,-16.006205865409562
2023-10-27,2023-10-27,-17.650854112484062
2023-10-30,2023-10-30,-14.475038620153482
2023-10-31,2023-10-31,-13.968193115006356
2023-11-01,2023-11-01,-15.405766656867382
2023-11-02,2023-11-02,-13.39032225014768
2023-11-03,2023-11-03,-13.203816250190334
2023-11-06,2023-11-06,-14.337257605855314
2023-11-07,2023-11-07,-11.593529831462424
2023-11-08,2023-11-08,-13.0727059877356
2023-11-09,2023-11-09,-11.67803372038174
2023-11-10,2023-11-10,-10.485716337362284
2023-11-13,2023-11-13,-11.146376919860757
2023-11-14,2023-11-14,-14.03269925167695
2023-11-15,2023-11-15,-12.439420184693027
2023-11-16,2023-11-16,-10.640450784613044
2023-11-17,2023-11-17,-11.776305226977655
2023-11-20,2023-11-20,-11.34936602112625
2023-11-21,2023-11-21,-8.936947972659826
2023-11-22,2023-11-22,-9.251438845579774
2023-11-24,2023-11-24,-7.726656996371584
2023-11-27,2023-11-27,-9.826854806912024
2023-11-28,2023-11-28,-7.056592774644333
2023-11-29,2023-11-29,-8.600143247904924
2023-11-30,2023-11-30,-10.56495785404791
2023-12-01,2023-12-01,-8.494278507592924
2023-12-04,2023-12-04,-10.602451554020742
2023-12-05,2023-12-05,-11.132653155485883
2023-12-06,2023-12-06,-10.940460552601596
2023-12-07,2023-12-07,-9.944950582738576
2023-12-08,2023-12-08,-10.297645945363964
2023-12-11,2023-12-11,-12.129508775617726
2023-12-12,2023-12-12,-10.05927276729558
2023-12-13,2023-12-13,-7.327746590136474
2023-12-14,2023-12-14,-9.432847394199085
2023-12-15,2023-12-15,-9.208824820185024
2023-12-18,2023-12-18,-9.571033577020373
2023-12-19,2023-12-19,-7.703062577370734
2023-12-20,2023-12-20,-8.303720258120551
2023-12-21,2023-12-21,-7.595806505208614
2023-12-22,2023-12-22,-6.28821051256212
2023-12-26,2023-12-26,-6.314112392772453
2023-12-27,2023-12-27,-6.814909230207955
2023-12-28,2023-12-28,-8.630041053459214
2023-12-29,2023-12-29,-8.03752134932829
2024-01-02,2024-01-02,-8.40389646803934
2024-01-03,2024-01-03,-7.264676047827468
2024-01-04,2024-01-04,-5.730094478423786
2024-01-05,2024-01-05,-5.933335702455578
2024-01-08,2024-01-08,-11.51796376948303
2024-01-09,2024-01-09,-5.444508122960478
2024-01-10,2024-01-10,-2.9396565334993907
2024-01-18,2024-01-18,-1.7384479110162725
2024-01-19,2024-01-19,-0.5731237421319757
2024-01-22,2024-01-22,1.337250201124229
2024-01-23,2024-01-23,-2.1765338199300266
2024-01-24,2024-01-24,-1.5440993567241823
2024-01-25,2024-01-25,-0.760731083001065
2024-01-26,2024-01-26,0.3721490430057317
2024-01-29,2024-01-29,-0.4761074158767809
2024-01-30,2024-01-30,1.287921535039449
2024-01-31,2024-01-31,-0.07911563053132342
2024-02-01,2024-02-01,-0.20592103184083888
2024-02-02,2024-02-02,-0.6259551941087071
2024-02-05,2024-02-05,-0.6966027937475694
2024-02-06,2024-02-06,-0.07064747379385006
2024-02-07,2024-02-07,-0.4338957824038703
2024-02-08,2024-02-08,0.5456504334451884
2024-02-09,2024-02-09,0.8545529658292139
2024-02-12,2024-02-12,0.5891345315280239
2024-02-13,2024-02-13,-0.630597815672751
2024-02-14,2024-02-14,-0.24964053900365937
2024-02-15,2024-02-15,-0.4284636781737295
2024-02-16,2024-02-16,-0.6374089583530584
2024-02-20,2024-02-20,-0.5193342404521961
2024-02-21,2024-02-21,-1.7543834221577792
2024-02-22,2024-02-22,1.489155879716897
2024-02-23,2024-02-23,0.643385061512669
2024-02-26,2024-02-26,-0.07690325375407925
2024-02-27,2024-02-27,-0.16731100824540768
2024-02-28,2024-02-28,-3.5026278774073383
2024-02-29,2024-02-29,1.368160155753717
2024-03-01,2024-03-01,1.0425368504483945
2024-03-04,2024-03-04,-6.83202960924093
2024-03-05,2024-03-05,-8.696902052042399
2024-03-06,2024-03-06,-4.6793342526219135
2024-03-07,2024-03-07,-4.689287470677572
2024-03-08,2024-03-08,-4.4637104398112415
2024-03-11,2024-03-11,-5.990340542863737
2024-03-12,2024-03-12,-6.099071067256978
2024-03-13,2024-03-13,-5.4687034156542635
2024-03-14,2024-03-14,-8.771297169588266
2024-03-15,2024-03-15,-6.607297474012519
2024-03-18,2024-03-18,-7.134089400925769
2024-03-19,2024-03-19,-2.3172616569104076
2024-03-20,2024-03-20,-8.750391652273626
2024-03-21,2024-03-21,-6.511902475853315
2024-03-22,2024-03-22,-5.8941581344403975
2024-03-25,2024-03-25,-4.5097616427107745
2024-03-26,2024-03-26,-6.760937014648194
2024-03-27,2024-03-27,-7.1615225815002015
2024-03-28,2024-03-28,-5.974222240355109
2024-04-01,2024-04-01,-5.932921884832798
2024-04-02,2024-04-02,-5.515426870589857
2024-04-03,2024-04-03,-6.347008264051823
2024-04-04,2024-04-04,-6.111147350307111
2024-04-05,2024-04-05,-0.780043759579141
2024-04-08,2024-04-08,0.2180763949642728
2024-04-09,2024-04-09,-0.22432321438582423
2024-04-10,2024-04-10,-0.7324610390123332
2024-04-11,2024-04-11,0.6628794982418418
2024-04-12,2024-04-12,-0.4210049210365163
2024-04-15,2024-04-15,-0.23165060877962107
2024-04-16,2024-04-16,-1.6631426419002615
2024-04-17,2024-04-17,-0.4933575713183536
2024-04-18,2024-04-18,0.04790197375446059
2024-04-19,2024-04-19,0.8175936264860573
2024-04-22,2024-04-22,-0.41817578465858096
2024-04-23,2024-04-23,0.11675635043786324
2024-04-24,2024-04-24,-0.5587580655396551
2024-04-25,2024-04-25,0.30909807851899895
2024-04-26,2024-04-26,-0.052588210715098775
2024-04-29,2024-04-29,-1.396378355623007
2024-04-30,2024-04-30,-2.754681506245338
2024-05-01,2024-05-01,-2.4471860411322655
2024-05-02,2024-05-02,0.5194538383112457
2024-05-03,2024-05-03,-1.1700850207468472
2024-05-06,2024-05-06,0.02662428117818916
2024-05-07,2024-05-07,1.1709528405651648
2024-05-08,2024-05-08,1.552377283953188
2024-05-09,2024-05-09,-0.9913515945798144
2024-05-10,2024-05-10,-0.20134905702112735
2024-05-13,2024-05-13,0.3478836536691787
2024-05-14,2024-05-14,0.009818124537419592
2024-05-15,2024-05-15,-0.15363192490591704
2024-05-16,2024-05-16,-0.048335410466571194
2024-05-17,2024-05-17,0.16909407844856172
2024-05-20,2024-05-20,-1.7905311394136756
2024-05-21,2024-05-21,-1.266320777407226
2024-05-22,2024-05-22,0.7073161254043336
2024-05-23,2024-05-23,-1.2178142024494854
2024-05-24,2024-05-24,0.9255676838050064
2024-05-28,2024-05-28,-0.033479170708672346
2024-05-29,2024-05-29,-0.6413796838943386
2024-05-30,2024-05-30,0.4499030656081926
2024-05-31,2024-05-31,0.11106411191534882
2024-06-03,2024-06-03,0.5780041419402693
2024-06-04,2024-06-04,-0.13693614430432266
2024-06-05,2024-06-05,0.21748057670580856
2024-06-06,2024-06-06,-0.4468912548973302
2024-06-07,2024-06-07,-0.2253069428816201
2024-06-10,2024-06-10,-0.10837461957483586
2024-06-11,2024-06-11,0.0924467069723045
2024-06-12,2024-06-12,-1.1784236457954345
2024-06-13,2024-06-13,-0.2978887975787048
2024-06-14,2024-06-14,-0.8443487312436604
2024-06-17,2024-06-17,0.22521584416523857
2024-06-18,2024-06-18,-1.2394628136831676
2024-06-20,2024-06-20,0.1902523628775299
2024-06-21,2024-06-21,0.11501342204678355
2024-06-24,2024-06-24,-1.7329438297624566
2024-06-25,2024-06-25,0.23044230339981375
2024-06-26,2024-06-26,0.14290739789430962
2024-06-27,2024-06-27,-0.46269189147141176
2024-06-28,2024-06-28,-0.6849694327997535
2024-07-01,2024-07-01,0.5016853704793656
2024-07-02,2024-07-02,-0.46150113375725826
2024-07-03,2024-07-03,0.4566056399284646
2024-07-05,2024-07-05,-0.2594873569126688
2024-07-08,2024-07-08,-0.5326148369463213
2024-07-09,2024-07-09,-0.36134916715639953
2024-07-10,2024-07-10,-0.6396253443525679
2024-07-11,2024-07-11,-0.040718053139843224
2024-07-12,2024-07-12,-0.4940217085478871
2024-07-15,2024-07-15,-2.0190764119585203
2024-07-16,2024-07-16,0.20125559942294485
2024-07-17,2024-07-17,0.8095045712822159
2024-07-18,2024-07-18,-0.661711381776664
2024-07-19,2024-07-19,0.870112397131706
2024-07-22,2024-07-22,1.0591294397514162
2024-07-23,2024-07-23,-0.6800330976160174
2024-07-24,2024-07-24,0.40351685549366856
2024-07-25,2024-07-25,-1.7311857122162988
2024-07-26,2024-07-26,0.13087205679416236
2024-07-29,2024-07-29,0.7472546355894448
2024-07-30,2024-07-30,-0.4148215008410672
2024-07-31,2024-07-31,0.938031019591712
2024-08-01,2024-08-01,-3.098790596406642
2024-08-02,2024-08-02,1.704927930121558
2024-08-05,2024-08-05,-1.134540575711207
2024-08-06,2024-08-06,1.353919130925707
2024-08-07,2024-08-07,-0.7617767991522695
2024-08-08,2024-08-08,-3.657264214598621
2024-08-09,2024-08-09,-0.2797503854939931
2024-08-12,2024-08-12,-0.5313090713077617
2024-08-13,2024-08-13,0.32613324834509516
2024-08-14,2024-08-14,0.36196292653154494
2024-08-15,2024-08-15,-0.8853759593059118
2024-08-16,2024-08-16,1.4163107162841193
2024-08-19,2024-08-19,-0.8322537648842055
2024-08-20,2024-08-20,0.8953650412659053
2024-08-21,2024-08-21,0.7157138595593304
2024-08-22,2024-08-22,-0.1961176665981501
2024-08-23,2024-08-23,-0.561988126879176
2024-08-26,2024-08-26,0.8059476824093137
2024-08-27,2024-08-27,4.494233168785011
2024-08-28,2024-08-28,-0.2820681504023481
2024-08-29,2024-08-29,-0.24268071321487117
2024-08-30,2024-08-30,-0.8086245264977698
2024-09-03,2024-09-03,0.8344071682091725
2024-09-04,2024-09-04,0.08039026935964255
2024-09-05,2024-09-05,-0.2610629624575367
2024-09-06,2024-09-06,-0.9965527690579123
2024-09-09,2024-09-09,0.13103015212800884
2024-09-10,2024-09-10,0.5611182488972855
2024-09-11,2024-09-11,0.45748976951087705
2024-09-12,2024-09-12,0.4526045206770801
2024-09-13,2024-09-13,-1.2570291100728714
2024-09-16,2024-09-16,-0.50659917360798
2024-09-17,2024-09-17,-0.5765664714128538
2024-09-18,2024-09-18,-2.871818967165285
2024-09-19,2024-09-19,0.4612892546388636
2024-09-20,2024-09-20,-0.628023988264026
2024-09-23,2024-09-23,-0.0668177028434247
2024-09-24,2024-09-24,0.0824029662625847
2024-09-25,2024-09-25,0.027888206096915447
2024-09-26,2024-09-26,-0.6900334616779191
2024-09-27,2024-09-27,-0.13730128199564984
2024-09-30,2024-09-30,0.18349462971052333
2024-10-01,2024-10-01,1.454743918040169
2024-10-02,2024-10-02,-0.7494103653338469
2024-10-03,2024-10-03,0.45304428488919246
2024-10-04,2024-10-04,0.5098171693489917
2024-10-07,2024-10-07,1.8339503073244725
2024-10-08,2024-10-08,0.1606263412631037
2024-10-09,2024-10-09,0.6172047329366936
2024-10-10,2024-10-10,-1.0309679615567724
2024-10-11,2024-10-11,1.0156654672275556
2024-10-14,2024-10-14,-0.1843650091558513
2024-10-15,2024-10-15,-0.11567838108101912
2024-10-16,2024-10-16,0.15560468285646945
2024-10-17,2024-10-17,-0.8875648166275507
2024-10-18,2024-10-18,0.3025758878695495
2024-10-21,2024-10-21,0.5934266981306946
2024-10-22,2024-10-22,0.07281031401844551
2024-10-23,2024-10-23,-0.2950545028631457
2024-10-24,2024-10-24,0.20312989338757692
2024-10-25,2024-10-25,0.26439171336185563
2024-10-28,2024-10-28,-0.404569307066216
2024-10-29,2024-10-29,-0.2617495066269404
2024-10-30,2024-10-30,-0.7536115830532042
2024-10-31,2024-10-31,-0.3793997319456066
2024-11-01,2024-11-01,-0.4069277621489564
2024-11-04,2024-11-04,-0.7865464687999313
2024-11-05,2024-11-05,0.021574123658640865
2024-11-06,2024-11-06,0.7693439038661376
2024-11-07,2024-11-07,0.8892783019827544
2024-11-08,2024-11-08,0.3198344667233677
2024-11-11,2024-11-11,-1.84733120196402
2024-11-12,2024-11-12,1.812878631115056
2024-11-13,2024-11-13,-0.8403243265616367
2024-11-14,2024-11-14,0.13764121215313896
2024-11-15,2024-11-15,0.6197658468656941
2024-11-18,2024-11-18,1.1748695411316623
2024-11-19,2024-11-19,0.211361377230479
2024-11-20,2024-11-20,0.02019124963166252
2024-11-21,2024-11-21,-0.19519325132857368
2024-11-22,2024-11-22,0.29965443707349326
2024-11-25,2024-11-25,2.102617868091672
2024-11-26,2024-11-26,-1.2456728720581125
2024-11-27,2024-11-27,0.8049437974165796
2024-11-29,2024-11-29,-0.4509870528871973
2024-12-02,2024-12-02,-0.12869300025432073
2024-12-03,2024-12-03,-0.3016252563512345
2024-12-04,2024-12-04,0.35833282726489557
2024-12-05,2024-12-05,2.1195677558123016
2024-12-06,2024-12-06,1.7490593749046823
2024-12-09,2024-12-09,-1.2288496538742977
2024-12-10,2024-12-10,-0.2239266843180543
2024-12-11,2024-12-11,0.220902072578677
2024-12-12,2024-12-12,0.009276575571259826
2024-12-13,2024-12-13,0.3240137853513181
2024-12-16,2024-12-16,-0.20298760757070375
2024-12-17,2024-12-17,0.570853192597931
2024-12-18,2024-12-18,0.4048979801781982
2024-12-19,2024-12-19,-1.2462545153316906
2024-12-20,2024-12-20,-1.435859071437695
2024-12-23,2024-12-23,-1.9692096726508068
2024-12-24,2024-12-24,0.27674040974652314
2024-12-26,2024-12-26,-0.251613109257387
2024-12-27,2024-12-27,0.23795208647030552
