start_time,date,fund_flow_ratio
2022-11-28,2022-11-28,0.02508586
2022-11-29,2022-11-29,0.03060118
2022-11-30,2022-11-30,0.04339681
2022-12-01,2022-12-01,0.03534699
2022-12-02,2022-12-02,0.03040305
2022-12-03,2022-12-03,0.02065325
2022-12-04,2022-12-04,0.02219995
2022-12-05,2022-12-05,0.03227235
2022-12-06,2022-12-06,0.02761492
2022-12-07,2022-12-07,0.02543026
2022-12-08,2022-12-08,0.02759841
2022-12-09,2022-12-09,0.03001359
2022-12-10,2022-12-10,0.0208958
2022-12-11,2022-12-11,0.01934852
2022-12-12,2022-12-12,0.03611369
2022-12-13,2022-12-13,0.05874415
2022-12-14,2022-12-14,0.02850659
2022-12-15,2022-12-15,0.02733346
2022-12-16,2022-12-16,0.03038116
2022-12-17,2022-12-17,0.04001343
2022-12-18,2022-12-18,0.0258339
2022-12-19,2022-12-19,0.02407253
2022-12-20,2022-12-20,0.02781145
2022-12-21,2022-12-21,0.022676
2022-12-22,2022-12-22,0.02554443
2022-12-23,2022-12-23,0.02501104
2022-12-24,2022-12-24,0.02500977
2022-12-25,2022-12-25,0.01444579
2022-12-26,2022-12-26,0.01687623
2022-12-27,2022-12-27,0.02979893
2022-12-28,2022-12-28,0.02239979
2022-12-29,2022-12-29,0.02409121
2022-12-30,2022-12-30,0.02959599
2022-12-31,2022-12-31,0.02677536
2023-01-01,2023-01-01,0.02523691
2023-01-02,2023-01-02,0.02263748
2023-01-03,2023-01-03,0.02422163
2023-01-04,2023-01-04,0.04285734
2023-01-05,2023-01-05,0.02452722
2023-01-06,2023-01-06,0.02425239
2023-01-07,2023-01-07,0.01699558
2023-01-08,2023-01-08,0.01457092
2023-01-09,2023-01-09,0.02616606
2023-01-10,2023-01-10,0.02581797
2023-01-11,2023-01-11,0.02924967
2023-01-12,2023-01-12,0.03385394
2023-01-13,2023-01-13,0.03475822
2023-01-14,2023-01-14,0.04385846
2023-01-15,2023-01-15,0.02769651
2023-01-16,2023-01-16,0.02699947
2023-01-17,2023-01-17,0.02006685
2023-01-18,2023-01-18,0.0296024
2023-01-19,2023-01-19,0.04114479
2023-01-20,2023-01-20,0.04719367
2023-01-21,2023-01-21,0.02737792
2023-01-22,2023-01-22,0.02629925
2023-01-23,2023-01-23,0.02469668
2023-01-24,2023-01-24,0.02990765
2023-01-25,2023-01-25,0.02963019
2023-01-26,2023-01-26,0.02682181
2023-01-27,2023-01-27,0.0315588
2023-01-28,2023-01-28,0.0285284
2023-01-29,2023-01-29,0.02571898
2023-01-30,2023-01-30,0.0302129
2023-01-31,2023-01-31,0.02156196
2023-02-01,2023-02-01,0.02434263
2023-02-02,2023-02-02,0.04100755
2023-02-03,2023-02-03,0.02834774
2023-02-04,2023-02-04,0.02776847
2023-02-05,2023-02-05,0.02148218
2023-02-06,2023-02-06,0.03051734
2023-02-07,2023-02-07,0.02928028
2023-02-08,2023-02-08,0.0241188
2023-02-09,2023-02-09,0.02921501
2023-02-10,2023-02-10,0.02013338
2023-02-11,2023-02-11,0.01247009
2023-02-12,2023-02-12,0.01806186
2023-02-13,2023-02-13,0.03132059
2023-02-14,2023-02-14,0.02983545
2023-02-15,2023-02-15,0.03666668
2023-02-16,2023-02-16,0.03203164
2023-02-17,2023-02-17,0.03057701
2023-02-18,2023-02-18,0.02283909
2023-02-19,2023-02-19,0.02820319
2023-02-20,2023-02-20,0.02712756
2023-02-21,2023-02-21,0.02638451
2023-02-22,2023-02-22,0.02500991
2023-02-23,2023-02-23,0.02986686
2023-02-24,2023-02-24,0.0293438
2023-02-25,2023-02-25,0.02504519
2023-02-26,2023-02-26,0.01840896
2023-02-27,2023-02-27,0.02809494
2023-02-28,2023-02-28,0.02545245
2023-03-01,2023-03-01,0.03128763
2023-03-02,2023-03-02,0.02097973
2023-03-03,2023-03-03,0.03580983
2023-03-04,2023-03-04,0.02522537
2023-03-05,2023-03-05,0.02785963
2023-03-06,2023-03-06,0.02663374
2023-03-07,2023-03-07,0.025458
2023-03-08,2023-03-08,0.03505616
2023-03-09,2023-03-09,0.03832583
2023-03-10,2023-03-10,0.04623062
2023-03-11,2023-03-11,0.05464947
2023-03-12,2023-03-12,0.04622287
2023-03-13,2023-03-13,0.05762122
2023-03-14,2023-03-14,0.0459137
2023-03-15,2023-03-15,0.03482984
2023-03-16,2023-03-16,0.03498069
2023-03-17,2023-03-17,0.04166544
2023-03-18,2023-03-18,0.03304832
2023-03-19,2023-03-19,0.02425608
2023-03-20,2023-03-20,0.02602826
2023-03-21,2023-03-21,0.02604637
2023-03-22,2023-03-22,0.03244773
2023-03-23,2023-03-23,0.02803015
2023-03-24,2023-03-24,0.02112019
2023-03-25,2023-03-25,0.01741473
2023-03-26,2023-03-26,0.01158634
2023-03-27,2023-03-27,0.01912238
2023-03-28,2023-03-28,0.02319765
2023-03-29,2023-03-29,0.0203934
2023-03-30,2023-03-30,0.02032688
2023-03-31,2023-03-31,0.02177382
2023-04-01,2023-04-01,0.01584435
2023-04-02,2023-04-02,0.01170876
2023-04-03,2023-04-03,0.01571724
2023-04-04,2023-04-04,0.01524476
2023-04-05,2023-04-05,0.01958914
2023-04-06,2023-04-06,0.01413072
2023-04-07,2023-04-07,0.01520621
2023-04-08,2023-04-08,0.0153407
2023-04-09,2023-04-09,0.01248238
2023-04-10,2023-04-10,0.01994535
2023-04-11,2023-04-11,0.0279477
2023-04-12,2023-04-12,0.01525336
2023-04-13,2023-04-13,0.02726776
2023-04-14,2023-04-14,0.02048887
2023-04-15,2023-04-15,0.01225608
2023-04-16,2023-04-16,0.01664889
2023-04-17,2023-04-17,0.01560894
2023-04-18,2023-04-18,0.0191687
2023-04-19,2023-04-19,0.02502847
2023-04-20,2023-04-20,0.02490878
2023-04-21,2023-04-21,0.03936024
2023-04-22,2023-04-22,0.01675915
2023-04-23,2023-04-23,0.01821437
2023-04-24,2023-04-24,0.01793249
2023-04-25,2023-04-25,0.02360503
2023-04-26,2023-04-26,0.02643872
2023-04-27,2023-04-27,0.02412342
2023-04-28,2023-04-28,0.02152017
2023-04-29,2023-04-29,0.01504933
2023-04-30,2023-04-30,0.01950583
2023-05-01,2023-05-01,0.0238782
2023-05-02,2023-05-02,0.02367732
2023-05-03,2023-05-03,0.0196674
2023-05-04,2023-05-04,0.02167875
2023-05-05,2023-05-05,0.02779752
2023-05-06,2023-05-06,0.01600045
2023-05-07,2023-05-07,0.00621316
2023-05-08,2023-05-08,0.02440459
2023-05-09,2023-05-09,0.02613144
2023-05-10,2023-05-10,0.02349111
2023-05-11,2023-05-11,0.02543601
2023-05-12,2023-05-12,0.02588837
2023-05-13,2023-05-13,0.02033478
2023-05-14,2023-05-14,0.0176976
2023-05-15,2023-05-15,0.02439627
2023-05-16,2023-05-16,0.01891924
2023-05-17,2023-05-17,0.0232514
2023-05-18,2023-05-18,0.0213366
2023-05-19,2023-05-19,0.02127734
2023-05-20,2023-05-20,0.01815256
2023-05-21,2023-05-21,0.01571852
2023-05-22,2023-05-22,0.01810339
2023-05-23,2023-05-23,0.02082883
2023-05-24,2023-05-24,0.01973926
2023-05-25,2023-05-25,0.03145089
2023-05-26,2023-05-26,0.02771466
2023-05-27,2023-05-27,0.02269494
2023-05-28,2023-05-28,0.02403671
2023-05-29,2023-05-29,0.02329875
2023-05-30,2023-05-30,0.02069861
2023-05-31,2023-05-31,0.01839801
2023-06-01,2023-06-01,0.01895131
2023-06-02,2023-06-02,0.0203297
2023-06-03,2023-06-03,0.02913503
2023-06-04,2023-06-04,0.01975699
2023-06-05,2023-06-05,0.02583283
2023-06-06,2023-06-06,0.0284492
2023-06-07,2023-06-07,0.04410197
2023-06-08,2023-06-08,0.03367218
2023-06-09,2023-06-09,0.02648388
2023-06-10,2023-06-10,0.04175991
2023-06-11,2023-06-11,0.0274567
2023-06-12,2023-06-12,0.03066357
2023-06-13,2023-06-13,0.03304029
2023-06-14,2023-06-14,0.03554138
2023-06-15,2023-06-15,0.05098714
2023-06-16,2023-06-16,0.0481198
2023-06-17,2023-06-17,0.04465214
2023-06-18,2023-06-18,0.04307188
2023-06-19,2023-06-19,0.03225435
2023-06-20,2023-06-20,0.04151299
2023-06-21,2023-06-21,0.04659918
2023-06-22,2023-06-22,0.03891276
2023-06-23,2023-06-23,0.04536578
2023-06-24,2023-06-24,0.05414635
2023-06-25,2023-06-25,0.04820064
2023-06-26,2023-06-26,0.0346916
2023-06-27,2023-06-27,0.03725397
2023-06-28,2023-06-28,0.03827376
2023-06-29,2023-06-29,0.03632701
2023-06-30,2023-06-30,0.04310337
2023-07-01,2023-07-01,0.04132348
2023-07-02,2023-07-02,0.04609273
2023-07-03,2023-07-03,0.03877312
2023-07-04,2023-07-04,0.04550152
2023-07-05,2023-07-05,0.04666677
2023-07-06,2023-07-06,0.04373083
2023-07-07,2023-07-07,0.041889
2023-07-08,2023-07-08,0.04029489
2023-07-09,2023-07-09,0.04007561
2023-07-10,2023-07-10,0.04138418
2023-07-11,2023-07-11,0.04482366
2023-07-12,2023-07-12,0.04128999
2023-07-13,2023-07-13,0.04800797
2023-07-14,2023-07-14,0.04435875
2023-07-15,2023-07-15,0.03273914
2023-07-16,2023-07-16,0.03070096
2023-07-17,2023-07-17,0.03039807
2023-07-18,2023-07-18,0.0271137
2023-07-19,2023-07-19,0.04141153
2023-07-20,2023-07-20,0.03277278
2023-07-21,2023-07-21,0.02963076
2023-07-22,2023-07-22,0.02704922
2023-07-23,2023-07-23,0.03368711
2023-07-24,2023-07-24,0.03938143
2023-07-25,2023-07-25,0.04288903
2023-07-26,2023-07-26,0.05250315
2023-07-27,2023-07-27,0.05737968
2023-07-28,2023-07-28,0.04549984
2023-07-29,2023-07-29,0.05602644
2023-07-30,2023-07-30,0.0390544
2023-07-31,2023-07-31,0.03521845
2023-08-01,2023-08-01,0.040159
2023-08-02,2023-08-02,0.05033296
2023-08-03,2023-08-03,0.0399885
2023-08-04,2023-08-04,0.03434957
2023-08-05,2023-08-05,0.03891376
2023-08-06,2023-08-06,0.03966504
2023-08-07,2023-08-07,0.03771839
2023-08-08,2023-08-08,0.03259321
2023-08-09,2023-08-09,0.03044238
2023-08-10,2023-08-10,0.02414541
2023-08-11,2023-08-11,0.02777071
2023-08-12,2023-08-12,0.02816091
2023-08-13,2023-08-13,0.02820999
2023-08-14,2023-08-14,0.02990946
2023-08-15,2023-08-15,0.03560891
2023-08-16,2023-08-16,0.03035867
2023-08-17,2023-08-17,0.03369791
2023-08-18,2023-08-18,0.03677396
2023-08-19,2023-08-19,0.0310788
2023-08-20,2023-08-20,0.03018875
2023-08-21,2023-08-21,0.02730762
2023-08-22,2023-08-22,0.02654695
2023-08-23,2023-08-23,0.03955154
2023-08-24,2023-08-24,0.0289887
2023-08-25,2023-08-25,0.02797366
2023-08-26,2023-08-26,0.02768734
2023-08-27,2023-08-27,0.01912157
2023-08-28,2023-08-28,0.01804558
2023-08-29,2023-08-29,0.03547765
2023-08-30,2023-08-30,0.024349
2023-08-31,2023-08-31,0.03015496
2023-09-01,2023-09-01,0.0337763
2023-09-02,2023-09-02,0.02832528
2023-09-03,2023-09-03,0.03397316
2023-09-04,2023-09-04,0.02601674
2023-09-05,2023-09-05,0.0253243
2023-09-06,2023-09-06,0.02848314
2023-09-07,2023-09-07,0.02994368
2023-09-08,2023-09-08,0.03472409
2023-09-09,2023-09-09,0.02420265
2023-09-10,2023-09-10,0.02283511
2023-09-11,2023-09-11,0.02982613
2023-09-12,2023-09-12,0.0319098
2023-09-13,2023-09-13,0.02794496
2023-09-14,2023-09-14,0.03040976
2023-09-15,2023-09-15,0.02434728
2023-09-16,2023-09-16,0.02316435
2023-09-17,2023-09-17,0.01963491
2023-09-18,2023-09-18,0.02910278
2023-09-19,2023-09-19,0.02747589
2023-09-20,2023-09-20,0.0241348
2023-09-21,2023-09-21,0.03023046
2023-09-22,2023-09-22,0.02856776
2023-09-23,2023-09-23,0.02291891
2023-09-24,2023-09-24,0.03100583
2023-09-25,2023-09-25,0.02847381
2023-09-26,2023-09-26,0.03066734
2023-09-27,2023-09-27,0.03115121
2023-09-28,2023-09-28,0.04106984
2023-09-29,2023-09-29,0.02288705
2023-09-30,2023-09-30,0.02042097
2023-10-01,2023-10-01,0.02679564
2023-10-02,2023-10-02,0.02961644
2023-10-03,2023-10-03,0.02323717
2023-10-04,2023-10-04,0.02116592
2023-10-05,2023-10-05,0.02182909
2023-10-06,2023-10-06,0.02146582
2023-10-07,2023-10-07,0.01668055
2023-10-08,2023-10-08,0.01746396
2023-10-09,2023-10-09,0.02706477
2023-10-10,2023-10-10,0.02220771
2023-10-11,2023-10-11,0.02510963
2023-10-12,2023-10-12,0.02981996
2023-10-13,2023-10-13,0.03047306
2023-10-14,2023-10-14,0.01803261
2023-10-15,2023-10-15,0.02815106
2023-10-16,2023-10-16,0.03850279
2023-10-17,2023-10-17,0.03146863
2023-10-18,2023-10-18,0.02533441
2023-10-19,2023-10-19,0.03017541
2023-10-20,2023-10-20,0.03580885
2023-10-21,2023-10-21,0.03029619
2023-10-22,2023-10-22,0.02564304
2023-10-23,2023-10-23,0.03044055
2023-10-24,2023-10-24,0.03040813
2023-10-25,2023-10-25,0.02879067
2023-10-26,2023-10-26,0.02686312
2023-10-27,2023-10-27,0.03318049
2023-10-28,2023-10-28,0.02577831
2023-10-29,2023-10-29,0.0216279
2023-10-30,2023-10-30,0.02576122
2023-10-31,2023-10-31,0.02826954
2023-11-01,2023-11-01,0.03537972
2023-11-02,2023-11-02,0.03746127
2023-11-03,2023-11-03,0.02881281
2023-11-04,2023-11-04,0.02139753
2023-11-05,2023-11-05,0.02423388
2023-11-06,2023-11-06,0.02353797
2023-11-07,2023-11-07,0.02381564
2023-11-08,2023-11-08,0.01980103
2023-11-09,2023-11-09,0.02882501
2023-11-10,2023-11-10,0.06021026
2023-11-11,2023-11-11,0.02460759
2023-11-12,2023-11-12,0.027905
2023-11-13,2023-11-13,0.02474216
2023-11-14,2023-11-14,0.02440606
2023-11-15,2023-11-15,0.03122978
2023-11-16,2023-11-16,0.01766259
2023-11-17,2023-11-17,0.02485362
2023-11-18,2023-11-18,0.02021912
2023-11-19,2023-11-19,0.02169396
2023-11-20,2023-11-20,0.02509249
2023-11-21,2023-11-21,0.02622283
2023-11-22,2023-11-22,0.03009076
2023-11-23,2023-11-23,0.03477011
2023-11-24,2023-11-24,0.02844713
2023-11-25,2023-11-25,0.0206247
2023-11-26,2023-11-26,0.02159149
2023-11-27,2023-11-27,0.02356725
2023-11-28,2023-11-28,0.03394132
2023-11-29,2023-11-29,0.02573961
2023-11-30,2023-11-30,0.02257427
2023-12-01,2023-12-01,0.0270331
2023-12-02,2023-12-02,0.02606304
2023-12-03,2023-12-03,0.01886958
2023-12-04,2023-12-04,0.02906548
2023-12-05,2023-12-05,0.02228801
2023-12-06,2023-12-06,0.03039422
2023-12-07,2023-12-07,0.03039282
2023-12-08,2023-12-08,0.02445032
2023-12-09,2023-12-09,0.02868214
2023-12-10,2023-12-10,0.02193192
2023-12-11,2023-12-11,0.02987937
2023-12-12,2023-12-12,0.0245321
2023-12-13,2023-12-13,0.03208117
2023-12-14,2023-12-14,0.0178392
2023-12-15,2023-12-15,0.02028535
2023-12-16,2023-12-16,0.01229303
2023-12-17,2023-12-17,0.02797023
2023-12-18,2023-12-18,0.03541092
2023-12-19,2023-12-19,0.02419136
2023-12-20,2023-12-20,0.0304742
2023-12-21,2023-12-21,0.02242281
2023-12-22,2023-12-22,0.01896716
2023-12-23,2023-12-23,0.01725014
2023-12-24,2023-12-24,0.02101254
2023-12-25,2023-12-25,0.05051379
2023-12-26,2023-12-26,0.01769911
2023-12-27,2023-12-27,0.02086802
2023-12-28,2023-12-28,0.019297
2023-12-29,2023-12-29,0.01772664
2023-12-30,2023-12-30,0.04251232
2023-12-31,2023-12-31,0.03246653
2024-01-01,2024-01-01,0.02349981
2024-01-02,2024-01-02,0.0396773
2024-01-03,2024-01-03,0.03220816
2024-01-04,2024-01-04,0.02414337
2024-01-05,2024-01-05,0.03035138
2024-01-06,2024-01-06,0.02776258
2024-01-07,2024-01-07,0.02153107
2024-01-08,2024-01-08,0.03453481
2024-01-09,2024-01-09,0.02299378
2024-01-10,2024-01-10,0.02260673
2024-01-11,2024-01-11,0.03440551
2024-01-12,2024-01-12,0.02406758
2024-01-13,2024-01-13,0.02271866
2024-01-14,2024-01-14,0.02632812
2024-01-15,2024-01-15,0.03007738
2024-01-16,2024-01-16,0.01961135
2024-01-17,2024-01-17,0.01513355
2024-01-18,2024-01-18,0.01754881
2024-01-19,2024-01-19,0.02487777
2024-01-20,2024-01-20,0.0253134
2024-01-21,2024-01-21,0.01873666
2024-01-22,2024-01-22,0.0212345
2024-01-23,2024-01-23,0.02351541
2024-01-24,2024-01-24,0.01676736
2024-01-25,2024-01-25,0.02149927
2024-01-26,2024-01-26,0.02436914
2024-01-27,2024-01-27,0.02020548
2024-01-28,2024-01-28,0.02854221
2024-01-29,2024-01-29,0.02255448
2024-01-30,2024-01-30,0.0248548
2024-01-31,2024-01-31,0.01507329
2024-02-01,2024-02-01,0.02431433
2024-02-02,2024-02-02,0.02562326
2024-02-03,2024-02-03,0.01825685
2024-02-04,2024-02-04,0.02040627
2024-02-05,2024-02-05,0.02070488
2024-02-06,2024-02-06,0.01953109
2024-02-07,2024-02-07,0.02664252
2024-02-08,2024-02-08,0.03085263
2024-02-09,2024-02-09,0.03011237
2024-02-10,2024-02-10,0.02350645
2024-02-11,2024-02-11,0.02441318
2024-02-12,2024-02-12,0.0246848
2024-02-13,2024-02-13,0.02180585
2024-02-14,2024-02-14,0.0214568
2024-02-15,2024-02-15,0.02618806
2024-02-16,2024-02-16,0.0209173
2024-02-17,2024-02-17,0.02687763
2024-02-18,2024-02-18,0.02204971
2024-02-19,2024-02-19,0.01930082
2024-02-20,2024-02-20,0.02157135
2024-02-21,2024-02-21,0.02149312
2024-02-22,2024-02-22,0.0224479
2024-02-23,2024-02-23,0.02376793
2024-02-24,2024-02-24,0.02172208
2024-02-25,2024-02-25,0.02167688
2024-02-26,2024-02-26,0.02388547
2024-02-27,2024-02-27,0.02587599
2024-02-28,2024-02-28,0.02652851
2024-02-29,2024-02-29,0.02465174
2024-03-01,2024-03-01,0.02330437
2024-03-02,2024-03-02,0.02582885
2024-03-03,2024-03-03,0.02177328
2024-03-04,2024-03-04,0.02219368
2024-03-05,2024-03-05,0.02594246
2024-03-06,2024-03-06,0.01877521
2024-03-07,2024-03-07,0.01894799
2024-03-08,2024-03-08,0.02435739
2024-03-09,2024-03-09,0.02597135
2024-03-10,2024-03-10,0.03174336
2024-03-11,2024-03-11,0.02488289
2024-03-12,2024-03-12,0.01785907
2024-03-13,2024-03-13,0.01683612
2024-03-14,2024-03-14,0.02536942
2024-03-15,2024-03-15,0.02766804
2024-03-16,2024-03-16,0.03147005
2024-03-17,2024-03-17,0.02331773
2024-03-18,2024-03-18,0.01981203
2024-03-19,2024-03-19,0.03555386
2024-03-20,2024-03-20,0.02451085
2024-03-21,2024-03-21,0.02997559
2024-03-22,2024-03-22,0.02570416
2024-03-23,2024-03-23,0.01707632
2024-03-24,2024-03-24,0.02260142
2024-03-25,2024-03-25,0.01928264
2024-03-26,2024-03-26,0.01893522
2024-03-27,2024-03-27,0.02306875
2024-03-28,2024-03-28,0.02510181
2024-03-29,2024-03-29,0.01830175
2024-03-30,2024-03-30,0.0221206
2024-03-31,2024-03-31,0.02111023
2024-04-01,2024-04-01,0.01552065
2024-04-02,2024-04-02,0.02584645
2024-04-03,2024-04-03,0.0160066
2024-04-04,2024-04-04,0.02560671
2024-04-05,2024-04-05,0.02646913
2024-04-06,2024-04-06,0.01595726
2024-04-07,2024-04-07,0.01745392
2024-04-08,2024-04-08,0.02142662
2024-04-09,2024-04-09,0.0247044
2024-04-10,2024-04-10,0.0221881
2024-04-11,2024-04-11,0.01495438
2024-04-12,2024-04-12,0.02674149
2024-04-13,2024-04-13,0.03103007
2024-04-14,2024-04-14,0.02800259
2024-04-15,2024-04-15,0.01762149
2024-04-16,2024-04-16,0.01870762
2024-04-17,2024-04-17,0.02021919
2024-04-18,2024-04-18,0.05300206
2024-04-19,2024-04-19,0.02118082
2024-04-20,2024-04-20,0.01482314
2024-04-21,2024-04-21,0.01539342
2024-04-22,2024-04-22,0.01941485
2024-04-23,2024-04-23,0.01234867
2024-04-24,2024-04-24,0.02338609
2024-04-25,2024-04-25,0.02410003
2024-04-26,2024-04-26,0.01609694
2024-04-27,2024-04-27,0.01453046
2024-04-28,2024-04-28,0.01865175
2024-04-29,2024-04-29,0.01821657
2024-04-30,2024-04-30,0.02253767
2024-05-01,2024-05-01,0.02489622
2024-05-02,2024-05-02,0.02627841
2024-05-03,2024-05-03,0.02602344
2024-05-04,2024-05-04,0.02380805
2024-05-05,2024-05-05,0.01643142
2024-05-06,2024-05-06,0.02048683
2024-05-07,2024-05-07,0.01622117
2024-05-08,2024-05-08,0.02160055
2024-05-09,2024-05-09,0.02217118
2024-05-10,2024-05-10,0.0205594
2024-05-11,2024-05-11,0.0197552
2024-05-12,2024-05-12,0.01842404
2024-05-13,2024-05-13,0.02366391
2024-05-14,2024-05-14,0.0181402
2024-05-15,2024-05-15,0.02804276
2024-05-16,2024-05-16,0.01990523
2024-05-17,2024-05-17,0.01881083
2024-05-18,2024-05-18,0.0195206
2024-05-19,2024-05-19,0.01629617
2024-05-20,2024-05-20,0.02291963
2024-05-21,2024-05-21,0.02767219
2024-05-22,2024-05-22,0.02496768
2024-05-23,2024-05-23,0.02800432
2024-05-24,2024-05-24,0.02578257
2024-05-25,2024-05-25,0.02267168
2024-05-26,2024-05-26,0.01717915
2024-05-27,2024-05-27,0.02542279
2024-05-28,2024-05-28,0.01380752
2024-05-29,2024-05-29,0.01718046
2024-05-30,2024-05-30,0.01969162
2024-05-31,2024-05-31,0.02010439
2024-06-01,2024-06-01,0.01355115
2024-06-02,2024-06-02,0.01140133
2024-06-03,2024-06-03,0.02046046
2024-06-04,2024-06-04,0.01755466
2024-06-05,2024-06-05,0.02120689
2024-06-06,2024-06-06,0.02017756
2024-06-07,2024-06-07,0.01085882
2024-06-08,2024-06-08,0.02505858
2024-06-09,2024-06-09,0.01320886
2024-06-10,2024-06-10,0.01193304
2024-06-11,2024-06-11,0.02392278
2024-06-12,2024-06-12,0.0254614
2024-06-13,2024-06-13,0.03156311
2024-06-14,2024-06-14,0.02140092
2024-06-15,2024-06-15,0.01623767
2024-06-16,2024-06-16,0.01445891
2024-06-17,2024-06-17,0.02290095
2024-06-18,2024-06-18,0.02275593
2024-06-19,2024-06-19,0.02484363
2024-06-20,2024-06-20,0.02128633
2024-06-21,2024-06-21,0.01803132
2024-06-22,2024-06-22,0.02117904
2024-06-23,2024-06-23,0.01762044
2024-06-24,2024-06-24,0.02119552
2024-06-25,2024-06-25,0.02965342
2024-06-26,2024-06-26,0.02340422
2024-06-27,2024-06-27,0.01184168
2024-06-28,2024-06-28,0.022333
2024-06-29,2024-06-29,0.01784301
2024-06-30,2024-06-30,0.02103273
2024-07-01,2024-07-01,0.02621857
2024-07-02,2024-07-02,0.02261945
2024-07-03,2024-07-03,0.01884511
2024-07-04,2024-07-04,0.02504766
2024-07-05,2024-07-05,0.03064442
2024-07-06,2024-07-06,0.0245711
2024-07-07,2024-07-07,0.02028063
2024-07-08,2024-07-08,0.01953756
2024-07-09,2024-07-09,0.0187402
2024-07-10,2024-07-10,0.01589516
2024-07-11,2024-07-11,0.01763093
2024-07-12,2024-07-12,0.01742094
2024-07-13,2024-07-13,0.01618962
2024-07-14,2024-07-14,0.01922261
2024-07-15,2024-07-15,0.02306452
2024-07-16,2024-07-16,0.01691303
2024-07-17,2024-07-17,0.02044887
2024-07-18,2024-07-18,0.02870592
2024-07-19,2024-07-19,0.02870053
2024-07-20,2024-07-20,0.01799915
2024-07-21,2024-07-21,0.02002599
2024-07-22,2024-07-22,0.01958558
2024-07-23,2024-07-23,0.01730872
2024-07-24,2024-07-24,0.01591578
2024-07-25,2024-07-25,0.02847585
2024-07-26,2024-07-26,0.02814955
2024-07-27,2024-07-27,0.01937069
2024-07-28,2024-07-28,0.02312298
2024-07-29,2024-07-29,0.02572833
2024-07-30,2024-07-30,0.0200306
2024-07-31,2024-07-31,0.01318795
2024-08-01,2024-08-01,0.02225975
2024-08-02,2024-08-02,0.01750002
2024-08-03,2024-08-03,0.02731417
2024-08-04,2024-08-04,0.02465264
2024-08-05,2024-08-05,0.03568385
2024-08-06,2024-08-06,0.02363778
2024-08-07,2024-08-07,0.02632724
2024-08-08,2024-08-08,0.02613237
2024-08-09,2024-08-09,0.01948682
2024-08-10,2024-08-10,0.01391775
2024-08-11,2024-08-11,0.01347826
2024-08-12,2024-08-12,0.01996353
2024-08-13,2024-08-13,0.01586953
2024-08-14,2024-08-14,0.01972323
2024-08-15,2024-08-15,0.03005747
2024-08-16,2024-08-16,0.03273256
2024-08-17,2024-08-17,0.01629982
2024-08-18,2024-08-18,0.01601396
2024-08-19,2024-08-19,0.01658042
2024-08-20,2024-08-20,0.02108047
2024-08-21,2024-08-21,0.02266466
2024-08-22,2024-08-22,0.02038194
2024-08-23,2024-08-23,0.0257731
2024-08-24,2024-08-24,0.02264492
2024-08-25,2024-08-25,0.01804555
2024-08-26,2024-08-26,0.01996621
2024-08-27,2024-08-27,0.01458315
2024-08-28,2024-08-28,0.02245499
2024-08-29,2024-08-29,0.02487242
2024-08-30,2024-08-30,0.02542294
2024-08-31,2024-08-31,0.02424927
2024-09-01,2024-09-01,0.00976044
2024-09-02,2024-09-02,0.02323209
2024-09-03,2024-09-03,0.01458022
2024-09-04,2024-09-04,0.01574392
2024-09-05,2024-09-05,0.0164727
2024-09-06,2024-09-06,0.0235285
2024-09-07,2024-09-07,0.02217437
2024-09-08,2024-09-08,0.01041742
2024-09-09,2024-09-09,0.02092714
2024-09-10,2024-09-10,0.01020248
2024-09-11,2024-09-11,0.01431783
2024-09-12,2024-09-12,0.015427
2024-09-13,2024-09-13,0.02215361
2024-09-14,2024-09-14,0.01732623
2024-09-15,2024-09-15,0.01512538
2024-09-16,2024-09-16,0.01661331
2024-09-17,2024-09-17,0.01865381
2024-09-18,2024-09-18,0.01783391
2024-09-19,2024-09-19,0.02755418
2024-09-20,2024-09-20,0.01995797
2024-09-21,2024-09-21,0.01912423
2024-09-22,2024-09-22,0.01921296
2024-09-23,2024-09-23,0.01638889
2024-09-24,2024-09-24,0.02359805
2024-09-25,2024-09-25,0.01645791
2024-09-26,2024-09-26,0.02061033
2024-09-27,2024-09-27,0.02345844
2024-09-28,2024-09-28,0.01186363
2024-09-29,2024-09-29,0.01065713
2024-09-30,2024-09-30,0.01958385
2024-10-01,2024-10-01,0.02820716
2024-10-02,2024-10-02,0.02188389
2024-10-03,2024-10-03,0.01595032
2024-10-04,2024-10-04,0.01506065
2024-10-05,2024-10-05,0.01262851
2024-10-06,2024-10-06,0.01508831
2024-10-07,2024-10-07,0.02071456
2024-10-08,2024-10-08,0.01608526
2024-10-09,2024-10-09,0.01729868
2024-10-10,2024-10-10,0.02508544
2024-10-11,2024-10-11,0.02813953
2024-10-12,2024-10-12,0.02273122
2024-10-13,2024-10-13,0.01669206
2024-10-14,2024-10-14,0.03742729
2024-10-15,2024-10-15,0.02958096
2024-10-16,2024-10-16,0.03145195
2024-10-17,2024-10-17,0.02839486
2024-10-18,2024-10-18,0.0336099
2024-10-19,2024-10-19,0.02222659
2024-10-20,2024-10-20,0.01834351
2024-10-21,2024-10-21,0.03089858
2024-10-22,2024-10-22,0.02453814
2024-10-23,2024-10-23,0.03128157
2024-10-24,2024-10-24,0.02027783
2024-10-25,2024-10-25,0.03695977
2024-10-26,2024-10-26,0.02603617
