start_time,date,open_interest
2021-11-27,2021-11-27,4908297539.680441
2021-11-28,2021-11-28,5024988476.17166
2021-11-29,2021-11-29,5060801997.97122
2021-11-30,2021-11-30,4809411824.40355
2021-12-01,2021-12-01,4938452880.116931
2021-12-02,2021-12-02,4878497977.26966
2021-12-03,2021-12-03,4825844311.74784
2021-12-04,2021-12-04,2961219747.05588
2021-12-05,2021-12-05,2960097897.845799
2021-12-06,2021-12-06,2881344036.99824
2021-12-07,2021-12-07,2984366784.483
2021-12-08,2021-12-08,2960660278.7974396
2021-12-09,2021-12-09,2987928407.57536
2021-12-10,2021-12-10,2836560738.37376
2021-12-11,2021-12-11,2997950016.14123
2021-12-12,2021-12-12,3173846379.3333197
2021-12-13,2021-12-13,3015545150.3692
2021-12-14,2021-12-14,3079849402.26888
2021-12-15,2021-12-15,3170773693.58032
2021-12-16,2021-12-16,3324757287.1061797
2021-12-17,2021-12-17,3409152252.9274797
2021-12-18,2021-12-18,3557683014.53956
2021-12-19,2021-12-19,3680846238.02714
2021-12-20,2021-12-20,3983948889.73347
2021-12-21,2021-12-21,4587496752.718419
2021-12-22,2021-12-22,4688892607.16164
2021-12-23,2021-12-23,4941256511.64305
2021-12-24,2021-12-24,4863540077.101001
2021-12-25,2021-12-25,4900878570.044709
2021-12-26,2021-12-26,4852278978.39424
2021-12-27,2021-12-27,4927887062.537001
2021-12-28,2021-12-28,4759298139.03026
2021-12-29,2021-12-29,4595113214.1765
2021-12-30,2021-12-30,4616650482.505911
2021-12-31,2021-12-31,4704213642.348129
2022-01-01,2022-01-01,4710310150.816149
2022-01-02,2022-01-02,4722924265.72206
2022-01-03,2022-01-03,4970368396.452101
2022-01-04,2022-01-04,4970186336.5771
2022-01-05,2022-01-05,4610622577.0793
2022-01-06,2022-01-06,4666869567.15791
2022-01-07,2022-01-07,4376815265.97952
2022-01-08,2022-01-08,4371032236.70005
2022-01-09,2022-01-09,4392691264.02966
2022-01-10,2022-01-10,4410144802.0821
2022-01-11,2022-01-11,4521296456.41376
2022-01-12,2022-01-12,4606385913.23008
2022-01-13,2022-01-13,4442397621.4192
2022-01-14,2022-01-14,4392243295.630091
2022-01-15,2022-01-15,4408252001.69026
2022-01-16,2022-01-16,4308671168.92915
2022-01-17,2022-01-17,4339388363.721739
2022-01-18,2022-01-18,4322085332.5093
2022-01-19,2022-01-19,4316171613.13058
2022-01-20,2022-01-20,4283104784.93346
2022-01-21,2022-01-21,3706674688.66996
2022-01-22,2022-01-22,3572166952.56881
2022-01-23,2022-01-23,3708443467.22567
2022-01-24,2022-01-24,3669708225.4598
2022-01-25,2022-01-25,3776024154.36518
2022-01-26,2022-01-26,3688191126.64755
2022-01-27,2022-01-27,3630374167.82496
2022-01-28,2022-01-28,3765259269.41593
2022-01-29,2022-01-29,3874005774.4959
2022-01-30,2022-01-30,3875380527.00184
2022-01-31,2022-01-31,4140819381.1917505
2022-02-01,2022-02-01,3976536782.52238
2022-02-02,2022-02-02,3794437528.95784
2022-02-03,2022-02-03,3796373781.11554
2022-02-04,2022-02-04,4314152816.7766695
2022-02-05,2022-02-05,4299005868.95804
2022-02-06,2022-02-06,4362754491.709121
2022-02-07,2022-02-07,4391418467.881391
2022-02-08,2022-02-08,4190364568.098361
2022-02-09,2022-02-09,4269440528.7202806
2022-02-10,2022-02-10,4066861192.22828
2022-02-11,2022-02-11,4019088816.296299
2022-02-12,2022-02-12,4010677369.88053
2022-02-13,2022-02-13,3959447273.9526906
2022-02-14,2022-02-14,4105156712.7824
2022-02-15,2022-02-15,4350258166.3935
2022-02-16,2022-02-16,4333944828.9788
2022-02-17,2022-02-17,3966873327.5771
2022-02-18,2022-02-18,3853727587.1304007
2022-02-19,2022-02-19,3972829670.0635
2022-02-20,2022-02-20,3741094322.8376
2022-02-21,2022-02-21,3604966366.5114
2022-02-22,2022-02-22,3774876677.28
2022-02-23,2022-02-23,3611820078.3077
2022-02-24,2022-02-24,3381075348.0379
2022-02-25,2022-02-25,3507872982.7971997
2022-02-26,2022-02-26,3488801191.8228
2022-02-27,2022-02-27,3321198013.5313997
2022-02-28,2022-02-28,3813582204.2754
2022-03-01,2022-03-01,4024184645.1521
2022-03-02,2022-03-02,4064358798.830399
2022-03-03,2022-03-03,4037384606.7205
2022-03-04,2022-03-04,3805202550.432601
2022-03-05,2022-03-05,3830322449.3782
2022-03-06,2022-03-06,3585742606.2954006
2022-03-07,2022-03-07,3419002546.6764
2022-03-08,2022-03-08,3473091393.9617996
2022-03-09,2022-03-09,3875001245.0375
2022-03-10,2022-03-10,3582375680.4677997
2022-03-11,2022-03-11,3537322818.056
2022-03-12,2022-03-12,3606910954.700099
2022-03-13,2022-03-13,3708358781.8885
2022-03-14,2022-03-14,3778186175.7848
2022-03-15,2022-03-15,3822846902.4821
2022-03-16,2022-03-16,3914996104.9504
2022-03-17,2022-03-17,3902114872.555499
2022-03-18,2022-03-18,4045139245.729699
2022-03-19,2022-03-19,4118056989.2539
2022-03-20,2022-03-20,3953430830.0694
2022-03-21,2022-03-21,3837424816.053
2022-03-22,2022-03-22,3998650390.044
2022-03-23,2022-03-23,3966529963.9528
2022-03-24,2022-03-24,4445102037.0414
2022-03-25,2022-03-25,4429380026.7157
2022-03-26,2022-03-26,4441715743.4922
2022-03-27,2022-03-27,4641294097.9091
2022-03-28,2022-03-28,4542800153.5104
2022-03-29,2022-03-29,4529034664.782599
2022-03-30,2022-03-30,4479982827.0575
2022-03-31,2022-03-31,4290733021.7605
2022-04-01,2022-04-01,4255237861.742
2022-04-02,2022-04-02,4136427700.6073
2022-04-03,2022-04-03,4194275510.5792
2022-04-04,2022-04-04,4274554603.5472
2022-04-05,2022-04-05,4357452365.155001
2022-04-06,2022-04-06,4393381073.934
2022-04-07,2022-04-07,4382771835.7845
2022-04-08,2022-04-08,4374604940.2088
2022-04-09,2022-04-09,4444399321.3934
2022-04-10,2022-04-10,4431570050.025001
2022-04-11,2022-04-11,4205188473.0982
2022-04-12,2022-04-12,4206361797.366299
2022-04-13,2022-04-13,4132955292.5605
2022-04-14,2022-04-14,4163971695.0689
2022-04-15,2022-04-15,4155699462.350701
2022-04-16,2022-04-16,4129087044.6178
2022-04-17,2022-04-17,4165838049.545
2022-04-18,2022-04-18,4082687146.3568
2022-04-19,2022-04-19,4163299025.0362
2022-04-20,2022-04-20,4151048991.3355
2022-04-21,2022-04-21,4104053935.0325
2022-04-22,2022-04-22,4237471881.2167
2022-04-23,2022-04-23,4261808578.341
2022-04-24,2022-04-24,4236692880.858201
2022-04-25,2022-04-25,4177605623.3475
2022-04-26,2022-04-26,4196468612.3963
2022-04-27,2022-04-27,4100018313.222
2022-04-28,2022-04-28,4015154141.7974
2022-04-29,2022-04-29,4081230045.712701
2022-04-30,2022-04-30,4091854128.2313
2022-05-01,2022-05-01,4047898194.1954
2022-05-02,2022-05-02,3991597804.4719
2022-05-03,2022-05-03,4361158702.8536005
2022-05-04,2022-05-04,4220139914.0008
2022-05-05,2022-05-05,4165091282.1181
2022-05-06,2022-05-06,4044241798.7488
2022-05-07,2022-05-07,4089264264.684999
2022-05-08,2022-05-08,3884389789.627499
2022-05-09,2022-05-09,3333490443.7131996
2022-05-10,2022-05-10,3255956871.921
2022-05-11,2022-05-11,2996082975.8528
2022-05-12,2022-05-12,2777030830.6762004
2022-05-13,2022-05-13,2903000861.1268005
2022-05-14,2022-05-14,2764300060.5564
2022-05-15,2022-05-15,2972524709.388
2022-05-16,2022-05-16,2924128591.081
2022-05-17,2022-05-17,2926611485.562
2022-05-18,2022-05-18,2990820405.1997004
2022-05-19,2022-05-19,3346819648.2631
2022-05-20,2022-05-20,3113149728.3374
2022-05-21,2022-05-21,3050759467.8506
2022-05-22,2022-05-22,3300067816.8156
2022-05-23,2022-05-23,3158695256.3669996
2022-05-24,2022-05-24,3233261239.9879003
2022-05-25,2022-05-25,3115081835.11
2022-05-26,2022-05-26,3187929332.7995
2022-05-27,2022-05-27,3175993725.6136003
2022-05-28,2022-05-28,3186225058.8067
2022-05-29,2022-05-29,3348246241.9550996
2022-05-30,2022-05-30,3611735761.3642
2022-05-31,2022-05-31,3658388680.052
2022-06-01,2022-06-01,3342155035.3098
2022-06-02,2022-06-02,3424647179.6937003
2022-06-03,2022-06-03,3328065816.1711
2022-06-04,2022-06-04,3309892344.9415
2022-06-05,2022-06-05,3331975647.4841003
2022-06-06,2022-06-06,3892806439.620701
2022-06-07,2022-06-07,3547532220.0348
2022-06-08,2022-06-08,3263251474.2028995
2022-06-09,2022-06-09,3422308597.0199
2022-06-10,2022-06-10,3459486110.8714
2022-06-11,2022-06-11,3485457094.429
2022-06-12,2022-06-12,3184904485.9021997
2022-06-13,2022-06-13,2621360643.9918
2022-06-14,2022-06-14,2515079396.6498995
2022-06-15,2022-06-15,2516472940.2742
2022-06-16,2022-06-16,2457435731.3447003
2022-06-17,2022-06-17,2539166046.9184
2022-06-18,2022-06-18,2337733679.9454
2022-06-19,2022-06-19,2481362580.4582996
2022-06-20,2022-06-20,2490206431.9647
2022-06-21,2022-06-21,2586680610.2391996
2022-06-22,2022-06-22,2530352376.9907
2022-06-23,2022-06-23,2702523107.8047
2022-06-24,2022-06-24,2669188510.1727
2022-06-25,2022-06-25,2853019341.6193004
2022-06-26,2022-06-26,2712078028.3018
2022-06-27,2022-06-27,2655652545.5522
2022-06-28,2022-06-28,2679095841.1856003
2022-06-29,2022-06-29,2613615823.8956003
2022-06-30,2022-06-30,2507646082.9765
2022-07-01,2022-07-01,2372360670.7739005
2022-07-02,2022-07-02,2426178915.5122004
2022-07-03,2022-07-03,2446853166.4258
2022-07-04,2022-07-04,2724217625.8239994
2022-07-05,2022-07-05,2682209500.8575
2022-07-06,2022-07-06,2782320585.0463
2022-07-07,2022-07-07,3201178255.4838004
2022-07-08,2022-07-08,3063422379.1296
2022-07-09,2022-07-09,3028299817.5142
2022-07-10,2022-07-10,2813062847.2528
2022-07-11,2022-07-11,2711952351.9243
2022-07-12,2022-07-12,2676155952.0165
2022-07-13,2022-07-13,2754700918.9496
2022-07-14,2022-07-14,2876796083.8182
2022-07-15,2022-07-15,2956296483.3602
2022-07-16,2022-07-16,3018830158.2160997
2022-07-17,2022-07-17,2994378972.2613
2022-07-18,2022-07-18,3135173211.4448004
2022-07-19,2022-07-19,3440550056.4705997
2022-07-20,2022-07-20,3232137293.2428
2022-07-21,2022-07-21,3229590524.1915
2022-07-22,2022-07-22,3265131327.9181995
2022-07-23,2022-07-23,3284374883.3584
2022-07-24,2022-07-24,3242743143.7535005
2022-07-25,2022-07-25,2927883809.4553995
2022-07-26,2022-07-26,2947071078.9837003
2022-07-27,2022-07-27,3254003000.3343
2022-07-28,2022-07-28,3311140048.0889006
2022-07-29,2022-07-29,3355445122.4775
2022-07-30,2022-07-30,3406079505.8255
2022-07-31,2022-07-31,3256392893.1682997
2022-08-01,2022-08-01,3204860827.5369
2022-08-02,2022-08-02,3165996222.512
2022-08-03,2022-08-03,3268676346.1763997
2022-08-04,2022-08-04,3161239662.0336995
2022-08-05,2022-08-05,3129696949.3683996
2022-08-06,2022-08-06,3162919505.2932997
2022-08-07,2022-08-07,3183275737.4019003
2022-08-08,2022-08-08,3514449064.8566
2022-08-09,2022-08-09,3322538147.9616995
2022-08-10,2022-08-10,3352773778.9213
2022-08-11,2022-08-11,3477822142.7424
2022-08-12,2022-08-12,3512319388.3993
2022-08-13,2022-08-13,3628084243.057501
2022-08-14,2022-08-14,3462537622.1359997
2022-08-15,2022-08-15,3285888069.9700003
2022-08-16,2022-08-16,3260838389.7056
2022-08-17,2022-08-17,3435907087.815599
2022-08-18,2022-08-18,3389846499.0199995
2022-08-19,2022-08-19,2887207438.9787
2022-08-20,2022-08-20,2914401578.431
2022-08-21,2022-08-21,2969149907.1508
2022-08-22,2022-08-22,2943415509.0716
2022-08-23,2022-08-23,2995658928.5762
2022-08-24,2022-08-24,2986069240.4807997
2022-08-25,2022-08-25,3013752285.3724995
2022-08-26,2022-08-26,2998042534.9173994
2022-08-27,2022-08-27,3027932804.6488996
2022-08-28,2022-08-28,2941059495.2216997
2022-08-29,2022-08-29,3061300502.518899
2022-08-30,2022-08-30,3025940112.2918997
2022-08-31,2022-08-31,2857063621.4086003
2022-09-01,2022-09-01,2999069154.9311004
2022-09-02,2022-09-02,2904244527.7002
2022-09-03,2022-09-03,3141496563.9586
2022-09-04,2022-09-04,3066223678.6226997
2022-09-05,2022-09-05,3161817028.4006
2022-09-06,2022-09-06,3095445421.3725996
2022-09-07,2022-09-07,2963958978.6628
2022-09-08,2022-09-08,2928707838.6675997
2022-09-09,2022-09-09,3573814312.6596007
2022-09-10,2022-09-10,3671038166.5749
2022-09-11,2022-09-11,3801377985.0538
2022-09-12,2022-09-12,3972943776.8728
2022-09-13,2022-09-13,3120278294.962
2022-09-14,2022-09-14,3024839398.7489
2022-09-15,2022-09-15,2985633614.7916
2022-09-16,2022-09-16,3063768141.5986004
2022-09-17,2022-09-17,3158341861.676
2022-09-18,2022-09-18,3063334870.1624
2022-09-19,2022-09-19,2871492571.566
2022-09-20,2022-09-20,2782167102.3267
2022-09-21,2022-09-21,2721797310.9569
2022-09-22,2022-09-22,2982716674.576
2022-09-23,2022-09-23,2884215561.1221
2022-09-24,2022-09-24,2886939476.2648
2022-09-25,2022-09-25,2907622685.1452
2022-09-26,2022-09-26,3098721656.4742
