start_time,datetime,exchange_supply_ratio
2021-12-19 23:00:00,2021-12-19 23:00:00,0.03511987
2021-12-20 00:00:00,2021-12-20 00:00:00,0.03515766
2021-12-20 01:00:00,2021-12-20 01:00:00,0.03514859
2021-12-20 02:00:00,2021-12-20 02:00:00,0.03512356
2021-12-20 03:00:00,2021-12-20 03:00:00,0.03513721
2021-12-20 04:00:00,2021-12-20 04:00:00,0.03512246
2021-12-20 05:00:00,2021-12-20 05:00:00,0.03510948
2021-12-20 06:00:00,2021-12-20 06:00:00,0.03512597
2021-12-20 07:00:00,2021-12-20 07:00:00,0.03508987
2021-12-20 08:00:00,2021-12-20 08:00:00,0.03508087
2021-12-20 09:00:00,2021-12-20 09:00:00,0.03502516
2021-12-20 10:00:00,2021-12-20 10:00:00,0.03500985
2021-12-20 11:00:00,2021-12-20 11:00:00,0.03496642
2021-12-20 12:00:00,2021-12-20 12:00:00,0.03501907
2021-12-20 13:00:00,2021-12-20 13:00:00,0.03502592
2021-12-20 14:00:00,2021-12-20 14:00:00,0.03503247
2021-12-20 15:00:00,2021-12-20 15:00:00,0.03523587
2021-12-20 16:00:00,2021-12-20 16:00:00,0.03518806
2021-12-20 17:00:00,2021-12-20 17:00:00,0.03516695
2021-12-20 18:00:00,2021-12-20 18:00:00,0.03515465
2021-12-20 19:00:00,2021-12-20 19:00:00,0.03515473
2021-12-20 20:00:00,2021-12-20 20:00:00,0.03518533
2021-12-20 21:00:00,2021-12-20 21:00:00,0.03514711
2021-12-20 22:00:00,2021-12-20 22:00:00,0.03508061
2021-12-20 23:00:00,2021-12-20 23:00:00,0.03509961
2021-12-21 00:00:00,2021-12-21 00:00:00,0.03519314
2021-12-21 01:00:00,2021-12-21 01:00:00,0.03519074
2021-12-21 02:00:00,2021-12-21 02:00:00,0.03518808
2021-12-21 03:00:00,2021-12-21 03:00:00,0.03518409
2021-12-21 04:00:00,2021-12-21 04:00:00,0.03537108
2021-12-21 05:00:00,2021-12-21 05:00:00,0.03535328
2021-12-21 06:00:00,2021-12-21 06:00:00,0.03538689
2021-12-21 07:00:00,2021-12-21 07:00:00,0.03538526
2021-12-21 08:00:00,2021-12-21 08:00:00,0.03537597
2021-12-21 09:00:00,2021-12-21 09:00:00,0.0353909
2021-12-21 10:00:00,2021-12-21 10:00:00,0.03534073
2021-12-21 11:00:00,2021-12-21 11:00:00,0.0353338
2021-12-21 12:00:00,2021-12-21 12:00:00,0.03533379
2021-12-21 13:00:00,2021-12-21 13:00:00,0.03530911
2021-12-21 14:00:00,2021-12-21 14:00:00,0.03526608
2021-12-21 15:00:00,2021-12-21 15:00:00,0.03525669
2021-12-21 16:00:00,2021-12-21 16:00:00,0.0352323
2021-12-21 17:00:00,2021-12-21 17:00:00,0.03522388
2021-12-21 18:00:00,2021-12-21 18:00:00,0.03521522
2021-12-21 19:00:00,2021-12-21 19:00:00,0.03521457
2021-12-21 20:00:00,2021-12-21 20:00:00,0.0352169
2021-12-21 21:00:00,2021-12-21 21:00:00,0.03523264
2021-12-21 22:00:00,2021-12-21 22:00:00,0.03521726
2021-12-21 23:00:00,2021-12-21 23:00:00,0.03520357
2021-12-22 00:00:00,2021-12-22 00:00:00,0.03524371
2021-12-22 01:00:00,2021-12-22 01:00:00,0.03523398
2021-12-22 02:00:00,2021-12-22 02:00:00,0.03519588
2021-12-22 03:00:00,2021-12-22 03:00:00,0.03516864
2021-12-22 04:00:00,2021-12-22 04:00:00,0.03517002
2021-12-22 05:00:00,2021-12-22 05:00:00,0.03515401
2021-12-22 06:00:00,2021-12-22 06:00:00,0.03515389
2021-12-22 07:00:00,2021-12-22 07:00:00,0.03515051
2021-12-22 08:00:00,2021-12-22 08:00:00,0.03514167
2021-12-22 09:00:00,2021-12-22 09:00:00,0.03514819
2021-12-22 10:00:00,2021-12-22 10:00:00,0.03514868
2021-12-22 11:00:00,2021-12-22 11:00:00,0.03513458
2021-12-22 12:00:00,2021-12-22 12:00:00,0.03505877
2021-12-22 13:00:00,2021-12-22 13:00:00,0.03500044
2021-12-22 14:00:00,2021-12-22 14:00:00,0.0349931
2021-12-22 15:00:00,2021-12-22 15:00:00,0.03497997
2021-12-22 16:00:00,2021-12-22 16:00:00,0.03500106
2021-12-22 17:00:00,2021-12-22 17:00:00,0.03499168
2021-12-22 18:00:00,2021-12-22 18:00:00,0.03498049
2021-12-22 19:00:00,2021-12-22 19:00:00,0.03494047
2021-12-22 20:00:00,2021-12-22 20:00:00,0.03492411
2021-12-22 21:00:00,2021-12-22 21:00:00,0.03491243
2021-12-22 22:00:00,2021-12-22 22:00:00,0.03490631
2021-12-22 23:00:00,2021-12-22 23:00:00,0.03506865
2021-12-23 00:00:00,2021-12-23 00:00:00,0.03510127
2021-12-23 01:00:00,2021-12-23 01:00:00,0.03507494
2021-12-23 02:00:00,2021-12-23 02:00:00,0.03505219
2021-12-23 03:00:00,2021-12-23 03:00:00,0.03504714
2021-12-23 04:00:00,2021-12-23 04:00:00,0.03503108
2021-12-23 05:00:00,2021-12-23 05:00:00,0.03502439
2021-12-23 06:00:00,2021-12-23 06:00:00,0.03511709
2021-12-23 07:00:00,2021-12-23 07:00:00,0.03509697
2021-12-23 08:00:00,2021-12-23 08:00:00,0.03508368
2021-12-23 09:00:00,2021-12-23 09:00:00,0.03507349
2021-12-23 10:00:00,2021-12-23 10:00:00,0.03508003
2021-12-23 11:00:00,2021-12-23 11:00:00,0.0350781
2021-12-23 12:00:00,2021-12-23 12:00:00,0.03512855
2021-12-23 13:00:00,2021-12-23 13:00:00,0.03511901
2021-12-23 14:00:00,2021-12-23 14:00:00,0.03510506
2021-12-23 15:00:00,2021-12-23 15:00:00,0.03511151
2021-12-23 16:00:00,2021-12-23 16:00:00,0.03509162
2021-12-23 17:00:00,2021-12-23 17:00:00,0.03509971
2021-12-23 18:00:00,2021-12-23 18:00:00,0.03508741
2021-12-23 19:00:00,2021-12-23 19:00:00,0.03501152
2021-12-23 20:00:00,2021-12-23 20:00:00,0.03495947
2021-12-23 21:00:00,2021-12-23 21:00:00,0.03502882
2021-12-23 22:00:00,2021-12-23 22:00:00,0.03502394
2021-12-23 23:00:00,2021-12-23 23:00:00,0.03501505
2021-12-24 00:00:00,2021-12-24 00:00:00,0.03508839
2021-12-24 01:00:00,2021-12-24 01:00:00,0.03506093
2021-12-24 02:00:00,2021-12-24 02:00:00,0.03503168
2021-12-24 03:00:00,2021-12-24 03:00:00,0.03517316
2021-12-24 04:00:00,2021-12-24 04:00:00,0.03514874
2021-12-24 05:00:00,2021-12-24 05:00:00,0.03514786
2021-12-24 06:00:00,2021-12-24 06:00:00,0.03517427
2021-12-24 07:00:00,2021-12-24 07:00:00,0.03516169
2021-12-24 08:00:00,2021-12-24 08:00:00,0.035159
2021-12-24 09:00:00,2021-12-24 09:00:00,0.03520993
2021-12-24 10:00:00,2021-12-24 10:00:00,0.03519495
2021-12-24 11:00:00,2021-12-24 11:00:00,0.03517641
2021-12-24 12:00:00,2021-12-24 12:00:00,0.03515872
2021-12-24 13:00:00,2021-12-24 13:00:00,0.03513203
2021-12-24 14:00:00,2021-12-24 14:00:00,0.03512223
2021-12-24 15:00:00,2021-12-24 15:00:00,0.03510406
2021-12-24 16:00:00,2021-12-24 16:00:00,0.03509642
2021-12-24 17:00:00,2021-12-24 17:00:00,0.03506938
2021-12-24 18:00:00,2021-12-24 18:00:00,0.03507046
2021-12-24 19:00:00,2021-12-24 19:00:00,0.0350572
2021-12-24 20:00:00,2021-12-24 20:00:00,0.03519308
2021-12-24 21:00:00,2021-12-24 21:00:00,0.03518391
2021-12-24 22:00:00,2021-12-24 22:00:00,0.0351657
2021-12-24 23:00:00,2021-12-24 23:00:00,0.03514215
2021-12-25 00:00:00,2021-12-25 00:00:00,0.03526452
2021-12-25 01:00:00,2021-12-25 01:00:00,0.03526707
2021-12-25 02:00:00,2021-12-25 02:00:00,0.03525617
2021-12-25 03:00:00,2021-12-25 03:00:00,0.03524334
2021-12-25 04:00:00,2021-12-25 04:00:00,0.03523411
2021-12-25 05:00:00,2021-12-25 05:00:00,0.03521279
2021-12-25 06:00:00,2021-12-25 06:00:00,0.0352242
2021-12-25 07:00:00,2021-12-25 07:00:00,0.03520844
2021-12-25 08:00:00,2021-12-25 08:00:00,0.0352077
2021-12-25 09:00:00,2021-12-25 09:00:00,0.03519603
2021-12-25 10:00:00,2021-12-25 10:00:00,0.03516444
2021-12-25 11:00:00,2021-12-25 11:00:00,0.03514004
2021-12-25 12:00:00,2021-12-25 12:00:00,0.03513062
2021-12-25 13:00:00,2021-12-25 13:00:00,0.0352849
2021-12-25 14:00:00,2021-12-25 14:00:00,0.03527518
2021-12-25 15:00:00,2021-12-25 15:00:00,0.03526878
2021-12-25 16:00:00,2021-12-25 16:00:00,0.03524642
2021-12-25 17:00:00,2021-12-25 17:00:00,0.03522796
2021-12-25 18:00:00,2021-12-25 18:00:00,0.03521781
2021-12-25 19:00:00,2021-12-25 19:00:00,0.03520289
2021-12-25 20:00:00,2021-12-25 20:00:00,0.03519896
2021-12-25 21:00:00,2021-12-25 21:00:00,0.03519978
2021-12-25 22:00:00,2021-12-25 22:00:00,0.03519046
2021-12-25 23:00:00,2021-12-25 23:00:00,0.03517603
2021-12-26 00:00:00,2021-12-26 00:00:00,0.03525812
2021-12-26 01:00:00,2021-12-26 01:00:00,0.03525257
2021-12-26 02:00:00,2021-12-26 02:00:00,0.03523786
2021-12-26 03:00:00,2021-12-26 03:00:00,0.03519685
2021-12-26 04:00:00,2021-12-26 04:00:00,0.03515231
2021-12-26 05:00:00,2021-12-26 05:00:00,0.03514306
2021-12-26 06:00:00,2021-12-26 06:00:00,0.03516361
2021-12-26 07:00:00,2021-12-26 07:00:00,0.03516225
2021-12-26 08:00:00,2021-12-26 08:00:00,0.03514467
2021-12-26 09:00:00,2021-12-26 09:00:00,0.03514577
2021-12-26 10:00:00,2021-12-26 10:00:00,0.03514717
2021-12-26 11:00:00,2021-12-26 11:00:00,0.03513538
2021-12-26 12:00:00,2021-12-26 12:00:00,0.0351054
2021-12-26 13:00:00,2021-12-26 13:00:00,0.03508672
2021-12-26 14:00:00,2021-12-26 14:00:00,0.03506691
2021-12-26 15:00:00,2021-12-26 15:00:00,0.03505828
2021-12-26 16:00:00,2021-12-26 16:00:00,0.03504371
2021-12-26 17:00:00,2021-12-26 17:00:00,0.03502049
2021-12-26 18:00:00,2021-12-26 18:00:00,0.03501056
2021-12-26 19:00:00,2021-12-26 19:00:00,0.0349999
2021-12-26 20:00:00,2021-12-26 20:00:00,0.03499316
2021-12-26 21:00:00,2021-12-26 21:00:00,0.03517055
2021-12-26 22:00:00,2021-12-26 22:00:00,0.03517062
2021-12-26 23:00:00,2021-12-26 23:00:00,0.03516751
2021-12-27 00:00:00,2021-12-27 00:00:00,0.03524805
2021-12-27 01:00:00,2021-12-27 01:00:00,0.03523014
2021-12-27 02:00:00,2021-12-27 02:00:00,0.03522929
2021-12-27 03:00:00,2021-12-27 03:00:00,0.03518216
2021-12-27 04:00:00,2021-12-27 04:00:00,0.03514141
2021-12-27 05:00:00,2021-12-27 05:00:00,0.03511465
2021-12-27 06:00:00,2021-12-27 06:00:00,0.03514194
2021-12-27 07:00:00,2021-12-27 07:00:00,0.03511562
2021-12-27 08:00:00,2021-12-27 08:00:00,0.0349924
2021-12-27 09:00:00,2021-12-27 09:00:00,0.03491254
2021-12-27 10:00:00,2021-12-27 10:00:00,0.03490455
2021-12-27 11:00:00,2021-12-27 11:00:00,0.03482572
2021-12-27 12:00:00,2021-12-27 12:00:00,0.03481166
2021-12-27 13:00:00,2021-12-27 13:00:00,0.03479384
2021-12-27 14:00:00,2021-12-27 14:00:00,0.03476835
2021-12-27 15:00:00,2021-12-27 15:00:00,0.03474359
2021-12-27 16:00:00,2021-12-27 16:00:00,0.0346762
2021-12-27 17:00:00,2021-12-27 17:00:00,0.03468441
2021-12-27 18:00:00,2021-12-27 18:00:00,0.03466105
2021-12-27 19:00:00,2021-12-27 19:00:00,0.03464096
2021-12-27 20:00:00,2021-12-27 20:00:00,0.034827
2021-12-27 21:00:00,2021-12-27 21:00:00,0.03512682
2021-12-27 22:00:00,2021-12-27 22:00:00,0.035115
2021-12-27 23:00:00,2021-12-27 23:00:00,0.0351019
2021-12-28 00:00:00,2021-12-28 00:00:00,0.03521236
2021-12-28 01:00:00,2021-12-28 01:00:00,0.03519332
2021-12-28 02:00:00,2021-12-28 02:00:00,0.0351866
2021-12-28 03:00:00,2021-12-28 03:00:00,0.03520021
2021-12-28 04:00:00,2021-12-28 04:00:00,0.03524729
2021-12-28 05:00:00,2021-12-28 05:00:00,0.0352556
2021-12-28 06:00:00,2021-12-28 06:00:00,0.03527058
2021-12-28 07:00:00,2021-12-28 07:00:00,0.03519745
2021-12-28 08:00:00,2021-12-28 08:00:00,0.03518441
2021-12-28 09:00:00,2021-12-28 09:00:00,0.03512719
2021-12-28 10:00:00,2021-12-28 10:00:00,0.03510577
2021-12-28 11:00:00,2021-12-28 11:00:00,0.03508903
2021-12-28 12:00:00,2021-12-28 12:00:00,0.03505412
2021-12-28 13:00:00,2021-12-28 13:00:00,0.03503837
2021-12-28 14:00:00,2021-12-28 14:00:00,0.03501285
2021-12-28 15:00:00,2021-12-28 15:00:00,0.03500025
2021-12-28 16:00:00,2021-12-28 16:00:00,0.03500852
2021-12-28 17:00:00,2021-12-28 17:00:00,0.03502551
2021-12-28 18:00:00,2021-12-28 18:00:00,0.0349784
2021-12-28 19:00:00,2021-12-28 19:00:00,0.03499772
2021-12-28 20:00:00,2021-12-28 20:00:00,0.03500227
2021-12-28 21:00:00,2021-12-28 21:00:00,0.03499246
2021-12-28 22:00:00,2021-12-28 22:00:00,0.03498071
2021-12-28 23:00:00,2021-12-28 23:00:00,0.03497731
2021-12-29 00:00:00,2021-12-29 00:00:00,0.03518162
2021-12-29 01:00:00,2021-12-29 01:00:00,0.03518965
2021-12-29 02:00:00,2021-12-29 02:00:00,0.03516858
2021-12-29 03:00:00,2021-12-29 03:00:00,0.03515533
2021-12-29 04:00:00,2021-12-29 04:00:00,0.03514808
2021-12-29 05:00:00,2021-12-29 05:00:00,0.03514595
2021-12-29 06:00:00,2021-12-29 06:00:00,0.03516931
2021-12-29 07:00:00,2021-12-29 07:00:00,0.03514689
2021-12-29 08:00:00,2021-12-29 08:00:00,0.03511727
2021-12-29 09:00:00,2021-12-29 09:00:00,0.03508952
2021-12-29 10:00:00,2021-12-29 10:00:00,0.03507892
2021-12-29 11:00:00,2021-12-29 11:00:00,0.03506245
2021-12-29 12:00:00,2021-12-29 12:00:00,0.03504036
2021-12-29 13:00:00,2021-12-29 13:00:00,0.03501314
2021-12-29 14:00:00,2021-12-29 14:00:00,0.03497568
2021-12-29 15:00:00,2021-12-29 15:00:00,0.03495216
2021-12-29 16:00:00,2021-12-29 16:00:00,0.03494668
2021-12-29 17:00:00,2021-12-29 17:00:00,0.03494414
2021-12-29 18:00:00,2021-12-29 18:00:00,0.03491788
2021-12-29 19:00:00,2021-12-29 19:00:00,0.03492513
2021-12-29 20:00:00,2021-12-29 20:00:00,0.03492675
2021-12-29 21:00:00,2021-12-29 21:00:00,0.03490945
2021-12-29 22:00:00,2021-12-29 22:00:00,0.03489775
2021-12-29 23:00:00,2021-12-29 23:00:00,0.03486584
2021-12-30 00:00:00,2021-12-30 00:00:00,0.03510475
2021-12-30 01:00:00,2021-12-30 01:00:00,0.03510829
2021-12-30 02:00:00,2021-12-30 02:00:00,0.03509201
2021-12-30 03:00:00,2021-12-30 03:00:00,0.03508787
2021-12-30 04:00:00,2021-12-30 04:00:00,0.0350757
2021-12-30 05:00:00,2021-12-30 05:00:00,0.03505219
2021-12-30 06:00:00,2021-12-30 06:00:00,0.03506007
2021-12-30 07:00:00,2021-12-30 07:00:00,0.03502777
2021-12-30 08:00:00,2021-12-30 08:00:00,0.03499884
2021-12-30 09:00:00,2021-12-30 09:00:00,0.03499276
2021-12-30 10:00:00,2021-12-30 10:00:00,0.03498046
2021-12-30 11:00:00,2021-12-30 11:00:00,0.03498847
2021-12-30 12:00:00,2021-12-30 12:00:00,0.03493316
2021-12-30 13:00:00,2021-12-30 13:00:00,0.03491594
2021-12-30 14:00:00,2021-12-30 14:00:00,0.03491207
2021-12-30 15:00:00,2021-12-30 15:00:00,0.0348924
2021-12-30 16:00:00,2021-12-30 16:00:00,0.0348943
2021-12-30 17:00:00,2021-12-30 17:00:00,0.03488202
2021-12-30 18:00:00,2021-12-30 18:00:00,0.03488084
2021-12-30 19:00:00,2021-12-30 19:00:00,0.03486637
2021-12-30 20:00:00,2021-12-30 20:00:00,0.03486229
2021-12-30 21:00:00,2021-12-30 21:00:00,0.03488428
2021-12-30 22:00:00,2021-12-30 22:00:00,0.03488932
2021-12-30 23:00:00,2021-12-30 23:00:00,0.03492889
2021-12-31 00:00:00,2021-12-31 00:00:00,0.03504478
2021-12-31 01:00:00,2021-12-31 01:00:00,0.03503651
2021-12-31 02:00:00,2021-12-31 02:00:00,0.03502658
2021-12-31 03:00:00,2021-12-31 03:00:00,0.0350066
2021-12-31 04:00:00,2021-12-31 04:00:00,0.03499355
2021-12-31 05:00:00,2021-12-31 05:00:00,0.03499826
2021-12-31 06:00:00,2021-12-31 06:00:00,0.03504444
2021-12-31 07:00:00,2021-12-31 07:00:00,0.03504102
2021-12-31 08:00:00,2021-12-31 08:00:00,0.03506894
2021-12-31 09:00:00,2021-12-31 09:00:00,0.0350536
2021-12-31 10:00:00,2021-12-31 10:00:00,0.0350548
2021-12-31 11:00:00,2021-12-31 11:00:00,0.03503755
2021-12-31 12:00:00,2021-12-31 12:00:00,0.03509214
2021-12-31 13:00:00,2021-12-31 13:00:00,0.0350774
2021-12-31 14:00:00,2021-12-31 14:00:00,0.03509782
2021-12-31 15:00:00,2021-12-31 15:00:00,0.03510188
2021-12-31 16:00:00,2021-12-31 16:00:00,0.03507535
2021-12-31 17:00:00,2021-12-31 17:00:00,0.03507973
2021-12-31 18:00:00,2021-12-31 18:00:00,0.03507626
2021-12-31 19:00:00,2021-12-31 19:00:00,0.03507002
2021-12-31 20:00:00,2021-12-31 20:00:00,0.03506264
2021-12-31 21:00:00,2021-12-31 21:00:00,0.0350717
2021-12-31 22:00:00,2021-12-31 22:00:00,0.03506211
2021-12-31 23:00:00,2021-12-31 23:00:00,0.0350668
2022-01-01 00:00:00,2022-01-01 00:00:00,0.03513044
2022-01-01 01:00:00,2022-01-01 01:00:00,0.0351179
2022-01-01 02:00:00,2022-01-01 02:00:00,0.03510565
2022-01-01 03:00:00,2022-01-01 03:00:00,0.03509412
2022-01-01 04:00:00,2022-01-01 04:00:00,0.03509446
2022-01-01 05:00:00,2022-01-01 05:00:00,0.03508935
2022-01-01 06:00:00,2022-01-01 06:00:00,0.03510267
2022-01-01 07:00:00,2022-01-01 07:00:00,0.03508838
2022-01-01 08:00:00,2022-01-01 08:00:00,0.03512424
2022-01-01 09:00:00,2022-01-01 09:00:00,0.03511473
2022-01-01 10:00:00,2022-01-01 10:00:00,0.03510817
2022-01-01 11:00:00,2022-01-01 11:00:00,0.03510221
2022-01-01 12:00:00,2022-01-01 12:00:00,0.03509267
2022-01-01 13:00:00,2022-01-01 13:00:00,0.03508643
2022-01-01 14:00:00,2022-01-01 14:00:00,0.03508014
2022-01-01 15:00:00,2022-01-01 15:00:00,0.03506922
2022-01-01 16:00:00,2022-01-01 16:00:00,0.03506519
2022-01-01 17:00:00,2022-01-01 17:00:00,0.03507236
2022-01-01 18:00:00,2022-01-01 18:00:00,0.03507148
2022-01-01 19:00:00,2022-01-01 19:00:00,0.03506615
2022-01-01 20:00:00,2022-01-01 20:00:00,0.03505909
2022-01-01 21:00:00,2022-01-01 21:00:00,0.0350569
2022-01-01 22:00:00,2022-01-01 22:00:00,0.03504641
2022-01-01 23:00:00,2022-01-01 23:00:00,0.03503996
2022-01-02 00:00:00,2022-01-02 00:00:00,0.03513229
2022-01-02 01:00:00,2022-01-02 01:00:00,0.03513712
2022-01-02 02:00:00,2022-01-02 02:00:00,0.03514056
2022-01-02 03:00:00,2022-01-02 03:00:00,0.03514132
2022-01-02 04:00:00,2022-01-02 04:00:00,0.03511536
2022-01-02 05:00:00,2022-01-02 05:00:00,0.03511441
2022-01-02 06:00:00,2022-01-02 06:00:00,0.03512936
2022-01-02 07:00:00,2022-01-02 07:00:00,0.03511733
2022-01-02 08:00:00,2022-01-02 08:00:00,0.03510926
2022-01-02 09:00:00,2022-01-02 09:00:00,0.0351093
2022-01-02 10:00:00,2022-01-02 10:00:00,0.03511105
2022-01-02 11:00:00,2022-01-02 11:00:00,0.03509089
2022-01-02 12:00:00,2022-01-02 12:00:00,0.0350843
2022-01-02 13:00:00,2022-01-02 13:00:00,0.03507151
2022-01-02 14:00:00,2022-01-02 14:00:00,0.0350593
2022-01-02 15:00:00,2022-01-02 15:00:00,0.03504972
2022-01-02 16:00:00,2022-01-02 16:00:00,0.03506427
2022-01-02 17:00:00,2022-01-02 17:00:00,0.03504568
2022-01-02 18:00:00,2022-01-02 18:00:00,0.03502834
2022-01-02 19:00:00,2022-01-02 19:00:00,0.03502201
2022-01-02 20:00:00,2022-01-02 20:00:00,0.03503168
2022-01-02 21:00:00,2022-01-02 21:00:00,0.03502502
2022-01-02 22:00:00,2022-01-02 22:00:00,0.03500702
2022-01-02 23:00:00,2022-01-02 23:00:00,0.03501197
2022-01-03 00:00:00,2022-01-03 00:00:00,0.03510832
2022-01-03 01:00:00,2022-01-03 01:00:00,0.03510707
2022-01-03 02:00:00,2022-01-03 02:00:00,0.03509622
2022-01-03 03:00:00,2022-01-03 03:00:00,0.03509979
2022-01-03 04:00:00,2022-01-03 04:00:00,0.03510282
2022-01-03 05:00:00,2022-01-03 05:00:00,0.03510893
2022-01-03 06:00:00,2022-01-03 06:00:00,0.03512503
2022-01-03 07:00:00,2022-01-03 07:00:00,0.03512629
2022-01-03 08:00:00,2022-01-03 08:00:00,0.03507943
2022-01-03 09:00:00,2022-01-03 09:00:00,0.03500859
2022-01-03 10:00:00,2022-01-03 10:00:00,0.03498552
2022-01-03 11:00:00,2022-01-03 11:00:00,0.03496905
2022-01-03 12:00:00,2022-01-03 12:00:00,0.03494434
2022-01-03 13:00:00,2022-01-03 13:00:00,0.03494331
2022-01-03 14:00:00,2022-01-03 14:00:00,0.03491655
2022-01-03 15:00:00,2022-01-03 15:00:00,0.03488864
2022-01-03 16:00:00,2022-01-03 16:00:00,0.03487944
2022-01-03 17:00:00,2022-01-03 17:00:00,0.03487045
2022-01-03 18:00:00,2022-01-03 18:00:00,0.03486743
2022-01-03 19:00:00,2022-01-03 19:00:00,0.03488159
2022-01-03 20:00:00,2022-01-03 20:00:00,0.03486714
2022-01-03 21:00:00,2022-01-03 21:00:00,0.03484438
2022-01-03 22:00:00,2022-01-03 22:00:00,0.03483399
2022-01-03 23:00:00,2022-01-03 23:00:00,0.03483705
2022-01-04 00:00:00,2022-01-04 00:00:00,0.03489283
2022-01-04 01:00:00,2022-01-04 01:00:00,0.03491228
2022-01-04 02:00:00,2022-01-04 02:00:00,0.03490813
2022-01-04 03:00:00,2022-01-04 03:00:00,0.03503585
2022-01-04 04:00:00,2022-01-04 04:00:00,0.03502944
2022-01-04 05:00:00,2022-01-04 05:00:00,0.03495934
2022-01-04 06:00:00,2022-01-04 06:00:00,0.03495048
2022-01-04 07:00:00,2022-01-04 07:00:00,0.0349325
2022-01-04 08:00:00,2022-01-04 08:00:00,0.03492445
2022-01-04 09:00:00,2022-01-04 09:00:00,0.0349247
2022-01-04 10:00:00,2022-01-04 10:00:00,0.03493279
2022-01-04 11:00:00,2022-01-04 11:00:00,0.03497328
2022-01-04 12:00:00,2022-01-04 12:00:00,0.03498941
2022-01-04 13:00:00,2022-01-04 13:00:00,0.03499231
2022-01-04 14:00:00,2022-01-04 14:00:00,0.0349935
2022-01-04 15:00:00,2022-01-04 15:00:00,0.03497768
2022-01-04 16:00:00,2022-01-04 16:00:00,0.03495674
2022-01-04 17:00:00,2022-01-04 17:00:00,0.03494699
2022-01-04 18:00:00,2022-01-04 18:00:00,0.03491927
2022-01-04 19:00:00,2022-01-04 19:00:00,0.0349068
2022-01-04 20:00:00,2022-01-04 20:00:00,0.03489895
2022-01-04 21:00:00,2022-01-04 21:00:00,0.03487973
2022-01-04 22:00:00,2022-01-04 22:00:00,0.03486191
2022-01-04 23:00:00,2022-01-04 23:00:00,0.0348575
2022-01-05 00:00:00,2022-01-05 00:00:00,0.03498035
2022-01-05 01:00:00,2022-01-05 01:00:00,0.03497173
2022-01-05 02:00:00,2022-01-05 02:00:00,0.03496657
2022-01-05 03:00:00,2022-01-05 03:00:00,0.03494602
2022-01-05 04:00:00,2022-01-05 04:00:00,0.03494186
2022-01-05 05:00:00,2022-01-05 05:00:00,0.03493759
2022-01-05 06:00:00,2022-01-05 06:00:00,0.0349484
2022-01-05 07:00:00,2022-01-05 07:00:00,0.03493913
2022-01-05 08:00:00,2022-01-05 08:00:00,0.03492662
2022-01-05 09:00:00,2022-01-05 09:00:00,0.03491188
2022-01-05 10:00:00,2022-01-05 10:00:00,0.03491877
2022-01-05 11:00:00,2022-01-05 11:00:00,0.03490068
2022-01-05 12:00:00,2022-01-05 12:00:00,0.03490696
2022-01-05 13:00:00,2022-01-05 13:00:00,0.03488203
2022-01-05 14:00:00,2022-01-05 14:00:00,0.0348447
2022-01-05 15:00:00,2022-01-05 15:00:00,0.03482682
2022-01-05 16:00:00,2022-01-05 16:00:00,0.03479633
2022-01-05 17:00:00,2022-01-05 17:00:00,0.03474865
2022-01-05 18:00:00,2022-01-05 18:00:00,0.03477861
2022-01-05 19:00:00,2022-01-05 19:00:00,0.03479734
2022-01-05 20:00:00,2022-01-05 20:00:00,0.0348495
2022-01-05 21:00:00,2022-01-05 21:00:00,0.03488951
2022-01-05 22:00:00,2022-01-05 22:00:00,0.03498067
2022-01-05 23:00:00,2022-01-05 23:00:00,0.03498576
2022-01-06 00:00:00,2022-01-06 00:00:00,0.035095
2022-01-06 01:00:00,2022-01-06 01:00:00,0.03510277
2022-01-06 02:00:00,2022-01-06 02:00:00,0.0351169
2022-01-06 03:00:00,2022-01-06 03:00:00,0.03510535
2022-01-06 04:00:00,2022-01-06 04:00:00,0.03519366
2022-01-06 05:00:00,2022-01-06 05:00:00,0.03520776
2022-01-06 06:00:00,2022-01-06 06:00:00,0.03533436
2022-01-06 07:00:00,2022-01-06 07:00:00,0.03533568
2022-01-06 08:00:00,2022-01-06 08:00:00,0.03535404
2022-01-06 09:00:00,2022-01-06 09:00:00,0.03541911
2022-01-06 10:00:00,2022-01-06 10:00:00,0.03543487
2022-01-06 11:00:00,2022-01-06 11:00:00,0.03540698
2022-01-06 12:00:00,2022-01-06 12:00:00,0.03549083
2022-01-06 13:00:00,2022-01-06 13:00:00,0.03545474
2022-01-06 14:00:00,2022-01-06 14:00:00,0.03544882
2022-01-06 15:00:00,2022-01-06 15:00:00,0.0354289
2022-01-06 16:00:00,2022-01-06 16:00:00,0.03542206
2022-01-06 17:00:00,2022-01-06 17:00:00,0.03540668
2022-01-06 18:00:00,2022-01-06 18:00:00,0.03539175
2022-01-06 19:00:00,2022-01-06 19:00:00,0.0354052
2022-01-06 20:00:00,2022-01-06 20:00:00,0.03541027
2022-01-06 21:00:00,2022-01-06 21:00:00,0.03541873
2022-01-06 22:00:00,2022-01-06 22:00:00,0.03539421
2022-01-06 23:00:00,2022-01-06 23:00:00,0.03538197
2022-01-07 00:00:00,2022-01-07 00:00:00,0.035532
2022-01-07 01:00:00,2022-01-07 01:00:00,0.0355723
2022-01-07 02:00:00,2022-01-07 02:00:00,0.03555134
2022-01-07 03:00:00,2022-01-07 03:00:00,0.03555766
